s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.470E-04, 9.274E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.461E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.311E-01
-5.400E+02, 0.000E+00, 0.000E+00, 5.813E-02,-1.535E+00, 4.501E-02, 4.054E-15,-5.960E-01, 0.000E+00,-1.855E+00,-2.028E+00,-4.441E-03, 0.000E+00, 0.000E+00,-2.962E+02
-4.800E+02, 0.000E+00, 0.000E+00, 3.970E-02,-1.453E-02, 3.332E-02, 4.863E-15,-8.162E-05, 0.000E+00,-2.862E-04, 5.841E-02,-3.439E-04, 0.000E+00, 0.000E+00,-2.962E+02
-4.200E+02, 0.000E+00, 0.000E+00, 2.824E-02, 6.618E-03, 2.317E-02, 4.807E-15,-2.693E-04, 0.000E+00,-9.426E-04, 5.776E-02,-2.144E-04, 0.000E+00, 0.000E+00,-2.964E+02
-3.600E+02, 0.000E+00, 0.000E+00, 2.117E-02, 1.969E-02, 1.730E-02, 4.883E-15,-2.193E-04, 0.000E+00,-7.624E-04, 5.795E-02,-1.353E-04, 0.000E+00, 0.000E+00,-2.965E+02
-3.000E+02, 0.000E+00, 0.000E+00, 1.681E-02, 2.817E-02, 1.340E-02, 4.745E-15,-1.338E-04, 0.000E+00,-4.674E-04, 5.825E-02,-8.555E-05, 0.000E+00, 0.000E+00,-2.966E+02
-2.400E+02, 0.000E+00, 0.000E+00, 1.406E-02, 3.360E-02, 1.091E-02, 4.856E-15,-6.239E-05, 0.000E+00,-2.175E-04, 5.850E-02,-5.189E-05, 0.000E+00, 0.000E+00,-2.966E+02
-1.800E+02, 0.000E+00, 0.000E+00, 1.241E-02, 3.658E-02, 9.562E-03, 4.893E-15,-6.933E-05, 0.000E+00,-2.490E-04, 5.848E-02,-3.315E-05, 0.000E+00, 0.000E+00,-2.966E+02
-1.200E+02, 0.000E+00, 0.000E+00, 1.134E-02, 3.922E-02, 8.856E-03, 4.846E-15, 2.794E-04, 0.000E+00, 9.728E-04, 5.970E-02,-1.861E-05, 0.000E+00, 0.000E+00,-2.965E+02
