s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.351E-04,-4.987E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.356E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.465E-01
-5.400E+02, 0.000E+00, 0.000E+00,-9.417E-03,-1.802E-02,-3.074E-01, 3.736E-15,-1.348E-01, 0.000E+00,-3.897E-01,-4.697E-01, 1.455E-03, 0.000E+00, 0.000E+00,-6.298E+01
-4.800E+02, 0.000E+00, 0.000E+00, 6.992E-02, 8.098E-03,-7.250E-02, 2.351E-15, 3.219E-04, 0.000E+00, 1.143E-03, 5.840E-03, 9.692E-04, 0.000E+00, 0.000E+00,-6.280E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.093E-01,-1.606E-01, 5.890E-02, 2.053E-15, 8.319E-04, 0.000E+00, 2.924E-03, 8.383E-03, 2.039E-04, 0.000E+00, 0.000E+00,-6.233E+01
-3.599E+02, 0.000E+00, 0.000E+00, 1.094E-01,-1.895E-01, 8.602E-02, 2.061E-15, 1.201E-04, 0.000E+00, 4.273E-04, 6.031E-03,-3.626E-04, 0.000E+00, 0.000E+00,-6.227E+01
-3.000E+02, 0.000E+00, 0.000E+00, 9.688E-02,-1.679E-01, 7.704E-02, 2.236E-15, 7.327E-05, 0.000E+00, 2.872E-04, 6.076E-03,-4.571E-04, 0.000E+00, 0.000E+00,-6.222E+01
-2.400E+02, 0.000E+00, 0.000E+00, 8.165E-02,-1.381E-01, 6.224E-02, 2.501E-15,-6.358E-05, 0.000E+00,-2.242E-04, 5.729E-03,-4.361E-04, 0.000E+00, 0.000E+00,-6.226E+01
-1.800E+02, 0.000E+00, 0.000E+00, 6.974E-02,-1.152E-01, 5.164E-02, 2.371E-15,-9.624E-06, 0.000E+00,-1.547E-05, 6.129E-03,-3.451E-04, 0.000E+00, 0.000E+00,-6.226E+01
-1.199E+02, 0.000E+00, 0.000E+00, 5.968E-02,-9.471E-02, 4.106E-02, 2.364E-15,-9.637E-05, 0.000E+00,-3.665E-04, 5.934E-03,-3.128E-04, 0.000E+00, 0.000E+00,-6.232E+01
-5.997E+01, 0.000E+00, 0.000E+00, 5.039E-02,-7.366E-02, 2.979E-02, 2.385E-15, 6.501E-05, 0.000E+00, 2.102E-04, 6.576E-03,-2.510E-04, 0.000E+00, 0.000E+00,-6.228E+01
 7.714E-02, 1.440E-04, 0.000E+00, 4.229E-02,-6.397E-02, 2.768E-02, 3.584E-06,-9.852E-05, 0.000E+00,-3.909E-04, 6.050E-03,-2.511E-04, 1.501E-08, 0.000E+00,-6.235E+01
 6.002E+01, 1.498E+02, 0.000E+00,-4.122E+01,-7.960E+01,-2.883E+01, 6.072E-01, 1.035E-01, 0.000E+00, 3.593E-01, 8.287E-01,-2.370E-01, 3.004E-03,-4.259E-03,-5.109E+00
 1.200E+02, 1.999E+02, 0.000E+00,-9.868E+01,-3.886E+01,-6.305E+01, 7.779E-01,-4.714E-02, 0.000E+00,-1.747E-01, 8.058E-02,-1.007E-01, 3.998E-03,-7.253E-03,-3.296E+01
 1.800E+02, 1.999E+02, 0.000E+00,-1.089E+02,-2.689E+01,-6.456E+01, 7.481E-01, 4.036E-03, 0.000E+00, 4.899E-03, 2.762E-01,-3.592E-02, 3.998E-03,-1.847E-02,-3.218E+01
 2.400E+02, 1.999E+02, 0.000E+00,-1.128E+02,-2.341E+01,-6.416E+01, 7.151E-01,-1.558E-02, 0.000E+00,-5.551E-02, 2.040E-01,-8.176E-03, 3.998E-03,-2.863E-02,-4.103E+01
 3.000E+02, 2.000E+02, 0.000E+00,-1.156E+02,-2.115E+01,-6.363E+01, 6.964E-01,-4.978E-03, 0.000E+00,-2.898E-02, 2.421E-01, 4.921E-03, 3.998E-03,-3.520E-02,-4.565E+01
 3.600E+02, 1.998E+02, 0.000E+00,-1.171E+02,-2.039E+01,-6.277E+01, 6.754E-01, 7.080E-03, 0.000E+00, 1.896E-02, 2.753E-01, 1.833E-02, 3.998E-03,-4.203E-02,-4.263E+01
 4.200E+02, 2.000E+02, 0.000E+00,-1.190E+02,-1.944E+01,-6.199E+01, 6.634E-01,-1.502E-02, 0.000E+00,-5.325E-02, 1.837E-01, 2.323E-02, 3.998E-03,-4.611E-02,-5.111E+01
 4.800E+02, 1.999E+02, 0.000E+00,-1.200E+02,-1.897E+01,-6.133E+01, 6.568E-01, 3.468E-03, 0.000E+00,-2.172E-03, 2.563E-01, 3.283E-02, 3.998E-03,-5.052E-02,-5.146E+01
 5.400E+02, 1.999E+02, 0.000E+00,-1.208E+02,-1.881E+01,-6.063E+01, 6.487E-01, 1.891E-02, 0.000E+00, 5.845E-02, 3.068E-01, 3.494E-02, 3.998E-03,-5.320E-02,-4.214E+01
 6.000E+02, 1.999E+02, 0.000E+00,-1.222E+02,-1.784E+01,-6.026E+01, 6.350E-01, 1.359E-03, 0.000E+00,-5.065E-04, 2.323E-01, 3.763E-02, 3.998E-03,-5.541E-02,-4.222E+01
 6.600E+02, 2.000E+02, 0.000E+00,-1.230E+02,-1.769E+01,-5.971E+01, 6.243E-01,-9.711E-03, 0.000E+00,-3.562E-02, 1.920E-01, 4.494E-02, 3.998E-03,-5.805E-02,-4.790E+01
 7.200E+02, 2.000E+02, 0.000E+00,-1.227E+02,-1.883E+01,-5.880E+01, 6.265E-01, 5.421E-03, 0.000E+00, 7.485E-03, 2.480E-01, 4.642E-02, 3.998E-03,-6.015E-02,-4.671E+01
 7.800E+02, 1.999E+02, 0.000E+00,-1.233E+02,-1.887E+01,-5.820E+01, 6.157E-01,-3.358E-03, 0.000E+00,-1.547E-02, 2.121E-01, 4.976E-02, 3.998E-03,-6.151E-02,-4.917E+01
 8.400E+02, 2.000E+02, 0.000E+00,-1.238E+02,-1.900E+01,-5.747E+01, 6.055E-01, 1.931E-02, 0.000E+00, 5.393E-02, 2.951E-01, 4.970E-02, 3.998E-03,-6.254E-02,-4.057E+01
 9.000E+02, 1.998E+02, 0.000E+00,-1.245E+02,-1.884E+01,-5.690E+01, 6.061E-01,-1.711E-02, 0.000E+00,-7.184E-02, 1.644E-01, 5.196E-02, 3.998E-03,-6.360E-02,-5.203E+01
 9.600E+02, 2.000E+02, 0.000E+00,-1.249E+02,-1.903E+01,-5.633E+01, 5.947E-01, 1.542E-02, 0.000E+00, 4.669E-02, 2.797E-01, 5.341E-02, 3.998E-03,-6.462E-02,-4.458E+01
 1.020E+03, 2.000E+02, 0.000E+00,-1.257E+02,-1.897E+01,-5.566E+01, 5.919E-01,-4.547E-03, 0.000E+00,-1.939E-02, 2.001E-01, 5.487E-02, 3.998E-03,-6.574E-02,-4.767E+01
 1.080E+03, 2.000E+02, 0.000E+00,-1.257E+02,-1.956E+01,-5.513E+01, 5.954E-01, 2.111E-03, 0.000E+00, 1.186E-02, 2.268E-01, 5.717E-02, 3.998E-03,-6.701E-02,-4.578E+01
 1.140E+03, 1.999E+02, 0.000E+00,-1.259E+02,-1.991E+01,-5.448E+01, 5.868E-01,-2.418E-02, 0.000E+00,-9.669E-02, 1.395E-01, 5.746E-02, 3.998E-03,-6.799E-02,-6.120E+01
 1.200E+03, 1.999E+02, 0.000E+00,-1.268E+02,-1.928E+01,-5.411E+01, 5.799E-01, 2.383E-02, 0.000E+00, 7.764E-02, 3.083E-01, 5.777E-02, 3.998E-03,-6.864E-02,-4.882E+01
 1.260E+03, 1.999E+02, 0.000E+00,-1.273E+02,-1.923E+01,-5.370E+01, 5.618E-01,-4.126E-03, 0.000E+00,-3.556E-02, 2.160E-01, 6.147E-02, 3.998E-03,-6.972E-02,-5.449E+01
 1.320E+03, 1.999E+02, 0.000E+00,-1.271E+02,-2.021E+01,-5.293E+01, 5.645E-01, 1.307E-02, 0.000E+00, 3.597E-02, 2.710E-01, 6.130E-02, 3.998E-03,-7.070E-02,-4.876E+01
 1.380E+03, 2.001E+02, 0.000E+00,-1.274E+02,-2.051E+01,-5.246E+01, 5.464E-01, 9.704E-03, 0.000E+00, 3.813E-02, 2.533E-01, 6.366E-02, 3.998E-03,-7.137E-02,-4.268E+01
 1.440E+03, 2.000E+02, 0.000E+00,-1.279E+02,-2.036E+01,-5.202E+01, 5.522E-01, 1.427E-03, 0.000E+00, 9.736E-03, 2.198E-01, 6.155E-02, 3.998E-03,-7.172E-02,-4.113E+01
 1.500E+03, 2.000E+02, 0.000E+00,-1.284E+02,-2.007E+01,-5.188E+01, 5.522E-01,-6.552E-03, 0.000E+00,-2.144E-02, 1.961E-01, 6.395E-02, 3.998E-03,-7.249E-02,-4.454E+01
 1.560E+03, 1.999E+02, 0.000E+00,-1.280E+02,-2.074E+01,-5.147E+01, 5.450E-01,-1.823E-02, 0.000E+00,-8.021E-02, 1.684E-01, 6.524E-02, 3.998E-03,-7.306E-02,-5.733E+01
 1.620E+03, 1.999E+02, 0.000E+00,-1.283E+02,-2.078E+01,-5.113E+01, 5.425E-01, 1.169E-02, 0.000E+00, 3.843E-02, 2.695E-01, 6.544E-02, 3.998E-03,-7.328E-02,-5.120E+01
 1.680E+03, 2.001E+02, 0.000E+00,-1.285E+02,-2.110E+01,-5.071E+01, 5.446E-01, 2.158E-02, 0.000E+00, 8.079E-02, 2.938E-01, 6.532E-02, 3.998E-03,-7.363E-02,-3.832E+01
 1.740E+03, 1.999E+02, 0.000E+00,-1.286E+02,-2.135E+01,-5.024E+01, 5.448E-01,-1.023E-02, 0.000E+00,-4.444E-02, 1.882E-01, 6.488E-02, 3.998E-03,-7.363E-02,-4.540E+01
 1.800E+03, 2.001E+02, 0.000E+00,-1.288E+02,-2.157E+01,-4.997E+01, 5.427E-01, 1.598E-02, 0.000E+00, 5.460E-02, 2.818E-01, 6.576E-02, 3.998E-03,-7.382E-02,-3.670E+01
 1.860E+03, 1.998E+02, 0.000E+00,-1.287E+02,-2.186E+01,-4.965E+01, 5.405E-01,-3.941E-02, 0.000E+00,-1.435E-01, 8.781E-02, 6.669E-02, 3.998E-03,-7.401E-02,-5.958E+01
 1.920E+03, 1.999E+02, 0.000E+00,-1.293E+02,-2.141E+01,-4.948E+01, 5.335E-01,-1.525E-04, 0.000E+00,-3.876E-03, 2.261E-01, 6.618E-02, 3.998E-03,-7.384E-02,-6.019E+01
 1.980E+03, 1.999E+02, 0.000E+00,-1.294E+02,-2.169E+01,-4.916E+01, 5.382E-01,-2.675E-04, 0.000E+00,-1.207E-03, 2.269E-01, 6.669E-02, 3.998E-03,-7.392E-02,-6.039E+01
 2.040E+03, 2.000E+02, 0.000E+00,-1.296E+02,-2.184E+01,-4.886E+01, 5.406E-01, 2.690E-02, 0.000E+00, 9.144E-02, 3.218E-01, 6.586E-02, 3.998E-03,-7.407E-02,-4.581E+01
 2.100E+03, 1.998E+02, 0.000E+00,-1.299E+02,-2.174E+01,-4.852E+01, 5.325E-01,-1.955E-02, 0.000E+00,-8.422E-02, 1.634E-01, 6.751E-02, 3.998E-03,-7.397E-02,-5.923E+01
 2.160E+03, 1.998E+02, 0.000E+00,-1.296E+02,-2.244E+01,-4.813E+01, 5.425E-01, 3.167E-03, 0.000E+00, 1.346E-02, 2.362E-01, 6.720E-02, 3.998E-03,-7.408E-02,-5.709E+01
