s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01,-9.348E-06, 2.095E-01, 3.901E-04, 0.000E+00
-3.999E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01,-3.510E-04, 2.095E-01, 3.901E-04, 0.000E+00
-1.997E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01,-2.880E-05, 2.095E-01, 3.901E-04, 0.000E+00
 3.957E-02, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01, 3.300E+01,-2.569E-05, 2.095E-01, 3.901E-04, 6.948E-04
 2.000E+01, 4.177E+01, 4.199E+01, 3.722E+01, 3.958E+01, 4.853E+01, 3.877E+01, 3.940E+01, 4.781E+01, 1.716E+02, 2.082E-01, 1.145E-03, 1.324E+02
 4.001E+01, 8.725E+01, 8.779E+01, 5.685E+01, 9.069E+01, 1.142E+02, 5.848E+01, 9.183E+01, 1.130E+02, 7.925E+02, 2.021E-01, 4.560E-03, 3.664E+02
 6.001E+01, 1.394E+02, 1.388E+02, 1.029E+02, 1.502E+02, 1.652E+02, 1.022E+02, 1.484E+02, 1.657E+02, 5.565E+02, 1.953E-01, 8.357E-03, 4.004E+02
 8.001E+01, 1.723E+02, 1.747E+02, 1.351E+02, 1.829E+02, 1.989E+02, 1.373E+02, 1.847E+02, 2.020E+02, 2.140E+02, 1.880E-01, 1.242E-02, 3.992E+02
 1.000E+02, 1.943E+02, 1.961E+02, 1.609E+02, 2.054E+02, 2.166E+02, 1.570E+02, 2.057E+02, 2.255E+02, 7.815E+01, 1.817E-01, 1.597E-02, 4.006E+02
 1.200E+02, 2.069E+02, 2.027E+02, 1.881E+02, 2.150E+02, 2.176E+02, 1.669E+02, 2.042E+02, 2.370E+02, 3.765E+01, 1.744E-01, 2.001E-02, 3.975E+02
 1.400E+02, 2.161E+02, 2.034E+02, 1.902E+02, 2.204E+02, 2.375E+02, 1.767E+02, 2.090E+02, 2.244E+02, 2.483E+01, 1.681E-01, 2.355E-02, 3.989E+02
 1.600E+02, 2.116E+02, 2.107E+02, 1.854E+02, 2.144E+02, 2.351E+02, 1.839E+02, 2.174E+02, 2.309E+02, 2.344E+01, 1.606E-01, 2.776E-02, 3.982E+02
 1.800E+02, 2.131E+02, 2.209E+02, 1.885E+02, 2.179E+02, 2.329E+02, 1.932E+02, 2.237E+02, 2.458E+02, 2.054E+01, 1.514E-01, 3.287E-02, 3.970E+02
 2.000E+02, 2.189E+02, 2.167E+02, 1.968E+02, 2.282E+02, 2.317E+02, 1.831E+02, 2.197E+02, 2.472E+02, 1.938E+01, 1.452E-01, 3.635E-02, 3.969E+02
 2.200E+02, 2.177E+02, 2.180E+02, 2.012E+02, 2.216E+02, 2.303E+02, 1.795E+02, 2.219E+02, 2.527E+02, 1.918E+01, 1.363E-01, 4.134E-02, 3.970E+02
 2.400E+02, 2.177E+02, 2.455E+02, 1.987E+02, 2.226E+02, 2.320E+02, 1.831E+02, 2.496E+02, 3.039E+02, 2.856E+01, 1.276E-01, 4.615E-02, 3.758E+02
 2.600E+02, 2.134E+02, 2.448E+02, 1.995E+02, 2.147E+02, 2.260E+02, 1.912E+02, 2.632E+02, 2.800E+02, 6.693E+00, 1.219E-01, 4.930E-02, 3.529E+02
 2.800E+02, 2.115E+02, 2.100E+02, 1.915E+02, 2.184E+02, 2.246E+02, 1.802E+02, 2.139E+02, 2.358E+02, 2.443E+01, 1.187E-01, 5.101E-02, 3.394E+02
 3.000E+02, 2.056E+02, 2.069E+02, 1.799E+02, 2.140E+02, 2.229E+02, 1.747E+02, 2.112E+02, 2.347E+02, 3.324E+01, 1.154E-01, 5.278E-02, 3.374E+02
 3.200E+02, 1.992E+02, 2.046E+02, 1.788E+02, 2.072E+02, 2.115E+02, 1.747E+02, 2.089E+02, 2.303E+02, 4.980E+01, 1.131E-01, 5.401E-02, 2.937E+02
 3.400E+02, 1.914E+02, 1.935E+02, 1.810E+02, 1.919E+02, 2.012E+02, 1.684E+02, 1.929E+02, 2.192E+02,-2.067E+01, 1.131E-01, 5.372E-02, 2.310E+02
 3.600E+02, 1.848E+02, 1.893E+02, 1.655E+02, 1.890E+02, 1.999E+02, 1.685E+02, 1.966E+02, 2.028E+02, 5.324E+01, 1.126E-01, 5.392E-02, 1.965E+02
 3.800E+02, 1.770E+02, 2.066E+02, 1.572E+02, 1.811E+02, 1.926E+02, 1.694E+02, 2.112E+02, 2.393E+02, 1.552E+02, 1.128E-01, 5.372E-02, 1.944E+02
 4.000E+02, 1.665E+02, 1.665E+02, 1.559E+02, 1.684E+02, 1.753E+02, 1.519E+02, 1.679E+02, 1.797E+02,-5.090E+01, 1.183E-01, 5.023E-02, 1.057E+01
 4.200E+02, 1.513E+02, 1.623E+02, 1.456E+02, 1.527E+02, 1.558E+02, 1.724E+02, 1.546E+02, 1.597E+02,-2.303E+01, 1.191E-01, 4.966E-02, 3.815E-02
 4.400E+02, 1.402E+02, 1.430E+02, 1.348E+02, 1.412E+02, 1.445E+02, 1.414E+02, 1.415E+02, 1.461E+02,-7.891E+00, 1.200E-01, 4.891E-02, 0.000E+00
 4.600E+02, 1.322E+02, 1.338E+02, 1.274E+02, 1.337E+02, 1.356E+02, 1.289E+02, 1.338E+02, 1.387E+02,-1.961E+00, 1.202E-01, 4.867E-02, 0.000E+00
 4.800E+02, 1.243E+02, 1.244E+02, 1.195E+02, 1.249E+02, 1.284E+02, 1.195E+02, 1.242E+02, 1.296E+02, 1.604E+00, 1.204E-01, 4.805E-02, 0.000E+00
 5.000E+02, 1.189E+02, 1.164E+02, 1.151E+02, 1.199E+02, 1.216E+02, 1.119E+02, 1.151E+02, 1.221E+02, 3.036E+00, 1.204E-01, 4.785E-02, 0.000E+00
