s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-9.732E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-4.323E-06, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-3.215E-06, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-1.090E-06, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.602E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.012E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-6.421E-07, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01,-1.438E-06, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 5.359E-07, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.109E-06, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 8.001E-07, 2.095E-01, 3.901E-04, 8.770E-05
 6.001E+01, 4.291E+01, 4.366E+01, 2.745E+01, 4.423E+01, 5.704E+01, 2.863E+01, 4.497E+01, 5.736E+01, 1.043E+00, 2.076E-01, 1.473E-03, 7.490E+01
