s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+01, 0.000E+00, 0.000E+00,-6.712E-04, 9.240E-07,-2.801E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.706E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.280E-01
-4.999E+01, 0.000E+00, 0.000E+00,-6.112E-07,-8.127E-07,-2.517E-07, 1.219E-18,-4.970E-06, 0.000E+00,-1.606E-06,-6.646E-06, 1.212E-06, 0.000E+00, 0.000E+00,-8.281E-01
-3.999E+01, 0.000E+00, 0.000E+00, 3.235E-07, 9.762E-06,-5.690E-07, 9.908E-19, 1.844E-07, 0.000E+00, 6.743E-07, 9.701E-06, 3.813E-08, 0.000E+00, 0.000E+00,-8.281E-01
-2.998E+01, 0.000E+00, 0.000E+00, 5.643E-07, 8.947E-06,-5.611E-07, 9.002E-19,-4.588E-08, 0.000E+00,-1.605E-07, 8.904E-06, 2.812E-08, 0.000E+00, 0.000E+00,-8.281E-01
-1.997E+01, 0.000E+00, 0.000E+00, 7.912E-07, 8.580E-06,-3.753E-07, 7.891E-19,-2.750E-08, 0.000E+00,-9.668E-08, 8.969E-06, 2.719E-08, 0.000E+00, 0.000E+00,-8.281E-01
-9.967E+00, 0.000E+00, 0.000E+00, 9.961E-07, 8.158E-06,-1.311E-07, 6.273E-19,-1.659E-08, 0.000E+00,-5.767E-08, 9.007E-06, 2.598E-08, 0.000E+00, 0.000E+00,-8.281E-01
 3.957E-02, 1.390E-03, 0.000E+00, 1.172E-06, 4.696E-05, 9.957E-08, 2.733E-05, 3.045E-04, 0.000E+00, 4.652E-05, 1.770E-03, 2.481E-08, 1.198E-07, 0.000E+00,-8.268E-01
 1.000E+01, 6.624E+01, 0.000E+00,-1.127E+01,-4.934E+01,-1.963E+00, 2.946E-01, 1.477E+00, 0.000E+00, 5.183E+00, 5.435E+00,-1.585E-01, 1.343E-03,-3.343E-05, 1.361E+02
 2.000E+01, 1.982E+02, 0.000E+00,-3.349E+01,-1.415E+02,-1.355E+01, 8.362E-01, 3.599E+00, 0.000E+00, 1.259E+01, 1.417E+01,-4.563E-01, 4.001E-03,-7.732E-04, 4.699E+02
 3.001E+01, 3.325E+02, 0.000E+00,-6.172E+01,-2.252E+02,-2.895E+01, 1.280E+00, 4.850E+00, 0.000E+00, 1.702E+01, 2.274E+01,-7.223E-01, 6.667E-03,-3.072E-03, 9.215E+02
 4.001E+01, 4.003E+02, 0.000E+00,-8.859E+01,-2.577E+02,-4.746E+01, 1.488E+00,-1.357E+00, 0.000E+00,-4.752E+00, 6.660E+00,-8.137E-01, 7.996E-03,-7.141E-03, 7.955E+02
 5.001E+01, 3.999E+02, 0.000E+00,-1.112E+02,-2.208E+02,-6.294E+01, 1.487E+00,-2.651E+00, 0.000E+00,-9.316E+00, 3.830E+00,-6.802E-01, 7.996E-03,-1.023E-02, 5.485E+02
 6.001E+01, 4.010E+02, 0.000E+00,-1.369E+02,-1.780E+02,-8.004E+01, 1.463E+00,-2.021E+00, 0.000E+00,-7.094E+00, 5.427E+00,-5.225E-01, 7.996E-03,-1.394E-02, 3.604E+02
 7.001E+01, 3.992E+02, 0.000E+00,-1.646E+02,-1.381E+02,-9.260E+01, 1.457E+00,-1.990E+00, 0.000E+00,-6.928E+00, 3.363E+00,-3.799E-01, 7.996E-03,-1.680E-02, 1.767E+02
 8.001E+01, 3.992E+02, 0.000E+00,-1.903E+02,-1.032E+02,-1.006E+02, 1.438E+00,-5.621E-01, 0.000E+00,-1.987E+00, 6.011E+00,-2.706E-01, 7.996E-03,-1.658E-02, 1.240E+02
 9.001E+01, 4.003E+02, 0.000E+00,-2.132E+02,-7.671E+01,-1.072E+02, 1.430E+00,-5.816E-01, 0.000E+00,-2.065E+00, 3.957E+00,-1.935E-01, 7.996E-03,-1.598E-02, 6.924E+01
 1.000E+02, 4.011E+02, 0.000E+00,-2.315E+02,-5.728E+01,-1.087E+02, 1.452E+00, 2.083E-01, 0.000E+00, 7.466E-01, 5.243E+00,-1.388E-01, 7.996E-03,-1.515E-02, 8.903E+01
 1.100E+02, 3.976E+02, 0.000E+00,-2.452E+02,-3.925E+01,-1.125E+02, 1.426E+00,-4.853E-01, 0.000E+00,-1.695E+00, 1.527E+00,-9.355E-02, 7.996E-03,-1.195E-02, 4.405E+01
