s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.743E-04, 9.069E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.734E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.127E-01
-5.400E+02, 0.000E+00, 0.000E+00, 7.319E-02,-1.598E+00, 4.632E-02, 3.387E-15,-6.147E-01, 0.000E+00,-1.912E+00,-2.093E+00,-4.530E-03, 0.000E+00, 0.000E+00,-3.052E+02
-4.800E+02, 0.000E+00, 0.000E+00, 4.791E-02,-2.309E-02, 3.261E-02, 4.053E-15,-6.144E-04, 0.000E+00,-2.155E-03, 5.681E-02,-3.642E-04, 0.000E+00, 0.000E+00,-3.056E+02
-4.200E+02, 0.000E+00, 0.000E+00, 3.293E-02, 3.302E-03, 2.219E-02, 4.013E-15,-2.241E-04, 0.000E+00,-7.785E-04, 5.820E-02,-2.166E-04, 0.000E+00, 0.000E+00,-3.057E+02
-3.600E+02, 0.000E+00, 0.000E+00, 2.402E-02, 1.898E-02, 1.652E-02, 4.027E-15, 2.119E-04, 0.000E+00, 7.419E-04, 5.973E-02,-1.270E-04, 0.000E+00, 0.000E+00,-3.056E+02
-3.000E+02, 0.000E+00, 0.000E+00, 1.889E-02, 2.725E-02, 1.247E-02, 3.925E-15,-1.549E-04, 0.000E+00,-5.494E-04, 5.845E-02,-7.664E-05, 0.000E+00, 0.000E+00,-3.057E+02
-2.400E+02, 0.000E+00, 0.000E+00, 1.574E-02, 3.336E-02, 1.003E-02, 3.989E-15, 5.459E-05, 0.000E+00, 1.975E-04, 5.919E-02,-4.758E-05, 0.000E+00, 0.000E+00,-3.056E+02
-1.800E+02, 0.000E+00, 0.000E+00, 1.381E-02, 3.544E-02, 9.025E-03, 3.932E-15,-2.897E-04, 0.000E+00,-1.015E-03, 5.799E-02,-3.247E-05, 0.000E+00, 0.000E+00,-3.058E+02
-1.200E+02, 0.000E+00, 0.000E+00, 1.258E-02, 3.783E-02, 8.280E-03, 3.977E-15,-1.232E-04, 0.000E+00,-4.298E-04, 5.857E-02,-1.985E-05, 0.000E+00, 0.000E+00,-3.058E+02
-5.999E+01, 0.000E+00, 0.000E+00, 1.185E-02, 4.085E-02, 7.456E-03, 3.989E-15, 4.614E-04, 0.000E+00, 1.614E-03, 6.062E-02,-6.256E-06, 0.000E+00, 0.000E+00,-3.056E+02
 9.979E-03, 4.331E-06, 0.000E+00, 1.147E-02, 3.965E-02, 7.120E-03, 2.139E-07,-3.071E-04, 0.000E+00,-1.078E-03, 5.793E-02,-8.541E-06, 8.648E-10, 0.000E+00,-3.058E+02
 6.001E+01, 1.498E+02, 0.000E+00,-3.166E+01,-1.008E+02,-1.684E+01, 6.322E-01, 4.099E-01, 0.000E+00, 1.435E+00, 1.544E+00,-2.644E-01, 3.000E-03,-8.333E-03,-7.740E+01
 1.200E+02, 2.006E+02, 0.000E+00,-7.129E+01,-8.553E+01,-4.506E+01, 7.882E-01,-2.453E-01, 0.000E+00,-8.580E-01,-7.556E-01,-1.082E-01, 3.998E-03,-2.834E-02,-2.139E+02
 1.800E+02, 2.006E+02, 0.000E+00,-8.629E+01,-6.307E+01,-5.200E+01, 7.383E-01,-5.353E-02, 0.000E+00,-1.885E-01,-7.466E-02,-2.786E-04, 3.998E-03,-4.105E-02,-2.439E+02
 2.400E+02, 2.008E+02, 0.000E+00,-9.137E+01,-5.750E+01,-5.261E+01, 7.030E-01,-2.432E-02, 0.000E+00,-8.358E-02, 2.832E-02, 3.196E-02, 3.998E-03,-5.010E-02,-2.572E+02
 3.000E+02, 2.005E+02, 0.000E+00,-9.313E+01,-5.650E+01,-5.143E+01, 6.857E-01,-1.129E-03, 0.000E+00,-4.449E-03, 1.111E-01, 4.349E-02, 3.998E-03,-5.670E-02,-2.579E+02
 3.600E+02, 2.008E+02, 0.000E+00,-9.443E+01,-5.607E+01,-5.076E+01, 6.664E-01, 2.469E-02, 0.000E+00, 8.356E-02, 2.036E-01, 5.173E-02, 3.998E-03,-6.133E-02,-2.446E+02
 4.200E+02, 2.005E+02, 0.000E+00,-9.516E+01,-5.602E+01,-4.989E+01, 6.558E-01, 8.065E-04, 0.000E+00, 3.985E-03, 1.169E-01, 5.427E-02, 3.998E-03,-6.447E-02,-2.440E+02
 4.800E+02, 2.005E+02, 0.000E+00,-9.608E+01,-5.602E+01,-4.899E+01, 6.514E-01,-5.247E-03, 0.000E+00,-1.685E-02, 9.388E-02, 5.427E-02, 3.998E-03,-6.615E-02,-2.467E+02
