s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.186E-04,-5.005E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.191E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.496E-01
-5.400E+02, 0.000E+00, 0.000E+00,-8.350E-03,-5.228E-02,-3.302E-01, 3.997E-15,-1.574E-01, 0.000E+00,-4.614E-01,-5.482E-01, 1.601E-03, 0.000E+00, 0.000E+00,-7.441E+01
-4.799E+02, 0.000E+00, 0.000E+00, 7.830E-02,-1.250E-02,-5.712E-02, 2.554E-15, 1.306E-03, 0.000E+00, 4.605E-03, 9.983E-03, 8.423E-04, 0.000E+00, 0.000E+00,-7.367E+01
-4.199E+02, 0.000E+00, 0.000E+00, 1.080E-01,-1.657E-01, 6.443E-02, 2.244E-15, 3.613E-04, 0.000E+00, 1.218E-03, 7.138E-03, 6.850E-05, 0.000E+00, 0.000E+00,-7.348E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.073E-01,-1.918E-01, 9.179E-02, 2.363E-15, 4.278E-04, 0.000E+00, 1.545E-03, 7.652E-03,-3.907E-04, 0.000E+00, 0.000E+00,-7.323E+01
-2.999E+02, 0.000E+00, 0.000E+00, 9.381E-02,-1.681E-01, 8.082E-02, 2.552E-15, 7.274E-06, 0.000E+00, 4.469E-05, 6.545E-03,-5.005E-04, 0.000E+00, 0.000E+00,-7.323E+01
-2.399E+02, 0.000E+00, 0.000E+00, 7.988E-02,-1.389E-01, 6.522E-02, 2.520E-15,-2.143E-04, 0.000E+00,-7.637E-04, 5.950E-03,-4.415E-04, 0.000E+00, 0.000E+00,-7.335E+01
-1.799E+02, 0.000E+00, 0.000E+00, 6.732E-02,-1.150E-01, 5.413E-02, 2.607E-15,-1.329E-04, 0.000E+00,-4.665E-04, 6.354E-03,-3.971E-04, 0.000E+00, 0.000E+00,-7.342E+01
-1.199E+02, 0.000E+00, 0.000E+00, 5.591E-02,-9.104E-02, 4.185E-02, 2.654E-15,-6.878E-05, 0.000E+00,-2.797E-04, 6.648E-03,-3.186E-04, 0.000E+00, 0.000E+00,-7.347E+01
-5.999E+01, 0.000E+00, 0.000E+00, 4.762E-02,-7.598E-02, 3.544E-02, 2.644E-15, 4.419E-05, 0.000E+00, 1.816E-04, 7.129E-03,-2.679E-04, 0.000E+00, 0.000E+00,-7.344E+01
 4.100E-02, 5.823E-05, 0.000E+00, 3.902E-02,-5.582E-02, 2.370E-02, 1.591E-06, 3.313E-05, 0.000E+00, 8.381E-05, 6.995E-03,-2.175E-04, 6.664E-09, 0.000E+00,-7.343E+01
 6.001E+01, 1.497E+02, 0.000E+00,-3.365E+01,-9.508E+01,-2.050E+01, 6.211E-01, 1.554E-01, 0.000E+00, 5.431E-01, 1.246E+00,-2.841E-01, 3.002E-03,-4.813E-03, 1.312E+01
 1.200E+02, 2.002E+02, 0.000E+00,-8.223E+01,-6.035E+01,-5.808E+01, 7.986E-01,-7.360E-02, 0.000E+00,-2.525E-01, 2.366E-01,-1.726E-01, 3.998E-03,-5.597E-03,-2.713E+01
 1.800E+02, 2.001E+02, 0.000E+00,-1.057E+02,-2.582E+01,-6.913E+01, 7.369E-01,-6.743E-02, 0.000E+00,-2.321E-01, 1.473E-01,-4.173E-02, 3.998E-03,-1.215E-02,-6.415E+01
 2.400E+02, 2.002E+02, 0.000E+00,-1.140E+02,-1.705E+01,-6.944E+01, 6.947E-01,-7.009E-03, 0.000E+00,-3.028E-02, 3.562E-01,-2.360E-03, 3.998E-03,-1.946E-02,-6.897E+01
 3.000E+02, 2.002E+02, 0.000E+00,-1.172E+02,-1.608E+01,-6.720E+01, 6.672E-01, 2.755E-02, 0.000E+00, 9.228E-02, 4.528E-01, 1.186E-02, 3.998E-03,-2.717E-02,-5.426E+01
 3.600E+02, 2.002E+02, 0.000E+00,-1.198E+02,-1.531E+01,-6.540E+01, 6.418E-01,-1.379E-03, 0.000E+00,-3.745E-03, 3.299E-01, 2.006E-02, 3.998E-03,-3.344E-02,-5.486E+01
