s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-7.340E-04,-4.860E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.345E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.250E-01
-5.400E+02, 0.000E+00, 0.000E+00, 1.172E-01,-2.144E+00,-1.552E-01, 5.372E-15,-8.781E-01, 0.000E+00,-2.836E+00,-3.060E+00,-1.444E-03, 0.000E+00, 0.000E+00,-4.531E+02
-4.800E+02, 0.000E+00, 0.000E+00, 2.822E-01,-5.315E-01, 2.845E-01, 5.349E-15, 7.338E-03, 0.000E+00, 2.567E-02, 4.248E-02,-1.224E-03, 0.000E+00, 0.000E+00,-4.490E+02
-4.200E+02, 0.000E+00, 0.000E+00, 2.042E-01,-4.174E-01, 2.296E-01, 5.413E-15,-5.109E-04, 0.000E+00,-1.705E-03, 1.588E-02,-2.048E-03, 0.000E+00, 0.000E+00,-4.492E+02
-3.600E+02, 0.000E+00, 0.000E+00, 1.271E-01,-2.583E-01, 1.432E-01, 5.344E-15,-2.534E-03, 0.000E+00,-8.936E-03, 9.440E-03,-1.437E-03, 0.000E+00, 0.000E+00,-4.507E+02
-3.000E+02, 0.000E+00, 0.000E+00, 7.731E-02,-1.456E-01, 8.405E-02, 5.397E-15,-1.149E-03, 0.000E+00,-3.977E-03, 1.457E-02,-8.797E-04, 0.000E+00, 0.000E+00,-4.513E+02
-2.400E+02, 0.000E+00, 0.000E+00, 4.577E-02,-7.064E-02, 4.176E-02, 5.436E-15,-7.490E-04, 0.000E+00,-2.611E-03, 1.615E-02,-5.055E-04, 0.000E+00, 0.000E+00,-4.517E+02
-1.800E+02, 0.000E+00, 0.000E+00, 3.093E-02,-3.852E-02, 2.622E-02, 5.386E-15,-8.578E-05, 0.000E+00,-3.159E-04, 1.854E-02,-2.679E-04, 0.000E+00, 0.000E+00,-4.518E+02
-1.200E+02, 0.000E+00, 0.000E+00, 2.268E-02,-1.723E-02, 1.402E-02, 5.414E-15, 2.557E-04, 0.000E+00, 8.924E-04, 1.973E-02,-1.565E-04, 0.000E+00, 0.000E+00,-4.516E+02
-5.998E+01, 0.000E+00, 0.000E+00, 1.605E-02,-6.974E-03, 8.797E-03, 5.331E-15,-4.131E-04, 0.000E+00,-1.409E-03, 1.746E-02,-1.169E-04, 0.000E+00, 0.000E+00,-4.519E+02
 1.244E-02, 1.187E-06, 0.000E+00, 1.257E-02, 1.038E-03, 3.711E-03, 7.740E-08,-6.067E-04, 0.000E+00,-2.141E-03, 1.672E-02,-7.645E-05, 3.162E-10, 0.000E+00,-4.522E+02
 6.001E+01, 7.476E+01, 0.000E+00,-1.532E+01,-4.940E+01,-9.473E+00, 3.270E-01, 3.276E-01, 0.000E+00, 1.147E+00, 1.229E+00,-1.414E-01, 1.500E-03,-2.693E-03,-2.694E+02
 1.200E+02, 1.000E+02, 0.000E+00,-3.035E+01,-4.394E+01,-2.649E+01, 4.044E-01,-1.891E-01, 0.000E+00,-6.612E-01,-5.134E-01,-8.025E-02, 1.999E-03,-1.104E-02,-3.748E+02
 1.800E+02, 1.000E+02, 0.000E+00,-3.617E+01,-3.163E+01,-3.256E+01, 3.790E-01,-4.702E-02, 0.000E+00,-1.650E-01, 1.382E-02,-1.287E-02, 1.999E-03,-1.938E-02,-4.011E+02
 2.400E+02, 1.001E+02, 0.000E+00,-3.842E+01,-2.803E+01,-3.386E+01, 3.638E-01,-2.605E-02, 0.000E+00,-9.209E-02, 8.826E-02, 9.854E-03, 1.999E-03,-2.526E-02,-4.158E+02
 3.000E+02, 1.001E+02, 0.000E+00,-3.928E+01,-2.735E+01,-3.363E+01, 3.532E-01,-1.618E-03, 0.000E+00,-4.942E-03, 1.704E-01, 2.132E-02, 1.999E-03,-2.965E-02,-4.166E+02
