s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
 1.060E+03, 9.556E+01,-6.031E+01, 2.372E+00,-3.743E+01, 4.037E-01, 7.152E-02, 0.000E+00, 2.598E-01, 6.785E-01, 9.366E-03, 1.999E-03,-2.681E-03, 8.980E+00
 1.070E+03, 8.817E+01,-5.890E+01, 6.822E+00,-3.639E+01, 3.893E-01,-7.057E-02, 0.000E+00,-2.526E-01, 2.459E-02, 2.410E-02, 1.999E-03,-2.539E-03, 2.276E+00
 1.080E+03, 9.702E+01,-5.798E+01,-3.831E+00,-3.503E+01, 3.689E-01, 1.700E-02, 0.000E+00, 7.157E-02, 5.602E-01,-3.391E-03, 1.998E-03,-7.868E-03, 4.171E+00
 1.090E+03, 7.464E+01,-5.591E+01, 1.757E+01,-3.395E+01, 2.878E-01, 7.942E-01, 0.000E+00, 2.712E+00, 3.428E+00, 6.942E-02, 1.998E-03,-8.651E-03, 7.617E+01
 1.100E+03, 6.949E+01,-5.306E+01, 1.404E+01,-3.261E+01, 3.256E-01,-7.873E-01, 0.000E+00,-2.758E+00,-2.595E+00, 5.443E-02, 1.998E-03,-7.168E-03, 3.120E+00
 1.110E+03, 1.000E+02,-5.476E+01,-1.126E+01,-3.376E+01, 4.072E-01, 2.836E-02, 0.000E+00, 9.270E-02, 6.713E-01,-2.012E-02, 1.996E-03,-1.310E-02, 5.583E+00
 1.120E+03, 9.276E+01,-5.566E+01,-3.320E+00,-3.369E+01, 4.192E-01, 4.459E-02, 0.000E+00, 1.566E-01, 5.522E-01,-6.251E-03, 1.998E-03,-5.030E-03, 9.732E+00
 1.130E+03, 6.864E+01,-5.206E+01, 1.545E+01,-3.144E+01, 3.097E-01, 1.090E-01, 0.000E+00, 2.965E-01, 9.965E-01, 6.806E-02, 1.996E-03,-1.273E-02, 1.759E+01
 1.140E+03, 6.989E+01,-4.892E+01, 9.180E+00,-3.003E+01, 3.130E-01,-3.373E-02, 0.000E+00,-2.157E-01, 3.952E-01, 5.114E-02, 1.995E-03,-1.526E-02, 1.187E+01
 1.150E+03, 8.329E+01,-5.063E+01,-1.095E+00,-3.212E+01, 4.010E-01,-1.582E-01, 0.000E+00,-5.278E-01,-3.064E-01, 3.792E-03, 1.996E-03,-6.557E-03,-2.124E+00
 1.160E+03, 4.965E+01,-4.559E+01, 2.385E+01,-2.877E+01, 2.802E-01,-2.771E-01, 0.000E+00,-9.811E-01,-8.630E-01, 7.841E-02, 1.998E-03,-1.161E-03,-2.812E+01
 1.170E+03, 5.748E+01,-4.392E+01, 1.504E+01,-2.743E+01, 2.856E-01, 4.174E-01, 0.000E+00, 1.390E+00, 1.870E+00, 5.957E-02, 1.994E-03,-8.061E-03, 8.848E+00
 1.180E+03, 8.176E+01,-4.524E+01,-8.325E+00,-2.927E+01, 3.526E-01,-4.728E-01, 0.000E+00,-1.603E+00,-1.188E+00, 7.323E-04, 1.984E-03,-2.055E-02,-3.367E+01
 1.190E+03, 5.816E+01,-4.149E+01, 1.020E+01,-2.599E+01, 3.026E-01, 2.513E-01, 0.000E+00, 6.754E-01, 1.437E+00, 4.984E-02, 1.992E-03,-1.229E-02,-1.578E+01
 1.200E+03, 4.166E+01,-3.830E+01, 2.201E+01,-2.507E+01, 2.399E-01, 1.577E-01, 0.000E+00, 5.260E-01, 6.833E-01, 7.123E-02, 1.998E-03,-4.562E-04,-1.827E+00
 1.210E+03, 4.817E+01,-3.682E+01, 1.183E+01,-2.376E+01, 2.301E-01,-1.629E-01, 0.000E+00,-5.202E-01,-5.097E-01, 3.862E-02, 1.997E-03,-1.282E-03,-1.560E+01
 1.220E+03, 3.874E+01,-3.399E+01, 1.783E+01,-2.222E+01, 2.097E-01, 1.174E-01, 0.000E+00, 3.867E-01, 6.740E-01, 6.158E-02, 1.996E-03,-3.110E-03,-5.335E+00
 1.230E+03, 2.187E+01,-3.046E+01, 2.930E+01,-2.083E+01, 1.828E-01, 2.509E-02, 0.000E+00, 9.404E-02, 9.292E-02, 9.444E-02, 1.999E-03,-3.734E-05,-2.835E+00
 1.240E+03, 4.258E+01,-3.068E+01, 6.956E+00,-1.897E+01, 2.195E-01,-2.099E-02, 0.000E+00,-1.576E-02, 8.207E-02, 2.584E-02, 1.969E-03,-2.860E-03,-3.252E+00
 1.250E+03, 3.625E+01,-3.060E+01, 1.462E+01,-2.013E+01, 2.037E-01, 8.015E-02, 0.000E+00, 2.217E-01, 4.131E-01, 4.764E-02, 1.995E-03,-1.115E-03, 2.623E+00
 1.260E+03, 3.460E+01,-2.880E+01, 1.266E+01,-1.878E+01, 2.371E-01,-5.209E-02, 0.000E+00,-1.049E-01,-1.392E-01, 4.158E-02, 1.995E-03,-1.291E-03,-1.594E-01
 1.270E+03, 2.830E+01,-2.682E+01, 1.569E+01,-1.735E+01, 2.275E-01,-1.462E-05, 0.000E+00,-2.707E-02, 5.146E-02, 5.041E-02, 1.997E-03,-5.123E-04,-8.808E-01
 1.280E+03, 3.106E+01,-2.575E+01, 1.111E+01,-1.643E+01, 2.213E-01, 3.529E-02, 0.000E+00, 1.187E-01, 2.481E-01, 3.601E-02, 1.995E-03,-1.219E-03, 2.258E+00
 1.290E+03, 2.890E+01,-2.511E+01, 1.177E+01,-1.574E+01, 2.181E-01,-2.100E-02, 0.000E+00,-7.151E-02, 1.667E-02, 3.803E-02, 1.995E-03,-1.115E-03, 3.594E-01
 1.300E+03, 2.967E+01,-2.430E+01, 9.652E+00,-1.509E+01, 2.366E-01, 2.624E-02, 0.000E+00, 1.015E-01, 2.005E-01, 3.162E-02, 1.993E-03,-1.335E-03, 3.051E+00
 1.310E+03, 3.017E+01,-2.347E+01, 8.213E+00,-1.483E+01, 1.827E-01, 3.451E-02, 0.000E+00, 1.395E-01, 3.013E-01, 2.918E-02, 1.986E-03,-3.095E-03, 6.740E+00
 1.320E+03, 2.857E+01,-2.248E+01, 7.493E+00,-1.383E+01, 2.236E-01,-5.426E-02, 0.000E+00,-1.928E-01,-8.473E-02, 2.898E-02, 1.982E-03,-4.802E-03, 1.633E+00
 1.330E+03, 3.092E+01,-2.227E+01, 5.149E+00,-1.365E+01, 2.339E-01, 7.476E-02, 0.000E+00, 2.457E-01, 4.508E-01, 2.106E-02, 1.981E-03,-4.157E-03, 8.150E+00
 1.340E+03, 2.884E+01,-2.216E+01, 6.261E+00,-1.307E+01, 1.999E-01,-5.416E-03, 0.000E+00,-1.020E-02, 7.516E-02, 2.129E-02, 1.988E-03,-2.131E-03, 7.880E+00
 1.350E+03, 2.555E+01,-2.114E+01, 7.469E+00,-1.211E+01, 2.003E-01,-4.313E-02, 0.000E+00,-1.497E-01,-7.257E-02, 2.432E-02, 1.989E-03,-1.572E-03, 3.893E+00
 1.360E+03, 2.439E+01,-2.024E+01, 7.640E+00,-1.198E+01, 2.202E-01,-1.709E-02, 0.000E+00,-5.411E-02, 9.827E-03, 2.482E-02, 1.988E-03,-1.487E-03, 2.459E+00
 1.370E+03, 2.254E+01,-1.947E+01, 8.109E+00,-1.134E+01, 2.049E-01,-1.125E-02, 0.000E+00,-4.225E-02, 3.229E-02, 2.611E-02, 1.990E-03,-1.293E-03, 1.337E+00
 1.380E+03, 2.255E+01,-1.891E+01, 7.363E+00,-1.111E+01, 2.233E-01, 1.397E-02, 0.000E+00, 5.566E-02, 1.331E-01, 2.387E-02, 1.988E-03,-1.425E-03, 2.807E+00
 1.390E+03, 2.176E+01,-1.841E+01, 7.315E+00,-1.084E+01, 2.215E-01,-1.101E-02, 0.000E+00,-3.341E-02, 3.006E-02, 2.370E-02, 1.987E-03,-1.473E-03, 1.917E+00
 1.400E+03, 2.227E+01,-1.808E+01, 5.892E+00,-1.043E+01, 2.251E-01,-8.084E-02, 0.000E+00,-2.664E-01,-2.082E-01, 1.934E-02, 1.984E-03,-1.723E-03,-5.128E+00
 1.410E+03, 2.268E+01,-1.779E+01, 5.517E+00,-1.006E+01, 1.926E-01, 1.694E-01, 0.000E+00, 6.156E-01, 7.092E-01, 1.989E-02, 1.978E-03,-2.481E-03, 1.121E+01
 1.420E+03, 2.350E+01,-1.748E+01, 3.704E+00,-1.026E+01, 2.168E-01,-1.480E-01, 0.000E+00,-5.622E-01,-4.631E-01, 1.671E-02, 1.970E-03,-4.194E-03,-3.701E+00
 1.430E+03, 2.118E+01,-1.695E+01, 5.492E+00,-9.755E+00, 2.164E-01, 4.168E-02, 0.000E+00, 2.219E-01, 2.316E-01, 1.924E-02, 1.979E-03,-2.302E-03, 2.193E+00
 1.440E+03, 2.053E+01,-1.639E+01, 5.061E+00,-9.369E+00, 2.310E-01,-4.568E-03, 0.000E+00,-1.003E-01, 5.984E-02, 1.854E-02, 1.975E-03,-2.936E-03,-4.636E-01
 1.450E+03, 2.082E+01,-1.625E+01, 4.954E+00,-9.358E+00, 2.316E-01, 1.110E-01, 0.000E+00, 4.026E-01, 5.083E-01, 1.691E-02, 1.980E-03,-1.929E-03, 1.020E+01
 1.460E+03, 2.092E+01,-1.595E+01, 3.293E+00,-8.918E+00, 2.044E-01,-1.926E-01, 0.000E+00,-6.180E-01,-6.428E-01, 1.504E-02, 1.968E-03,-3.802E-03,-6.202E+00
 1.470E+03, 1.988E+01,-1.557E+01, 4.544E+00,-8.775E+00, 2.181E-01, 8.071E-02, 0.000E+00, 1.984E-01, 3.865E-01, 1.659E-02, 1.974E-03,-2.559E-03,-9.512E-01
 1.480E+03, 1.883E+01,-1.499E+01, 4.928E+00,-8.779E+00, 2.443E-01, 5.873E-02, 0.000E+00, 1.332E-01, 2.988E-01, 1.606E-02, 1.981E-03,-1.652E-03, 2.580E+00
 1.490E+03, 2.149E+01,-1.558E+01, 2.271E+00,-8.426E+00, 2.308E-01,-3.382E-02, 0.000E+00, 2.108E-02,-4.386E-02, 1.488E-02, 1.944E-03,-5.601E-03, 3.140E+00
 1.500E+03, 2.131E+01,-1.510E+01, 2.140E+00,-8.535E+00, 2.094E-01,-2.191E-02, 0.000E+00,-2.051E-01, 3.902E-03, 1.412E-02, 1.948E-03,-5.583E-03,-2.294E+00
 1.510E+03, 2.065E+01,-1.488E+01, 2.514E+00,-8.309E+00, 1.970E-01, 3.057E-02, 0.000E+00, 1.016E-01, 2.083E-01, 1.321E-02, 1.960E-03,-4.172E-03, 3.978E-01
 1.520E+03, 1.817E+01,-1.417E+01, 3.442E+00,-7.959E+00, 2.356E-01,-1.300E-01, 0.000E+00,-3.748E-01,-4.110E-01, 1.334E-02, 1.971E-03,-2.762E-03,-9.558E+00
 1.530E+03, 2.064E+01,-1.446E+01, 2.024E+00,-7.801E+00, 2.092E-01, 1.948E-01, 0.000E+00, 7.278E-01, 8.013E-01, 1.360E-02, 1.947E-03,-5.277E-03, 9.739E+00
 1.540E+03, 2.151E+01,-1.443E+01, 7.710E-01,-7.731E+00, 1.906E-01, 6.729E-02, 0.000E+00, 1.020E-01, 3.767E-01, 1.183E-02, 1.928E-03,-6.862E-03, 1.245E+01
 1.550E+03, 2.051E+01,-1.405E+01, 3.221E-01,-7.566E+00, 1.854E-01,-2.679E-01, 0.000E+00,-9.938E-01,-8.642E-01, 9.375E-03, 1.935E-03,-5.967E-03,-1.388E+01
 1.560E+03, 2.005E+01,-1.405E+01, 2.022E+00,-7.489E+00, 2.011E-01, 2.559E-01, 0.000E+00, 9.771E-01, 9.941E-01, 1.260E-02, 1.946E-03,-4.837E-03, 1.201E+01
 1.570E+03, 2.006E+01,-1.394E+01, 1.035E+00,-7.593E+00, 1.849E-01,-1.257E-01, 0.000E+00,-4.245E-01,-3.780E-01, 1.138E-02, 1.932E-03,-6.172E-03, 7.692E-01
 1.580E+03, 1.848E+01,-1.343E+01, 2.626E+00,-7.436E+00, 2.039E-01, 1.342E-01, 0.000E+00, 3.998E-01, 5.784E-01, 1.341E-02, 1.953E-03,-4.349E-03, 1.139E+01
 1.590E+03, 1.951E+01,-1.346E+01, 1.084E+00,-7.204E+00, 2.060E-01, 1.912E-02, 0.000E+00, 2.409E-02, 1.618E-01, 1.100E-02, 1.944E-03,-5.188E-03, 1.203E+01
 1.600E+03, 1.997E+01,-1.338E+01, 1.774E-01,-6.962E+00, 1.998E-01,-2.889E-02, 0.000E+00,-1.243E-01,-1.867E-02, 9.745E-03, 1.927E-03,-6.401E-03, 8.742E+00
 1.610E+03, 1.940E+01,-1.338E+01, 1.039E+00,-7.077E+00, 1.983E-01, 4.327E-02, 0.000E+00, 2.274E-01, 2.198E-01, 1.038E-02, 1.933E-03,-5.175E-03, 1.477E+01
 1.620E+03, 2.017E+01,-1.331E+01,-6.809E-01,-7.113E+00, 2.027E-01,-2.974E-01, 0.000E+00,-9.844E-01,-1.027E+00, 8.174E-03, 1.910E-03,-7.190E-03,-1.137E+01
 1.630E+03, 2.135E+01,-1.348E+01,-6.534E-01,-7.207E+00, 2.157E-01, 4.175E-02, 0.000E+00, 1.303E-01, 2.665E-01, 9.190E-03, 1.917E-03,-7.296E-03,-7.908E+00
 1.640E+03, 2.117E+01,-1.341E+01,-5.371E-01,-7.180E+00, 2.071E-01, 5.735E-02, 0.000E+00, 1.684E-01, 3.059E-01, 9.035E-03, 1.910E-03,-7.371E-03,-3.454E+00
 1.650E+03, 2.090E+01,-1.339E+01, 6.488E-02,-7.111E+00, 1.795E-01, 2.094E-01, 0.000E+00, 7.153E-01, 8.527E-01, 9.576E-03, 1.921E-03,-6.347E-03, 1.550E+01
 1.660E+03, 1.879E+01,-1.292E+01, 4.232E-01,-6.915E+00, 1.753E-01,-1.843E-01, 0.000E+00,-5.570E-01,-6.279E-01, 9.121E-03, 1.925E-03,-5.700E-03, 7.311E-01
 1.670E+03, 2.028E+01,-1.318E+01, 1.514E-01,-6.857E+00, 1.920E-01, 1.784E-01, 0.000E+00, 5.475E-01, 7.607E-01, 9.827E-03, 1.902E-03,-6.840E-03, 1.529E+01
 1.680E+03, 1.829E+01,-1.268E+01, 7.551E-01,-6.867E+00, 1.722E-01,-1.682E-01, 0.000E+00,-7.393E-01,-5.012E-01, 9.704E-03, 1.915E-03,-5.813E-03,-4.298E+00
 1.690E+03, 1.963E+01,-1.302E+01, 2.382E-02,-6.716E+00, 1.662E-01, 1.356E-02, 0.000E+00, 2.170E-01, 1.022E-01, 8.801E-03, 1.912E-03,-6.284E-03, 1.442E+00
 1.700E+03, 1.816E+01,-1.257E+01, 5.610E-01,-6.665E+00, 1.820E-01,-1.497E-01, 0.000E+00,-5.777E-01,-4.812E-01, 9.791E-03, 1.901E-03,-6.434E-03,-1.387E+01
 1.710E+03, 2.014E+01,-1.299E+01, 1.735E-02,-6.713E+00, 2.080E-01, 2.125E-01, 0.000E+00, 7.830E-01, 8.739E-01, 9.439E-03, 1.904E-03,-6.419E-03, 6.938E+00
 1.720E+03, 1.859E+01,-1.247E+01, 6.376E-01,-6.558E+00, 1.832E-01, 9.566E-02, 0.000E+00, 9.039E-02, 4.796E-01, 9.967E-03, 1.891E-03,-6.435E-03, 9.329E+00
 1.730E+03, 1.971E+01,-1.270E+01,-4.086E-01,-6.588E+00, 1.796E-01, 6.062E-02, 0.000E+00, 2.983E-01, 2.548E-01, 8.437E-03, 1.888E-03,-6.912E-03, 1.724E+01
 1.740E+03, 1.900E+01,-1.230E+01,-9.658E-01,-6.609E+00, 1.829E-01,-3.173E-01, 0.000E+00,-1.237E+00,-1.012E+00, 7.142E-03, 1.900E-03,-6.877E-03,-1.562E+01
 1.750E+03, 2.191E+01,-1.279E+01,-2.384E+00,-6.679E+00, 1.953E-01, 7.317E-02, 0.000E+00, 2.689E-01, 3.224E-01, 6.129E-03, 1.878E-03,-8.792E-03,-8.480E+00
 1.760E+03, 2.245E+01,-1.311E+01,-2.499E+00,-6.742E+00, 2.068E-01, 9.013E-02, 0.000E+00, 4.587E-01, 3.929E-01, 5.404E-03, 1.862E-03,-8.418E-03, 3.663E+00
 1.770E+03, 1.934E+01,-1.243E+01,-4.996E-01,-6.629E+00, 1.789E-01,-6.000E-02, 0.000E+00,-4.138E-01,-9.553E-02, 8.260E-03, 1.867E-03,-7.493E-03,-7.338E+00
 1.780E+03, 2.126E+01,-1.304E+01,-8.843E-01,-6.688E+00, 1.746E-01, 2.786E-01, 0.000E+00, 9.948E-01, 1.105E+00, 8.120E-03, 1.869E-03,-7.511E-03, 1.897E+01
 1.790E+03, 1.929E+01,-1.233E+01,-1.402E+00,-6.629E+00, 1.946E-01,-3.595E-01, 0.000E+00,-1.263E+00,-1.233E+00, 6.580E-03, 1.895E-03,-7.143E-03,-1.464E+01
 1.800E+03, 1.987E+01,-1.260E+01,-7.831E-01,-6.423E+00, 1.749E-01, 6.343E-02, 0.000E+00, 3.163E-01, 2.934E-01, 7.780E-03, 1.863E-03,-7.247E-03,-6.294E+00
