s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.186E-04,-5.005E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.191E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.496E-01
-5.399E+02, 0.000E+00, 0.000E+00,-6.458E-03,-8.691E-02,-3.175E-01, 3.815E-15,-1.655E-01, 0.000E+00,-4.912E-01,-5.764E-01, 1.403E-03, 0.000E+00, 0.000E+00,-7.926E+01
-4.800E+02, 0.000E+00, 0.000E+00, 7.666E-02,-1.462E-02,-5.415E-02, 2.438E-15, 1.016E-03, 0.000E+00, 3.457E-03, 8.907E-03, 9.317E-04, 0.000E+00, 0.000E+00,-7.871E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.090E-01,-1.624E-01, 6.125E-02, 2.211E-15, 7.858E-04, 0.000E+00, 2.742E-03, 8.640E-03, 1.575E-04, 0.000E+00, 0.000E+00,-7.827E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.089E-01,-1.948E-01, 9.208E-02, 2.313E-15, 6.505E-05, 0.000E+00, 2.428E-04, 6.246E-03,-3.853E-04, 0.000E+00, 0.000E+00,-7.823E+01
-2.999E+02, 0.000E+00, 0.000E+00, 9.704E-02,-1.735E-01, 8.318E-02, 2.423E-15, 1.078E-04, 0.000E+00, 3.617E-04, 6.779E-03,-4.936E-04, 0.000E+00, 0.000E+00,-7.818E+01
-2.400E+02, 0.000E+00, 0.000E+00, 8.152E-02,-1.416E-01, 6.633E-02, 2.547E-15,-1.281E-04, 0.000E+00,-4.390E-04, 6.098E-03,-4.822E-04, 0.000E+00, 0.000E+00,-7.825E+01
-1.800E+02, 0.000E+00, 0.000E+00, 6.790E-02,-1.136E-01, 5.211E-02, 2.590E-15,-1.280E-04, 0.000E+00,-4.238E-04, 6.237E-03,-4.055E-04, 0.000E+00, 0.000E+00,-7.831E+01
-1.200E+02, 0.000E+00, 0.000E+00, 5.629E-02,-9.546E-02, 4.588E-02, 2.682E-15, 5.106E-06, 0.000E+00, 4.744E-05, 6.707E-03,-3.578E-04, 0.000E+00, 0.000E+00,-7.831E+01
-5.999E+01, 0.000E+00, 0.000E+00, 4.675E-02,-7.230E-02, 3.226E-02, 2.548E-15,-6.836E-05, 0.000E+00,-2.509E-04, 6.642E-03,-2.830E-04, 0.000E+00, 0.000E+00,-7.835E+01
 5.485E-04, 0.000E+00, 0.000E+00, 3.888E-02,-5.851E-02, 2.685E-02, 2.564E-15, 1.205E-04, 0.000E+00, 4.031E-04, 7.348E-03,-2.537E-04, 0.000E+00, 0.000E+00,-7.828E+01
 6.002E+01, 1.497E+02, 0.000E+00,-3.367E+01,-9.504E+01,-2.042E+01, 6.234E-01, 1.637E-01, 0.000E+00, 5.735E-01, 1.326E+00,-2.839E-01, 3.000E-03,-4.863E-03, 1.317E+01
 1.200E+02, 2.002E+02, 0.000E+00,-8.173E+01,-6.120E+01,-5.770E+01, 8.003E-01,-6.911E-02, 0.000E+00,-2.453E-01, 2.605E-01,-1.708E-01, 3.998E-03,-6.357E-03,-2.594E+01
 1.800E+02, 2.002E+02, 0.000E+00,-1.062E+02,-2.526E+01,-6.918E+01, 7.397E-01,-5.631E-02, 0.000E+00,-1.984E-01, 1.962E-01,-4.458E-02, 3.998E-03,-1.084E-02,-5.757E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.142E+02,-1.705E+01,-6.914E+01, 6.951E-01,-1.906E-02, 0.000E+00,-6.901E-02, 3.171E-01,-3.756E-03, 3.998E-03,-1.861E-02,-6.857E+01
 3.000E+02, 2.003E+02, 0.000E+00,-1.179E+02,-1.539E+01,-6.734E+01, 6.613E-01, 2.339E-02, 0.000E+00, 8.907E-02, 4.400E-01, 8.352E-03, 3.998E-03,-2.541E-02,-5.438E+01
 3.600E+02, 2.001E+02, 0.000E+00,-1.203E+02,-1.472E+01,-6.542E+01, 6.376E-01,-2.192E-02, 0.000E+00,-8.585E-02, 2.700E-01, 1.997E-02, 3.998E-03,-3.269E-02,-6.807E+01
