s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-9.210E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.304E-03, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.283E-03, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.291E-03, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.301E-03, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.292E-03, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.297E-03, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.308E-03, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.300E-03, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.287E-03, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01, 3.700E+01,-5.279E-03, 2.095E-01, 3.901E-04, 1.721E-04
 6.001E+01, 8.263E+01, 8.336E+01, 5.743E+01, 1.513E+02, 3.917E+01, 5.824E+01, 1.525E+02, 3.930E+01, 1.193E+02, 2.095E-01, 4.390E-04, 1.499E+02
 1.200E+02, 1.150E+02, 1.126E+02, 9.790E+01, 2.053E+02, 4.175E+01, 9.888E+01, 1.973E+02, 4.161E+01, 4.191E+01, 2.087E-01, 8.408E-04, 1.998E+02
 1.800E+02, 1.251E+02, 1.249E+02, 1.160E+02, 2.150E+02, 4.426E+01, 1.160E+02, 2.144E+02, 4.414E+01, 1.802E+01, 2.077E-01, 1.441E-03, 1.999E+02
 2.400E+02, 1.296E+02, 1.340E+02, 1.254E+02, 2.182E+02, 4.509E+01, 1.281E+02, 2.276E+02, 4.616E+01, 1.494E+01, 2.062E-01, 2.251E-03, 1.999E+02
 3.000E+02, 1.348E+02, 1.390E+02, 1.343E+02, 2.240E+02, 4.599E+01, 1.351E+02, 2.351E+02, 4.697E+01, 1.405E+01, 2.044E-01, 3.290E-03, 1.999E+02
 3.600E+02, 1.382E+02, 1.396E+02, 1.400E+02, 2.268E+02, 4.765E+01, 1.413E+02, 2.297E+02, 4.767E+01, 1.267E+01, 2.024E-01, 4.408E-03, 1.946E+02
 4.200E+02, 1.333E+02, 1.350E+02, 1.373E+02, 2.136E+02, 4.902E+01, 1.385E+02, 2.170E+02, 4.948E+01, 7.958E+00, 1.998E-01, 5.831E-03, 1.613E+02
 4.800E+02, 1.218E+02, 1.240E+02, 1.307E+02, 1.833E+02, 5.148E+01, 1.310E+02, 1.897E+02, 5.130E+01,-5.025E-02, 1.967E-01, 7.564E-03, 9.950E+01
 5.400E+02, 1.173E+02, 1.219E+02, 1.226E+02, 1.757E+02, 5.347E+01, 1.237E+02, 1.877E+02, 5.434E+01, 7.700E+00, 1.932E-01, 9.498E-03, 7.824E+01
 6.000E+02, 1.038E+02, 1.070E+02, 1.034E+02, 1.533E+02, 5.485E+01, 1.031E+02, 1.636E+02, 5.418E+01,-1.373E+00, 1.903E-01, 1.114E-02, 1.319E-01
 6.600E+02, 1.030E+02, 1.017E+02, 9.449E+01, 1.542E+02, 6.012E+01, 9.383E+01, 1.500E+02, 6.123E+01, 9.129E+00, 1.869E-01, 1.305E-02, 4.054E-06
 7.200E+02, 1.017E+02, 1.011E+02, 9.018E+01, 1.484E+02, 6.666E+01, 8.978E+01, 1.465E+02, 6.700E+01, 9.476E+00, 1.816E-01, 1.599E-02, 1.475E-05
 7.800E+02, 9.976E+01, 9.897E+01, 8.654E+01, 1.418E+02, 7.099E+01, 8.607E+01, 1.395E+02, 7.134E+01, 8.498E+00, 1.768E-01, 1.867E-02, 2.648E-05
 8.400E+02, 9.846E+01, 9.796E+01, 8.391E+01, 1.368E+02, 7.464E+01, 8.356E+01, 1.379E+02, 7.245E+01, 9.601E+00, 1.713E-01, 2.174E-02, 2.690E-05
 9.000E+02, 9.744E+01, 9.738E+01, 8.214E+01, 1.315E+02, 7.863E+01, 8.155E+01, 1.334E+02, 7.718E+01, 9.750E+00, 1.650E-01, 2.528E-02, 7.424E-05
 9.600E+02, 9.607E+01, 9.695E+01, 7.956E+01, 1.259E+02, 8.274E+01, 7.974E+01, 1.313E+02, 7.987E+01, 9.115E+00, 1.591E-01, 2.860E-02, 2.722E-04
 1.020E+03, 9.596E+01, 9.746E+01, 7.795E+01, 1.210E+02, 8.893E+01, 7.789E+01, 1.267E+02, 8.774E+01, 9.861E+00, 1.533E-01, 3.181E-02, 1.470E-04
 1.080E+03, 9.466E+01, 9.731E+01, 7.630E+01, 1.154E+02, 9.225E+01, 7.661E+01, 1.248E+02, 9.051E+01, 8.788E+00, 1.475E-01, 3.508E-02, 1.412E-03
 1.140E+03, 2.500E+02, 2.398E+02, 1.116E+02, 5.298E+02, 1.086E+02, 1.127E+02, 5.057E+02, 1.009E+02, 1.246E+03, 1.428E-01, 3.761E-02, 8.594E+01
 1.200E+03, 1.675E+02, 1.729E+02, 1.747E+02, 2.471E+02, 8.060E+01, 1.765E+02, 2.614E+02, 8.076E+01, 2.244E+02, 1.347E-01, 4.198E-02, 8.596E+01
 1.260E+03, 1.291E+02, 1.345E+02, 1.290E+02, 1.873E+02, 7.097E+01, 1.299E+02, 2.047E+02, 6.889E+01,-1.889E+01, 1.325E-01, 4.314E-02, 6.396E-01
 1.320E+03, 1.129E+02, 1.152E+02, 1.104E+02, 1.604E+02, 6.798E+01, 1.107E+02, 1.696E+02, 6.541E+01,-3.169E+00, 1.331E-01, 4.279E-02, 2.039E-03
