s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.232E-04,-5.115E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.237E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.684E-01
-5.400E+02, 0.000E+00, 0.000E+00, 1.301E-04,-2.814E-02,-1.116E-01, 3.310E-15,-5.678E-02, 0.000E+00,-1.496E-01,-1.964E-01, 5.597E-04, 0.000E+00, 0.000E+00,-2.474E+01
-4.799E+02, 0.000E+00, 0.000E+00, 1.939E-02, 8.773E-02,-1.038E-01, 3.018E-15, 3.021E-04, 0.000E+00, 1.058E-03, 3.590E-03, 6.587E-04, 0.000E+00, 0.000E+00,-2.457E+01
-4.200E+02, 0.000E+00, 0.000E+00, 3.607E-02,-6.835E-03,-2.531E-02, 2.045E-15, 1.355E-04, 0.000E+00, 4.873E-04, 4.058E-03, 2.356E-04, 0.000E+00, 0.000E+00,-2.450E+01
-3.599E+02, 0.000E+00, 0.000E+00, 4.083E-02,-5.542E-02, 1.822E-02, 1.604E-15, 4.639E-05, 0.000E+00, 1.723E-04, 3.676E-03,-2.864E-05, 0.000E+00, 0.000E+00,-2.447E+01
-2.999E+02, 0.000E+00, 0.000E+00, 3.954E-02,-6.642E-02, 3.054E-02, 1.354E-15, 2.757E-07, 0.000E+00,-1.284E-05, 3.665E-03,-1.303E-04, 0.000E+00, 0.000E+00,-2.447E+01
-2.400E+02, 0.000E+00, 0.000E+00, 3.714E-02,-6.436E-02, 3.096E-02, 1.333E-15, 1.410E-05, 0.000E+00, 5.341E-05, 3.757E-03,-1.259E-04, 0.000E+00, 0.000E+00,-2.446E+01
-1.799E+02, 0.000E+00, 0.000E+00, 3.387E-02,-5.790E-02, 2.769E-02, 1.480E-15, 2.015E-05, 0.000E+00, 6.940E-05, 3.679E-03,-1.368E-04, 0.000E+00, 0.000E+00,-2.445E+01
-1.199E+02, 0.000E+00, 0.000E+00, 3.038E-02,-5.210E-02, 2.534E-02, 1.533E-15,-2.662E-05, 0.000E+00,-1.071E-04, 3.596E-03,-1.507E-04, 0.000E+00, 0.000E+00,-2.447E+01
-5.998E+01, 0.000E+00, 0.000E+00, 2.725E-02,-4.151E-02, 1.781E-02, 1.712E-15,-4.038E-05, 0.000E+00,-1.143E-04, 3.511E-03,-1.158E-04, 0.000E+00, 0.000E+00,-2.449E+01
 6.246E-02, 1.331E-04, 0.000E+00, 2.465E-02,-3.896E-02, 1.808E-02, 2.624E-06, 4.216E-05, 0.000E+00, 3.135E-05, 3.947E-03,-1.131E-04, 1.123E-08, 0.000E+00,-2.448E+01
 6.001E+01, 1.124E+02, 0.000E+00,-2.392E+01,-7.345E+01,-1.463E+01, 4.736E-01, 9.242E-02, 0.000E+00, 3.233E-01, 9.309E-01,-2.247E-01, 2.252E-03,-3.643E-03, 2.702E+01
 1.200E+02, 1.501E+02, 0.000E+00,-5.315E+01,-5.395E+01,-4.302E+01, 6.205E-01,-5.830E-02, 0.000E+00,-2.028E-01, 5.684E-01,-1.610E-01, 2.998E-03,-4.027E-03,-5.324E+00
 1.800E+02, 1.501E+02, 0.000E+00,-7.306E+01,-2.206E+01,-5.531E+01, 5.929E-01,-1.814E-02, 0.000E+00,-6.468E-02, 2.485E-01,-6.334E-02, 2.998E-03,-3.192E-03,-1.564E+01
 2.400E+02, 1.502E+02, 0.000E+00,-8.146E+01,-1.149E+01,-5.748E+01, 5.681E-01,-1.008E-02, 0.000E+00,-3.498E-02, 2.911E-01,-1.921E-02, 2.998E-03,-6.470E-03,-2.121E+01
 3.000E+02, 1.500E+02, 0.000E+00,-8.510E+01,-8.886E+00,-5.632E+01, 5.561E-01,-9.883E-03, 0.000E+00,-3.679E-02, 2.723E-01,-7.016E-03, 2.998E-03,-9.137E-03,-2.708E+01
 3.600E+02, 1.503E+02, 0.000E+00,-8.764E+01,-7.950E+00,-5.490E+01, 5.398E-01, 1.284E-02, 0.000E+00, 4.780E-02, 3.348E-01,-5.589E-04, 2.998E-03,-1.198E-02,-1.945E+01
 4.200E+02, 1.500E+02, 0.000E+00,-8.948E+01,-7.153E+00,-5.364E+01, 5.252E-01,-9.488E-03, 0.000E+00,-3.251E-02, 2.513E-01, 3.557E-03, 2.998E-03,-1.451E-02,-2.464E+01
 4.800E+02, 1.501E+02, 0.000E+00,-9.083E+01,-7.368E+00,-5.216E+01, 5.162E-01,-4.310E-03, 0.000E+00,-1.809E-02, 2.629E-01, 7.233E-03, 2.998E-03,-1.771E-02,-2.752E+01
 5.400E+02, 1.501E+02, 0.000E+00,-9.198E+01,-7.035E+00,-5.126E+01, 5.059E-01, 1.236E-02, 0.000E+00, 4.381E-02, 3.061E-01, 1.022E-02, 2.998E-03,-2.026E-02,-2.054E+01
 6.000E+02, 1.502E+02, 0.000E+00,-9.299E+01,-7.333E+00,-5.010E+01, 4.969E-01,-1.533E-02, 0.000E+00,-5.290E-02, 2.054E-01, 1.229E-02, 2.998E-03,-2.305E-02,-2.897E+01
