s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 1.70E+02, 0.00E+00, 1.05E+01, 1.36E+00, 3.84E+01, 0.00E+00,-1.19E+00,-5.67E+01,-7.62E+00,-7.62E+00, 0.00E+00, 1.23E-02, 0.00E+00, 4.36E-03, 1.96E+04
 1.75E+02, 0.00E+00, 1.05E+01, 1.29E+00, 3.72E+01, 0.00E+00,-1.16E+00,-5.52E+01,-7.34E+00,-7.34E+00, 0.00E+00, 1.24E-02, 0.00E+00, 3.97E-03, 1.96E+04
 1.80E+02, 0.00E+00, 1.05E+01, 1.27E+00, 3.63E+01, 0.00E+00,-7.88E-01,-5.30E+01,-5.79E+00,-5.79E+00, 0.00E+00, 1.21E-02, 0.00E+00, 3.59E-03, 1.95E+04
 1.85E+02, 0.00E+00, 1.04E+01, 1.23E+00, 3.54E+01, 0.00E+00,-7.67E-01,-5.19E+01,-5.59E+00,-5.59E+00, 0.00E+00, 1.25E-02, 0.00E+00, 3.31E-03, 1.95E+04
 1.90E+02, 0.00E+00, 1.03E+01, 1.20E+00, 3.47E+01, 0.00E+00,-5.89E-01,-5.05E+01,-4.78E+00,-4.78E+00, 0.00E+00, 1.23E-02, 0.00E+00, 2.97E-03, 1.95E+04
 1.95E+02, 0.00E+00, 1.03E+01, 1.17E+00, 3.39E+01, 0.00E+00,-4.68E-01,-4.90E+01,-4.17E+00,-4.17E+00, 0.00E+00, 1.22E-02, 0.00E+00, 2.69E-03, 1.94E+04
 2.00E+02, 0.00E+00, 1.02E+01, 1.16E+00, 3.31E+01, 0.00E+00,-2.60E-01,-4.75E+01,-3.28E+00,-3.27E+00, 0.00E+00, 1.21E-02, 0.00E+00, 2.40E-03, 1.94E+04
 2.05E+02, 0.00E+00, 1.01E+01, 1.13E+00, 3.23E+01, 0.00E+00,-3.95E-01,-4.68E+01,-3.66E+00,-3.66E+00, 0.00E+00, 1.25E-02, 0.00E+00, 2.14E-03, 1.94E+04
 2.10E+02, 0.00E+00, 1.00E+01, 1.07E+00, 3.17E+01, 0.00E+00,-2.16E-01,-4.54E+01,-2.89E+00,-2.88E+00, 0.00E+00, 1.24E-02, 0.00E+00, 1.90E-03, 1.94E+04
 2.15E+02, 0.00E+00, 9.98E+00, 1.08E+00, 3.05E+01, 0.00E+00,-3.60E-01,-4.46E+01,-3.34E+00,-3.34E+00, 0.00E+00, 1.27E-02, 0.00E+00, 1.68E-03, 1.94E+04
 2.20E+02, 0.00E+00, 9.90E+00, 1.09E+00, 2.93E+01, 0.00E+00,-2.60E-01,-4.28E+01,-2.78E+00,-2.77E+00, 0.00E+00, 1.18E-02, 0.00E+00, 1.49E-03, 1.94E+04
 2.25E+02, 0.00E+00, 9.78E+00, 1.08E+00, 2.89E+01, 0.00E+00,-2.02E-01,-4.20E+01,-2.37E+00,-2.37E+00, 0.00E+00, 1.09E-02, 0.00E+00, 1.28E-03, 1.94E+04
 2.30E+02, 0.00E+00, 9.72E+00, 1.00E+00, 2.85E+01, 0.00E+00,-3.41E-01,-4.18E+01,-2.91E+00,-2.91E+00, 0.00E+00, 1.21E-02, 0.00E+00, 1.08E-03, 1.93E+04
 2.35E+02, 0.00E+00, 9.66E+00, 9.97E-01, 2.78E+01, 0.00E+00,-3.04E-01,-4.09E+01,-2.75E+00,-2.75E+00, 0.00E+00, 1.25E-02, 0.00E+00, 9.34E-04, 1.93E+04
 2.40E+02, 0.00E+00, 9.58E+00, 9.66E-01, 2.74E+01, 0.00E+00,-3.89E-01,-4.05E+01,-2.97E+00,-2.97E+00, 0.00E+00, 1.26E-02, 0.00E+00, 7.40E-04, 1.93E+04
 2.45E+02, 0.00E+00, 9.53E+00, 9.53E-01, 2.64E+01, 0.00E+00,-3.36E-01,-3.92E+01,-2.68E+00,-2.68E+00, 0.00E+00, 1.22E-02, 0.00E+00, 5.94E-04, 1.93E+04
 2.50E+02, 0.00E+00, 9.49E+00, 9.49E-01, 2.54E+01, 0.00E+00,-3.59E-01,-3.82E+01,-2.71E+00,-2.71E+00, 0.00E+00, 1.23E-02, 0.00E+00, 4.90E-04, 1.93E+04
 2.55E+02, 0.00E+00, 9.40E+00, 9.67E-01, 2.46E+01, 0.00E+00,-3.07E-01,-3.72E+01,-2.50E+00,-2.50E+00, 0.00E+00, 1.25E-02, 0.00E+00, 3.69E-04, 1.93E+04
 2.60E+02, 0.00E+00, 9.35E+00, 9.43E-01, 2.40E+01, 0.00E+00,-3.25E-01,-3.64E+01,-2.48E+00,-2.48E+00, 0.00E+00, 1.24E-02, 0.00E+00, 2.89E-04, 1.92E+04
 2.65E+02, 0.00E+00, 9.30E+00, 9.40E-01, 2.37E+01, 0.00E+00,-1.72E-01,-3.57E+01,-1.88E+00,-1.88E+00, 0.00E+00, 1.22E-02, 0.00E+00, 2.10E-04, 1.92E+04
 2.70E+02, 0.00E+00, 9.20E+00, 9.28E-01, 2.33E+01, 0.00E+00,-2.42E-01,-3.53E+01,-2.09E+00,-2.09E+00, 0.00E+00, 1.19E-02, 0.00E+00, 1.44E-04, 1.92E+04
 2.75E+02, 0.00E+00, 9.16E+00, 9.27E-01, 2.28E+01, 0.00E+00,-1.86E-01,-3.46E+01,-1.89E+00,-1.89E+00, 0.00E+00, 1.21E-02, 0.00E+00, 8.80E-05, 1.92E+04
 2.80E+02, 0.00E+00, 9.10E+00, 9.48E-01, 2.22E+01, 0.00E+00,-1.82E-01,-3.39E+01,-1.83E+00,-1.83E+00, 0.00E+00, 1.22E-02, 0.00E+00, 5.96E-05, 1.92E+04
 2.85E+02, 0.00E+00, 9.03E+00, 9.83E-01, 2.12E+01, 0.00E+00,-8.83E-02,-3.25E+01,-1.39E+00,-1.39E+00, 0.00E+00, 1.12E-02, 0.00E+00, 3.57E-05, 1.92E+04
 2.90E+02, 0.00E+00, 8.98E+00, 9.86E-01, 2.05E+01, 0.00E+00,-1.55E-01,-3.20E+01,-1.67E+00,-1.67E+00, 0.00E+00, 1.15E-02, 0.00E+00, 2.42E-05, 1.92E+04
 2.95E+02, 0.00E+00, 8.91E+00, 9.50E-01, 1.99E+01, 0.00E+00,-2.67E-01,-3.15E+01,-2.09E+00,-2.09E+00, 0.00E+00, 1.17E-02, 0.00E+00, 1.25E-05, 1.92E+04
 3.00E+02, 0.00E+00, 8.88E+00, 9.68E-01, 1.95E+01, 0.00E+00,-1.48E-01,-3.08E+01,-1.63E+00,-1.63E+00, 0.00E+00, 1.14E-02, 0.00E+00, 5.15E-06, 1.92E+04
 3.05E+02, 0.00E+00, 8.82E+00, 9.46E-01, 1.89E+01, 0.00E+00,-2.33E-01,-3.04E+01,-2.00E+00,-2.00E+00, 0.00E+00, 1.20E-02, 0.00E+00, 1.93E-06, 1.92E+04
 3.10E+02, 0.00E+00, 8.81E+00, 9.32E-01, 1.87E+01, 0.00E+00,-2.21E-01,-3.02E+01,-2.01E+00,-2.01E+00, 0.00E+00, 1.25E-02, 0.00E+00, 9.39E-07, 1.91E+04
 3.15E+02, 0.00E+00, 8.74E+00, 9.10E-01, 1.80E+01, 0.00E+00,-2.97E-01,-2.96E+01,-2.26E+00,-2.26E+00, 0.00E+00, 1.22E-02, 0.00E+00, 8.59E-08, 1.91E+04
 3.20E+02, 0.00E+00, 8.71E+00, 9.25E-01, 1.77E+01, 0.00E+00,-2.75E-01,-2.93E+01,-2.20E+00,-2.20E+00, 0.00E+00, 1.23E-02, 0.00E+00, 1.91E-08, 1.91E+04
 3.25E+02, 0.00E+00, 8.69E+00, 9.53E-01, 1.72E+01, 0.00E+00,-1.47E-01,-2.84E+01,-1.64E+00,-1.63E+00, 0.00E+00, 1.16E-02, 0.00E+00, 7.24E-10, 1.91E+04
 3.30E+02, 0.00E+00, 8.61E+00, 9.67E-01, 1.67E+01, 0.00E+00,-1.37E-01,-2.78E+01,-1.61E+00,-1.60E+00, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.35E+02, 0.00E+00, 8.57E+00, 9.67E-01, 1.64E+01, 0.00E+00,-1.21E-01,-2.73E+01,-1.47E+00,-1.47E+00, 0.00E+00, 1.08E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.40E+02, 0.00E+00, 8.53E+00, 9.71E-01, 1.61E+01, 0.00E+00, 3.49E-02,-2.65E+01,-9.20E-01,-9.20E-01, 0.00E+00, 1.11E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.45E+02, 0.00E+00, 8.46E+00, 9.47E-01, 1.53E+01, 0.00E+00,-1.89E-01,-2.64E+01,-1.84E+00,-1.84E+00, 0.00E+00, 1.17E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.50E+02, 0.00E+00, 8.42E+00, 9.60E-01, 1.49E+01, 0.00E+00,-1.61E-01,-2.59E+01,-1.72E+00,-1.72E+00, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.55E+02, 0.00E+00, 8.38E+00, 9.39E-01, 1.47E+01, 0.00E+00,-6.65E-02,-2.54E+01,-1.43E+00,-1.43E+00, 0.00E+00, 1.24E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.60E+02, 0.00E+00, 8.36E+00, 9.25E-01, 1.43E+01, 0.00E+00,-9.74E-02,-2.50E+01,-1.52E+00,-1.52E+00, 0.00E+00, 1.19E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.65E+02, 0.00E+00, 8.32E+00, 9.29E-01, 1.37E+01, 0.00E+00,-1.15E-01,-2.44E+01,-1.52E+00,-1.52E+00, 0.00E+00, 1.15E-02, 0.00E+00, 0.00E+00, 1.91E+04
 3.70E+02, 0.00E+00, 8.29E+00, 9.26E-01, 1.33E+01, 0.00E+00,-1.67E-01,-2.42E+01,-1.79E+00,-1.79E+00, 0.00E+00, 1.23E-02, 0.00E+00, 0.00E+00, 1.90E+04
 3.75E+02, 0.00E+00, 8.29E+00, 9.26E-01, 1.31E+01, 0.00E+00,-5.54E-02,-2.36E+01,-1.38E+00,-1.38E+00, 0.00E+00, 1.21E-02, 0.00E+00, 0.00E+00, 1.90E+04
 3.80E+02, 0.00E+00, 8.21E+00, 9.74E-01, 1.28E+01, 0.00E+00, 6.99E-02,-2.29E+01,-7.74E-01,-7.77E-01, 0.00E+00, 1.09E-02, 0.00E+00, 0.00E+00, 1.90E+04
 3.85E+02, 0.00E+00, 8.19E+00, 9.34E-01, 1.25E+01, 0.00E+00,-9.21E-03,-2.28E+01,-1.15E+00,-1.14E+00, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.90E+04
 3.90E+02, 0.00E+00, 8.16E+00, 9.35E-01, 1.20E+01, 0.00E+00,-1.60E-01,-2.27E+01,-1.76E+00,-1.76E+00, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.90E+04
 3.95E+02, 0.00E+00, 8.14E+00, 9.33E-01, 1.13E+01, 0.00E+00,-1.45E-01,-2.20E+01,-1.69E+00,-1.69E+00, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.00E+02, 0.00E+00, 8.07E+00, 9.12E-01, 1.14E+01, 0.00E+00,-3.66E-02,-2.16E+01,-1.29E+00,-1.29E+00, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.05E+02, 0.00E+00, 8.06E+00, 9.92E-01, 1.09E+01, 0.00E+00, 1.13E-01,-2.07E+01,-6.01E-01,-6.02E-01, 0.00E+00, 1.07E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.10E+02, 0.00E+00, 7.97E+00, 9.72E-01, 1.05E+01, 0.00E+00, 1.16E-02,-2.04E+01,-9.89E-01,-9.91E-01, 0.00E+00, 1.08E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.15E+02, 0.00E+00, 8.00E+00, 9.38E-01, 1.03E+01, 0.00E+00,-7.80E-02,-2.05E+01,-1.42E+00,-1.42E+00, 0.00E+00, 1.17E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.20E+02, 0.00E+00, 7.95E+00, 9.31E-01, 9.98E+00, 0.00E+00,-7.10E-02,-2.02E+01,-1.42E+00,-1.42E+00, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.25E+02, 0.00E+00, 7.93E+00, 9.45E-01, 9.69E+00, 0.00E+00, 1.69E-02,-1.96E+01,-1.04E+00,-1.04E+00, 0.00E+00, 1.14E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.30E+02, 0.00E+00, 7.94E+00, 9.29E-01, 9.48E+00, 0.00E+00,-7.11E-02,-1.97E+01,-1.44E+00,-1.44E+00, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.35E+02, 0.00E+00, 7.89E+00, 9.33E-01, 9.02E+00, 0.00E+00,-3.64E-03,-1.90E+01,-1.13E+00,-1.13E+00, 0.00E+00, 1.15E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.40E+02, 0.00E+00, 7.87E+00, 9.14E-01, 8.99E+00, 0.00E+00,-4.35E-02,-1.91E+01,-1.37E+00,-1.37E+00, 0.00E+00, 1.25E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.45E+02, 0.00E+00, 7.82E+00, 9.60E-01, 8.77E+00, 0.00E+00, 1.06E-01,-1.84E+01,-7.03E-01,-7.02E-01, 0.00E+00, 1.13E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.50E+02, 0.00E+00, 7.77E+00, 9.29E-01, 8.44E+00, 0.00E+00, 5.56E-02,-1.81E+01,-9.46E-01,-9.45E-01, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.55E+02, 0.00E+00, 7.75E+00, 9.51E-01, 8.18E+00, 0.00E+00, 5.49E-02,-1.78E+01,-9.07E-01,-9.07E-01, 0.00E+00, 1.14E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.60E+02, 0.00E+00, 7.74E+00, 9.41E-01, 7.93E+00, 0.00E+00, 3.62E-02,-1.77E+01,-1.03E+00,-1.03E+00, 0.00E+00, 1.19E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.65E+02, 0.00E+00, 7.72E+00, 9.19E-01, 7.74E+00, 0.00E+00, 1.64E-02,-1.75E+01,-1.12E+00,-1.12E+00, 0.00E+00, 1.21E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.70E+02, 0.00E+00, 7.65E+00, 9.37E-01, 7.64E+00, 0.00E+00, 5.62E-02,-1.73E+01,-9.73E-01,-9.71E-01, 0.00E+00, 1.21E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.75E+02, 0.00E+00, 7.64E+00, 9.40E-01, 7.23E+00, 0.00E+00,-2.13E-02,-1.71E+01,-1.28E+00,-1.28E+00, 0.00E+00, 1.22E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.80E+02, 0.00E+00, 7.66E+00, 9.25E-01, 7.05E+00, 0.00E+00, 8.66E-02,-1.66E+01,-8.47E-01,-8.48E-01, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.85E+02, 0.00E+00, 7.59E+00, 9.34E-01, 6.71E+00, 0.00E+00, 5.96E-02,-1.62E+01,-9.37E-01,-9.37E-01, 0.00E+00, 1.19E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.90E+02, 0.00E+00, 7.59E+00, 9.15E-01, 6.37E+00, 0.00E+00, 1.83E-02,-1.60E+01,-1.12E+00,-1.12E+00, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.90E+04
 4.95E+02, 0.00E+00, 7.56E+00, 9.20E-01, 6.11E+00, 0.00E+00, 4.01E-02,-1.56E+01,-9.80E-01,-9.81E-01, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.00E+02, 0.00E+00, 7.53E+00, 9.47E-01, 5.92E+00, 0.00E+00, 7.25E-02,-1.53E+01,-8.67E-01,-8.67E-01, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.05E+02, 0.00E+00, 7.49E+00, 9.33E-01, 5.75E+00, 0.00E+00, 9.65E-02,-1.51E+01,-7.94E-01,-7.94E-01, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.91E+04
