s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR,ZONE_1
-6.00E+01, 0.00E+00,-5.18E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.18E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.91E-01
-5.50E+01, 5.25E+02,-1.99E+02, 1.51E+00,-3.03E+01, 0.00E+00, 1.17E+02,-2.92E+00, 4.09E+02, 4.11E+02, 0.00E+00, 1.28E-02, 0.00E+00, 0.00E+00, 6.04E+03
-5.00E+01, 6.14E+02,-2.38E+02, 1.53E+00,-5.77E+01, 0.00E+00, 1.28E+02,-3.24E+00, 4.48E+02, 4.45E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00, 1.27E+04
-4.50E+01, 6.01E+02,-2.43E+02, 1.51E+00,-7.26E+01, 0.00E+00, 1.14E+02,-3.35E+00, 4.01E+02, 3.97E+02, 0.00E+00, 1.30E-02, 0.00E+00, 0.00E+00, 1.87E+04
-4.00E+01, 6.09E+02,-2.59E+02, 1.50E+00,-8.99E+01, 0.00E+00, 1.04E+02,-3.43E+00, 3.65E+02, 3.62E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00, 2.41E+04
-3.50E+01, 5.99E+02,-2.68E+02, 1.51E+00,-1.07E+02, 0.00E+00, 8.95E+01,-3.58E+00, 3.15E+02, 3.12E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00, 2.88E+04
-3.00E+01, 6.06E+02,-2.86E+02, 1.53E+00,-1.20E+02, 0.00E+00, 7.99E+01,-3.61E+00, 2.81E+02, 2.79E+02, 0.00E+00, 1.30E-02, 0.00E+00, 0.00E+00, 3.29E+04
-2.50E+01, 6.14E+02,-3.04E+02, 1.50E+00,-1.34E+02, 0.00E+00, 7.01E+01,-3.72E+00, 2.47E+02, 2.44E+02, 0.00E+00, 1.32E-02, 0.00E+00, 0.00E+00, 3.66E+04
-2.00E+01, 6.20E+02,-3.18E+02, 1.53E+00,-1.45E+02, 0.00E+00, 6.21E+01,-3.73E+00, 2.18E+02, 2.17E+02, 0.00E+00, 1.32E-02, 0.00E+00, 0.00E+00, 3.98E+04
-1.50E+01, 5.94E+02,-3.23E+02, 1.45E+00,-1.57E+02, 0.00E+00, 4.54E+01,-3.77E+00, 1.60E+02, 1.57E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00, 4.22E+04
-9.98E+00, 6.14E+02,-3.41E+02, 1.52E+00,-1.62E+02, 0.00E+00, 4.37E+01,-3.83E+00, 1.54E+02, 1.52E+02, 0.00E+00, 1.32E-02, 0.00E+00, 0.00E+00, 4.45E+04
-4.98E+00, 6.10E+02,-3.50E+02, 1.47E+00,-1.69E+02, 0.00E+00, 3.63E+01,-3.80E+00, 1.27E+02, 1.24E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00, 4.63E+04
 1.62E-03, 5.94E+02,-3.50E+02, 1.42E+00,-1.73E+02, 0.00E+00, 2.84E+01,-3.84E+00, 9.93E+01, 9.61E+01, 0.00E+00, 1.30E-02, 0.00E+00, 0.00E+00, 4.78E+04
 5.00E+00, 6.07E+02,-3.09E+02, 1.58E+01,-1.73E+02, 0.00E+00,-2.18E+02,-8.55E+02,-9.30E+02,-9.32E+02, 0.00E+00, 1.32E-02, 0.00E+00, 2.95E-01, 3.65E+04
 1.00E+01, 5.88E+02,-2.31E+02, 1.17E+01,-1.18E+02, 0.00E+00,-1.02E+02,-6.15E+02,-4.67E+02,-4.66E+02, 0.00E+00, 1.31E-02, 0.00E+00, 2.00E-01, 3.12E+04
 1.50E+01, 5.99E+02,-2.04E+02, 1.02E+01,-8.81E+01, 0.00E+00,-3.49E+01,-4.82E+02,-2.01E+02,-2.01E+02, 0.00E+00, 1.30E-02, 0.00E+00, 1.49E-01, 2.93E+04
 2.00E+01, 6.00E+02,-1.89E+02, 9.40E+00,-7.33E+01, 0.00E+00,-3.88E+00,-4.22E+02,-7.78E+01,-7.80E+01, 0.00E+00, 1.31E-02, 0.00E+00, 1.23E-01, 2.91E+04
 2.50E+01, 6.00E+02,-1.81E+02, 8.94E+00,-6.91E+01, 0.00E+00, 1.00E+01,-3.88E+02,-1.96E+01,-1.97E+01, 0.00E+00, 1.31E-02, 0.00E+00, 1.07E-01, 2.97E+04
 3.00E+01, 5.89E+02,-1.75E+02, 8.73E+00,-6.63E+01, 0.00E+00, 1.46E+01,-3.70E+02, 9.40E-01, 6.57E-01, 0.00E+00, 1.31E-02, 0.00E+00, 9.76E-02, 3.04E+04
 3.50E+01, 5.93E+02,-1.69E+02, 8.62E+00,-6.45E+01, 0.00E+00, 2.05E+01,-3.63E+02, 2.57E+01, 2.56E+01, 0.00E+00, 1.32E-02, 0.00E+00, 9.17E-02, 3.15E+04
 4.00E+01, 6.04E+02,-1.68E+02, 8.56E+00,-6.81E+01, 0.00E+00, 2.55E+01,-3.57E+02, 4.44E+01, 4.43E+01, 0.00E+00, 1.30E-02, 0.00E+00, 8.73E-02, 3.28E+04
 4.50E+01, 5.94E+02,-1.64E+02, 8.74E+00,-6.84E+01, 0.00E+00, 2.14E+01,-3.61E+02, 3.06E+01, 3.06E+01, 0.00E+00, 1.31E-02, 0.00E+00, 8.74E-02, 3.39E+04
 5.00E+01, 6.08E+02,-1.59E+02, 8.94E+00,-6.96E+01, 0.00E+00, 2.50E+01,-3.71E+02, 4.27E+01, 4.24E+01, 0.00E+00, 1.31E-02, 0.00E+00, 8.89E-02, 3.52E+04
 5.50E+01, 5.93E+02,-1.51E+02, 8.66E+00,-7.15E+01, 0.00E+00, 2.40E+01,-3.61E+02, 4.27E+01, 4.27E+01, 0.00E+00, 1.31E-02, 0.00E+00, 8.30E-02, 3.65E+04
 6.00E+01, 5.83E+02,-1.46E+02, 8.74E+00,-7.32E+01, 0.00E+00, 2.01E+01,-3.65E+02, 2.84E+01, 2.83E+01, 0.00E+00, 1.31E-02, 0.00E+00, 8.27E-02, 3.75E+04
 6.50E+01, 5.95E+02,-1.41E+02, 8.57E+00,-7.61E+01, 0.00E+00, 2.65E+01,-3.60E+02, 5.37E+01, 5.36E+01, 0.00E+00, 1.30E-02, 0.00E+00, 7.93E-02, 3.89E+04
 7.00E+01, 5.95E+02,-1.36E+02, 8.70E+00,-8.06E+01, 0.00E+00, 2.42E+01,-3.66E+02, 4.40E+01, 4.42E+01, 0.00E+00, 1.32E-02, 0.00E+00, 8.03E-02, 4.02E+04
 7.50E+01, 5.77E+02,-1.30E+02, 8.93E+00,-8.19E+01, 0.00E+00, 1.61E+01,-3.76E+02, 1.40E+01, 1.42E+01, 0.00E+00, 1.30E-02, 0.00E+00, 8.31E-02, 4.10E+04
 8.00E+01, 5.36E+02,-1.15E+02, 8.64E+00,-8.06E+01, 0.00E+00, 7.98E+00,-3.72E+02,-1.48E+01,-1.49E+01, 0.00E+00, 1.32E-02, 0.00E+00, 7.97E-02, 4.14E+04
 8.50E+01, 3.29E+02,-7.65E+01, 7.21E+00,-7.00E+01, 0.00E+00,-3.92E+01,-3.29E+02,-1.78E+02,-1.78E+02, 0.00E+00, 1.31E-02, 0.00E+00, 6.29E-02, 3.94E+04
 9.00E+01, 5.55E+01,-2.96E+01, 4.67E+00,-4.71E+01, 0.00E+00,-9.21E+01,-2.46E+02,-3.55E+02,-3.54E+02, 0.00E+00, 1.28E-02, 0.00E+00, 3.41E-02, 3.46E+04
 9.50E+01, 3.17E+00,-1.35E+01, 3.20E+00,-2.30E+01, 0.00E+00,-7.43E+01,-1.75E+02,-2.79E+02,-2.79E+02, 0.00E+00, 1.30E-02, 0.00E+00, 1.64E-02, 3.07E+04
 1.00E+02, 6.33E-01,-5.64E+00, 2.85E+00,-2.68E+00, 0.00E+00,-5.41E+01,-1.45E+02,-2.04E+02,-2.04E+02, 0.00E+00, 1.29E-02, 0.00E+00, 1.35E-02, 2.79E+04
 1.05E+02, 3.67E-01,-7.46E-01, 2.64E+00, 1.07E+01, 0.00E+00,-4.01E+01,-1.26E+02,-1.53E+02,-1.53E+02, 0.00E+00, 1.28E-02, 0.00E+00, 1.25E-02, 2.58E+04
 1.10E+02, 2.17E-01, 2.74E+00, 2.45E+00, 2.08E+01, 0.00E+00,-2.99E+01,-1.12E+02,-1.15E+02,-1.15E+02, 0.00E+00, 1.28E-02, 0.00E+00, 1.12E-02, 2.43E+04
 1.15E+02, 0.00E+00, 5.19E+00, 2.25E+00, 2.92E+01, 0.00E+00,-2.24E+01,-1.02E+02,-8.75E+01,-8.75E+01, 0.00E+00, 1.28E-02, 0.00E+00, 1.00E-02, 2.31E+04
 1.20E+02, 0.00E+00, 6.85E+00, 2.13E+00, 3.36E+01, 0.00E+00,-1.68E+01,-9.27E+01,-6.70E+01,-6.69E+01, 0.00E+00, 1.27E-02, 0.00E+00, 9.46E-03, 2.22E+04
 1.25E+02, 0.00E+00, 8.05E+00, 2.03E+00, 3.55E+01, 0.00E+00,-1.28E+01,-8.47E+01,-5.20E+01,-5.19E+01, 0.00E+00, 1.26E-02, 0.00E+00, 8.72E-03, 2.15E+04
 1.30E+02, 0.00E+00, 8.93E+00, 1.96E+00, 3.86E+01, 0.00E+00,-9.65E+00,-7.99E+01,-4.01E+01,-4.01E+01, 0.00E+00, 1.19E-02, 0.00E+00, 7.96E-03, 2.10E+04
 1.35E+02, 0.00E+00, 9.58E+00, 1.83E+00, 4.01E+01, 0.00E+00,-7.21E+00,-7.53E+01,-3.11E+01,-3.11E+01, 0.00E+00, 1.27E-02, 0.00E+00, 7.46E-03, 2.07E+04
 1.40E+02, 0.00E+00, 9.92E+00, 1.74E+00, 4.14E+01, 0.00E+00,-5.40E+00,-7.20E+01,-2.43E+01,-2.43E+01, 0.00E+00, 1.25E-02, 0.00E+00, 7.03E-03, 2.04E+04
 1.45E+02, 0.00E+00, 1.02E+01, 1.66E+00, 4.14E+01, 0.00E+00,-4.25E+00,-6.90E+01,-1.99E+01,-1.99E+01, 0.00E+00, 1.27E-02, 0.00E+00, 6.65E-03, 2.02E+04
 1.50E+02, 0.00E+00, 1.04E+01, 1.58E+00, 4.09E+01, 0.00E+00,-3.17E+00,-6.54E+01,-1.57E+01,-1.57E+01, 0.00E+00, 1.25E-02, 0.00E+00, 6.09E-03, 2.00E+04
 1.55E+02, 0.00E+00, 1.05E+01, 1.55E+00, 4.08E+01, 0.00E+00,-2.30E+00,-6.28E+01,-1.23E+01,-1.23E+01, 0.00E+00, 1.21E-02, 0.00E+00, 5.62E-03, 1.99E+04
 1.60E+02, 0.00E+00, 1.06E+01, 1.48E+00, 4.07E+01, 0.00E+00,-1.89E+00,-6.14E+01,-1.05E+01,-1.05E+01, 0.00E+00, 1.23E-02, 0.00E+00, 5.07E-03, 1.98E+04
 1.65E+02, 0.00E+00, 1.05E+01, 1.43E+00, 3.99E+01, 0.00E+00,-1.35E+00,-5.90E+01,-8.42E+00,-8.42E+00, 0.00E+00, 1.21E-02, 0.00E+00, 4.79E-03, 1.97E+04
