s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 2.66E+02,-1.01E+02, 3.25E+00,-1.76E+01, 7.39E-13, 0.00E+00,-1.56E+00, 1.48E+02, 1.49E+02, 0.00E+00, 6.25E-03, 0.00E+00, 0.00E+00
-5.00E+01, 2.97E+02,-1.14E+02, 6.72E-01,-3.26E+01, 2.89E-07, 0.00E+00,-1.64E+00, 1.52E+02, 1.50E+02, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
-4.50E+01, 2.92E+02,-1.13E+02,-8.51E+00,-3.36E+01, 4.02E-06, 0.00E+00,-1.65E+00, 1.37E+02, 1.35E+02, 0.00E+00, 6.39E-03, 0.00E+00, 0.00E+00
-4.00E+01, 2.97E+02,-1.18E+02,-1.58E+01,-3.93E+01, 5.81E-06, 0.00E+00,-1.67E+00, 1.24E+02, 1.22E+02, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
-3.50E+01, 2.95E+02,-1.19E+02,-2.99E+01,-4.39E+01, 6.81E-06, 0.00E+00,-1.67E+00, 1.02E+02, 1.00E+02, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00
-3.00E+01, 2.93E+02,-1.22E+02,-3.89E+01,-4.82E+01, 1.00E-05, 0.00E+00,-1.65E+00, 8.44E+01, 8.27E+01, 0.00E+00, 6.37E-03, 0.00E+00, 0.00E+00
-2.50E+01, 2.98E+02,-1.27E+02,-4.88E+01,-5.21E+01, 1.11E-05, 0.00E+00,-1.64E+00, 7.02E+01, 6.86E+01, 0.00E+00, 6.47E-03, 0.00E+00, 0.00E+00
-2.00E+01, 3.01E+02,-1.31E+02,-5.19E+01,-5.55E+01, 1.30E-05, 0.00E+00,-1.67E+00, 6.26E+01, 6.11E+01, 0.00E+00, 6.48E-03, 0.00E+00, 0.00E+00
-1.50E+01, 2.95E+02,-1.30E+02,-6.13E+01,-5.72E+01, 1.66E-05, 0.00E+00,-1.66E+00, 4.62E+01, 4.47E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
-9.98E+00, 2.99E+02,-1.34E+02,-6.38E+01,-6.00E+01, 1.59E-05, 0.00E+00,-1.68E+00, 4.09E+01, 3.94E+01, 0.00E+00, 6.47E-03, 0.00E+00, 0.00E+00
-4.99E+00, 2.93E+02,-1.34E+02,-6.83E+01,-6.18E+01, 1.66E-05, 0.00E+00,-1.65E+00, 2.97E+01, 2.81E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
 1.28E-02, 2.96E+02,-1.36E+02,-7.09E+01,-6.26E+01, 1.94E-05, 0.00E+00,-1.65E+00, 2.60E+01, 2.45E+01, 0.00E+00, 6.44E-03, 0.00E+00, 0.00E+00
 5.00E+00, 2.94E+02,-1.22E+02,-2.97E+01,-5.96E+01, 6.82E-05, 0.00E+00,-3.38E+02,-2.55E+02,-2.56E+02, 0.00E+00, 6.39E-03, 0.00E+00, 1.16E-01
 1.00E+01, 2.95E+02,-1.07E+02,-1.33E+01,-4.59E+01, 1.41E-04, 0.00E+00,-2.47E+02,-1.19E+02,-1.19E+02, 0.00E+00, 6.48E-03, 0.00E+00, 8.03E-02
