s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 2.69E+02,-1.03E+02, 3.26E+00,-1.74E+01, 0.00E+00, 0.00E+00,-1.50E+00, 1.50E+02, 1.51E+02, 0.00E+00, 6.25E-03, 0.00E+00, 0.00E+00
-5.00E+01, 2.93E+02,-1.13E+02, 2.44E+00,-3.17E+01, 0.00E+00, 0.00E+00,-1.55E+00, 1.51E+02, 1.49E+02, 0.00E+00, 6.41E-03, 0.00E+00, 0.00E+00
-4.50E+01, 2.93E+02,-1.15E+02,-5.69E+00,-3.31E+01, 0.00E+00, 0.00E+00,-1.54E+00, 1.40E+02, 1.38E+02, 0.00E+00, 6.39E-03, 0.00E+00, 0.00E+00
-4.00E+01, 2.95E+02,-1.18E+02,-1.62E+01,-3.83E+01, 0.00E+00, 0.00E+00,-1.56E+00, 1.22E+02, 1.20E+02, 0.00E+00, 6.44E-03, 0.00E+00, 0.00E+00
-3.50E+01, 2.95E+02,-1.22E+02,-2.68E+01,-4.34E+01, 0.00E+00, 0.00E+00,-1.54E+00, 1.03E+02, 1.02E+02, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00
-3.00E+01, 2.95E+02,-1.24E+02,-3.36E+01,-4.76E+01, 0.00E+00, 0.00E+00,-1.54E+00, 9.03E+01, 8.82E+01, 0.00E+00, 6.37E-03, 0.00E+00, 0.00E+00
-2.50E+01, 2.95E+02,-1.26E+02,-3.92E+01,-5.04E+01, 0.00E+00, 0.00E+00,-1.58E+00, 7.88E+01, 7.71E+01, 0.00E+00, 6.45E-03, 0.00E+00, 0.00E+00
-2.00E+01, 2.98E+02,-1.30E+02,-4.58E+01,-5.40E+01, 0.00E+00, 0.00E+00,-1.60E+00, 6.84E+01, 6.66E+01, 0.00E+00, 6.49E-03, 0.00E+00, 0.00E+00
-1.50E+01, 2.93E+02,-1.31E+02,-4.89E+01,-5.83E+01, 0.00E+00, 0.00E+00,-1.57E+00, 5.49E+01, 5.32E+01, 0.00E+00, 6.44E-03, 0.00E+00, 0.00E+00
-9.98E+00, 2.96E+02,-1.35E+02,-5.62E+01,-6.01E+01, 0.00E+00, 0.00E+00,-1.61E+00, 4.47E+01, 4.29E+01, 0.00E+00, 6.47E-03, 0.00E+00, 0.00E+00
-5.00E+00, 2.93E+02,-1.36E+02,-5.62E+01,-6.13E+01, 0.00E+00, 0.00E+00,-1.58E+00, 3.98E+01, 3.79E+01, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
 1.04E-02, 2.93E+02,-1.38E+02,-5.98E+01,-6.46E+01, 0.00E+00, 0.00E+00,-1.57E+00, 3.16E+01, 2.97E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
 5.00E+00, 2.96E+02,-1.25E+02,-2.07E+01,-6.21E+01, 0.00E+00, 0.00E+00,-3.54E+02,-2.66E+02,-2.67E+02, 0.00E+00, 6.43E-03, 0.00E+00, 1.22E-01
 1.00E+01, 2.90E+02,-1.05E+02,-9.18E+00,-4.66E+01, 0.00E+00, 0.00E+00,-2.61E+02,-1.32E+02,-1.33E+02, 0.00E+00, 6.40E-03, 0.00E+00, 8.51E-02
