s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 2.67E+02,-1.02E+02, 3.26E+00,-1.78E+01, 0.00E+00, 0.00E+00,-1.58E+00, 1.48E+02, 1.49E+02, 0.00E+00, 6.26E-03, 0.00E+00, 0.00E+00
-5.00E+01, 2.99E+02,-1.14E+02, 1.69E+00,-3.29E+01, 0.00E+00, 0.00E+00,-1.68E+00, 1.54E+02, 1.52E+02, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
-4.50E+01, 2.95E+02,-1.14E+02,-4.94E+00,-3.35E+01, 0.00E+00, 0.00E+00,-1.65E+00, 1.42E+02, 1.40E+02, 0.00E+00, 6.40E-03, 0.00E+00, 0.00E+00
-4.00E+01, 2.94E+02,-1.17E+02,-1.63E+01,-3.98E+01, 0.00E+00, 0.00E+00,-1.68E+00, 1.21E+02, 1.19E+02, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
-3.50E+01, 2.98E+02,-1.21E+02,-2.72E+01,-4.50E+01, 0.00E+00, 0.00E+00,-1.66E+00, 1.05E+02, 1.03E+02, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00
-3.00E+01, 2.94E+02,-1.23E+02,-3.09E+01,-4.90E+01, 0.00E+00, 0.00E+00,-1.66E+00, 9.22E+01, 9.02E+01, 0.00E+00, 6.37E-03, 0.00E+00, 0.00E+00
-2.50E+01, 2.96E+02,-1.26E+02,-3.76E+01,-5.27E+01, 0.00E+00, 0.00E+00,-1.66E+00, 7.94E+01, 7.79E+01, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00
-2.00E+01, 3.00E+02,-1.31E+02,-4.45E+01,-5.72E+01, 0.00E+00, 0.00E+00,-1.69E+00, 6.79E+01, 6.59E+01, 0.00E+00, 6.49E-03, 0.00E+00, 0.00E+00
-1.50E+01, 2.94E+02,-1.32E+02,-4.98E+01,-5.88E+01, 0.00E+00, 0.00E+00,-1.67E+00, 5.41E+01, 5.24E+01, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
-9.98E+00, 2.95E+02,-1.34E+02,-5.52E+01,-6.15E+01, 0.00E+00, 0.00E+00,-1.70E+00, 4.44E+01, 4.24E+01, 0.00E+00, 6.48E-03, 0.00E+00, 0.00E+00
-4.99E+00, 2.96E+02,-1.37E+02,-5.78E+01,-6.56E+01, 0.00E+00, 0.00E+00,-1.69E+00, 3.59E+01, 3.41E+01, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
 2.03E-02, 2.93E+02,-1.37E+02,-6.06E+01,-6.64E+01, 0.00E+00, 0.00E+00,-1.67E+00, 2.91E+01, 2.74E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
 5.00E+00, 2.99E+02,-1.30E+02,-1.92E+01,-6.04E+01, 0.00E+00, 0.00E+00,-4.32E+02,-3.41E+02,-3.43E+02, 0.00E+00, 6.45E-03, 0.00E+00, 1.70E-01
 1.00E+01, 2.91E+02,-1.05E+02,-2.12E+00,-3.38E+01, 0.00E+00, 0.00E+00,-3.37E+02,-1.88E+02,-1.88E+02, 0.00E+00, 6.41E-03, 0.00E+00, 1.32E-01
