s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 9.72E+02, 0.00E+00,-4.29E+02, 9.47E+00,-2.41E+01, 0.00E+00, 0.00E+00,-5.97E+00, 5.18E+02, 5.23E+02, 0.00E+00, 2.45E-02, 0.00E+00, 0.00E+00
-5.00E+01, 1.13E+03, 0.00E+00,-4.30E+02,-3.34E+01,-6.01E+01, 0.00E+00, 0.00E+00,-6.29E+00, 5.99E+02, 5.99E+02, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-4.50E+01, 1.12E+03, 0.00E+00,-4.48E+02,-1.12E+02,-8.70E+01, 0.00E+00, 0.00E+00,-6.29E+00, 4.65E+02, 4.65E+02, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-4.00E+01, 1.11E+03, 0.00E+00,-4.77E+02,-1.80E+02,-1.16E+02, 0.00E+00, 0.00E+00,-6.19E+00, 3.33E+02, 3.33E+02, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-3.50E+01, 1.12E+03, 0.00E+00,-5.22E+02,-2.23E+02,-1.36E+02, 0.00E+00, 0.00E+00,-6.29E+00, 2.38E+02, 2.38E+02, 0.00E+00, 2.52E-02, 0.00E+00, 0.00E+00
-3.00E+01, 1.13E+03, 0.00E+00,-5.63E+02,-2.45E+02,-1.55E+02, 0.00E+00, 0.00E+00,-6.22E+00, 1.58E+02, 1.57E+02, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-2.50E+01, 1.12E+03, 0.00E+00,-5.95E+02,-2.59E+02,-1.66E+02, 0.00E+00, 0.00E+00,-6.33E+00, 9.36E+01, 9.22E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
-2.00E+01, 1.12E+03, 0.00E+00,-6.19E+02,-2.59E+02,-1.73E+02, 0.00E+00, 0.00E+00,-6.42E+00, 6.59E+01, 6.44E+01, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-1.50E+01, 1.13E+03, 0.00E+00,-6.41E+02,-2.69E+02,-1.76E+02, 0.00E+00, 0.00E+00,-6.29E+00, 3.94E+01, 3.75E+01, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-9.99E+00, 1.13E+03, 0.00E+00,-6.54E+02,-2.70E+02,-1.78E+02, 0.00E+00, 0.00E+00,-6.25E+00, 2.46E+01, 2.28E+01, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-4.99E+00, 1.14E+03, 0.00E+00,-6.63E+02,-2.67E+02,-1.78E+02, 0.00E+00, 0.00E+00,-6.14E+00, 2.82E+01, 2.60E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
 5.28E-03, 1.13E+03, 0.00E+00,-6.65E+02,-2.73E+02,-1.76E+02, 0.00E+00, 0.00E+00,-6.14E+00, 1.20E+01, 1.04E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
 5.00E+00, 1.13E+03, 0.00E+00,-4.82E+02, 3.70E+00,-1.74E+02, 0.00E+00, 0.00E+00,-1.26E+03,-7.87E+02,-7.90E+02, 0.00E+00, 2.49E-02, 0.00E+00, 4.72E-01
 1.00E+01, 1.13E+03, 0.00E+00,-3.61E+02, 9.06E+00,-6.92E+01, 0.00E+00, 0.00E+00,-9.79E+02,-2.68E+02,-2.69E+02, 0.00E+00, 2.52E-02, 0.00E+00, 3.55E-01
 1.50E+01, 1.15E+03, 0.00E+00,-3.40E+02, 2.51E+00,-2.51E+01, 0.00E+00, 0.00E+00,-8.81E+02,-9.37E+01,-9.43E+01, 0.00E+00, 2.50E-02, 0.00E+00, 3.13E-01
