s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 5.30E+02,-1.97E+02, 6.44E+00,-1.98E+01, 0.00E+00, 0.00E+00,-3.13E+00, 3.14E+02, 3.17E+02, 0.00E+00, 1.28E-02, 0.00E+00, 0.00E+00
-5.00E+01, 5.91E+02,-2.18E+02,-5.58E+00,-3.85E+01, 0.00E+00, 0.00E+00,-3.25E+00, 3.26E+02, 3.26E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
-4.50E+01, 5.80E+02,-2.22E+02,-3.07E+01,-5.06E+01, 0.00E+00, 0.00E+00,-3.23E+00, 2.73E+02, 2.73E+02, 0.00E+00, 1.30E-02, 0.00E+00, 0.00E+00
-4.00E+01, 5.84E+02,-2.33E+02,-6.72E+01,-6.39E+01, 0.00E+00, 0.00E+00,-3.24E+00, 2.17E+02, 2.16E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
-3.50E+01, 5.94E+02,-2.49E+02,-8.52E+01,-7.58E+01, 0.00E+00, 0.00E+00,-3.27E+00, 1.82E+02, 1.81E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
-3.00E+01, 5.79E+02,-2.56E+02,-1.02E+02,-8.53E+01, 0.00E+00, 0.00E+00,-3.22E+00, 1.32E+02, 1.32E+02, 0.00E+00, 1.30E-02, 0.00E+00, 0.00E+00
-2.50E+01, 5.94E+02,-2.73E+02,-1.17E+02,-9.51E+01, 0.00E+00, 0.00E+00,-3.31E+00, 1.07E+02, 1.05E+02, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
-2.00E+01, 6.00E+02,-2.85E+02,-1.29E+02,-1.01E+02, 0.00E+00, 0.00E+00,-3.25E+00, 8.36E+01, 8.30E+01, 0.00E+00, 1.32E-02, 0.00E+00, 0.00E+00
-1.50E+01, 5.86E+02,-2.90E+02,-1.31E+02,-1.05E+02, 0.00E+00, 0.00E+00,-3.27E+00, 5.81E+01, 5.62E+01, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
-1.00E+01, 5.93E+02,-3.00E+02,-1.38E+02,-1.10E+02, 0.00E+00, 0.00E+00,-3.32E+00, 4.27E+01, 4.06E+01, 0.00E+00, 1.32E-02, 0.00E+00, 0.00E+00
-4.99E+00, 5.87E+02,-3.05E+02,-1.45E+02,-1.11E+02, 0.00E+00, 0.00E+00,-3.30E+00, 2.50E+01, 2.31E+01, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
 3.36E-03, 5.86E+02,-3.08E+02,-1.46E+02,-1.11E+02, 0.00E+00, 0.00E+00,-3.26E+00, 2.03E+01, 1.77E+01, 0.00E+00, 1.31E-02, 0.00E+00, 0.00E+00
 5.00E+00, 5.95E+02,-2.39E+02,-3.73E+00,-1.12E+02, 0.00E+00, 0.00E+00,-8.59E+02,-6.16E+02,-6.19E+02, 0.00E+00, 1.32E-02, 0.00E+00, 3.18E-01
 1.00E+01, 5.91E+02,-1.82E+02, 1.31E+00,-6.43E+01, 0.00E+00, 0.00E+00,-5.64E+02,-2.17E+02,-2.18E+02, 0.00E+00, 1.31E-02, 0.00E+00, 1.98E-01
