s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 2.59E+02, 0.00E+00,-1.11E+02, 3.08E+00,-9.70E+00, 3.17E-14, 0.00E+00,-1.69E+00, 1.39E+02, 1.40E+02, 4.30E-01, 6.26E-03, 9.61E-14, 0.00E+00
-5.00E+01, 2.87E+02, 0.00E+00,-1.09E+02, 1.20E+00,-2.15E+01, 4.38E-07, 0.00E+00,-1.76E+00, 1.56E+02, 1.56E+02, 5.02E-01, 6.41E-03, 1.35E-06, 0.00E+00
-4.50E+01, 2.89E+02, 0.00E+00,-1.12E+02,-8.53E+00,-2.44E+01, 4.48E-06, 0.00E+00,-1.76E+00, 1.43E+02, 1.43E+02, 5.02E-01, 6.40E-03, 1.39E-05, 0.00E+00
-4.00E+01, 2.85E+02, 0.00E+00,-1.13E+02,-1.65E+01,-2.97E+01, 5.30E-06, 0.00E+00,-1.77E+00, 1.25E+02, 1.24E+02, 5.02E-01, 6.41E-03, 1.64E-05, 0.00E+00
-3.50E+01, 2.90E+02, 0.00E+00,-1.17E+02,-2.90E+01,-3.43E+01, 7.31E-06, 0.00E+00,-1.77E+00, 1.09E+02, 1.08E+02, 5.02E-01, 6.45E-03, 2.26E-05, 0.00E+00
-3.00E+01, 2.86E+02, 0.00E+00,-1.18E+02,-4.04E+01,-3.82E+01, 9.67E-06, 0.00E+00,-1.76E+00, 8.80E+01, 8.74E+01, 5.02E-01, 6.38E-03, 2.99E-05, 0.00E+00
-2.50E+01, 2.91E+02, 0.00E+00,-1.23E+02,-4.84E+01,-4.14E+01, 1.00E-05, 0.00E+00,-1.76E+00, 7.75E+01, 7.68E+01, 5.02E-01, 6.44E-03, 3.10E-05, 0.00E+00
-2.00E+01, 2.93E+02, 0.00E+00,-1.26E+02,-5.60E+01,-4.46E+01, 1.88E-05, 0.00E+00,-1.76E+00, 6.50E+01, 6.44E+01, 5.02E-01, 6.50E-03, 5.81E-05, 0.00E+00
-1.50E+01, 2.88E+02, 0.00E+00,-1.27E+02,-6.37E+01,-4.77E+01, 1.58E-05, 0.00E+00,-1.78E+00, 4.86E+01, 4.75E+01, 5.02E-01, 6.44E-03, 4.88E-05, 0.00E+00
-1.00E+01, 2.92E+02, 0.00E+00,-1.30E+02,-7.01E+01,-5.02E+01, 2.21E-05, 0.00E+00,-1.78E+00, 4.01E+01, 3.95E+01, 5.02E-01, 6.47E-03, 6.85E-05, 0.00E+00
-4.98E+00, 2.90E+02, 0.00E+00,-1.31E+02,-7.52E+01,-5.14E+01, 3.28E-05, 0.00E+00,-1.77E+00, 3.09E+01, 3.01E+01, 5.02E-01, 6.43E-03, 1.02E-04, 0.00E+00
 2.00E-02, 2.89E+02, 0.00E+00,-1.32E+02,-7.63E+01,-5.22E+01, 2.74E-05, 0.00E+00,-1.76E+00, 2.67E+01, 2.60E+01, 5.02E-01, 6.42E-03, 8.48E-05, 0.00E+00
 5.00E+00, 2.98E+02, 0.00E+00,-1.18E+02,-1.04E+01,-6.08E+01, 2.24E-03, 0.00E+00,-4.95E+02,-3.84E+02,-3.86E+02, 5.00E-01, 6.46E-03, 1.91E-03, 1.84E-01
 1.00E+01, 2.91E+02, 0.00E+00,-9.74E+01,-4.66E+00,-2.60E+01, 3.76E-03, 0.00E+00,-3.44E+02,-1.81E+02,-1.82E+02, 4.99E-01, 6.52E-03, 2.52E-03, 1.24E-01
 1.50E+01, 2.93E+02, 0.00E+00,-8.93E+01,-4.60E+00,-1.76E+01, 3.27E-03, 0.00E+00,-2.65E+02,-8.28E+01,-8.33E+01, 4.99E-01, 6.48E-03, 1.84E-03, 9.22E-02
