s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 1.02E+03,-3.74E+02, 7.61E+00,-4.57E+01, 1.08E-09, 0.00E+00,-5.81E+00, 6.03E+02, 6.04E+02, 0.00E+00, 2.45E-02, 0.00E+00, 0.00E+00
-5.00E+01, 1.16E+03,-4.32E+02,-6.24E+01,-8.97E+01, 1.36E-05, 0.00E+00,-6.13E+00, 5.74E+02, 5.69E+02, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-4.50E+01, 1.16E+03,-4.60E+02,-1.29E+02,-1.29E+02, 2.34E-05, 0.00E+00,-6.03E+00, 4.45E+02, 4.40E+02, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-4.00E+01, 1.16E+03,-5.02E+02,-2.04E+02,-1.67E+02, 3.94E-05, 0.00E+00,-6.10E+00, 2.87E+02, 2.82E+02, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
-3.50E+01, 1.18E+03,-5.55E+02,-2.48E+02,-1.93E+02, 6.63E-05, 0.00E+00,-6.13E+00, 1.82E+02, 1.78E+02, 0.00E+00, 2.52E-02, 0.00E+00, 0.00E+00
-3.00E+01, 1.16E+03,-5.84E+02,-2.75E+02,-2.16E+02, 7.32E-05, 0.00E+00,-5.94E+00, 8.75E+01, 8.32E+01, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-2.50E+01, 1.17E+03,-6.07E+02,-2.88E+02,-2.24E+02, 1.18E-04, 0.00E+00,-6.11E+00, 4.97E+01, 4.47E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
-2.00E+01, 1.17E+03,-6.21E+02,-2.86E+02,-2.27E+02, 1.02E-04, 0.00E+00,-6.08E+00, 3.59E+01, 3.10E+01, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-1.50E+01, 1.15E+03,-6.27E+02,-2.79E+02,-2.30E+02, 1.51E-04, 0.00E+00,-6.07E+00, 1.56E+01, 1.14E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
-1.00E+01, 1.18E+03,-6.35E+02,-2.93E+02,-2.32E+02, 1.16E-04, 0.00E+00,-6.11E+00, 1.48E+01, 9.86E+00, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-5.00E+00, 1.16E+03,-6.30E+02,-2.86E+02,-2.26E+02, 1.19E-04, 0.00E+00,-6.04E+00, 1.43E+01, 1.01E+01, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
 5.59E-03, 1.15E+03,-6.34E+02,-2.90E+02,-2.25E+02, 1.12E-04, 0.00E+00,-6.00E+00, 2.80E+00,-1.04E+00, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
 5.00E+00, 1.09E+03,-4.90E+02,-1.18E+02,-1.97E+02, 1.66E-04, 0.00E+00,-7.72E+02,-4.87E+02,-4.89E+02, 0.00E+00, 2.50E-02, 0.00E+00, 2.81E-01
 1.00E+01, 1.16E+03,-3.65E+02,-1.31E+02,-1.27E+02, 3.23E-04, 0.00E+00,-6.46E+02,-1.10E+02,-1.10E+02, 0.00E+00, 2.53E-02, 0.00E+00, 2.31E-01
