s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR,ZONE_1
 4.80E+02, 0.00E+00, 8.76E+00, 1.85E+00, 5.00E+00, 0.00E+00, 1.54E-01,-1.71E+01,-1.33E+00,-1.33E+00, 0.00E+00, 2.05E-02, 0.00E+00, 1.39E-08, 2.63E+04
 4.85E+02, 0.00E+00, 8.73E+00, 1.85E+00, 4.66E+00, 0.00E+00, 9.05E-02,-1.70E+01,-1.63E+00,-1.62E+00, 0.00E+00, 2.08E-02, 0.00E+00, 1.02E-07, 2.63E+04
 4.90E+02, 0.00E+00, 8.67E+00, 1.86E+00, 4.62E+00, 0.00E+00, 7.60E-02,-1.69E+01,-1.69E+00,-1.69E+00, 0.00E+00, 2.09E-02, 0.00E+00, 3.58E-08, 2.63E+04
 4.95E+02, 0.00E+00, 8.70E+00, 1.85E+00, 4.12E+00, 0.00E+00, 4.58E-02,-1.65E+01,-1.75E+00,-1.74E+00, 0.00E+00, 2.03E-02, 0.00E+00, 4.60E-09, 2.63E+04
 5.00E+02, 0.00E+00, 8.68E+00, 1.86E+00, 4.25E+00, 0.00E+00, 2.24E-02,-1.67E+01,-1.94E+00,-1.93E+00, 0.00E+00, 2.11E-02, 0.00E+00, 1.11E-10, 2.63E+04
 5.05E+02, 0.00E+00, 8.64E+00, 1.87E+00, 4.32E+00, 0.00E+00, 1.41E-02,-1.68E+01,-2.01E+00,-2.00E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.63E+04
 5.10E+02, 0.00E+00, 8.60E+00, 1.87E+00, 4.44E+00, 0.00E+00, 1.93E-01,-1.63E+01,-1.19E+00,-1.19E+00, 0.00E+00, 2.05E-02, 0.00E+00, 2.68E-08, 2.63E+04
 5.15E+02, 0.00E+00, 8.51E+00, 1.84E+00, 4.32E+00, 0.00E+00, 9.23E-03,-1.67E+01,-2.04E+00,-2.03E+00, 0.00E+00, 2.15E-02, 0.00E+00, 3.28E-09, 2.63E+04
 5.20E+02, 0.00E+00, 8.51E+00, 1.85E+00, 4.15E+00, 0.00E+00, 9.23E-02,-1.62E+01,-1.60E+00,-1.60E+00, 0.00E+00, 2.05E-02, 0.00E+00, 0.00E+00, 2.63E+04
 5.25E+02, 0.00E+00, 8.51E+00, 1.87E+00, 3.91E+00, 0.00E+00, 2.54E-01,-1.53E+01,-7.88E-01,-7.88E-01, 0.00E+00, 1.89E-02, 0.00E+00, 0.00E+00, 2.64E+04
 5.30E+02, 0.00E+00, 8.52E+00, 1.83E+00, 3.85E+00, 0.00E+00, 9.44E-02,-1.59E+01,-1.57E+00,-1.57E+00, 0.00E+00, 2.02E-02, 0.00E+00, 9.94E-10, 2.64E+04
 5.35E+02, 0.00E+00, 8.48E+00, 1.86E+00, 3.79E+00, 0.00E+00, 9.52E-02,-1.59E+01,-1.65E+00,-1.64E+00, 0.00E+00, 2.10E-02, 0.00E+00, 0.00E+00, 2.64E+04
 5.40E+02, 0.00E+00, 8.38E+00, 1.88E+00, 3.76E+00, 0.00E+00, 2.10E-01,-1.52E+01,-9.84E-01,-9.79E-01, 0.00E+00, 1.88E-02, 0.00E+00, 4.18E-08, 2.64E+04
 5.45E+02, 0.00E+00, 8.40E+00, 1.87E+00, 3.86E+00, 0.00E+00, 1.63E-01,-1.56E+01,-1.27E+00,-1.26E+00, 0.00E+00, 1.98E-02, 0.00E+00, 2.64E-08, 2.64E+04
 5.50E+02, 0.00E+00, 8.35E+00, 1.88E+00, 3.76E+00, 0.00E+00, 1.84E-01,-1.53E+01,-1.14E+00,-1.14E+00, 0.00E+00, 1.93E-02, 0.00E+00, 4.69E-08, 2.64E+04
 5.55E+02, 0.00E+00, 8.32E+00, 1.86E+00, 3.48E+00, 0.00E+00, 1.39E-01,-1.51E+01,-1.30E+00,-1.30E+00, 0.00E+00, 1.92E-02, 0.00E+00, 3.26E-08, 2.64E+04
 5.60E+02, 0.00E+00, 8.31E+00, 1.85E+00, 3.48E+00, 0.00E+00, 6.57E-02,-1.54E+01,-1.72E+00,-1.72E+00, 0.00E+00, 2.03E-02, 0.00E+00, 0.00E+00, 2.64E+04
 5.65E+02, 0.00E+00, 8.30E+00, 1.86E+00, 3.31E+00, 0.00E+00, 1.08E-01,-1.50E+01,-1.46E+00,-1.45E+00, 0.00E+00, 1.94E-02, 0.00E+00, 0.00E+00, 2.64E+04
 5.70E+02, 0.00E+00, 8.32E+00, 1.87E+00, 3.29E+00, 0.00E+00, 1.91E-01,-1.48E+01,-1.14E+00,-1.13E+00, 0.00E+00, 1.95E-02, 0.00E+00, 7.60E-08, 2.64E+04
 5.75E+02, 0.00E+00, 8.19E+00, 1.84E+00, 3.27E+00, 0.00E+00,-1.62E-02,-1.54E+01,-2.10E+00,-2.10E+00, 0.00E+00, 2.08E-02, 0.00E+00, 2.92E-08, 2.64E+04
 5.80E+02, 0.00E+00, 8.26E+00, 1.89E+00, 3.16E+00, 0.00E+00, 1.86E-01,-1.46E+01,-1.12E+00,-1.11E+00, 0.00E+00, 1.91E-02, 0.00E+00, 2.81E-11, 2.64E+04
 5.85E+02, 0.00E+00, 8.25E+00, 1.89E+00, 3.13E+00, 0.00E+00, 1.32E-01,-1.48E+01,-1.39E+00,-1.38E+00, 0.00E+00, 1.96E-02, 0.00E+00, 6.81E-09, 2.64E+04
 5.90E+02, 0.00E+00, 8.25E+00, 1.84E+00, 2.96E+00, 0.00E+00, 1.03E-01,-1.47E+01,-1.51E+00,-1.50E+00, 0.00E+00, 1.97E-02, 0.00E+00, 0.00E+00, 2.64E+04
 5.95E+02, 0.00E+00, 8.21E+00, 1.87E+00, 2.94E+00, 0.00E+00, 9.60E-02,-1.47E+01,-1.61E+00,-1.60E+00, 0.00E+00, 2.02E-02, 0.00E+00, 1.28E-08, 2.65E+04
 6.00E+02, 0.00E+00, 8.13E+00, 1.90E+00, 3.11E+00, 0.00E+00, 2.33E-01,-1.43E+01,-9.31E-01,-9.29E-01, 0.00E+00, 1.91E-02, 0.00E+00, 4.68E-09, 2.65E+04
