s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR,ZONE_1
-6.00E+01, 0.00E+00,-5.18E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.18E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.91E-01
-5.50E+01, 2.69E+02,-1.04E+02, 7.59E-01,-1.89E+01, 0.00E+00, 5.78E+01,-1.58E+00, 2.02E+02, 2.03E+02, 0.00E+00, 6.25E-03, 0.00E+00, 0.00E+00, 2.99E+03
-5.00E+01, 2.95E+02,-1.14E+02, 7.85E-01,-3.48E+01, 0.00E+00, 5.91E+01,-1.67E+00, 2.06E+02, 2.04E+02, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00, 6.07E+03
-4.50E+01, 2.94E+02,-1.16E+02, 7.77E-01,-3.76E+01, 0.00E+00, 5.69E+01,-1.70E+00, 1.98E+02, 1.96E+02, 0.00E+00, 6.39E-03, 0.00E+00, 0.00E+00, 9.04E+03
-4.00E+01, 2.96E+02,-1.20E+02, 7.80E-01,-4.52E+01, 0.00E+00, 5.27E+01,-1.72E+00, 1.84E+02, 1.82E+02, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00, 1.18E+04
-3.50E+01, 2.96E+02,-1.24E+02, 7.74E-01,-5.14E+01, 0.00E+00, 4.89E+01,-1.73E+00, 1.70E+02, 1.69E+02, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00, 1.43E+04
-3.00E+01, 2.92E+02,-1.26E+02, 7.69E-01,-5.78E+01, 0.00E+00, 4.34E+01,-1.75E+00, 1.52E+02, 1.50E+02, 0.00E+00, 6.38E-03, 0.00E+00, 0.00E+00, 1.66E+04
-2.50E+01, 2.95E+02,-1.32E+02, 7.84E-01,-6.38E+01, 0.00E+00, 4.00E+01,-1.79E+00, 1.40E+02, 1.38E+02, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00, 1.87E+04
-2.00E+01, 2.99E+02,-1.38E+02, 7.88E-01,-6.96E+01, 0.00E+00, 3.72E+01,-1.82E+00, 1.30E+02, 1.28E+02, 0.00E+00, 6.49E-03, 0.00E+00, 0.00E+00, 2.06E+04
-1.50E+01, 2.93E+02,-1.39E+02, 7.86E-01,-7.42E+01, 0.00E+00, 3.21E+01,-1.81E+00, 1.12E+02, 1.11E+02, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00, 2.23E+04
-9.99E+00, 2.95E+02,-1.44E+02, 7.73E-01,-7.95E+01, 0.00E+00, 2.89E+01,-1.84E+00, 1.01E+02, 9.92E+01, 0.00E+00, 6.48E-03, 0.00E+00, 0.00E+00, 2.38E+04
-4.99E+00, 2.97E+02,-1.48E+02, 8.05E-01,-8.32E+01, 0.00E+00, 2.66E+01,-1.84E+00, 9.28E+01, 9.13E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00, 2.52E+04
 1.71E-02, 2.93E+02,-1.50E+02, 7.80E-01,-8.64E+01, 0.00E+00, 2.31E+01,-1.81E+00, 7.98E+01, 7.85E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00, 2.64E+04
 5.00E+00, 2.95E+02,-1.29E+02, 7.04E+00,-9.03E+01, 0.00E+00,-1.82E+02,-6.69E+02,-7.67E+02,-7.68E+02, 0.00E+00, 6.40E-03, 0.00E+00, 2.45E-01, 1.69E+04
 1.00E+01, 2.92E+02,-9.96E+01, 3.85E+00,-5.84E+01, 0.00E+00,-6.76E+01,-3.74E+02,-3.04E+02,-3.04E+02, 0.00E+00, 6.45E-03, 0.00E+00, 1.27E-01, 1.34E+04
 1.50E+01, 2.89E+02,-9.22E+01, 2.93E+00,-4.80E+01, 0.00E+00,-1.80E+01,-2.34E+02,-1.01E+02,-1.01E+02, 0.00E+00, 6.42E-03, 0.00E+00, 7.23E-02, 1.25E+04
 2.00E+01, 2.95E+02,-9.17E+01, 2.66E+00,-3.97E+01, 0.00E+00, 6.04E-01,-1.93E+02,-2.59E+01,-2.60E+01, 0.00E+00, 6.46E-03, 0.00E+00, 5.35E-02, 1.25E+04
 2.50E+01, 2.88E+02,-8.76E+01, 2.65E+00,-3.67E+01, 0.00E+00, 6.50E+00,-1.74E+02,-9.52E-01,-1.17E+00, 0.00E+00, 6.42E-03, 0.00E+00, 4.49E-02, 1.28E+04
 3.00E+01, 2.90E+02,-8.95E+01, 2.46E+00,-3.77E+01, 0.00E+00, 1.02E+01,-1.60E+02, 1.59E+01, 1.57E+01, 0.00E+00, 6.39E-03, 0.00E+00, 3.72E-02, 1.34E+04
 3.50E+01, 2.91E+02,-8.83E+01, 2.59E+00,-3.64E+01, 0.00E+00, 9.55E+00,-1.65E+02, 1.31E+01, 1.29E+01, 0.00E+00, 6.41E-03, 0.00E+00, 3.82E-02, 1.39E+04
 4.00E+01, 2.91E+02,-8.87E+01, 2.63E+00,-3.68E+01, 0.00E+00, 1.05E+01,-1.62E+02, 1.72E+01, 1.70E+01, 0.00E+00, 6.38E-03, 0.00E+00, 3.64E-02, 1.44E+04
 4.50E+01, 2.87E+02,-8.59E+01, 2.70E+00,-3.83E+01, 0.00E+00, 9.60E+00,-1.61E+02, 1.45E+01, 1.42E+01, 0.00E+00, 6.40E-03, 0.00E+00, 3.57E-02, 1.49E+04
 5.00E+01, 2.89E+02,-8.79E+01, 2.68E+00,-3.92E+01, 0.00E+00, 9.17E+00,-1.60E+02, 1.44E+01, 1.42E+01, 0.00E+00, 6.42E-03, 0.00E+00, 3.38E-02, 1.54E+04
 5.50E+01, 2.94E+02,-8.96E+01, 2.73E+00,-3.97E+01, 0.00E+00, 9.62E+00,-1.62E+02, 1.57E+01, 1.54E+01, 0.00E+00, 6.42E-03, 0.00E+00, 3.32E-02, 1.59E+04
 6.00E+01, 2.92E+02,-8.80E+01, 2.71E+00,-3.81E+01, 0.00E+00, 9.64E+00,-1.62E+02, 1.65E+01, 1.63E+01, 0.00E+00, 6.43E-03, 0.00E+00, 3.21E-02, 1.64E+04
 6.50E+01, 2.93E+02,-8.80E+01, 2.82E+00,-3.73E+01, 0.00E+00, 9.90E+00,-1.63E+02, 1.78E+01, 1.76E+01, 0.00E+00, 6.45E-03, 0.00E+00, 3.19E-02, 1.69E+04
 7.00E+01, 2.86E+02,-8.56E+01, 2.92E+00,-3.79E+01, 0.00E+00, 6.03E+00,-1.69E+02, 2.52E+00, 2.24E+00, 0.00E+00, 6.48E-03, 0.00E+00, 3.36E-02, 1.72E+04
 7.50E+01, 2.96E+02,-8.83E+01, 2.79E+00,-3.99E+01, 0.00E+00, 1.05E+01,-1.61E+02, 2.11E+01, 2.09E+01, 0.00E+00, 6.36E-03, 0.00E+00, 2.99E-02, 1.78E+04
 8.00E+01, 2.94E+02,-8.78E+01, 2.88E+00,-4.02E+01, 0.00E+00, 8.79E+00,-1.63E+02, 1.41E+01, 1.40E+01, 0.00E+00, 6.52E-03, 0.00E+00, 3.04E-02, 1.82E+04
 8.50E+01, 2.90E+02,-8.69E+01, 2.85E+00,-4.23E+01, 0.00E+00, 7.31E+00,-1.61E+02, 9.28E+00, 9.06E+00, 0.00E+00, 6.40E-03, 0.00E+00, 2.96E-02, 1.86E+04
 9.00E+01, 2.87E+02,-8.42E+01, 2.90E+00,-3.93E+01, 0.00E+00, 7.38E+00,-1.64E+02, 9.48E+00, 9.22E+00, 0.00E+00, 6.35E-03, 0.00E+00, 3.00E-02, 1.90E+04
 9.50E+01, 2.94E+02,-8.63E+01, 2.86E+00,-3.86E+01, 0.00E+00, 8.59E+00,-1.66E+02, 1.44E+01, 1.43E+01, 0.00E+00, 6.41E-03, 0.00E+00, 2.92E-02, 1.94E+04
 1.00E+02, 2.91E+02,-8.53E+01, 2.96E+00,-3.88E+01, 0.00E+00, 7.49E+00,-1.67E+02, 1.03E+01, 1.01E+01, 0.00E+00, 6.49E-03, 0.00E+00, 2.96E-02, 1.98E+04
 1.05E+02, 2.91E+02,-8.45E+01, 2.94E+00,-3.93E+01, 0.00E+00, 7.76E+00,-1.66E+02, 1.14E+01, 1.12E+01, 0.00E+00, 6.41E-03, 0.00E+00, 2.87E-02, 2.02E+04
 1.10E+02, 2.98E+02,-8.59E+01, 3.05E+00,-3.93E+01, 0.00E+00, 7.86E+00,-1.72E+02, 1.15E+01, 1.14E+01, 0.00E+00, 6.48E-03, 0.00E+00, 2.97E-02, 2.06E+04
 1.15E+02, 2.87E+02,-8.24E+01, 3.01E+00,-3.95E+01, 0.00E+00, 5.99E+00,-1.69E+02, 5.22E+00, 4.98E+00, 0.00E+00, 6.44E-03, 0.00E+00, 2.89E-02, 2.09E+04
 1.20E+02, 2.94E+02,-8.20E+01, 3.05E+00,-3.97E+01, 0.00E+00, 7.90E+00,-1.72E+02, 1.17E+01, 1.16E+01, 0.00E+00, 6.42E-03, 0.00E+00, 2.91E-02, 2.14E+04
 1.25E+02, 2.90E+02,-8.08E+01, 3.17E+00,-4.14E+01, 0.00E+00, 5.20E+00,-1.75E+02, 1.31E+00, 1.09E+00, 0.00E+00, 6.44E-03, 0.00E+00, 3.10E-02, 2.16E+04
 1.30E+02, 2.90E+02,-7.91E+01, 3.09E+00,-3.88E+01, 0.00E+00, 7.33E+00,-1.73E+02, 9.77E+00, 9.65E+00, 0.00E+00, 6.44E-03, 0.00E+00, 2.90E-02, 2.20E+04
 1.35E+02, 2.99E+02,-8.12E+01, 3.09E+00,-3.94E+01, 0.00E+00, 9.64E+00,-1.74E+02, 1.82E+01, 1.79E+01, 0.00E+00, 6.47E-03, 0.00E+00, 2.88E-02, 2.25E+04
 1.40E+02, 2.87E+02,-7.68E+01, 3.12E+00,-3.72E+01, 0.00E+00, 6.24E+00,-1.76E+02, 5.73E+00, 5.52E+00, 0.00E+00, 6.45E-03, 0.00E+00, 2.96E-02, 2.28E+04
 1.45E+02, 2.97E+02,-7.72E+01, 3.20E+00,-3.94E+01, 0.00E+00, 8.72E+00,-1.78E+02, 1.44E+01, 1.43E+01, 0.00E+00, 6.44E-03, 0.00E+00, 3.02E-02, 2.33E+04
 1.50E+02, 2.89E+02,-7.46E+01, 3.07E+00,-4.11E+01, 0.00E+00, 7.11E+00,-1.74E+02, 9.85E+00, 9.56E+00, 0.00E+00, 6.29E-03, 0.00E+00, 2.76E-02, 2.37E+04
 1.55E+02, 2.90E+02,-7.50E+01, 3.04E+00,-4.18E+01, 0.00E+00, 6.77E+00,-1.74E+02, 8.83E+00, 8.71E+00, 0.00E+00, 6.42E-03, 0.00E+00, 2.70E-02, 2.40E+04
 1.60E+02, 2.96E+02,-7.60E+01, 3.12E+00,-4.31E+01, 0.00E+00, 6.96E+00,-1.79E+02, 8.89E+00, 8.78E+00, 0.00E+00, 6.47E-03, 0.00E+00, 2.81E-02, 2.44E+04
 1.65E+02, 2.93E+02,-7.45E+01, 3.08E+00,-4.47E+01, 0.00E+00, 6.76E+00,-1.75E+02, 8.77E+00, 8.52E+00, 0.00E+00, 6.41E-03, 0.00E+00, 2.77E-02, 2.47E+04
