s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 1.70E+02, 0.00E+00, 1.38E+01, 1.60E+00, 3.03E+01, 0.00E+00,-1.44E-01,-4.92E+01,-3.62E+00,-3.60E+00, 0.00E+00, 2.35E-02, 0.00E+00, 1.79E-03, 2.14E+04
 1.75E+02, 0.00E+00, 1.37E+01, 1.59E+00, 2.99E+01, 0.00E+00, 3.44E-02,-4.79E+01,-2.72E+00,-2.69E+00, 0.00E+00, 2.22E-02, 0.00E+00, 1.56E-03, 2.14E+04
 1.80E+02, 0.00E+00, 1.35E+01, 1.62E+00, 2.88E+01, 0.00E+00,-9.63E-02,-4.69E+01,-3.08E+00,-3.06E+00, 0.00E+00, 2.19E-02, 0.00E+00, 1.38E-03, 2.14E+04
 1.85E+02, 0.00E+00, 1.35E+01, 1.59E+00, 2.86E+01, 0.00E+00, 1.04E-02,-4.63E+01,-2.64E+00,-2.62E+00, 0.00E+00, 2.24E-02, 0.00E+00, 1.18E-03, 2.14E+04
 1.90E+02, 0.00E+00, 1.33E+01, 1.61E+00, 2.80E+01, 0.00E+00, 9.21E-02,-4.52E+01,-2.22E+00,-2.20E+00, 0.00E+00, 2.19E-02, 0.00E+00, 1.04E-03, 2.14E+04
 1.95E+02, 0.00E+00, 1.33E+01, 1.52E+00, 2.77E+01, 0.00E+00,-1.44E-01,-4.55E+01,-3.15E+00,-3.13E+00, 0.00E+00, 2.33E-02, 0.00E+00, 8.46E-04, 2.14E+04
 2.00E+02, 0.00E+00, 1.32E+01, 1.54E+00, 2.70E+01, 0.00E+00,-2.33E-02,-4.43E+01,-2.61E+00,-2.59E+00, 0.00E+00, 2.32E-02, 0.00E+00, 7.03E-04, 2.14E+04
 2.05E+02, 0.00E+00, 1.31E+01, 1.49E+00, 2.70E+01, 0.00E+00, 7.78E-03,-4.40E+01,-2.47E+00,-2.45E+00, 0.00E+00, 2.37E-02, 0.00E+00, 5.65E-04, 2.14E+04
 2.10E+02, 0.00E+00, 1.30E+01, 1.51E+00, 2.57E+01, 0.00E+00,-4.42E-02,-4.27E+01,-2.56E+00,-2.54E+00, 0.00E+00, 2.31E-02, 0.00E+00, 4.54E-04, 2.14E+04
 2.15E+02, 0.00E+00, 1.29E+01, 1.49E+00, 2.53E+01, 0.00E+00,-6.08E-02,-4.22E+01,-2.57E+00,-2.55E+00, 0.00E+00, 2.32E-02, 0.00E+00, 3.45E-04, 2.13E+04
 2.20E+02, 0.00E+00, 1.29E+01, 1.49E+00, 2.46E+01, 0.00E+00,-2.02E-02,-4.13E+01,-2.30E+00,-2.28E+00, 0.00E+00, 2.24E-02, 0.00E+00, 2.41E-04, 2.13E+04
 2.25E+02, 0.00E+00, 1.29E+01, 1.47E+00, 2.48E+01, 0.00E+00,-8.77E-03,-4.15E+01,-2.40E+00,-2.38E+00, 0.00E+00, 2.41E-02, 0.00E+00, 1.85E-04, 2.13E+04
 2.30E+02, 0.00E+00, 1.29E+01, 1.47E+00, 2.35E+01, 0.00E+00,-3.12E-03,-4.01E+01,-2.22E+00,-2.20E+00, 0.00E+00, 2.28E-02, 0.00E+00, 1.19E-04, 2.13E+04
 2.35E+02, 0.00E+00, 1.26E+01, 1.51E+00, 2.25E+01, 0.00E+00,-6.48E-02,-3.90E+01,-2.40E+00,-2.38E+00, 0.00E+00, 2.24E-02, 0.00E+00, 9.03E-05, 2.13E+04
 2.40E+02, 0.00E+00, 1.26E+01, 1.48E+00, 2.24E+01, 0.00E+00, 2.54E-02,-3.86E+01,-2.10E+00,-2.08E+00, 0.00E+00, 2.28E-02, 0.00E+00, 6.41E-05, 2.13E+04
 2.45E+02, 0.00E+00, 1.25E+01, 1.41E+00, 2.18E+01, 0.00E+00,-2.22E-01,-3.86E+01,-3.14E+00,-3.12E+00, 0.00E+00, 2.40E-02, 0.00E+00, 3.93E-05, 2.13E+04
 2.50E+02, 0.00E+00, 1.24E+01, 1.45E+00, 2.20E+01, 0.00E+00, 1.21E-02,-3.79E+01,-2.12E+00,-2.10E+00, 0.00E+00, 2.28E-02, 0.00E+00, 2.06E-05, 2.13E+04
 2.55E+02, 0.00E+00, 1.23E+01, 1.46E+00, 2.15E+01, 0.00E+00,-2.69E-02,-3.75E+01,-2.37E+00,-2.35E+00, 0.00E+00, 2.38E-02, 0.00E+00, 8.85E-06, 2.13E+04
 2.60E+02, 0.00E+00, 1.23E+01, 1.50E+00, 2.12E+01, 0.00E+00, 1.67E-01,-3.67E+01,-1.54E+00,-1.52E+00, 0.00E+00, 2.27E-02, 0.00E+00, 3.97E-06, 2.13E+04
 2.65E+02, 0.00E+00, 1.24E+01, 1.49E+00, 2.03E+01, 0.00E+00, 4.28E-02,-3.62E+01,-2.00E+00,-1.98E+00, 0.00E+00, 2.27E-02, 0.00E+00, 1.53E-06, 2.13E+04
 2.70E+02, 0.00E+00, 1.22E+01, 1.43E+00, 2.00E+01, 0.00E+00, 1.08E-02,-3.58E+01,-2.20E+00,-2.18E+00, 0.00E+00, 2.33E-02, 0.00E+00, 3.82E-07, 2.13E+04
 2.75E+02, 0.00E+00, 1.22E+01, 1.44E+00, 1.97E+01, 0.00E+00, 9.74E-02,-3.52E+01,-1.78E+00,-1.76E+00, 0.00E+00, 2.26E-02, 0.00E+00, 1.63E-07, 2.13E+04
 2.80E+02, 0.00E+00, 1.21E+01, 1.46E+00, 1.92E+01, 0.00E+00, 1.29E-01,-3.45E+01,-1.64E+00,-1.63E+00, 0.00E+00, 2.22E-02, 0.00E+00, 9.66E-09, 2.14E+04
 2.85E+02, 0.00E+00, 1.21E+01, 1.48E+00, 1.86E+01, 0.00E+00, 1.06E-01,-3.40E+01,-1.73E+00,-1.71E+00, 0.00E+00, 2.21E-02, 0.00E+00, 2.40E-06, 2.14E+04
 2.90E+02, 0.00E+00, 1.19E+01, 1.46E+00, 1.82E+01, 0.00E+00, 4.82E-02,-3.36E+01,-1.94E+00,-1.92E+00, 0.00E+00, 2.21E-02, 0.00E+00, 2.00E-06, 2.14E+04
 2.95E+02, 0.00E+00, 1.19E+01, 1.48E+00, 1.76E+01, 0.00E+00, 1.95E-01,-3.24E+01,-1.26E+00,-1.24E+00, 0.00E+00, 2.10E-02, 0.00E+00, 0.00E+00, 2.14E+04
 3.00E+02, 0.00E+00, 1.17E+01, 1.47E+00, 1.72E+01, 0.00E+00, 4.07E-02,-3.23E+01,-1.97E+00,-1.95E+00, 0.00E+00, 2.19E-02, 0.00E+00, 1.30E-07, 2.14E+04
 3.05E+02, 0.00E+00, 1.16E+01, 1.52E+00, 1.71E+01, 0.00E+00, 1.99E-01,-3.17E+01,-1.27E+00,-1.25E+00, 0.00E+00, 2.12E-02, 0.00E+00, 1.75E-06, 2.14E+04
 3.10E+02, 0.00E+00, 1.16E+01, 1.54E+00, 1.70E+01, 0.00E+00, 3.22E-01,-3.11E+01,-6.51E-01,-6.30E-01, 0.00E+00, 1.96E-02, 0.00E+00, 1.18E-07, 2.14E+04
 3.15E+02, 0.00E+00, 1.16E+01, 1.56E+00, 1.64E+01, 0.00E+00, 1.99E-01,-3.10E+01,-1.27E+00,-1.25E+00, 0.00E+00, 2.09E-02, 0.00E+00, 1.43E-06, 2.14E+04
 3.20E+02, 0.00E+00, 1.14E+01, 1.56E+00, 1.58E+01, 0.00E+00, 2.24E-01,-2.99E+01,-1.01E+00,-9.87E-01, 0.00E+00, 1.93E-02, 0.00E+00, 3.36E-06, 2.14E+04
 3.25E+02, 0.00E+00, 1.13E+01, 1.58E+00, 1.59E+01, 0.00E+00, 2.93E-01,-2.98E+01,-7.54E-01,-7.33E-01, 0.00E+00, 1.94E-02, 0.00E+00, 7.51E-06, 2.14E+04
 3.30E+02, 0.00E+00, 1.12E+01, 1.58E+00, 1.54E+01, 0.00E+00, 1.40E-01,-2.98E+01,-1.44E+00,-1.42E+00, 0.00E+00, 2.02E-02, 0.00E+00, 5.48E-06, 2.14E+04
 3.35E+02, 0.00E+00, 1.12E+01, 1.49E+00, 1.47E+01, 0.00E+00,-1.55E-01,-3.01E+01,-2.78E+00,-2.76E+00, 0.00E+00, 2.22E-02, 0.00E+00, 1.62E-06, 2.14E+04
 3.40E+02, 0.00E+00, 1.12E+01, 1.52E+00, 1.48E+01, 0.00E+00, 1.52E-01,-2.91E+01,-1.44E+00,-1.42E+00, 0.00E+00, 2.08E-02, 0.00E+00, 1.01E-07, 2.14E+04
 3.45E+02, 0.00E+00, 1.12E+01, 1.50E+00, 1.45E+01, 0.00E+00, 3.52E-02,-2.92E+01,-1.97E+00,-1.96E+00, 0.00E+00, 2.15E-02, 0.00E+00, 3.13E-06, 2.14E+04
 3.50E+02, 0.00E+00, 1.12E+01, 1.45E+00, 1.40E+01, 0.00E+00,-1.55E-02,-2.89E+01,-2.25E+00,-2.23E+00, 0.00E+00, 2.23E-02, 0.00E+00, 5.51E-07, 2.14E+04
 3.55E+02, 0.00E+00, 1.12E+01, 1.46E+00, 1.36E+01, 0.00E+00, 1.25E-01,-2.81E+01,-1.64E+00,-1.62E+00, 0.00E+00, 2.15E-02, 0.00E+00, 0.00E+00, 2.15E+04
 3.60E+02, 0.00E+00, 1.12E+01, 1.49E+00, 1.36E+01, 0.00E+00, 1.07E-01,-2.82E+01,-1.84E+00,-1.82E+00, 0.00E+00, 2.29E-02, 0.00E+00, 8.25E-09, 2.15E+04
 3.65E+02, 0.00E+00, 1.11E+01, 1.48E+00, 1.31E+01, 0.00E+00, 1.04E-01,-2.76E+01,-1.80E+00,-1.78E+00, 0.00E+00, 2.22E-02, 0.00E+00, 3.81E-06, 2.15E+04
 3.70E+02, 0.00E+00, 1.11E+01, 1.46E+00, 1.26E+01, 0.00E+00, 4.60E-02,-2.72E+01,-2.06E+00,-2.04E+00, 0.00E+00, 2.26E-02, 0.00E+00, 1.55E-06, 2.15E+04
 3.75E+02, 0.00E+00, 1.10E+01, 1.49E+00, 1.26E+01, 0.00E+00, 2.01E-01,-2.67E+01,-1.39E+00,-1.36E+00, 0.00E+00, 2.19E-02, 0.00E+00, 2.85E-08, 2.15E+04
 3.80E+02, 0.00E+00, 1.09E+01, 1.51E+00, 1.22E+01, 0.00E+00, 1.70E-01,-2.62E+01,-1.45E+00,-1.43E+00, 0.00E+00, 2.14E-02, 0.00E+00, 8.60E-07, 2.15E+04
 3.85E+02, 0.00E+00, 1.08E+01, 1.48E+00, 1.23E+01, 0.00E+00, 2.00E-01,-2.61E+01,-1.39E+00,-1.37E+00, 0.00E+00, 2.18E-02, 0.00E+00, 0.00E+00, 2.15E+04
 3.90E+02, 0.00E+00, 1.09E+01, 1.48E+00, 1.22E+01, 0.00E+00, 3.30E-01,-2.57E+01,-8.98E-01,-8.80E-01, 0.00E+00, 2.20E-02, 0.00E+00, 0.00E+00, 2.15E+04
 3.95E+02, 0.00E+00, 1.08E+01, 1.48E+00, 1.19E+01, 0.00E+00, 2.11E-01,-2.58E+01,-1.40E+00,-1.38E+00, 0.00E+00, 2.24E-02, 0.00E+00, 1.38E-06, 2.15E+04
 4.00E+02, 0.00E+00, 1.08E+01, 1.48E+00, 1.10E+01, 0.00E+00, 1.55E-01,-2.49E+01,-1.54E+00,-1.52E+00, 0.00E+00, 2.15E-02, 0.00E+00, 0.00E+00, 2.15E+04
 4.05E+02, 0.00E+00, 1.08E+01, 1.45E+00, 1.10E+01, 0.00E+00, 1.44E-01,-2.50E+01,-1.67E+00,-1.65E+00, 0.00E+00, 2.22E-02, 0.00E+00, 0.00E+00, 2.15E+04
 4.10E+02, 0.00E+00, 1.07E+01, 1.48E+00, 1.06E+01, 0.00E+00, 2.56E-01,-2.42E+01,-1.16E+00,-1.14E+00, 0.00E+00, 2.16E-02, 0.00E+00, 1.23E-07, 2.16E+04
 4.15E+02, 0.00E+00, 1.06E+01, 1.51E+00, 1.03E+01, 0.00E+00, 2.11E-01,-2.40E+01,-1.34E+00,-1.32E+00, 0.00E+00, 2.18E-02, 0.00E+00, 0.00E+00, 2.16E+04
 4.20E+02, 0.00E+00, 1.06E+01, 1.53E+00, 1.02E+01, 0.00E+00, 4.46E-01,-2.29E+01,-1.85E-01,-1.63E-01, 0.00E+00, 1.94E-02, 0.00E+00, 0.00E+00, 2.16E+04
 4.25E+02, 0.00E+00, 1.05E+01, 1.52E+00, 1.02E+01, 0.00E+00, 3.53E-01,-2.32E+01,-6.73E-01,-6.55E-01, 0.00E+00, 2.05E-02, 0.00E+00, 1.36E-07, 2.16E+04
 4.30E+02, 0.00E+00, 1.04E+01, 1.58E+00, 9.73E+00, 0.00E+00, 3.48E-01,-2.26E+01,-5.88E-01,-5.65E-01, 0.00E+00, 1.96E-02, 0.00E+00, 6.11E-07, 2.16E+04
 4.35E+02, 0.00E+00, 1.04E+01, 1.57E+00, 9.58E+00, 0.00E+00, 3.41E-01,-2.25E+01,-6.45E-01,-6.27E-01, 0.00E+00, 1.98E-02, 0.00E+00, 4.08E-07, 2.16E+04
 4.40E+02, 0.00E+00, 1.03E+01, 1.55E+00, 9.28E+00, 0.00E+00, 3.15E-01,-2.21E+01,-7.15E-01,-6.94E-01, 0.00E+00, 1.94E-02, 0.00E+00, 1.14E-06, 2.17E+04
 4.45E+02, 0.00E+00, 1.03E+01, 1.52E+00, 8.86E+00, 0.00E+00, 2.07E-01,-2.20E+01,-1.19E+00,-1.17E+00, 0.00E+00, 1.99E-02, 0.00E+00, 0.00E+00, 2.17E+04
 4.50E+02, 0.00E+00, 1.02E+01, 1.54E+00, 8.75E+00, 0.00E+00, 2.86E-01,-2.16E+01,-7.99E-01,-7.77E-01, 0.00E+00, 1.91E-02, 0.00E+00, 3.18E-06, 2.17E+04
 4.55E+02, 0.00E+00, 1.02E+01, 1.55E+00, 8.61E+00, 0.00E+00, 2.93E-01,-2.14E+01,-8.10E-01,-7.88E-01, 0.00E+00, 1.94E-02, 0.00E+00, 1.78E-06, 2.17E+04
 4.60E+02, 0.00E+00, 1.02E+01, 1.56E+00, 8.09E+00, 0.00E+00, 2.46E-01,-2.10E+01,-9.68E-01,-9.52E-01, 0.00E+00, 1.92E-02, 0.00E+00, 3.99E-07, 2.17E+04
 4.65E+02, 0.00E+00, 1.01E+01, 1.48E+00, 8.21E+00, 0.00E+00, 9.92E-02,-2.17E+01,-1.81E+00,-1.79E+00, 0.00E+00, 2.17E-02, 0.00E+00, 0.00E+00, 2.17E+04
 4.70E+02, 0.00E+00, 1.02E+01, 1.49E+00, 8.00E+00, 0.00E+00, 9.81E-02,-2.16E+01,-1.86E+00,-1.84E+00, 0.00E+00, 2.22E-02, 0.00E+00, 0.00E+00, 2.17E+04
 4.75E+02, 0.00E+00, 1.01E+01, 1.50E+00, 7.97E+00, 0.00E+00, 2.03E-01,-2.12E+01,-1.41E+00,-1.39E+00, 0.00E+00, 2.17E-02, 0.00E+00, 0.00E+00, 2.17E+04
 4.80E+02, 0.00E+00, 1.01E+01, 1.48E+00, 7.57E+00, 0.00E+00, 1.51E-01,-2.09E+01,-1.59E+00,-1.58E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.17E+04
 4.85E+02, 0.00E+00, 1.01E+01, 1.50E+00, 7.32E+00, 0.00E+00, 2.46E-01,-2.03E+01,-1.21E+00,-1.19E+00, 0.00E+00, 2.14E-02, 0.00E+00, 0.00E+00, 2.18E+04
 4.90E+02, 0.00E+00, 1.00E+01, 1.47E+00, 7.15E+00, 0.00E+00, 2.78E-01,-1.99E+01,-1.04E+00,-1.02E+00, 0.00E+00, 2.10E-02, 0.00E+00, 5.90E-09, 2.18E+04
 4.95E+02, 0.00E+00, 1.00E+01, 1.50E+00, 7.06E+00, 0.00E+00, 2.39E-01,-2.00E+01,-1.26E+00,-1.24E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.18E+04
 5.00E+02, 0.00E+00, 9.98E+00, 1.46E+00, 6.86E+00, 0.00E+00, 2.19E-01,-1.99E+01,-1.35E+00,-1.33E+00, 0.00E+00, 2.17E-02, 0.00E+00, 7.55E-08, 2.18E+04
 5.05E+02, 0.00E+00, 1.00E+01, 1.49E+00, 6.99E+00, 0.00E+00, 3.11E-01,-1.97E+01,-9.48E-01,-9.26E-01, 0.00E+00, 2.14E-02, 0.00E+00, 0.00E+00, 2.18E+04
