s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 1.01E+03,-3.67E+02, 7.12E+00,-4.51E+01, 4.99E-11, 0.00E+00,-5.75E+00, 5.98E+02, 5.99E+02, 0.00E+00, 2.45E-02, 0.00E+00, 0.00E+00
-5.00E+01, 1.15E+03,-4.25E+02,-6.34E+01,-8.94E+01, 1.18E-05, 0.00E+00,-6.03E+00, 5.75E+02, 5.69E+02, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-4.50E+01, 1.17E+03,-4.59E+02,-1.32E+02,-1.28E+02, 2.17E-05, 0.00E+00,-5.97E+00, 4.49E+02, 4.44E+02, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-4.00E+01, 1.15E+03,-4.95E+02,-2.02E+02,-1.67E+02, 5.10E-05, 0.00E+00,-5.96E+00, 2.81E+02, 2.76E+02, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
-3.50E+01, 1.17E+03,-5.52E+02,-2.47E+02,-1.95E+02, 7.14E-05, 0.00E+00,-6.01E+00, 1.80E+02, 1.75E+02, 0.00E+00, 2.52E-02, 0.00E+00, 0.00E+00
-3.00E+01, 1.16E+03,-5.84E+02,-2.65E+02,-2.17E+02, 9.68E-05, 0.00E+00,-5.92E+00, 9.43E+01, 8.97E+01, 0.00E+00, 2.49E-02, 0.00E+00, 0.00E+00
-2.50E+01, 1.17E+03,-6.10E+02,-2.80E+02,-2.26E+02, 1.06E-04, 0.00E+00,-6.09E+00, 5.37E+01, 4.91E+01, 0.00E+00, 2.52E-02, 0.00E+00, 0.00E+00
-2.00E+01, 1.18E+03,-6.28E+02,-2.89E+02,-2.30E+02, 1.26E-04, 0.00E+00,-6.07E+00, 3.57E+01, 3.03E+01, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-1.50E+01, 1.17E+03,-6.32E+02,-2.89E+02,-2.31E+02, 1.17E-04, 0.00E+00,-6.01E+00, 1.27E+01, 8.26E+00, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
-1.00E+01, 1.17E+03,-6.30E+02,-2.91E+02,-2.31E+02, 1.36E-04, 0.00E+00,-6.08E+00, 1.46E+01, 1.01E+01, 0.00E+00, 2.53E-02, 0.00E+00, 0.00E+00
-4.99E+00, 1.15E+03,-6.29E+02,-2.85E+02,-2.26E+02, 1.44E-04, 0.00E+00,-5.99E+00, 9.31E+00, 4.61E+00, 0.00E+00, 2.50E-02, 0.00E+00, 0.00E+00
 5.20E-03, 1.16E+03,-6.30E+02,-2.91E+02,-2.24E+02, 1.37E-04, 0.00E+00,-5.98E+00, 1.24E+01, 7.67E+00, 0.00E+00, 2.51E-02, 0.00E+00, 0.00E+00
 5.01E+00, 1.15E+03,-5.09E+02,-8.38E+01,-1.95E+02, 3.20E-04, 0.00E+00,-9.06E+02,-5.42E+02,-5.44E+02, 0.00E+00, 2.53E-02, 0.00E+00, 3.16E-01
 1.00E+01, 1.14E+03,-3.52E+02,-7.49E+01,-1.13E+02, 6.04E-04, 0.00E+00,-6.91E+02,-8.90E+01,-9.00E+01, 0.00E+00, 2.54E-02, 0.00E+00, 2.30E-01
