s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 1.70E+02, 2.90E+02,-8.85E+01, 3.49E+00,-4.42E+01, 0.00E+00, 7.16E+00,-1.58E+02, 1.01E+01, 9.96E+00, 0.00E+00, 6.37E-03, 0.00E+00, 2.77E-02, 2.90E+04
 1.75E+02, 2.96E+02,-8.88E+01, 3.47E+00,-4.43E+01, 0.00E+00, 9.00E+00,-1.58E+02, 1.70E+01, 1.69E+01, 0.00E+00, 6.41E-03, 0.00E+00, 2.70E-02, 2.95E+04
 1.80E+02, 2.91E+02,-8.44E+01, 3.56E+00,-4.41E+01, 0.00E+00, 7.28E+00,-1.62E+02, 1.05E+01, 1.04E+01, 0.00E+00, 6.46E-03, 0.00E+00, 2.83E-02, 2.98E+04
 1.85E+02, 2.95E+02,-8.39E+01, 3.46E+00,-4.61E+01, 0.00E+00, 9.21E+00,-1.60E+02, 1.77E+01, 1.74E+01, 0.00E+00, 6.42E-03, 0.00E+00, 2.71E-02, 3.03E+04
 1.90E+02, 2.97E+02,-8.28E+01, 3.49E+00,-4.63E+01, 0.00E+00, 9.41E+00,-1.63E+02, 1.83E+01, 1.82E+01, 0.00E+00, 6.47E-03, 0.00E+00, 2.74E-02, 3.08E+04
 1.95E+02, 2.92E+02,-8.00E+01, 3.47E+00,-4.76E+01, 0.00E+00, 7.46E+00,-1.64E+02, 1.15E+01, 1.14E+01, 0.00E+00, 6.38E-03, 0.00E+00, 2.74E-02, 3.12E+04
 2.00E+02, 2.86E+02,-7.64E+01, 3.37E+00,-4.76E+01, 0.00E+00, 7.98E+00,-1.60E+02, 1.40E+01, 1.39E+01, 0.00E+00, 6.42E-03, 0.00E+00, 2.60E-02, 3.16E+04
 2.05E+02, 2.90E+02,-7.42E+01, 3.40E+00,-4.82E+01, 0.00E+00, 7.88E+00,-1.66E+02, 1.30E+01, 1.29E+01, 0.00E+00, 6.37E-03, 0.00E+00, 2.71E-02, 3.20E+04
 2.10E+02, 2.90E+02,-7.12E+01, 3.30E+00,-5.08E+01, 0.00E+00, 9.39E+00,-1.61E+02, 1.93E+01, 1.93E+01, 0.00E+00, 6.39E-03, 0.00E+00, 2.57E-02, 3.25E+04
 2.15E+02, 2.95E+02,-7.04E+01, 3.30E+00,-5.21E+01, 0.00E+00, 9.92E+00,-1.65E+02, 2.07E+01, 2.07E+01, 0.00E+00, 6.46E-03, 0.00E+00, 2.64E-02, 3.30E+04
 2.20E+02, 2.77E+02,-6.43E+01, 3.17E+00,-5.22E+01, 0.00E+00, 6.17E+00,-1.62E+02, 8.12E+00, 7.92E+00, 0.00E+00, 6.30E-03, 0.00E+00, 2.51E-02, 3.33E+04
 2.25E+02, 2.87E+02,-6.39E+01, 3.09E+00,-5.37E+01, 0.00E+00, 8.75E+00,-1.64E+02, 1.73E+01, 1.74E+01, 0.00E+00, 6.44E-03, 0.00E+00, 2.48E-02, 3.38E+04
 2.30E+02, 2.65E+02,-5.78E+01, 3.11E+00,-5.47E+01, 0.00E+00, 2.64E+00,-1.63E+02,-4.64E+00,-4.75E+00, 0.00E+00, 6.49E-03, 0.00E+00, 2.50E-02, 3.39E+04
 2.35E+02, 1.94E+02,-4.48E+01, 2.84E+00,-5.11E+01, 0.00E+00,-1.72E+01,-1.60E+02,-7.60E+01,-7.61E+01, 0.00E+00, 6.37E-03, 0.00E+00, 2.30E-02, 3.30E+04
 2.40E+02, 3.79E+01,-2.04E+01, 2.06E+00,-3.86E+01, 0.00E+00,-5.32E+01,-1.29E+02,-2.01E+02,-2.01E+02, 0.00E+00, 6.36E-03, 0.00E+00, 1.38E-02, 3.03E+04
 2.45E+02, 6.26E+00,-1.11E+01, 1.57E+00,-2.51E+01, 0.00E+00,-4.80E+01,-1.03E+02,-1.79E+02,-1.79E+02, 0.00E+00, 6.39E-03, 0.00E+00, 8.77E-03, 2.78E+04
 2.50E+02, 2.30E+00,-5.85E+00, 1.46E+00,-1.15E+01, 0.00E+00,-3.83E+01,-9.15E+01,-1.43E+02,-1.43E+02, 0.00E+00, 6.35E-03, 0.00E+00, 7.84E-03, 2.58E+04
 2.55E+02, 1.03E+00,-2.12E+00, 1.40E+00,-1.65E+00, 0.00E+00,-3.01E+01,-8.18E+01,-1.13E+02,-1.13E+02, 0.00E+00, 6.32E-03, 0.00E+00, 7.40E-03, 2.42E+04
 2.60E+02, 1.49E+00, 4.43E-01, 1.32E+00, 4.81E+00, 0.00E+00,-2.36E+01,-7.39E+01,-8.94E+01,-8.94E+01, 0.00E+00, 6.30E-03, 0.00E+00, 6.99E-03, 2.30E+04
 2.65E+02, 6.88E-01, 2.52E+00, 1.27E+00, 1.04E+01, 0.00E+00,-1.87E+01,-6.77E+01,-7.15E+01,-7.14E+01, 0.00E+00, 6.35E-03, 0.00E+00, 6.54E-03, 2.20E+04
 2.70E+02, 3.03E-01, 4.10E+00, 1.22E+00, 1.47E+01, 0.00E+00,-1.48E+01,-6.27E+01,-5.73E+01,-5.72E+01, 0.00E+00, 6.32E-03, 0.00E+00, 6.23E-03, 2.12E+04
 2.75E+02, 2.09E-01, 5.22E+00, 1.17E+00, 1.82E+01, 0.00E+00,-1.20E+01,-5.97E+01,-4.70E+01,-4.69E+01, 0.00E+00, 6.17E-03, 0.00E+00, 5.96E-03, 2.06E+04
 2.80E+02, 1.26E-01, 6.16E+00, 1.13E+00, 2.04E+01, 0.00E+00,-9.53E+00,-5.62E+01,-3.79E+01,-3.79E+01, 0.00E+00, 6.19E-03, 0.00E+00, 5.76E-03, 2.01E+04
 2.85E+02, 1.55E-01, 6.81E+00, 1.06E+00, 2.18E+01, 0.00E+00,-7.81E+00,-5.36E+01,-3.16E+01,-3.16E+01, 0.00E+00, 6.32E-03, 0.00E+00, 5.43E-03, 1.97E+04
 2.90E+02, 3.27E-02, 7.34E+00, 1.02E+00, 2.30E+01, 0.00E+00,-6.15E+00,-5.06E+01,-2.54E+01,-2.54E+01, 0.00E+00, 6.21E-03, 0.00E+00, 5.11E-03, 1.94E+04
 2.95E+02, 0.00E+00, 7.78E+00, 9.73E-01, 2.37E+01, 0.00E+00,-5.02E+00,-4.86E+01,-2.12E+01,-2.12E+01, 0.00E+00, 6.26E-03, 0.00E+00, 4.81E-03, 1.91E+04
 3.00E+02, 0.00E+00, 8.08E+00, 9.42E-01, 2.35E+01, 0.00E+00,-4.16E+00,-4.62E+01,-1.79E+01,-1.78E+01, 0.00E+00, 6.20E-03, 0.00E+00, 4.49E-03, 1.89E+04
 3.05E+02, 0.00E+00, 8.29E+00, 8.92E-01, 2.43E+01, 0.00E+00,-3.26E+00,-4.47E+01,-1.44E+01,-1.44E+01, 0.00E+00, 6.24E-03, 0.00E+00, 4.10E-03, 1.87E+04
 3.10E+02, 0.00E+00, 8.41E+00, 8.63E-01, 2.43E+01, 0.00E+00,-2.67E+00,-4.31E+01,-1.22E+01,-1.22E+01, 0.00E+00, 6.24E-03, 0.00E+00, 3.92E-03, 1.86E+04
 3.15E+02, 0.00E+00, 8.51E+00, 8.21E-01, 2.44E+01, 0.00E+00,-2.35E+00,-4.22E+01,-1.09E+01,-1.08E+01, 0.00E+00, 6.35E-03, 0.00E+00, 3.60E-03, 1.85E+04
 3.20E+02, 0.00E+00, 8.60E+00, 7.87E-01, 2.38E+01, 0.00E+00,-1.94E+00,-4.05E+01,-9.27E+00,-9.26E+00, 0.00E+00, 6.26E-03, 0.00E+00, 3.36E-03, 1.84E+04
 3.25E+02, 0.00E+00, 8.67E+00, 7.72E-01, 2.35E+01, 0.00E+00,-1.48E+00,-3.90E+01,-7.51E+00,-7.51E+00, 0.00E+00, 6.29E-03, 0.00E+00, 3.13E-03, 1.83E+04
 3.30E+02, 0.00E+00, 8.67E+00, 7.46E-01, 2.32E+01, 0.00E+00,-1.41E+00,-3.84E+01,-7.10E+00,-7.10E+00, 0.00E+00, 6.36E-03, 0.00E+00, 2.84E-03, 1.82E+04
 3.35E+02, 0.00E+00, 8.66E+00, 7.17E-01, 2.32E+01, 0.00E+00,-1.10E+00,-3.73E+01,-5.90E+00,-5.90E+00, 0.00E+00, 6.21E-03, 0.00E+00, 2.68E-03, 1.82E+04
 3.40E+02, 0.00E+00, 8.66E+00, 6.92E-01, 2.24E+01, 0.00E+00,-9.30E-01,-3.60E+01,-5.18E+00,-5.17E+00, 0.00E+00, 6.18E-03, 0.00E+00, 2.50E-03, 1.81E+04
 3.45E+02, 0.00E+00, 8.64E+00, 6.72E-01, 2.22E+01, 0.00E+00,-8.61E-01,-3.54E+01,-4.80E+00,-4.80E+00, 0.00E+00, 6.20E-03, 0.00E+00, 2.24E-03, 1.81E+04
 3.50E+02, 0.00E+00, 8.64E+00, 6.57E-01, 2.15E+01, 0.00E+00,-7.53E-01,-3.44E+01,-4.36E+00,-4.36E+00, 0.00E+00, 6.27E-03, 0.00E+00, 2.11E-03, 1.80E+04
 3.55E+02, 0.00E+00, 8.55E+00, 6.42E-01, 2.12E+01, 0.00E+00,-6.20E-01,-3.36E+01,-3.76E+00,-3.76E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.90E-03, 1.80E+04
 3.60E+02, 0.00E+00, 8.54E+00, 6.29E-01, 2.05E+01, 0.00E+00,-6.19E-01,-3.27E+01,-3.67E+00,-3.67E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.77E-03, 1.80E+04
 3.65E+02, 0.00E+00, 8.52E+00, 6.06E-01, 2.00E+01, 0.00E+00,-6.19E-01,-3.22E+01,-3.62E+00,-3.62E+00, 0.00E+00, 6.28E-03, 0.00E+00, 1.58E-03, 1.79E+04
 3.70E+02, 0.00E+00, 8.47E+00, 5.99E-01, 1.91E+01, 0.00E+00,-5.70E-01,-3.10E+01,-3.40E+00,-3.39E+00, 0.00E+00, 6.27E-03, 0.00E+00, 1.49E-03, 1.79E+04
 3.75E+02, 0.00E+00, 8.45E+00, 5.82E-01, 1.89E+01, 0.00E+00,-5.29E-01,-3.06E+01,-3.12E+00,-3.12E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.31E-03, 1.79E+04
 3.80E+02, 0.00E+00, 8.38E+00, 5.75E-01, 1.91E+01, 0.00E+00,-4.40E-01,-3.04E+01,-2.73E+00,-2.72E+00, 0.00E+00, 5.90E-03, 0.00E+00, 1.18E-03, 1.79E+04
 3.85E+02, 0.00E+00, 8.37E+00, 5.72E-01, 1.83E+01, 0.00E+00,-4.69E-01,-2.95E+01,-2.80E+00,-2.80E+00, 0.00E+00, 6.04E-03, 0.00E+00, 1.09E-03, 1.78E+04
 3.90E+02, 0.00E+00, 8.32E+00, 5.52E-01, 1.81E+01, 0.00E+00,-4.26E-01,-2.92E+01,-2.61E+00,-2.61E+00, 0.00E+00, 6.23E-03, 0.00E+00, 9.69E-04, 1.78E+04
 3.95E+02, 0.00E+00, 8.31E+00, 5.44E-01, 1.78E+01, 0.00E+00,-4.54E-01,-2.88E+01,-2.66E+00,-2.66E+00, 0.00E+00, 6.29E-03, 0.00E+00, 8.67E-04, 1.78E+04
 4.00E+02, 0.00E+00, 8.23E+00, 5.34E-01, 1.71E+01, 0.00E+00,-4.50E-01,-2.80E+01,-2.58E+00,-2.58E+00, 0.00E+00, 6.12E-03, 0.00E+00, 7.71E-04, 1.78E+04
 4.05E+02, 0.00E+00, 8.22E+00, 5.26E-01, 1.71E+01, 0.00E+00,-4.25E-01,-2.79E+01,-2.45E+00,-2.45E+00, 0.00E+00, 6.10E-03, 0.00E+00, 6.73E-04, 1.77E+04
 4.10E+02, 0.00E+00, 8.16E+00, 5.16E-01, 1.63E+01, 0.00E+00,-4.00E-01,-2.69E+01,-2.31E+00,-2.31E+00, 0.00E+00, 6.18E-03, 0.00E+00, 5.88E-04, 1.77E+04
 4.15E+02, 0.00E+00, 8.11E+00, 5.13E-01, 1.63E+01, 0.00E+00,-3.52E-01,-2.67E+01,-2.10E+00,-2.10E+00, 0.00E+00, 6.13E-03, 0.00E+00, 5.12E-04, 1.77E+04
 4.20E+02, 0.00E+00, 8.04E+00, 5.03E-01, 1.58E+01, 0.00E+00,-3.26E-01,-2.60E+01,-1.97E+00,-1.97E+00, 0.00E+00, 6.18E-03, 0.00E+00, 4.34E-04, 1.77E+04
 4.25E+02, 0.00E+00, 8.03E+00, 4.97E-01, 1.54E+01, 0.00E+00,-3.92E-01,-2.58E+01,-2.19E+00,-2.19E+00, 0.00E+00, 6.23E-03, 0.00E+00, 3.69E-04, 1.77E+04
 4.30E+02, 0.00E+00, 7.97E+00, 4.97E-01, 1.52E+01, 0.00E+00,-3.45E-01,-2.53E+01,-1.99E+00,-1.99E+00, 0.00E+00, 6.22E-03, 0.00E+00, 3.08E-04, 1.77E+04
 4.35E+02, 0.00E+00, 7.97E+00, 4.84E-01, 1.49E+01, 0.00E+00,-3.92E-01,-2.51E+01,-2.13E+00,-2.13E+00, 0.00E+00, 6.19E-03, 0.00E+00, 2.55E-04, 1.76E+04
 4.40E+02, 0.00E+00, 7.91E+00, 4.83E-01, 1.48E+01, 0.00E+00,-3.04E-01,-2.47E+01,-1.77E+00,-1.77E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.89E-04, 1.76E+04
 4.45E+02, 0.00E+00, 7.91E+00, 4.87E-01, 1.44E+01, 0.00E+00,-3.24E-01,-2.43E+01,-1.81E+00,-1.81E+00, 0.00E+00, 6.12E-03, 0.00E+00, 1.43E-04, 1.76E+04
 4.50E+02, 0.00E+00, 7.84E+00, 4.93E-01, 1.37E+01, 0.00E+00,-2.91E-01,-2.35E+01,-1.69E+00,-1.68E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.11E-04, 1.76E+04
 4.55E+02, 0.00E+00, 7.80E+00, 4.92E-01, 1.35E+01, 0.00E+00,-3.14E-01,-2.33E+01,-1.74E+00,-1.74E+00, 0.00E+00, 6.01E-03, 0.00E+00, 8.21E-05, 1.76E+04
 4.60E+02, 0.00E+00, 7.78E+00, 4.88E-01, 1.32E+01, 0.00E+00,-3.60E-01,-2.30E+01,-1.91E+00,-1.90E+00, 0.00E+00, 6.09E-03, 0.00E+00, 4.85E-05, 1.76E+04
 4.65E+02, 0.00E+00, 7.73E+00, 4.76E-01, 1.33E+01, 0.00E+00,-2.65E-01,-2.28E+01,-1.56E+00,-1.56E+00, 0.00E+00, 6.16E-03, 0.00E+00, 2.60E-05, 1.75E+04
 4.70E+02, 0.00E+00, 7.68E+00, 4.82E-01, 1.30E+01, 0.00E+00,-3.27E-01,-2.26E+01,-1.77E+00,-1.77E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.34E-05, 1.75E+04
 4.75E+02, 0.00E+00, 7.64E+00, 4.77E-01, 1.28E+01, 0.00E+00,-2.93E-01,-2.23E+01,-1.66E+00,-1.66E+00, 0.00E+00, 6.32E-03, 0.00E+00, 5.73E-06, 1.75E+04
 4.80E+02, 0.00E+00, 7.61E+00, 4.70E-01, 1.24E+01, 0.00E+00,-2.80E-01,-2.18E+01,-1.60E+00,-1.60E+00, 0.00E+00, 6.13E-03, 0.00E+00, 1.75E-06, 1.75E+04
 4.85E+02, 0.00E+00, 7.58E+00, 4.80E-01, 1.21E+01, 0.00E+00,-3.47E-01,-2.16E+01,-1.83E+00,-1.83E+00, 0.00E+00, 6.01E-03, 0.00E+00, 6.35E-07, 1.75E+04
 4.90E+02, 0.00E+00, 7.54E+00, 4.96E-01, 1.18E+01, 0.00E+00,-2.27E-01,-2.10E+01,-1.37E+00,-1.37E+00, 0.00E+00, 5.96E-03, 0.00E+00, 6.53E-08, 1.75E+04
 4.95E+02, 0.00E+00, 7.52E+00, 4.80E-01, 1.16E+01, 0.00E+00,-2.72E-01,-2.09E+01,-1.57E+00,-1.57E+00, 0.00E+00, 6.05E-03, 0.00E+00, 1.76E-09, 1.74E+04
 5.00E+02, 0.00E+00, 7.50E+00, 4.74E-01, 1.15E+01, 0.00E+00,-2.31E-01,-2.07E+01,-1.42E+00,-1.42E+00, 0.00E+00, 6.09E-03, 0.00E+00, 0.00E+00, 1.74E+04
 5.05E+02, 0.00E+00, 7.45E+00, 4.74E-01, 1.11E+01, 0.00E+00,-2.70E-01,-2.04E+01,-1.57E+00,-1.56E+00, 0.00E+00, 6.16E-03, 0.00E+00, 0.00E+00, 1.74E+04
