s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
-6.00E+01, 0.00E+00,-5.01E-04, 9.58E-08, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00,-5.01E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
-5.50E+01, 2.70E+02,-1.04E+02, 3.26E+00,-1.86E+01, 0.00E+00, 0.00E+00,-1.58E+00, 1.48E+02, 1.49E+02, 0.00E+00, 6.27E-03, 0.00E+00, 0.00E+00
-5.00E+01, 2.96E+02,-1.14E+02, 1.61E+00,-3.31E+01, 0.00E+00, 0.00E+00,-1.66E+00, 1.51E+02, 1.49E+02, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
-4.50E+01, 2.96E+02,-1.16E+02,-5.44E+00,-3.45E+01, 0.00E+00, 0.00E+00,-1.65E+00, 1.41E+02, 1.39E+02, 0.00E+00, 6.39E-03, 0.00E+00, 0.00E+00
-4.00E+01, 2.95E+02,-1.18E+02,-1.49E+01,-4.01E+01, 0.00E+00, 0.00E+00,-1.63E+00, 1.22E+02, 1.20E+02, 0.00E+00, 6.42E-03, 0.00E+00, 0.00E+00
-3.50E+01, 2.96E+02,-1.21E+02,-2.45E+01,-4.52E+01, 0.00E+00, 0.00E+00,-1.65E+00, 1.05E+02, 1.03E+02, 0.00E+00, 6.45E-03, 0.00E+00, 0.00E+00
-3.00E+01, 2.96E+02,-1.24E+02,-3.10E+01,-4.93E+01, 0.00E+00, 0.00E+00,-1.64E+00, 9.15E+01, 8.98E+01, 0.00E+00, 6.38E-03, 0.00E+00, 0.00E+00
-2.50E+01, 2.96E+02,-1.26E+02,-3.84E+01,-5.26E+01, 0.00E+00, 0.00E+00,-1.66E+00, 7.92E+01, 7.74E+01, 0.00E+00, 6.46E-03, 0.00E+00, 0.00E+00
-2.00E+01, 2.99E+02,-1.32E+02,-4.48E+01,-5.63E+01, 0.00E+00, 0.00E+00,-1.69E+00, 6.64E+01, 6.46E+01, 0.00E+00, 6.48E-03, 0.00E+00, 0.00E+00
-1.50E+01, 2.93E+02,-1.31E+02,-4.84E+01,-6.02E+01, 0.00E+00, 0.00E+00,-1.68E+00, 5.34E+01, 5.17E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
-1.00E+01, 2.99E+02,-1.36E+02,-5.42E+01,-6.25E+01, 0.00E+00, 0.00E+00,-1.68E+00, 4.67E+01, 4.50E+01, 0.00E+00, 6.47E-03, 0.00E+00, 0.00E+00
-4.99E+00, 2.94E+02,-1.35E+02,-5.64E+01,-6.53E+01, 0.00E+00, 0.00E+00,-1.69E+00, 3.70E+01, 3.51E+01, 0.00E+00, 6.43E-03, 0.00E+00, 0.00E+00
 1.12E-02, 2.96E+02,-1.39E+02,-6.13E+01,-6.62E+01, 0.00E+00, 0.00E+00,-1.70E+00, 2.95E+01, 2.76E+01, 0.00E+00, 6.44E-03, 0.00E+00, 0.00E+00
 5.00E+00, 2.98E+02,-1.19E+02,-8.71E+00,-6.23E+01, 0.00E+00, 0.00E+00,-5.15E+02,-4.05E+02,-4.07E+02, 0.00E+00, 6.50E-03, 0.00E+00, 1.90E-01
 1.00E+01, 2.96E+02,-9.85E+01,-1.80E+00,-4.23E+01, 0.00E+00, 0.00E+00,-3.05E+02,-1.50E+02,-1.51E+02, 0.00E+00, 6.42E-03, 0.00E+00, 1.06E-01
