s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 7.1001365E+002, 1.4495788E+002, 4.4791087E+001, 4.3984026E+001, 4.4138403E+001, 4.6873725E+001, 1.6714865E+002, 1.0419869E+002, 9.7343810E+001, 9.1159385E+001, 8.3670931E+001, 6.7855306E+001, 1.0484707E+002, 5.3909099E+001, 5.3829579E+001, 5.5083565E+001, 6.0315959E+001, 7.3607282E+001, 5.9048409E-002, 5.0191090E-002, 5.1148400E-001, 5.0608374E-001, 4.6649101E-001, 4.0785465E-001, 2.2475554E-001, 2.0721574E-001, 2.0439917E-001, 2.1796241E-001, 1.5212036E+002, 1.5718748E+002, 1.6792066E+002, 1.7507145E+002, 1.8088920E+002, 1.1657997E+002, 1.2750477E+002, 1.5284517E+002, 1.8069900E+002, 1.9936944E+002
 7.2000166E+002, 1.4396890E+002, 4.4474981E+001, 4.3720816E+001, 4.3843242E+001, 4.7294205E+001, 1.6446764E+002, 1.0035842E+002, 9.3492393E+001, 8.8250329E+001, 8.0724926E+001, 6.6221889E+001, 1.0387192E+002, 5.4202127E+001, 5.4090035E+001, 5.5103912E+001, 5.9612276E+001, 7.3154454E+001, 5.7775503E-002, 4.3749271E-002, 5.2421711E-001, 4.8236242E-001, 4.6427341E-001, 3.9480347E-001, 2.3360194E-001, 2.2717906E-001, 2.2531644E-001, 2.5121269E-001, 1.4700524E+002, 1.5199636E+002, 1.6493148E+002, 1.7266310E+002, 1.7844441E+002, 1.1596111E+002, 1.2534650E+002, 1.5045711E+002, 1.7430932E+002, 1.9358307E+002
 7.3001619E+002, 1.4181040E+002, 4.4212730E+001, 4.3553654E+001, 4.3614605E+001, 4.6347721E+001, 1.6251883E+002, 1.0129739E+002, 9.4757962E+001, 8.9527479E+001, 8.1693496E+001, 6.7090227E+001, 1.0243277E+002, 5.4164470E+001, 5.4199157E+001, 5.5299491E+001, 6.0192116E+001, 7.3360706E+001, 5.6151743E-002, 4.2682688E-002, 5.5469224E-001, 5.6456335E-001, 5.4542066E-001, 4.7286070E-001, 2.2338384E-001, 2.1729998E-001, 2.2289048E-001, 2.6225768E-001, 1.4432147E+002, 1.4851790E+002, 1.6182033E+002, 1.6978235E+002, 1.7518213E+002, 1.1200965E+002, 1.2178226E+002, 1.4952142E+002, 1.7042698E+002, 1.8912056E+002
 7.4000526E+002, 1.4029287E+002, 4.4066775E+001, 4.3380949E+001, 4.3367790E+001, 4.6225348E+001, 1.5997161E+002, 1.0011058E+002, 9.4109333E+001, 8.9034654E+001, 8.1574893E+001, 6.8446043E+001, 1.0226065E+002, 5.3516065E+001, 5.3473495E+001, 5.4471501E+001, 5.8700677E+001, 7.1880339E+001, 5.6303944E-002, 4.1284877E-002, 4.9445386E-001, 5.0445096E-001, 4.8218584E-001, 4.4294364E-001, 2.0483952E-001, 1.9501008E-001, 1.9415543E-001, 2.0191110E-001, 1.4283890E+002, 1.4696344E+002, 1.5925849E+002, 1.6717131E+002, 1.7267946E+002, 1.1152176E+002, 1.2041843E+002, 1.4746761E+002, 1.6689541E+002, 1.8329915E+002
 7.5000705E+002, 1.3737162E+002, 4.4265501E+001, 4.3512681E+001, 4.3741526E+001, 4.6354480E+001, 1.5615540E+002, 9.9362416E+001, 9.3825203E+001, 8.9146156E+001, 8.2353521E+001, 6.7279003E+001, 1.0003067E+002, 5.2681519E+001, 5.2557911E+001, 5.3496864E+001, 5.7731524E+001, 7.0096266E+001, 6.2127202E-002, 5.5214567E-002, 5.1071519E-001, 5.0337237E-001, 4.8040538E-001, 4.3409415E-001, 1.9241872E-001, 1.8328641E-001, 1.8429405E-001, 2.1850651E-001, 1.4042219E+002, 1.4335802E+002, 1.5453151E+002, 1.6262556E+002, 1.6837563E+002, 1.1283603E+002, 1.2027647E+002, 1.4313831E+002, 1.6520816E+002, 1.8098021E+002
 7.6000772E+002, 1.3554833E+002, 4.4074557E+001, 4.3592013E+001, 4.3756379E+001, 4.5944351E+001, 1.5347575E+002, 9.7882064E+001, 9.2734014E+001, 8.8216741E+001, 8.1933310E+001, 6.5930935E+001, 9.8414726E+001, 5.2369078E+001, 5.2413620E+001, 5.3360829E+001, 5.7661114E+001, 6.9522148E+001, 5.4345107E-002, 4.0271153E-002, 4.6368802E-001, 4.5954379E-001, 4.3148694E-001, 4.1020645E-001, 2.0183961E-001, 1.9803252E-001, 2.0182559E-001, 2.3306528E-001, 1.3804433E+002, 1.4108331E+002, 1.5203682E+002, 1.6015847E+002, 1.6596331E+002, 1.0999801E+002, 1.1795353E+002, 1.4190082E+002, 1.6192987E+002, 1.8000076E+002
 7.7000306E+002, 1.3259255E+002, 4.3834764E+001, 4.3536679E+001, 4.3436790E+001, 4.5276031E+001, 1.5140261E+002, 9.6611332E+001, 9.1057597E+001, 8.5967347E+001, 8.0149712E+001, 6.6814078E+001, 9.7221609E+001, 5.1913520E+001, 5.1923802E+001, 5.2838212E+001, 5.7642300E+001, 6.9651555E+001, 5.0520851E-002, 3.9765801E-002, 4.4074588E-001, 4.3045836E-001, 3.9851570E-001, 3.8941029E-001, 1.8372375E-001, 1.7317224E-001, 1.7221204E-001, 2.0295940E-001, 1.3640278E+002, 1.4025718E+002, 1.5109126E+002, 1.5831500E+002, 1.6369865E+002, 1.0631867E+002, 1.1422326E+002, 1.3760081E+002, 1.6100618E+002, 1.7736148E+002
 7.8000292E+002, 1.3245460E+002, 4.3562351E+001, 4.3273937E+001, 4.3162889E+001, 4.5031007E+001, 1.5047551E+002, 9.5459018E+001, 9.0070118E+001, 8.5507083E+001, 8.0078484E+001, 6.5736135E+001, 9.4930208E+001, 5.1313796E+001, 5.1213479E+001, 5.2049918E+001, 5.6552583E+001, 6.8651500E+001, 5.0377234E-002, 3.8628620E-002, 4.8281891E-001, 4.9369926E-001, 4.8675019E-001, 4.3287620E-001, 1.7965912E-001, 1.7098680E-001, 1.7451782E-001, 1.8710909E-001, 1.3347702E+002, 1.3721484E+002, 1.4819286E+002, 1.5631056E+002, 1.6175607E+002, 1.0263989E+002, 1.0948004E+002, 1.3462099E+002, 1.5798847E+002, 1.7487995E+002
 7.9001268E+002, 1.3022946E+002, 4.3373168E+001, 4.3107626E+001, 4.2954894E+001, 4.5553538E+001, 1.4866753E+002, 9.6505546E+001, 9.1614441E+001, 8.7147410E+001, 8.1258337E+001, 6.5221292E+001, 9.4524878E+001, 5.0962042E+001, 5.0919274E+001, 5.1621557E+001, 5.5121856E+001, 6.7180578E+001, 4.9713049E-002, 4.2559022E-002, 4.9178041E-001, 5.0630915E-001, 5.0648527E-001, 4.8909089E-001, 1.8346937E-001, 1.7236654E-001, 1.6584059E-001, 1.6101969E-001, 1.3341034E+002, 1.3650568E+002, 1.4626257E+002, 1.5376836E+002, 1.5893793E+002, 1.0261458E+002, 1.0958315E+002, 1.3414326E+002, 1.5807765E+002, 1.7381771E+002
 8.0000908E+002, 1.2914269E+002, 4.3380689E+001, 4.3053312E+001, 4.3005327E+001, 4.5666104E+001, 1.4721859E+002, 9.5111550E+001, 9.0687890E+001, 8.6835512E+001, 8.0303975E+001, 6.6066960E+001, 9.5738087E+001, 5.1011759E+001, 5.0884514E+001, 5.1327941E+001, 5.4420706E+001, 6.6432187E+001, 5.3229899E-002, 3.6682844E-002, 4.2507695E-001, 4.1359639E-001, 3.9094353E-001, 3.2716791E-001, 1.7785960E-001, 1.6825781E-001, 1.6596441E-001, 1.9084544E-001, 1.3148103E+002, 1.3445781E+002, 1.4389190E+002, 1.5150083E+002, 1.5682540E+002, 1.0123847E+002, 1.0627840E+002, 1.3137103E+002, 1.5301792E+002, 1.6907000E+002
 8.1001412E+002, 1.2752845E+002, 4.3390099E+001, 4.2993465E+001, 4.3106219E+001, 4.5200150E+001, 1.4499662E+002, 9.3157596E+001, 8.8841752E+001, 8.4813186E+001, 7.8474228E+001, 6.3888792E+001, 9.4244056E+001, 5.1021401E+001, 5.0847116E+001, 5.1538424E+001, 5.5002442E+001, 6.7353438E+001, 4.6690324E-002, 4.6343626E-002, 4.5307728E-001, 4.6131379E-001, 4.6003473E-001, 4.1150255E-001, 1.8052239E-001, 1.7177701E-001, 1.7802079E-001, 2.0847997E-001, 1.2993945E+002, 1.3264796E+002, 1.4176495E+002, 1.4882669E+002, 1.5409695E+002, 1.0142419E+002, 1.0613180E+002, 1.3076181E+002, 1.5162334E+002, 1.6715818E+002
 8.2000868E+002, 1.2582163E+002, 4.3556066E+001, 4.3196046E+001, 4.3432604E+001, 4.5694452E+001, 1.4346290E+002, 9.3900829E+001, 9.0036136E+001, 8.5937409E+001, 7.8787481E+001, 6.3368562E+001, 9.3986024E+001, 5.1129025E+001, 5.0795430E+001, 5.1537754E+001, 5.5598235E+001, 6.7424246E+001, 5.2764321E-002, 3.6923210E-002, 3.8594089E-001, 4.1026888E-001, 4.0835997E-001, 3.6086813E-001, 1.7496180E-001, 1.6567238E-001, 1.6411658E-001, 1.8895363E-001, 1.2707485E+002, 1.2941287E+002, 1.3916594E+002, 1.4640276E+002, 1.5112541E+002, 9.9726709E+001, 1.0458620E+002, 1.2841641E+002, 1.4959164E+002, 1.6503177E+002
 8.3000836E+002, 1.2468461E+002, 4.3666553E+001, 4.3229741E+001, 4.3353758E+001, 4.5842301E+001, 1.4299597E+002, 9.1901060E+001, 8.7774601E+001, 8.3713985E+001, 7.7293661E+001, 6.3447061E+001, 8.9880383E+001, 5.0904145E+001, 5.0550296E+001, 5.1163451E+001, 5.4814581E+001, 6.6120145E+001, 5.0504219E-002, 4.0768683E-002, 4.2992653E-001, 4.1297675E-001, 4.0374981E-001, 3.9143403E-001, 1.6186768E-001, 1.5277045E-001, 1.5220838E-001, 1.7177729E-001, 1.2719896E+002, 1.2896241E+002, 1.3731664E+002, 1.4419380E+002, 1.4894735E+002, 1.0227548E+002, 1.0613512E+002, 1.2587820E+002, 1.4737701E+002, 1.6289536E+002
 8.4001355E+002, 1.2205886E+002, 4.3541935E+001, 4.3063298E+001, 4.3185933E+001, 4.5851932E+001, 1.4113265E+002, 9.0672395E+001, 8.6297890E+001, 8.2270906E+001, 7.6234690E+001, 6.2452433E+001, 8.9677447E+001, 5.0311741E+001, 5.0032434E+001, 5.0695543E+001, 5.4088249E+001, 6.3856571E+001, 5.0098159E-002, 3.5069851E-002, 3.9868024E-001, 3.8944576E-001, 3.7205122E-001, 3.2079403E-001, 1.6203133E-001, 1.5640865E-001, 1.5953568E-001, 1.7427588E-001, 1.2593325E+002, 1.2858764E+002, 1.3758119E+002, 1.4387619E+002, 1.4824707E+002, 1.0146596E+002, 1.0681675E+002, 1.2687792E+002, 1.4608631E+002, 1.5839851E+002
 8.5000910E+002, 1.2004703E+002, 4.3902570E+001, 4.3203316E+001, 4.3220208E+001, 4.5311694E+001, 1.3931037E+002, 8.8895748E+001, 8.3983342E+001, 7.9710376E+001, 7.4634474E+001, 6.1554959E+001, 8.7687188E+001, 5.0042663E+001, 4.9846818E+001, 5.0692907E+001, 5.3928457E+001, 6.2640415E+001, 5.3081532E-002, 3.9579090E-002, 3.7577090E-001, 3.4540407E-001, 3.2669316E-001, 3.1150603E-001, 1.6079989E-001, 1.5224782E-001, 1.4957399E-001, 1.6194331E-001, 1.2369309E+002, 1.2732575E+002, 1.3648831E+002, 1.4290485E+002, 1.4729499E+002, 1.0274438E+002, 1.0828691E+002, 1.2474840E+002, 1.4493753E+002, 1.5768963E+002
 8.6000251E+002, 1.1858426E+002, 4.4539431E+001, 4.4062671E+001, 4.3806628E+001, 4.5281169E+001, 1.3656291E+002, 8.8233375E+001, 8.3128717E+001, 7.8680163E+001, 7.4108169E+001, 6.1865557E+001, 8.9573782E+001, 5.0083415E+001, 4.9811620E+001, 5.0738285E+001, 5.4107628E+001, 6.3069713E+001, 5.5570080E-002, 5.3155209E-002, 3.9316329E-001, 4.0033963E-001, 3.6649799E-001, 3.3006443E-001, 1.5895199E-001, 1.4930877E-001, 1.5806318E-001, 1.9619673E-001, 1.1924954E+002, 1.2365932E+002, 1.3400409E+002, 1.4056440E+002, 1.4519566E+002, 1.0259665E+002, 1.0750949E+002, 1.2101741E+002, 1.4333621E+002, 1.5651011E+002
 8.7000579E+002, 1.1835475E+002, 4.4514882E+001, 4.4220603E+001, 4.4089646E+001, 4.5147867E+001, 1.3448053E+002, 8.7746774E+001, 8.3232926E+001, 7.8532944E+001, 7.3493305E+001, 6.3142423E+001, 8.7522976E+001, 4.9976944E+001, 4.9689756E+001, 5.0732400E+001, 5.4746440E+001, 6.3318653E+001, 4.3155323E-002, 3.1831196E-002, 3.8641567E-001, 3.7356612E-001, 3.4908940E-001, 3.2769963E-001, 1.5610565E-001, 1.4965330E-001, 1.5035504E-001, 1.6904887E-001, 1.1975895E+002, 1.2347452E+002, 1.3215393E+002, 1.3889563E+002, 1.4368160E+002, 9.7344821E+001, 1.0410805E+002, 1.1889587E+002, 1.4242094E+002, 1.5466884E+002
 8.8000895E+002, 1.1704130E+002, 4.4222421E+001, 4.3860998E+001, 4.3656088E+001, 4.5380982E+001, 1.3329509E+002, 8.6120160E+001, 8.1104615E+001, 7.6899032E+001, 7.2413802E+001, 6.2966063E+001, 8.5330650E+001, 4.9593805E+001, 4.9405421E+001, 5.0374775E+001, 5.4119296E+001, 6.2690666E+001, 4.2892389E-002, 3.2584632E-002, 3.1254276E-001, 2.8694644E-001, 2.8423631E-001, 2.7261787E-001, 1.4825451E-001, 1.4108052E-001, 1.3925286E-001, 1.5316122E-001, 1.1991565E+002, 1.2322014E+002, 1.3069009E+002, 1.3730337E+002, 1.4223384E+002, 9.3542111E+001, 1.0160869E+002, 1.1644795E+002, 1.3848952E+002, 1.5081343E+002
 8.9000593E+002, 1.1633463E+002, 4.3846584E+001, 4.3545877E+001, 4.3275140E+001, 4.5258031E+001, 1.3158769E+002, 8.4783044E+001, 7.9072445E+001, 7.5245214E+001, 7.0418860E+001, 6.1440053E+001, 8.5551682E+001, 4.9362452E+001, 4.9132672E+001, 5.0001500E+001, 5.3537411E+001, 6.1197906E+001, 3.9052838E-002, 3.0473615E-002, 3.4005924E-001, 3.0694498E-001, 3.0829441E-001, 2.7348458E-001, 1.4427090E-001, 1.3485862E-001, 1.3809278E-001, 1.5908338E-001, 1.1939808E+002, 1.2222325E+002, 1.2911904E+002, 1.3523560E+002, 1.4008393E+002, 9.2900992E+001, 1.0091326E+002, 1.1728954E+002, 1.3633387E+002, 1.5057500E+002
 9.0000047E+002, 1.1547340E+002, 4.3833318E+001, 4.3391969E+001, 4.2994744E+001, 4.4871658E+001, 1.3042458E+002, 8.5390738E+001, 8.0173490E+001, 7.6361504E+001, 7.0624587E+001, 6.0106096E+001, 8.5619607E+001, 4.9114091E+001, 4.8814002E+001, 4.9676045E+001, 5.3110817E+001, 6.1641609E+001, 4.8772208E-002, 3.1761982E-002, 4.0752281E-001, 4.0627725E-001, 3.7364460E-001, 3.1389986E-001, 1.4173717E-001, 1.3330931E-001, 1.3146817E-001, 1.4784937E-001, 1.1879731E+002, 1.2198797E+002, 1.2875718E+002, 1.3450677E+002, 1.3876849E+002, 9.4415928E+001, 1.0117238E+002, 1.1675752E+002, 1.3643751E+002, 1.5007544E+002
 9.1001045E+002, 1.1363416E+002, 4.3793285E+001, 4.3337874E+001, 4.2814586E+001, 4.4408878E+001, 1.2969982E+002, 8.4957352E+001, 8.0384438E+001, 7.6575989E+001, 7.1461697E+001, 6.0492629E+001, 8.4387651E+001, 4.8846737E+001, 4.8475181E+001, 4.9211172E+001, 5.2598713E+001, 6.1058362E+001, 4.1163384E-002, 3.0789846E-002, 3.6246063E-001, 3.6156245E-001, 3.5357232E-001, 3.4076665E-001, 1.3944034E-001, 1.3156690E-001, 1.3103887E-001, 1.5901080E-001, 1.1472994E+002, 1.1895738E+002, 1.2810611E+002, 1.3392473E+002, 1.3781992E+002, 9.3866316E+001, 9.9745664E+001, 1.1762592E+002, 1.3501732E+002, 1.4676744E+002
 9.2001349E+002, 1.1188785E+002, 4.3619805E+001, 4.3137051E+001, 4.2639059E+001, 4.4084937E+001, 1.2874007E+002, 8.4882862E+001, 8.0597601E+001, 7.7040941E+001, 7.2410500E+001, 6.0287891E+001, 8.2753807E+001, 4.8817534E+001, 4.8434186E+001, 4.9088231E+001, 5.2574435E+001, 6.1200449E+001, 4.3312139E-002, 3.3369020E-002, 3.3951275E-001, 3.3919774E-001, 3.3492534E-001, 3.2533636E-001, 1.5991348E-001, 1.4431834E-001, 1.4383628E-001, 1.5811752E-001, 1.1572767E+002, 1.1896974E+002, 1.2712162E+002, 1.3281208E+002, 1.3670813E+002, 9.2566655E+001, 9.8880305E+001, 1.1467967E+002, 1.3245226E+002, 1.4555203E+002
 9.3000116E+002, 1.4194027E+002, 4.3507841E+001, 4.3088175E+001, 4.2617565E+001, 4.6168968E+001, 1.5936034E+002, 8.7939656E+001, 8.4015419E+001, 8.1152694E+001, 7.8082345E+001, 6.6991854E+001, 1.1996526E+002, 6.7742857E+001, 6.8165044E+001, 6.9419386E+001, 7.1100086E+001, 7.4312422E+001, 4.5196971E-001, 2.8145717E-001, 1.8581538E+000, 1.4904365E+000, 1.2257687E+000, 9.9756178E-001, 2.0415211E+000, 1.9628327E+000, 1.9518958E+000, 1.8538121E+000, 2.2327226E+002, 2.4498053E+002, 2.6608546E+002, 2.6974485E+002, 2.7188016E+002, 1.6838925E+002, 1.9067975E+002, 2.1872696E+002, 2.3003956E+002, 2.3370619E+002
 9.4000079E+002, 3.0999871E+002, 4.7440607E+001, 4.7543387E+001, 4.8290087E+001, 5.3947225E+001, 3.7399726E+002, 1.4488000E+002, 1.3558448E+002, 1.3011519E+002, 1.2192213E+002, 9.5542646E+001, 2.8957425E+002, 1.6416451E+002, 1.6513036E+002, 1.6629697E+002, 1.6660847E+002, 1.5366418E+002, 2.0895370E+000, 1.1989894E+000, 7.8252233E+000, 6.4649431E+000, 5.5074138E+000, 4.2842205E+000, 5.4471696E+000, 5.1157310E+000, 5.0190850E+000, 5.0514001E+000, 5.7582383E+002, 6.2195898E+002, 6.7179575E+002, 6.8574316E+002, 6.8014917E+002, 4.2450078E+002, 5.2943479E+002, 5.8200416E+002, 5.9135815E+002, 5.7987444E+002
 9.5000076E+002, 5.4569945E+002, 6.9709869E+001, 6.5363639E+001, 6.1349608E+001, 6.4369425E+001, 6.5210385E+002, 3.2124172E+002, 2.9559963E+002, 2.7186686E+002, 2.3998197E+002, 1.5054510E+002, 4.4043780E+002, 2.0670885E+002, 2.0279936E+002, 2.0436843E+002, 2.1358264E+002, 2.2711070E+002, 7.3804116E+000, 4.5745966E+000, 2.5361312E+001, 2.2111232E+001, 1.9063963E+001, 1.4966476E+001, 7.6277468E+000, 7.0320943E+000, 6.7731497E+000, 6.7976859E+000, 7.8934392E+002, 8.1514126E+002, 8.4115223E+002, 8.4634885E+002, 8.4123178E+002, 6.3887318E+002, 7.5266433E+002, 8.2324417E+002, 8.4462508E+002, 8.4010006E+002
 9.6000214E+002, 7.0478690E+002, 1.2039370E+002, 1.0581530E+002, 9.4694807E+001, 9.6545191E+001, 8.0476500E+002, 5.5653292E+002, 5.1943846E+002, 4.7858377E+002, 4.2149226E+002, 2.4630638E+002, 4.8428591E+002, 1.9673818E+002, 1.9461889E+002, 2.0127894E+002, 2.2304489E+002, 2.6062629E+002, 1.1859643E+001, 8.2678769E+000, 3.3099743E+001, 3.0046095E+001, 2.7124966E+001, 2.2523089E+001, 8.1281785E+000, 7.6878633E+000, 7.4460157E+000, 7.2882093E+000, 8.2544912E+002, 8.4525486E+002, 8.6816070E+002, 8.7448360E+002, 8.7168060E+002, 7.5959141E+002, 8.4126713E+002, 9.4019983E+002, 9.7024492E+002, 9.6893420E+002
 9.7000480E+002, 7.6135837E+002, 1.6385421E+002, 1.4118949E+002, 1.2795965E+002, 1.2433371E+002, 8.4676959E+002, 6.9216884E+002, 6.5551142E+002, 6.1581080E+002, 5.4807876E+002, 3.0761369E+002, 5.2741594E+002, 2.2712164E+002, 2.2430893E+002, 2.2951574E+002, 2.4712440E+002, 2.9853258E+002, 1.5470454E+001, 1.0882833E+001, 4.1707489E+001, 3.8472649E+001, 3.5337957E+001, 3.0102892E+001, 1.2968545E+001, 1.2444500E+001, 1.2018785E+001, 1.1525486E+001, 8.4534239E+002, 8.6466440E+002, 8.8508626E+002, 8.9059911E+002, 8.8781410E+002, 8.5686764E+002, 9.2883524E+002, 1.0169744E+003, 1.0512835E+003, 1.0492038E+003
 9.8000246E+002, 7.9388026E+002, 2.1331564E+002, 1.8689655E+002, 1.7149325E+002, 1.3500934E+002, 8.7450679E+002, 7.7061053E+002, 7.3433725E+002, 6.9610144E+002, 6.2883475E+002, 3.5621540E+002, 5.4734006E+002, 2.5074526E+002, 2.4882953E+002, 2.5189161E+002, 2.6812932E+002, 3.1218113E+002, 1.4525938E+001, 1.0889054E+001, 4.4021268E+001, 4.0650470E+001, 3.7495265E+001, 3.1604584E+001, 1.0565018E+001, 9.7518085E+000, 9.2579872E+000, 8.9228758E+000, 8.6480603E+002, 8.8237370E+002, 9.0157532E+002, 9.0760718E+002, 9.0581448E+002, 8.7435112E+002, 9.3244250E+002, 1.0211732E+003, 1.0595030E+003, 1.0615191E+003
 9.9000467E+002, 8.0083312E+002, 2.3318942E+002, 2.0945548E+002, 1.9342671E+002, 1.3535558E+002, 8.7801117E+002, 7.7008257E+002, 7.2975712E+002, 6.8865795E+002, 6.0755773E+002, 3.6325327E+002, 5.7245181E+002, 2.5261356E+002, 2.4397605E+002, 2.4428596E+002, 2.6430122E+002, 3.1904048E+002, 1.5691938E+001, 1.0770372E+001, 4.4518946E+001, 3.9921847E+001, 3.5342337E+001, 2.8808068E+001, 1.3028728E+001, 1.1929489E+001, 1.1250799E+001, 1.0863149E+001, 8.7776589E+002, 8.9637425E+002, 9.1602790E+002, 9.2158713E+002, 9.1949020E+002, 8.5746363E+002, 9.2548665E+002, 1.0233624E+003, 1.0671551E+003, 1.0688571E+003
 1.0000000E+003, 8.0706114E+002, 2.4596126E+002, 2.2163022E+002, 2.0113261E+002, 1.4657843E+002, 8.8452065E+002, 7.8589389E+002, 7.5131172E+002, 7.1240464E+002, 6.3658537E+002, 3.7564105E+002, 5.8106871E+002, 2.7571528E+002, 2.6450228E+002, 2.6184451E+002, 2.8108003E+002, 3.2911876E+002, 1.5124010E+001, 1.1243967E+001, 4.4407418E+001, 4.1096701E+001, 3.7906362E+001, 3.1776009E+001, 1.4985843E+001, 1.3845682E+001, 1.3041052E+001, 1.2319958E+001, 8.9369907E+002, 9.0980729E+002, 9.2852652E+002, 9.3430334E+002, 9.3211428E+002, 8.7283028E+002, 9.3138675E+002, 1.0442109E+003, 1.0843133E+003, 1.0884099E+003
 1.0100022E+003, 8.2553515E+002, 2.5630129E+002, 2.2804240E+002, 2.0668210E+002, 1.4793215E+002, 9.0516219E+002, 8.0157455E+002, 7.7308334E+002, 7.4689490E+002, 6.8480974E+002, 4.0179887E+002, 5.9485873E+002, 2.8556627E+002, 2.7367891E+002, 2.7386578E+002, 2.9227441E+002, 3.4661311E+002, 1.5155631E+001, 1.0434591E+001, 5.1946249E+001, 4.8315160E+001, 4.4724981E+001, 3.8013811E+001, 1.5677602E+001, 1.4581466E+001, 1.3963697E+001, 1.3474920E+001, 9.0488206E+002, 9.2234396E+002, 9.4160326E+002, 9.4678803E+002, 9.4374385E+002, 9.0634678E+002, 9.4343997E+002, 1.0777220E+003, 1.1231775E+003, 1.1252047E+003
 1.0200045E+003, 8.2971229E+002, 2.6858417E+002, 2.4249313E+002, 2.2262809E+002, 1.5653786E+002, 9.1810064E+002, 8.1059693E+002, 7.8581351E+002, 7.6081899E+002, 6.9841705E+002, 4.1450619E+002, 6.3314896E+002, 3.2805887E+002, 3.1377354E+002, 3.1256353E+002, 3.3242973E+002, 3.8209617E+002, 1.7066788E+001, 1.2607291E+001, 4.9037521E+001, 4.5320060E+001, 4.2139622E+001, 3.6231534E+001, 1.7608806E+001, 1.6459360E+001, 1.5762871E+001, 1.5314217E+001, 9.1936178E+002, 9.3593248E+002, 9.5398505E+002, 9.5862657E+002, 9.5563631E+002, 9.2537339E+002, 9.6224170E+002, 1.0925672E+003, 1.1380543E+003, 1.1381291E+003
 1.0300005E+003, 8.3350457E+002, 2.7935061E+002, 2.5147784E+002, 2.3512291E+002, 1.5837984E+002, 9.3277965E+002, 8.2727191E+002, 7.8687734E+002, 7.6253909E+002, 7.1523378E+002, 4.4369432E+002, 6.1208941E+002, 3.1333978E+002, 2.9968823E+002, 2.9797697E+002, 3.1601099E+002, 3.6604454E+002, 1.7731987E+001, 1.2896913E+001, 5.4663094E+001, 5.0147828E+001, 4.6645571E+001, 4.0971134E+001, 1.5711685E+001, 1.4786501E+001, 1.4140408E+001, 1.3524854E+001, 9.3236223E+002, 9.4809840E+002, 9.6521667E+002, 9.7021576E+002, 9.6796534E+002, 9.3112777E+002, 9.6933587E+002, 1.0952885E+003, 1.1386789E+003, 1.1425880E+003
 1.0400036E+003, 8.4000801E+002, 2.8126371E+002, 2.5426014E+002, 2.4106712E+002, 1.6162308E+002, 9.3013454E+002, 7.9519416E+002, 7.5554327E+002, 7.2609154E+002, 6.7791857E+002, 4.2564623E+002, 6.3087070E+002, 3.2830652E+002, 3.1345075E+002, 3.0944772E+002, 3.2185667E+002, 3.6000041E+002, 1.7378515E+001, 1.3013678E+001, 5.2845771E+001, 4.9049989E+001, 4.5414132E+001, 3.8617506E+001, 1.8679900E+001, 1.7343178E+001, 1.6476734E+001, 1.5543802E+001, 9.5243514E+002, 9.6690945E+002, 9.8412479E+002, 9.8964469E+002, 9.8818906E+002, 9.6295097E+002, 1.0196006E+003, 1.1317801E+003, 1.1739115E+003, 1.1763619E+003
 1.0500008E+003, 8.5417733E+002, 2.9410873E+002, 2.6529195E+002, 2.4899381E+002, 1.6173819E+002, 9.4421308E+002, 8.1077874E+002, 7.8108848E+002, 7.5567710E+002, 7.0825808E+002, 4.5478403E+002, 6.3062049E+002, 3.2303753E+002, 3.0879947E+002, 3.0477478E+002, 3.1527512E+002, 3.6486079E+002, 1.7281670E+001, 1.2304172E+001, 5.2742644E+001, 4.8850771E+001, 4.5257294E+001, 3.8679193E+001, 1.5384005E+001, 1.4140015E+001, 1.3418454E+001, 1.2649209E+001, 9.7320956E+002, 9.8736590E+002, 1.0047163E+003, 1.0101908E+003, 1.0084756E+003, 9.6377406E+002, 1.0216521E+003, 1.1366605E+003, 1.1807787E+003, 1.1836299E+003
 1.0600016E+003, 8.4975892E+002, 2.8522615E+002, 2.5969640E+002, 2.4555538E+002, 1.4627625E+002, 9.2847111E+002, 7.8350480E+002, 7.5334687E+002, 7.1830056E+002, 6.5485291E+002, 4.2749209E+002, 6.2789469E+002, 2.9582762E+002, 2.7905768E+002, 2.7334997E+002, 2.8357262E+002, 3.4562610E+002, 1.7978773E+001, 1.2617842E+001, 4.9024843E+001, 4.4433457E+001, 3.9852277E+001, 3.3758079E+001, 1.5041231E+001, 1.3653798E+001, 1.2688882E+001, 1.1661792E+001, 9.8888424E+002, 1.0031642E+003, 1.0202500E+003, 1.0257989E+003, 1.0244483E+003, 9.7857183E+002, 1.0297744E+003, 1.1575101E+003, 1.1975537E+003, 1.1985576E+003
