s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 1.0700015E+003, 2.9177861E+002, 2.1752054E+002, 1.8908444E+002, 1.7035973E+002, 1.2208535E+002, 6.2186089E+002, 4.1742078E+002, 3.7193950E+002, 3.3344120E+002, 2.8754268E+002, 1.8607328E+002, 4.0639186E+002, 2.6972151E+002, 2.6492439E+002, 2.5973095E+002, 2.5043871E+002, 1.9363982E+002, 5.3440975E+000, 3.0737889E+000, 8.4094151E+000, 7.5100840E+000, 6.7727788E+000, 5.9160463E+000, 3.7253061E+000, 3.7304283E+000, 3.7888748E+000, 3.9038468E+000, 6.1751700E+002, 6.2989807E+002, 6.4240532E+002, 6.4468290E+002, 6.4267905E+002, 6.5351052E+002, 6.5417239E+002, 6.5806820E+002, 6.5773653E+002, 6.5556319E+002
 1.0800019E+003, 2.9254638E+002, 2.2275021E+002, 2.0124090E+002, 1.8193683E+002, 1.2113361E+002, 5.6771485E+002, 3.7738504E+002, 3.4188046E+002, 3.1270459E+002, 2.7867706E+002, 1.8386638E+002, 4.6292473E+002, 3.0087359E+002, 2.9594275E+002, 2.8917216E+002, 2.7592140E+002, 2.0473586E+002, 5.4313703E+000, 3.5450069E+000, 8.0857699E+000, 6.8070388E+000, 5.7707853E+000, 4.7102926E+000, 7.8131942E+000, 7.4890469E+000, 7.1914030E+000, 6.6618509E+000, 6.1536483E+002, 6.2711557E+002, 6.3886665E+002, 6.4121699E+002, 6.3955851E+002, 6.9258655E+002, 6.8127776E+002, 6.8214889E+002, 6.8062460E+002, 6.7705669E+002
 1.0900025E+003, 2.7125557E+002, 2.1129867E+002, 1.9303876E+002, 1.7831359E+002, 1.2211793E+002, 5.5696722E+002, 3.8612291E+002, 3.4917189E+002, 3.1652790E+002, 2.7940678E+002, 1.8308052E+002, 5.2700376E+002, 3.3673589E+002, 3.2816308E+002, 3.1749526E+002, 2.9694436E+002, 2.1373329E+002, 4.4854490E+000, 2.6978693E+000, 8.0335968E+000, 6.9432552E+000, 6.0695477E+000, 5.0933663E+000, 6.2037567E+000, 6.0291749E+000, 5.8264276E+000, 5.4032600E+000, 6.2318587E+002, 6.3613307E+002, 6.4933414E+002, 6.5165519E+002, 6.4886428E+002, 7.0326264E+002, 6.9461732E+002, 6.9779357E+002, 6.9779224E+002, 6.9593701E+002
 1.1000018E+003, 2.7826650E+002, 2.1221973E+002, 1.9018241E+002, 1.7734956E+002, 1.2523618E+002, 5.3362541E+002, 3.6056612E+002, 3.2430980E+002, 2.9466648E+002, 2.6106094E+002, 1.7903825E+002, 5.6219342E+002, 3.5283681E+002, 3.4186381E+002, 3.2793762E+002, 3.0210236E+002, 2.1499356E+002, 5.0049216E+000, 3.0124248E+000, 6.7424225E+000, 5.8376656E+000, 5.2497551E+000, 4.5266890E+000, 7.4734866E+000, 7.0761540E+000, 6.7246245E+000, 6.2105275E+000, 6.3288973E+002, 6.4585243E+002, 6.5859690E+002, 6.6031875E+002, 6.5739829E+002, 7.0510358E+002, 7.0201481E+002, 7.0662552E+002, 7.0720408E+002, 7.0557061E+002
 1.1100005E+003, 2.8278450E+002, 2.1356391E+002, 1.9350468E+002, 1.7937147E+002, 1.2651547E+002, 4.9394260E+002, 3.2613593E+002, 2.9843083E+002, 2.7755458E+002, 2.5024648E+002, 1.7275163E+002, 5.7428790E+002, 3.7457090E+002, 3.6171503E+002, 3.4583941E+002, 3.1860740E+002, 2.2718707E+002, 4.6231507E+000, 2.9614800E+000, 5.5913741E+000, 5.0523711E+000, 4.6709521E+000, 4.1732830E+000, 6.8250421E+000, 6.5883925E+000, 6.3401552E+000, 6.0021070E+000, 6.4138005E+002, 6.5560398E+002, 6.6884373E+002, 6.7030495E+002, 6.6695774E+002, 7.1613763E+002, 7.0721824E+002, 7.0990070E+002, 7.0991719E+002, 7.0832052E+002
 1.1200012E+003, 2.7441328E+002, 2.0467210E+002, 1.8826960E+002, 1.7444447E+002, 1.2356298E+002, 4.4673399E+002, 2.9467991E+002, 2.7205164E+002, 2.5561389E+002, 2.3598534E+002, 1.7238016E+002, 5.4459469E+002, 3.5898636E+002, 3.5150014E+002, 3.3959590E+002, 3.1726066E+002, 2.3071062E+002, 4.3427471E+000, 2.8657004E+000, 5.6550191E+000, 4.9910150E+000, 4.5202123E+000, 4.0448740E+000, 7.3419457E+000, 7.2460099E+000, 7.0799861E+000, 6.6537783E+000, 6.4853808E+002, 6.6190722E+002, 6.7554640E+002, 6.7771236E+002, 6.7488029E+002, 7.4129351E+002, 7.1954494E+002, 7.2178532E+002, 7.2129981E+002, 7.1947697E+002
 1.1300023E+003, 2.6611780E+002, 1.9816371E+002, 1.8351098E+002, 1.7165766E+002, 1.1986240E+002, 4.8691673E+002, 3.0786402E+002, 2.7947804E+002, 2.5760377E+002, 2.3350745E+002, 1.6933493E+002, 5.2284112E+002, 3.4796495E+002, 3.4346481E+002, 3.3381001E+002, 3.1235149E+002, 2.2026562E+002, 4.6566816E+000, 2.8740169E+000, 7.3147660E+000, 6.0041827E+000, 5.0941237E+000, 4.2117569E+000, 5.7528849E+000, 5.6817157E+000, 5.5619754E+000, 5.2793862E+000, 6.5755398E+002, 6.7056378E+002, 6.8390373E+002, 6.8597687E+002, 6.8335816E+002, 7.4067855E+002, 7.2758831E+002, 7.3123328E+002, 7.3145988E+002, 7.3005063E+002
 1.1400014E+003, 2.7529223E+002, 2.0683867E+002, 1.8826266E+002, 1.7429482E+002, 1.2144242E+002, 4.9111283E+002, 3.1055020E+002, 2.7700978E+002, 2.5350504E+002, 2.2857538E+002, 1.7369125E+002, 4.8191594E+002, 3.2676652E+002, 3.1949885E+002, 3.0829621E+002, 2.8671933E+002, 2.0536518E+002, 4.8517410E+000, 2.9801816E+000, 5.7208042E+000, 5.0337598E+000, 4.5181133E+000, 3.9697991E+000, 5.2892442E+000, 5.1889405E+000, 5.0541520E+000, 4.7795203E+000, 6.6298968E+002, 6.7591094E+002, 6.8955538E+002, 6.9120260E+002, 6.8877549E+002, 7.4704164E+002, 7.3328021E+002, 7.3254084E+002, 7.3145993E+002, 7.2980611E+002
 1.1500027E+003, 2.6983404E+002, 2.0775142E+002, 1.8916891E+002, 1.7370742E+002, 1.2933595E+002, 4.9928444E+002, 3.2267298E+002, 2.9143576E+002, 2.6811073E+002, 2.4296156E+002, 1.8167498E+002, 4.2058803E+002, 2.9925767E+002, 2.9340869E+002, 2.8503052E+002, 2.6816789E+002, 1.9382880E+002, 5.5791445E+000, 3.3853747E+000, 7.8607423E+000, 6.8725251E+000, 6.0800039E+000, 5.1480182E+000, 4.6432638E+000, 4.6206037E+000, 4.6145491E+000, 4.5500823E+000, 6.6537734E+002, 6.7845042E+002, 6.9249637E+002, 6.9458221E+002, 6.9157407E+002, 7.6982786E+002, 7.4815596E+002, 7.4664455E+002, 7.4432697E+002, 7.4172180E+002
 1.1600022E+003, 2.6084984E+002, 2.0401595E+002, 1.8709029E+002, 1.7196254E+002, 1.3073544E+002, 5.3171658E+002, 3.5051141E+002, 3.1858525E+002, 2.9337525E+002, 2.6333789E+002, 1.8412944E+002, 3.9417632E+002, 2.8191464E+002, 2.7777176E+002, 2.7133701E+002, 2.5743954E+002, 1.9067984E+002, 5.0927796E+000, 3.1565064E+000, 8.2133804E+000, 7.0541916E+000, 6.2060970E+000, 5.1602491E+000, 4.8059847E+000, 4.7499770E+000, 4.6712461E+000, 4.5146152E+000, 6.7223732E+002, 6.8555940E+002, 6.9903847E+002, 7.0103582E+002, 6.9837810E+002, 7.7858872E+002, 7.5809628E+002, 7.5659403E+002, 7.5490592E+002, 7.5289930E+002
 1.1700028E+003, 2.7179781E+002, 2.2006631E+002, 2.0073594E+002, 1.8326866E+002, 1.2933961E+002, 5.2483042E+002, 3.3160483E+002, 2.9730161E+002, 2.7180902E+002, 2.4309149E+002, 1.7285908E+002, 4.5720272E+002, 3.0392857E+002, 3.0082864E+002, 2.9413518E+002, 2.7970886E+002, 2.0513542E+002, 5.2902178E+000, 3.3773482E+000, 5.8448308E+000, 4.9029312E+000, 4.2646988E+000, 3.5855960E+000, 6.5071917E+000, 6.4505405E+000, 6.3600891E+000, 6.1462023E+000, 6.8120809E+002, 6.9426988E+002, 7.0817663E+002, 7.1069159E+002, 7.0829877E+002, 7.8723750E+002, 7.6140444E+002, 7.5871280E+002, 7.5619600E+002, 7.5362652E+002
 1.1800001E+003, 2.7441762E+002, 2.2726238E+002, 2.0689393E+002, 1.8721478E+002, 1.2885872E+002, 5.2846785E+002, 3.2820872E+002, 2.9324875E+002, 2.6743556E+002, 2.3732366E+002, 1.7023588E+002, 4.8600020E+002, 3.2285712E+002, 3.2134270E+002, 3.1536223E+002, 3.0138743E+002, 2.1196854E+002, 5.2623051E+000, 3.3624649E+000, 6.4829483E+000, 5.5842314E+000, 4.9251294E+000, 4.1243525E+000, 6.4455663E+000, 6.3327282E+000, 6.2184211E+000, 6.0160433E+000, 6.8821653E+002, 7.0138923E+002, 7.1587463E+002, 7.1816072E+002, 7.1554394E+002, 8.0133342E+002, 7.6661233E+002, 7.6361806E+002, 7.6081178E+002, 7.5834442E+002
 1.1900027E+003, 2.7358901E+002, 2.2351054E+002, 2.0123880E+002, 1.8384402E+002, 1.2826478E+002, 4.9291574E+002, 3.1278413E+002, 2.8255986E+002, 2.6090561E+002, 2.3597750E+002, 1.7358764E+002, 5.0452336E+002, 3.4601499E+002, 3.4422921E+002, 3.3601422E+002, 3.1482334E+002, 2.1755225E+002, 4.8085780E+000, 2.8706159E+000, 5.9587875E+000, 5.2923493E+000, 4.8545448E+000, 4.4094937E+000, 7.5973805E+000, 7.4956288E+000, 7.2527198E+000, 6.6641756E+000, 6.9624264E+002, 7.0957331E+002, 7.2363937E+002, 7.2589263E+002, 7.2323917E+002, 8.0597954E+002, 7.7248045E+002, 7.6885514E+002, 7.6572663E+002, 7.6317091E+002
 1.2000002E+003, 2.7602354E+002, 2.1686619E+002, 1.9342141E+002, 1.7704944E+002, 1.2934457E+002, 4.8698948E+002, 3.1131047E+002, 2.8536089E+002, 2.6629411E+002, 2.4322551E+002, 1.7548036E+002, 5.1576311E+002, 3.4785572E+002, 3.4662174E+002, 3.3840136E+002, 3.1653051E+002, 2.2959556E+002, 4.3983326E+000, 2.5683400E+000, 7.2234099E+000, 6.2534236E+000, 5.5132234E+000, 4.6666431E+000, 6.9869637E+000, 6.8184928E+000, 6.6672228E+000, 6.3353466E+000, 7.0245149E+002, 7.1686815E+002, 7.3117241E+002, 7.3323260E+002, 7.3048356E+002, 8.1537597E+002, 7.8129176E+002, 7.7590663E+002, 7.7195087E+002, 7.6903276E+002
 1.2100001E+003, 2.6247268E+002, 1.9882897E+002, 1.7753153E+002, 1.6309375E+002, 1.2517303E+002, 4.8134665E+002, 3.1540185E+002, 2.8991112E+002, 2.7085477E+002, 2.4775924E+002, 1.7898291E+002, 5.5170388E+002, 3.6833859E+002, 3.6708324E+002, 3.5707642E+002, 3.3039143E+002, 2.2397648E+002, 3.7119758E+000, 2.2625103E+000, 5.9896812E+000, 5.3148129E+000, 4.8510383E+000, 4.2996504E+000, 8.7638990E+000, 8.4873354E+000, 8.0341477E+000, 7.1676235E+000, 7.1073475E+002, 7.2459152E+002, 7.3884611E+002, 7.4085474E+002, 7.3834938E+002, 8.2147515E+002, 7.8633237E+002, 7.8117917E+002, 7.7733378E+002, 7.7437628E+002
 1.2200033E+003, 2.4382514E+002, 1.8092113E+002, 1.6017849E+002, 1.4708278E+002, 1.1762337E+002, 4.6629419E+002, 3.1136421E+002, 2.8212816E+002, 2.6112467E+002, 2.3672405E+002, 1.7083063E+002, 5.4955254E+002, 3.7870922E+002, 3.7485471E+002, 3.5975647E+002, 3.2807292E+002, 2.2588430E+002, 1.9568667E+000, 1.2801847E+000, 4.9035239E+000, 4.2742711E+000, 3.7746691E+000, 3.2831015E+000, 6.9333530E+000, 6.7220459E+000, 6.3881432E+000, 5.8351859E+000, 7.1978425E+002, 7.3459023E+002, 7.4978626E+002, 7.5257488E+002, 7.4967329E+002, 8.1055011E+002, 7.8438763E+002, 7.8191535E+002, 7.7986582E+002, 7.7711427E+002
 1.2300036E+003, 2.0439880E+002, 1.5149329E+002, 1.3433959E+002, 1.2441907E+002, 1.0185346E+002, 4.0541368E+002, 2.7415653E+002, 2.4776318E+002, 2.2859124E+002, 2.0743761E+002, 1.5210958E+002, 4.3652613E+002, 3.2085993E+002, 3.1543201E+002, 3.0293944E+002, 2.7678418E+002, 1.9606921E+002, 5.3546897E-001, 4.5602745E-001, 2.9212638E+000, 2.6377800E+000, 2.4383557E+000, 2.2099906E+000, 2.4268900E+000, 2.5563319E+000, 2.6314426E+000, 2.6227201E+000, 7.3010430E+002, 7.4631524E+002, 7.6497269E+002, 7.6791868E+002, 7.6507621E+002, 7.6334762E+002, 7.6502001E+002, 7.7773020E+002, 7.8068886E+002, 7.7925057E+002
 1.2400041E+003, 1.6597086E+002, 1.2353576E+002, 1.1125690E+002, 1.0423142E+002, 8.6273421E+001, 3.2960538E+002, 2.2893179E+002, 2.1057116E+002, 1.9562931E+002, 1.7786733E+002, 1.2924017E+002, 3.0292497E+002, 2.3307606E+002, 2.2817427E+002, 2.1960650E+002, 2.0260964E+002, 1.5124872E+002, 2.9784191E-001, 2.9443980E-001, 2.1216113E+000, 2.0467198E+000, 1.9555337E+000, 1.8195483E+000, 1.2066140E+000, 1.2339210E+000, 1.2665205E+000, 1.3215253E+000, 6.3662964E+002, 6.5773606E+002, 6.8390517E+002, 6.9374203E+002, 6.9604632E+002, 6.1237317E+002, 6.7007745E+002, 7.0501341E+002, 7.1400439E+002, 7.1667154E+002
 1.2500026E+003, 1.3550066E+002, 1.0373432E+002, 9.4614644E+001, 8.9536038E+001, 7.3056211E+001, 2.8890504E+002, 2.1071438E+002, 1.9660632E+002, 1.8440143E+002, 1.6798432E+002, 1.2114461E+002, 2.2228324E+002, 1.7921922E+002, 1.7507132E+002, 1.6933683E+002, 1.5894052E+002, 1.2676391E+002, 2.3036575E-001, 1.9755501E-001, 2.4349290E+000, 2.3708813E+000, 2.2861280E+000, 2.1099979E+000, 1.1015566E+000, 1.1289524E+000, 1.1607889E+000, 1.2070821E+000, 5.5436551E+002, 5.7188171E+002, 5.9467621E+002, 6.1355030E+002, 6.2245071E+002, 4.9440650E+002, 5.7550302E+002, 6.3250926E+002, 6.4117378E+002, 6.4534645E+002
 1.2600043E+003, 1.1359411E+002, 9.0453687E+001, 8.3436181E+001, 7.8814408E+001, 6.4558889E+001, 2.7187812E+002, 2.0180604E+002, 1.8975489E+002, 1.7886173E+002, 1.6306605E+002, 1.1635050E+002, 1.7043347E+002, 1.4570412E+002, 1.4274159E+002, 1.3905706E+002, 1.3245526E+002, 1.1140568E+002, 2.3854430E-001, 2.0569832E-001, 2.3121683E+000, 2.2299047E+000, 2.1410302E+000, 2.0202002E+000, 9.1830444E-001, 9.5998295E-001, 9.9440457E-001, 1.0359708E+000, 5.0557483E+002, 5.2211274E+002, 5.4329217E+002, 5.6818853E+002, 5.8118782E+002, 4.4626792E+002, 5.2722991E+002, 5.8503433E+002, 5.9577737E+002, 6.0127023E+002
 1.2700032E+003, 9.8482190E+001, 8.0762694E+001, 7.4979420E+001, 7.1938357E+001, 6.0906444E+001, 2.6175687E+002, 1.8996615E+002, 1.7711029E+002, 1.6537261E+002, 1.4964582E+002, 1.1065589E+002, 1.3636945E+002, 1.2306954E+002, 1.2085836E+002, 1.1844579E+002, 1.1453245E+002, 1.0027960E+002, 2.3942680E-001, 2.3030732E-001, 1.9053756E+000, 1.7809700E+000, 1.6422809E+000, 1.4265641E+000, 8.2331720E-001, 8.4705610E-001, 8.7044203E-001, 9.1030173E-001, 4.6790404E+002, 4.8006129E+002, 5.0058294E+002, 5.4067675E+002, 5.5117761E+002, 4.0453308E+002, 4.8048739E+002, 5.5263812E+002, 5.6570030E+002, 5.7225300E+002
 1.2800054E+003, 8.6198336E+001, 7.3219813E+001, 6.8728633E+001, 6.6012806E+001, 5.9759846E+001, 2.5039016E+002, 1.8057587E+002, 1.6808823E+002, 1.5677757E+002, 1.4156738E+002, 1.0303085E+002, 1.1506340E+002, 1.1163884E+002, 1.1052639E+002, 1.0935545E+002, 1.0711738E+002, 9.6127064E+001, 1.6868102E-001, 1.5358756E-001, 1.8637443E+000, 1.7636288E+000, 1.6616879E+000, 1.5103241E+000, 8.4164873E-001, 9.0187661E-001, 9.5380067E-001, 1.0191605E+000, 4.3624767E+002, 4.4844751E+002, 4.6978818E+002, 5.2232867E+002, 5.2821978E+002, 3.7474861E+002, 4.4678871E+002, 5.2373986E+002, 5.4005417E+002, 5.4769421E+002
 1.2900009E+003, 7.6973969E+001, 6.6734448E+001, 6.2358179E+001, 6.0390354E+001, 5.7665085E+001, 2.3033659E+002, 1.6764530E+002, 1.5711836E+002, 1.4760117E+002, 1.3425727E+002, 9.7995397E+001, 1.0066484E+002, 1.0245961E+002, 1.0212168E+002, 1.0173369E+002, 1.0070667E+002, 9.3308812E+001, 1.5528234E-001, 1.1910221E-001, 1.5403353E+000, 1.4965529E+000, 1.4594839E+000, 1.3682117E+000, 7.2849159E-001, 7.7092536E-001, 8.0710497E-001, 8.5427546E-001, 4.0559968E+002, 4.1964119E+002, 4.4421526E+002, 5.0609820E+002, 5.0998604E+002, 3.5485894E+002, 4.2145571E+002, 4.9516950E+002, 5.1678486E+002, 5.2688895E+002
 1.3000002E+003, 6.8983767E+001, 6.1853607E+001, 5.8021836E+001, 5.6276481E+001, 5.5292860E+001, 2.2199329E+002, 1.6163100E+002, 1.5230185E+002, 1.4399194E+002, 1.3163645E+002, 9.5179542E+001, 9.0593951E+001, 9.5692875E+001, 9.5730823E+001, 9.5639941E+001, 9.5092598E+001, 8.9218807E+001, 1.3429190E-001, 1.2409613E-001, 1.5915476E+000, 1.5438234E+000, 1.4864903E+000, 1.3793092E+000, 6.6589698E-001, 6.9368159E-001, 7.1367721E-001, 7.4823251E-001, 3.8424801E+002, 3.9917927E+002, 4.2325567E+002, 4.9095925E+002, 4.9439929E+002, 3.3983888E+002, 3.9799781E+002, 4.7380640E+002, 4.9413342E+002, 5.0894449E+002
 1.3100024E+003, 6.3065232E+001, 5.7493484E+001, 5.4464773E+001, 5.2899831E+001, 5.3133532E+001, 2.1906271E+002, 1.5945160E+002, 1.5007685E+002, 1.4148360E+002, 1.2912889E+002, 9.3623500E+001, 8.2818206E+001, 9.0359801E+001, 9.0528549E+001, 9.0551485E+001, 9.0432393E+001, 8.5619833E+001, 1.2451444E-001, 1.1900530E-001, 1.5900225E+000, 1.5421804E+000, 1.4714679E+000, 1.3437538E+000, 6.5366238E-001, 6.9702218E-001, 7.3073985E-001, 7.7293784E-001, 3.6648310E+002, 3.8175410E+002, 4.0522869E+002, 4.7745924E+002, 4.8056186E+002, 3.2608163E+002, 3.7562182E+002, 4.5419260E+002, 4.7648630E+002, 4.9225068E+002
 1.3200037E+003, 5.8557036E+001, 5.3612565E+001, 5.2158239E+001, 5.0805842E+001, 5.0844051E+001, 2.1810608E+002, 1.5863256E+002, 1.4967560E+002, 1.4102731E+002, 1.2777765E+002, 9.2969317E+001, 7.7147215E+001, 8.5993797E+001, 8.6581397E+001, 8.6908156E+001, 8.7166728E+001, 8.3839553E+001, 9.5910544E-002, 9.6198298E-002, 1.5503703E+000, 1.5365756E+000, 1.4941253E+000, 1.3782754E+000, 5.3577198E-001, 5.7566319E-001, 6.0986907E-001, 6.6051758E-001, 3.5115082E+002, 3.6719574E+002, 3.9021294E+002, 4.6549037E+002, 4.6820167E+002, 3.1718330E+002, 3.6137597E+002, 4.3815456E+002, 4.6338891E+002, 4.7858350E+002
 1.3300061E+003, 5.4453770E+001, 5.0564874E+001, 4.9492117E+001, 4.8831156E+001, 5.0397280E+001, 2.1154191E+002, 1.5252921E+002, 1.4535646E+002, 1.3821682E+002, 1.2675533E+002, 9.0878302E+001, 7.3031504E+001, 8.1880208E+001, 8.2520717E+001, 8.3029853E+001, 8.3528238E+001, 8.0599261E+001, 1.0611788E-001, 9.1368680E-002, 1.4696060E+000, 1.4427961E+000, 1.4165133E+000, 1.3496080E+000, 5.3478465E-001, 5.6103300E-001, 5.8417943E-001, 6.2283882E-001, 3.3555121E+002, 3.5214457E+002, 3.7734545E+002, 4.5312700E+002, 4.5619597E+002, 3.0579901E+002, 3.4784173E+002, 4.2437441E+002, 4.4786011E+002, 4.6619347E+002
 1.3400034E+003, 5.1366953E+001, 5.0201797E+001, 4.8865163E+001, 4.7802965E+001, 4.9426510E+001, 2.0659004E+002, 1.4984515E+002, 1.4259266E+002, 1.3551848E+002, 1.2452408E+002, 8.8835390E+001, 6.9652361E+001, 7.8898382E+001, 7.9591151E+001, 8.0090850E+001, 8.0368193E+001, 7.6720925E+001, 1.2793739E-001, 1.0841466E-001, 1.3111135E+000, 1.2816774E+000, 1.2344973E+000, 1.1468273E+000, 5.0224069E-001, 5.3817433E-001, 5.6747253E-001, 5.9851353E-001, 3.2767853E+002, 3.4581207E+002, 3.6673962E+002, 4.4135390E+002, 4.4496650E+002, 2.9933303E+002, 3.4012129E+002, 4.1194866E+002, 4.3533623E+002, 4.5688431E+002
 1.3500061E+003, 4.8701165E+001, 4.8070752E+001, 4.6807032E+001, 4.5919466E+001, 4.8568764E+001, 1.9622803E+002, 1.4454720E+002, 1.3792824E+002, 1.3121582E+002, 1.2041284E+002, 8.7738124E+001, 6.6704916E+001, 7.6560294E+001, 7.7295135E+001, 7.7662962E+001, 7.7667821E+001, 7.3767476E+001, 8.8353022E-002, 6.9380102E-002, 1.3066354E+000, 1.3016444E+000, 1.2769243E+000, 1.1982217E+000, 4.8727748E-001, 5.1262345E-001, 5.3324738E-001, 5.5756822E-001, 3.2110662E+002, 3.3889943E+002, 3.5804628E+002, 4.2970129E+002, 4.3464161E+002, 2.8830089E+002, 3.3408592E+002, 3.9942788E+002, 4.2412756E+002, 4.4688248E+002
 1.3600006E+003, 4.7040179E+001, 4.6552255E+001, 4.5584180E+001, 4.4885210E+001, 4.7415157E+001, 1.9605282E+002, 1.4365853E+002, 1.3753418E+002, 1.3088283E+002, 1.1964284E+002, 8.7310606E+001, 6.5590025E+001, 7.5584524E+001, 7.6236826E+001, 7.6471879E+001, 7.6655141E+001, 7.2062479E+001, 8.6062792E-002, 8.8652451E-002, 1.4003202E+000, 1.3890006E+000, 1.3553112E+000, 1.2579691E+000, 5.4028169E-001, 5.6881821E-001, 5.8405953E-001, 6.0372436E-001, 3.1471407E+002, 3.3090099E+002, 3.4791052E+002, 4.1990519E+002, 4.2565763E+002, 2.7997740E+002, 3.2492544E+002, 3.8879229E+002, 4.1244473E+002, 4.3695731E+002
 1.3700018E+003, 4.6273011E+001, 4.4818319E+001, 4.4328321E+001, 4.3673030E+001, 4.7113202E+001, 1.9674733E+002, 1.4226767E+002, 1.3562367E+002, 1.2917531E+002, 1.1897064E+002, 8.7960815E+001, 6.3583300E+001, 7.4444329E+001, 7.5259918E+001, 7.5575453E+001, 7.5789856E+001, 7.3140413E+001, 8.7253428E-002, 8.2972365E-002, 1.3524869E+000, 1.2942477E+000, 1.2372813E+000, 1.1451347E+000, 4.5465182E-001, 4.8893939E-001, 5.1198202E-001, 5.3245558E-001, 3.0241110E+002, 3.1859604E+002, 3.3775020E+002, 4.1103694E+002, 4.1677033E+002, 2.7086407E+002, 3.0852807E+002, 3.8020833E+002, 4.0266245E+002, 4.2943436E+002
 1.3800030E+003, 4.5938378E+001, 4.3919608E+001, 4.3565121E+001, 4.2725960E+001, 4.7160676E+001, 1.9634865E+002, 1.4348024E+002, 1.3543161E+002, 1.2803273E+002, 1.1683546E+002, 8.6592748E+001, 6.2167783E+001, 7.2370758E+001, 7.3237122E+001, 7.3609046E+001, 7.3663064E+001, 7.1609502E+001, 7.4744907E-002, 6.9497736E-002, 1.3907243E+000, 1.3427767E+000, 1.2867857E+000, 1.1910921E+000, 4.1134254E-001, 4.3315941E-001, 4.4891150E-001, 4.7457575E-001, 2.9618509E+002, 3.1180538E+002, 3.2836334E+002, 4.0218268E+002, 4.0775793E+002, 2.6554489E+002, 3.0083120E+002, 3.7034590E+002, 3.9254266E+002, 4.1864997E+002
 1.3900022E+003, 4.6214304E+001, 4.3483199E+001, 4.3129137E+001, 4.2300024E+001, 4.6583440E+001, 1.9059740E+002, 1.4111474E+002, 1.3355917E+002, 1.2576176E+002, 1.1412172E+002, 8.3830789E+001, 6.1243440E+001, 6.9880079E+001, 7.0659060E+001, 7.1071062E+001, 7.1269515E+001, 6.9527625E+001, 8.6454654E-002, 7.0182003E-002, 1.2725685E+000, 1.2424494E+000, 1.1795142E+000, 1.0484405E+000, 4.0370817E-001, 4.2324773E-001, 4.4102394E-001, 4.6315959E-001, 2.9131344E+002, 3.0615619E+002, 3.2127696E+002, 3.9338076E+002, 3.9975599E+002, 2.5459367E+002, 2.9612539E+002, 3.6081619E+002, 3.8666582E+002, 4.1343557E+002
 1.4000051E+003, 4.4942507E+001, 4.2338993E+001, 4.1978732E+001, 4.1328261E+001, 4.5719177E+001, 1.8974868E+002, 1.3851306E+002, 1.3172499E+002, 1.2449817E+002, 1.1375314E+002, 8.2071684E+001, 6.0007487E+001, 6.9419129E+001, 7.0324149E+001, 7.0849893E+001, 7.1069316E+001, 6.9276791E+001, 8.0008590E-002, 7.0240963E-002, 1.2105103E+000, 1.1955503E+000, 1.1599658E+000, 1.0903675E+000, 4.0990955E-001, 4.4502721E-001, 4.7339583E-001, 5.0658625E-001, 2.8580751E+002, 3.0278977E+002, 3.1757774E+002, 3.8610632E+002, 3.9295019E+002, 2.5005998E+002, 2.8834637E+002, 3.5312911E+002, 3.7879246E+002, 4.0605676E+002
 1.4100031E+003, 4.4606149E+001, 4.1749118E+001, 4.1466714E+001, 4.1091572E+001, 4.5264199E+001, 1.8234748E+002, 1.3093850E+002, 1.2467642E+002, 1.1845819E+002, 1.0953477E+002, 7.9547445E+001, 5.8378227E+001, 6.6973574E+001, 6.7848022E+001, 6.8425098E+001, 6.8809801E+001, 6.7739412E+001, 6.1949982E-002, 6.8967386E-002, 1.0934553E+000, 1.0555562E+000, 1.0196950E+000, 9.5890311E-001, 3.4272864E-001, 3.6415532E-001, 3.8170432E-001, 4.0285529E-001, 2.8003693E+002, 2.9739223E+002, 3.1093236E+002, 3.7917543E+002, 3.8688488E+002, 2.4762227E+002, 2.7891619E+002, 3.4572811E+002, 3.7087962E+002, 3.9909840E+002
 1.4200011E+003, 4.3200331E+001, 4.0837287E+001, 4.0896528E+001, 4.0953996E+001, 4.5982488E+001, 1.8145630E+002, 1.3320000E+002, 1.2661389E+002, 1.2039224E+002, 1.1160054E+002, 8.0583941E+001, 5.6912678E+001, 6.5624414E+001, 6.6376755E+001, 6.6864032E+001, 6.7100517E+001, 6.5574300E+001, 6.4113473E-002, 6.3955927E-002, 1.3087964E+000, 1.2816273E+000, 1.2466433E+000, 1.1804980E+000, 3.6962951E-001, 3.9418943E-001, 4.1042207E-001, 4.3106631E-001, 2.7359978E+002, 2.9116371E+002, 3.0531279E+002, 3.7254409E+002, 3.8023512E+002, 2.4164996E+002, 2.7177742E+002, 3.3859343E+002, 3.6474917E+002, 3.9153434E+002
