s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 7.1002047E+002, 6.4193097E+001, 4.1429089E+001, 4.1887751E+001, 4.2274587E+001, 4.4767687E+001, 6.9558289E+001, 6.8877539E+001, 6.8041738E+001, 6.6875676E+001, 6.4574020E+001, 5.6665932E+001, 8.1989932E+001, 6.1489830E+001, 6.2753069E+001, 6.4203997E+001, 6.5718109E+001, 6.4636126E+001, 2.3189602E-002, 2.1776689E-002, 2.3186347E-001, 2.5108612E-001, 2.5867488E-001, 2.5595445E-001, 2.2487901E-001, 2.7511242E-001, 3.0098432E-001, 3.1235106E-001, 1.1454301E+002, 1.1201809E+002, 1.0867780E+002, 1.0858056E+002, 1.1029931E+002, 8.3036634E+001, 8.8125271E+001, 9.3681706E+001, 1.0503995E+002, 1.1738202E+002
 7.2001574E+002, 6.4533064E+001, 4.1539088E+001, 4.1987058E+001, 4.2442204E+001, 4.4506953E+001, 6.9184066E+001, 6.9058225E+001, 6.8036213E+001, 6.6657481E+001, 6.4255203E+001, 5.6804314E+001, 8.1293871E+001, 6.1648444E+001, 6.3019012E+001, 6.4165159E+001, 6.5582998E+001, 6.4107026E+001, 2.7912978E-002, 2.5812838E-002, 2.3182298E-001, 2.3408324E-001, 2.3376218E-001, 2.2307821E-001, 2.0376973E-001, 2.0896988E-001, 2.1567752E-001, 2.6154751E-001, 1.1409353E+002, 1.1211484E+002, 1.0890374E+002, 1.0845695E+002, 1.1010214E+002, 8.2335229E+001, 8.7508578E+001, 9.3794651E+001, 1.0506395E+002, 1.1674491E+002
 7.3002135E+002, 6.4654941E+001, 4.1580104E+001, 4.2008633E+001, 4.2475568E+001, 4.4672854E+001, 6.8739900E+001, 6.8810915E+001, 6.7412785E+001, 6.5943002E+001, 6.3556704E+001, 5.6430979E+001, 8.0512647E+001, 6.1995183E+001, 6.3151867E+001, 6.4060667E+001, 6.5807676E+001, 6.4189436E+001, 2.2638045E-002, 2.0748560E-002, 1.8294233E-001, 1.8578517E-001, 1.8313044E-001, 1.7406755E-001, 1.9797467E-001, 2.0928624E-001, 2.2647538E-001, 2.6017598E-001, 1.1143478E+002, 1.1011907E+002, 1.0815431E+002, 1.0768181E+002, 1.0914531E+002, 8.2285286E+001, 8.7160246E+001, 9.2942618E+001, 1.0348373E+002, 1.1508510E+002
 7.4002562E+002, 6.3352976E+001, 4.1454637E+001, 4.1823005E+001, 4.2314569E+001, 4.4969994E+001, 6.6774550E+001, 6.8383804E+001, 6.6882579E+001, 6.5219198E+001, 6.2768674E+001, 5.5269312E+001, 7.9525965E+001, 6.1568581E+001, 6.2735833E+001, 6.3647895E+001, 6.4993842E+001, 6.3754626E+001, 2.2674807E-002, 2.0068725E-002, 2.0348401E-001, 2.1587896E-001, 2.1399372E-001, 2.0206977E-001, 1.9153000E-001, 2.0876256E-001, 2.2426367E-001, 2.5277548E-001, 1.0954309E+002, 1.0827152E+002, 1.0611860E+002, 1.0575637E+002, 1.0722217E+002, 8.1435540E+001, 8.6818500E+001, 9.1585625E+001, 1.0296615E+002, 1.1367922E+002
 7.5001712E+002, 6.1954466E+001, 4.1505891E+001, 4.1834425E+001, 4.2229872E+001, 4.4694863E+001, 6.5715592E+001, 6.8481827E+001, 6.7117693E+001, 6.5314708E+001, 6.2640711E+001, 5.5815008E+001, 7.9445260E+001, 6.1345303E+001, 6.2267876E+001, 6.3216830E+001, 6.4789515E+001, 6.3626345E+001, 2.4597742E-002, 2.1534456E-002, 2.0561799E-001, 2.1266230E-001, 2.1333612E-001, 2.0871711E-001, 1.9505468E-001, 2.0029005E-001, 2.1376357E-001, 2.5471264E-001, 1.0862346E+002, 1.0736871E+002, 1.0548108E+002, 1.0518074E+002, 1.0659621E+002, 8.0379968E+001, 8.5575316E+001, 9.1030570E+001, 1.0111390E+002, 1.1137537E+002
 7.6001805E+002, 6.0888595E+001, 4.1520820E+001, 4.1800997E+001, 4.2130617E+001, 4.4474082E+001, 6.5594860E+001, 6.6981962E+001, 6.5725298E+001, 6.4165306E+001, 6.1834741E+001, 5.5421461E+001, 7.9057659E+001, 6.0336315E+001, 6.1271421E+001, 6.2350322E+001, 6.4107700E+001, 6.2972539E+001, 2.1278978E-002, 1.7853110E-002, 1.7271647E-001, 1.7003958E-001, 1.7333038E-001, 1.7198208E-001, 1.6227001E-001, 1.6489754E-001, 1.7731643E-001, 1.9865214E-001, 1.0672325E+002, 1.0520546E+002, 1.0323618E+002, 1.0300315E+002, 1.0476637E+002, 8.0098352E+001, 8.4055180E+001, 9.0322684E+001, 1.0046431E+002, 1.1057749E+002
 7.7002370E+002, 5.9384484E+001, 4.1423795E+001, 4.1674972E+001, 4.2090335E+001, 4.4246503E+001, 6.4456776E+001, 6.6560956E+001, 6.5172327E+001, 6.3471320E+001, 6.0976009E+001, 5.4427116E+001, 7.7852040E+001, 5.7994844E+001, 5.8786188E+001, 6.0307669E+001, 6.2306360E+001, 6.2464819E+001, 2.1611898E-002, 2.0675816E-002, 1.9372487E-001, 2.1163560E-001, 2.1050565E-001, 1.8416571E-001, 1.3667815E-001, 1.3252146E-001, 1.5206161E-001, 1.8358376E-001, 1.0548819E+002, 1.0467714E+002, 1.0320999E+002, 1.0277432E+002, 1.0401064E+002, 7.9658232E+001, 8.3302884E+001, 8.9119210E+001, 9.9150432E+001, 1.0863535E+002
 7.8000861E+002, 5.9112462E+001, 4.1343438E+001, 4.1543956E+001, 4.1910889E+001, 4.4017124E+001, 6.4664533E+001, 6.5702410E+001, 6.5348766E+001, 6.3899072E+001, 6.1098959E+001, 5.4374646E+001, 7.7080958E+001, 5.7045637E+001, 5.7435187E+001, 5.8682221E+001, 6.0554791E+001, 6.1685633E+001, 2.0756178E-002, 1.7170491E-002, 1.4022853E-001, 1.5772316E-001, 1.7488819E-001, 1.7383466E-001, 1.6184836E-001, 1.6862863E-001, 1.7273465E-001, 1.8798066E-001, 1.0398247E+002, 1.0246020E+002, 1.0067612E+002, 1.0069601E+002, 1.0275715E+002, 7.8635183E+001, 8.3041253E+001, 8.8263059E+001, 9.7309989E+001, 1.0647451E+002
 7.9002767E+002, 5.7404903E+001, 4.1236265E+001, 4.1403570E+001, 4.1731905E+001, 4.3999050E+001, 6.3850720E+001, 6.3937986E+001, 6.4269964E+001, 6.3314875E+001, 6.0894858E+001, 5.4586599E+001, 7.5991130E+001, 5.7186307E+001, 5.7772757E+001, 5.9016715E+001, 6.0699691E+001, 6.1081356E+001, 2.0115647E-002, 1.7308337E-002, 1.5226928E-001, 1.6617064E-001, 1.8255030E-001, 1.8854651E-001, 1.8782813E-001, 1.8814013E-001, 2.0500685E-001, 2.2688654E-001, 1.0324161E+002, 1.0198254E+002, 9.9757598E+001, 9.9382997E+001, 1.0155998E+002, 7.8072762E+001, 8.2873278E+001, 8.7855591E+001, 9.5909339E+001, 1.0480068E+002
 8.0000318E+002, 5.7297269E+001, 4.1177439E+001, 4.1325230E+001, 4.1736498E+001, 4.4039374E+001, 6.3163133E+001, 6.3416152E+001, 6.3804197E+001, 6.2990760E+001, 6.0923118E+001, 5.4975319E+001, 7.6205511E+001, 5.8535940E+001, 5.9007534E+001, 6.0106285E+001, 6.1390730E+001, 6.1308822E+001, 1.9919962E-002, 1.9953310E-002, 1.5334663E-001, 1.6782737E-001, 1.7690453E-001, 1.8479947E-001, 1.8004087E-001, 1.8375642E-001, 1.9733839E-001, 2.2994275E-001, 1.0128286E+002, 1.0072601E+002, 9.9191556E+001, 9.8647207E+001, 1.0039427E+002, 7.7612657E+001, 8.2419645E+001, 8.7262676E+001, 9.5740710E+001, 1.0546994E+002
 8.1002692E+002, 5.6578674E+001, 4.1126137E+001, 4.1244557E+001, 4.1833580E+001, 4.3839682E+001, 6.2309525E+001, 6.2767600E+001, 6.3154281E+001, 6.2425845E+001, 6.0664651E+001, 5.4357090E+001, 7.5024627E+001, 5.8347500E+001, 5.9041396E+001, 6.0111485E+001, 6.1652198E+001, 6.1173128E+001, 1.9898506E-002, 1.8649519E-002, 1.3855411E-001, 1.5769865E-001, 1.6897960E-001, 1.8167798E-001, 1.5929854E-001, 1.6589785E-001, 1.7868034E-001, 2.0000526E-001, 1.0120101E+002, 1.0063016E+002, 9.8980720E+001, 9.8253485E+001, 9.9755148E+001, 7.7388105E+001, 8.1846767E+001, 8.6977380E+001, 9.5507251E+001, 1.0504986E+002
 8.2001856E+002, 5.5791817E+001, 4.1071703E+001, 4.1159091E+001, 4.1697934E+001, 4.3765643E+001, 6.1332024E+001, 6.1435676E+001, 6.2260591E+001, 6.1529498E+001, 5.9876308E+001, 5.3993657E+001, 7.4848257E+001, 5.7788444E+001, 5.7892381E+001, 5.8664890E+001, 6.0058656E+001, 6.0074694E+001, 1.9081489E-002, 1.6270525E-002, 1.4467645E-001, 1.5427099E-001, 1.6518445E-001, 1.6596615E-001, 1.6360401E-001, 1.5932693E-001, 1.6616425E-001, 1.8684030E-001, 1.0118659E+002, 1.0021295E+002, 9.8000337E+001, 9.7154327E+001, 9.8575862E+001, 7.6572282E+001, 8.0750014E+001, 8.5783301E+001, 9.4966193E+001, 1.0431657E+002
 8.3000003E+002, 5.6302408E+001, 4.1047478E+001, 4.1152135E+001, 4.1794821E+001, 4.3879611E+001, 6.0851184E+001, 6.2532115E+001, 6.2823303E+001, 6.1902488E+001, 6.0203726E+001, 5.3625390E+001, 7.4929067E+001, 5.7836338E+001, 5.7956858E+001, 5.8928615E+001, 6.0618188E+001, 6.0146889E+001, 1.9154650E-002, 2.1850805E-002, 1.8699924E-001, 2.0043732E-001, 1.9935882E-001, 1.9144164E-001, 1.6652656E-001, 1.7604721E-001, 1.9114144E-001, 2.2262938E-001, 9.9918156E+001, 9.8850130E+001, 9.7274464E+001, 9.6771424E+001, 9.8147293E+001, 7.6083128E+001, 8.0725136E+001, 8.5209438E+001, 9.4693659E+001, 1.0402257E+002
 8.4001272E+002, 5.5234981E+001, 4.1015042E+001, 4.1157891E+001, 4.1883816E+001, 4.4010032E+001, 6.0435156E+001, 6.3226245E+001, 6.3376031E+001, 6.2555083E+001, 6.1004917E+001, 5.4800522E+001, 7.4857763E+001, 5.8134618E+001, 5.8585589E+001, 6.0038534E+001, 6.1969586E+001, 6.0699388E+001, 1.8128115E-002, 1.6169435E-002, 1.6443173E-001, 1.7016709E-001, 1.7494438E-001, 1.8598422E-001, 1.6921547E-001, 1.9213460E-001, 2.2522053E-001, 2.6003215E-001, 9.9485021E+001, 9.8033386E+001, 9.6138719E+001, 9.5915292E+001, 9.7450353E+001, 7.5925700E+001, 8.0416514E+001, 8.4953284E+001, 9.4228063E+001, 1.0393123E+002
 8.5002688E+002, 5.4926181E+001, 4.0970460E+001, 4.1119439E+001, 4.1921308E+001, 4.4297791E+001, 6.0752444E+001, 6.2770793E+001, 6.3142766E+001, 6.2628001E+001, 6.1103625E+001, 5.4571652E+001, 7.4342167E+001, 5.7991745E+001, 5.8457800E+001, 5.9630129E+001, 6.1166597E+001, 6.0255397E+001, 1.8815993E-002, 1.9329579E-002, 1.2937179E-001, 1.4703689E-001, 1.6378752E-001, 1.6775255E-001, 1.5888684E-001, 1.5284928E-001, 1.5402709E-001, 1.5846961E-001, 9.9011558E+001, 9.7836801E+001, 9.5786342E+001, 9.5244439E+001, 9.6644011E+001, 7.5199968E+001, 7.9292371E+001, 8.4390014E+001, 9.2741415E+001, 1.0207470E+002
 8.6001507E+002, 5.4783758E+001, 4.0939277E+001, 4.1063868E+001, 4.1756653E+001, 4.4207661E+001, 5.9947802E+001, 6.2300637E+001, 6.2469632E+001, 6.2009365E+001, 6.0452120E+001, 5.3779310E+001, 7.3720793E+001, 5.7415396E+001, 5.7817904E+001, 5.9059765E+001, 6.0327917E+001, 5.9061242E+001, 1.8730904E-002, 1.5885300E-002, 1.4167297E-001, 1.6483892E-001, 1.8249149E-001, 1.8355687E-001, 1.3903005E-001, 1.3955288E-001, 1.5590069E-001, 1.8630516E-001, 9.6675334E+001, 9.5812901E+001, 9.4039282E+001, 9.3564503E+001, 9.5398267E+001, 7.4756259E+001, 7.7971435E+001, 8.3498525E+001, 9.2087600E+001, 1.0084885E+002
 8.7001943E+002, 5.5657637E+001, 4.1231209E+001, 4.1405785E+001, 4.1892442E+001, 4.4566334E+001, 6.0004819E+001, 6.1624466E+001, 6.1920777E+001, 6.1715875E+001, 6.0237392E+001, 5.3521052E+001, 7.3205693E+001, 5.6902152E+001, 5.7133410E+001, 5.8193070E+001, 5.9395609E+001, 5.8522757E+001, 2.3637659E-002, 2.2454139E-002, 1.5310038E-001, 1.6561912E-001, 1.7852401E-001, 1.7692816E-001, 1.5682670E-001, 1.5821741E-001, 1.6895752E-001, 1.9415526E-001, 9.6048372E+001, 9.5556797E+001, 9.4233036E+001, 9.3663077E+001, 9.5041359E+001, 7.4563252E+001, 7.8491761E+001, 8.2831947E+001, 9.0813162E+001, 1.0018926E+002
 8.8002806E+002, 5.4921428E+001, 4.1257325E+001, 4.1482432E+001, 4.1969182E+001, 4.4718411E+001, 5.9924532E+001, 6.1404774E+001, 6.1877583E+001, 6.1674441E+001, 6.0267799E+001, 5.3419352E+001, 7.2206192E+001, 5.5582019E+001, 5.5722208E+001, 5.6662024E+001, 5.8135257E+001, 5.8132371E+001, 1.8021578E-002, 1.7909359E-002, 1.1676766E-001, 1.2649811E-001, 1.3508688E-001, 1.4251061E-001, 1.2550123E-001, 1.1865259E-001, 1.1871224E-001, 1.3146387E-001, 9.5610261E+001, 9.4921695E+001, 9.3427203E+001, 9.3047157E+001, 9.4283334E+001, 7.4085622E+001, 7.8100621E+001, 8.2649884E+001, 9.0159176E+001, 9.9436586E+001
 8.9002665E+002, 5.5093391E+001, 4.1165078E+001, 4.1338350E+001, 4.1834925E+001, 4.4643571E+001, 5.8914553E+001, 6.0422645E+001, 6.0780061E+001, 6.0463407E+001, 5.9121806E+001, 5.2887701E+001, 7.2130687E+001, 5.5876111E+001, 5.5866531E+001, 5.6486569E+001, 5.7776433E+001, 5.8165091E+001, 1.7358462E-002, 1.4610324E-002, 1.4273311E-001, 1.5956030E-001, 1.6984002E-001, 1.7521954E-001, 1.4420072E-001, 1.4613696E-001, 1.5506097E-001, 1.7998735E-001, 9.4609842E+001, 9.3838387E+001, 9.1775758E+001, 9.1460513E+001, 9.2831889E+001, 7.3298854E+001, 7.7241062E+001, 8.2333592E+001, 8.8836710E+001, 9.7452369E+001
 9.0001317E+002, 5.5449108E+001, 4.1093548E+001, 4.1242528E+001, 4.1684248E+001, 4.4640999E+001, 5.9137246E+001, 6.0405123E+001, 6.0749068E+001, 6.0395947E+001, 5.9029636E+001, 5.2865294E+001, 7.1899696E+001, 5.4904519E+001, 5.4916785E+001, 5.5711396E+001, 5.7362558E+001, 5.7928671E+001, 1.7800142E-002, 1.5130794E-002, 1.5165814E-001, 1.5753702E-001, 1.5364070E-001, 1.4291405E-001, 1.3456467E-001, 1.4150419E-001, 1.5450682E-001, 1.7351582E-001, 9.3279987E+001, 9.2690531E+001, 9.1146988E+001, 9.1274730E+001, 9.2808519E+001, 7.2719264E+001, 7.6845123E+001, 8.1409341E+001, 8.8858732E+001, 9.7741017E+001
 9.1000407E+002, 5.5123405E+001, 4.1057078E+001, 4.1159227E+001, 4.1547709E+001, 4.4716355E+001, 6.1531877E+001, 6.0592458E+001, 6.0795465E+001, 6.0284571E+001, 5.8591916E+001, 5.2924702E+001, 7.2087850E+001, 5.5991359E+001, 5.6077657E+001, 5.6667514E+001, 5.7818960E+001, 5.7859947E+001, 3.3817813E-002, 3.1921345E-002, 1.5000359E-001, 1.5824911E-001, 1.7926240E-001, 1.8089614E-001, 2.2371393E-001, 2.1747688E-001, 2.0884778E-001, 2.1755882E-001, 9.7966380E+001, 9.9196262E+001, 9.9454862E+001, 9.9524226E+001, 1.0116076E+002, 7.7371451E+001, 8.1822250E+001, 8.7932103E+001, 9.5806655E+001, 1.0335054E+002
 9.2000026E+002, 7.8182159E+001, 4.1260205E+001, 4.1354346E+001, 4.1993239E+001, 4.6724972E+001, 9.2781272E+001, 6.2701736E+001, 6.2863004E+001, 6.2791364E+001, 6.2349576E+001, 5.9082263E+001, 9.7431365E+001, 6.7656843E+001, 6.7408836E+001, 6.7785906E+001, 6.9221809E+001, 7.0406626E+001, 3.1306310E-001, 2.1676381E-001, 1.2535244E+000, 1.0491979E+000, 8.7962066E-001, 7.3160732E-001, 1.3374863E+000, 1.3212032E+000, 1.3151660E+000, 1.3401678E+000, 2.0813255E+002, 2.3288636E+002, 2.6575312E+002, 2.6127582E+002, 2.5999810E+002, 1.6972214E+002, 1.8380763E+002, 2.0293377E+002, 2.0918135E+002, 2.0814703E+002
 9.3000223E+002, 1.6083314E+002, 4.3293251E+001, 4.2869904E+001, 4.3622212E+001, 5.1804793E+001, 2.2391151E+002, 9.8304294E+001, 9.4077970E+001, 9.3596031E+001, 9.2878894E+001, 8.0335294E+001, 1.9250973E+002, 1.3463289E+002, 1.3743831E+002, 1.3807692E+002, 1.3804927E+002, 1.2585829E+002, 1.0653659E+000, 6.5349595E-001, 4.9231486E+000, 3.8613227E+000, 3.2500085E+000, 2.5558449E+000, 4.5421611E+000, 4.4526198E+000, 4.3605784E+000, 4.2581929E+000, 4.7442185E+002, 5.3654985E+002, 5.9098822E+002, 5.9128613E+002, 5.8094239E+002, 3.8360026E+002, 4.2043562E+002, 4.5902955E+002, 4.7037656E+002, 4.6797456E+002
 9.4000010E+002, 3.4203299E+002, 4.9230095E+001, 4.6906007E+001, 4.6493078E+001, 5.7723115E+001, 4.0260513E+002, 1.5629870E+002, 1.4439651E+002, 1.4241713E+002, 1.3470928E+002, 1.1112915E+002, 3.3542139E+002, 2.2013776E+002, 2.2197206E+002, 2.2348555E+002, 2.2124612E+002, 1.8609364E+002, 2.0236110E+000, 1.2274971E+000, 9.6663961E+000, 7.6286286E+000, 6.2342862E+000, 4.7492151E+000, 8.9434500E+000, 8.2614591E+000, 7.8616276E+000, 7.3450503E+000, 8.3002190E+002, 8.4784254E+002, 8.4058076E+002, 8.5204574E+002, 8.5025815E+002, 5.7660856E+002, 6.2401281E+002, 6.9160855E+002, 7.3909258E+002, 7.3951755E+002
 9.5000285E+002, 5.5479606E+002, 5.6498690E+001, 5.3387494E+001, 5.3086681E+001, 6.6122843E+001, 5.4929913E+002, 2.2470895E+002, 2.0631752E+002, 2.0052092E+002, 1.7803956E+002, 1.3721211E+002, 4.6136468E+002, 3.0694989E+002, 3.0446261E+002, 3.0241522E+002, 2.9101564E+002, 2.3465205E+002, 2.3943557E+000, 1.5710106E+000, 1.2077433E+001, 9.5304159E+000, 7.6942204E+000, 5.4312953E+000, 1.0017141E+001, 9.5339575E+000, 9.1581117E+000, 8.4227477E+000, 8.9971821E+002, 9.7289892E+002, 1.0125215E+003, 1.0047232E+003, 9.8113688E+002, 6.6250991E+002, 7.1028485E+002, 7.7770344E+002, 8.2312370E+002, 8.3170913E+002
 9.6000219E+002, 6.4544848E+002, 6.7926256E+001, 6.1076805E+001, 6.0518851E+001, 7.0588483E+001, 6.3661227E+002, 3.0055597E+002, 2.7080277E+002, 2.5184259E+002, 2.1346006E+002, 1.5085570E+002, 5.3475820E+002, 3.6461460E+002, 3.6064472E+002, 3.5742236E+002, 3.4345758E+002, 2.7189960E+002, 2.9786623E+000, 1.8066802E+000, 1.6221817E+001, 1.3007726E+001, 1.0691166E+001, 7.7700021E+000, 1.3761227E+001, 1.3168595E+001, 1.2552841E+001, 1.1558016E+001, 8.7600913E+002, 9.4581878E+002, 1.0326355E+003, 1.0515301E+003, 1.0384525E+003, 7.1059377E+002, 7.4800630E+002, 8.1321317E+002, 8.5889197E+002, 8.6765609E+002
 9.7000129E+002, 6.7262650E+002, 7.6052518E+001, 6.9069483E+001, 6.5125861E+001, 7.1737538E+001, 6.7723378E+002, 3.3628488E+002, 3.0327255E+002, 2.7835494E+002, 2.3215825E+002, 1.6145603E+002, 5.8390517E+002, 4.1386588E+002, 4.1119926E+002, 4.0497988E+002, 3.8720388E+002, 3.0491862E+002, 2.9518830E+000, 1.7606778E+000, 1.4243644E+001, 1.1219284E+001, 8.9378182E+000, 6.2278181E+000, 1.3343562E+001, 1.2608128E+001, 1.2030510E+001, 1.1103320E+001, 9.6039896E+002, 1.0447466E+003, 1.0939964E+003, 1.0828985E+003, 1.0580058E+003, 7.0152071E+002, 7.3866449E+002, 8.2063461E+002, 8.7841777E+002, 8.9110488E+002
 9.8000062E+002, 6.9396801E+002, 8.0407413E+001, 7.3518138E+001, 7.0514435E+001, 7.4636386E+001, 6.9371321E+002, 3.4793504E+002, 3.1141192E+002, 2.8546118E+002, 2.4305574E+002, 1.7011164E+002, 6.0258477E+002, 4.3095078E+002, 4.2579355E+002, 4.1899589E+002, 3.9598631E+002, 3.1597568E+002, 3.1143370E+000, 1.8649798E+000, 1.3688565E+001, 1.0700042E+001, 8.6706233E+000, 6.5821991E+000, 1.3942114E+001, 1.3022446E+001, 1.2391638E+001, 1.1104835E+001, 1.0138456E+003, 1.0638270E+003, 1.1122718E+003, 1.1019897E+003, 1.0874231E+003, 7.1087101E+002, 7.4327214E+002, 8.0999719E+002, 8.5885415E+002, 8.7032490E+002
 9.9000064E+002, 6.8335689E+002, 8.3979282E+001, 7.7841787E+001, 7.4280430E+001, 7.8862132E+001, 7.1754587E+002, 3.5027875E+002, 3.1388700E+002, 2.8583736E+002, 2.4788945E+002, 1.6511081E+002, 6.1348474E+002, 4.4531614E+002, 4.3658618E+002, 4.2834759E+002, 4.0158305E+002, 3.1382659E+002, 3.3861367E+000, 2.0837437E+000, 1.4532929E+001, 1.1547340E+001, 9.2871013E+000, 6.7539931E+000, 1.4468267E+001, 1.3627525E+001, 1.2846717E+001, 1.1408587E+001, 1.0030666E+003, 1.0444713E+003, 1.0847627E+003, 1.0896864E+003, 1.0807195E+003, 7.3226835E+002, 7.7839594E+002, 8.5699076E+002, 9.0417736E+002, 9.0961024E+002
 1.0000021E+003, 7.0148445E+002, 8.6584231E+001, 7.9949377E+001, 7.6115345E+001, 7.9011691E+001, 7.2274283E+002, 3.5385192E+002, 3.2079530E+002, 2.8852427E+002, 2.4711534E+002, 1.6607078E+002, 6.2384566E+002, 4.4629433E+002, 4.3480299E+002, 4.2124789E+002, 3.9437685E+002, 3.1176491E+002, 3.5025623E+000, 2.0500371E+000, 1.5306414E+001, 1.2432513E+001, 1.0199899E+001, 7.5223842E+000, 1.4147889E+001, 1.3056639E+001, 1.2114696E+001, 1.0972883E+001, 1.0418934E+003, 1.0972849E+003, 1.1308433E+003, 1.1126967E+003, 1.0939149E+003, 7.4665103E+002, 7.8737726E+002, 8.5638230E+002, 8.9612562E+002, 9.0292792E+002
 1.0100042E+003, 7.1241232E+002, 8.8554904E+001, 8.2217704E+001, 7.6533340E+001, 7.8927244E+001, 7.3281268E+002, 3.7964636E+002, 3.4394509E+002, 3.1604121E+002, 2.6954988E+002, 1.7842472E+002, 6.3508121E+002, 4.6395854E+002, 4.5255370E+002, 4.3763445E+002, 4.1277422E+002, 3.2602146E+002, 3.6454428E+000, 2.1186859E+000, 1.6145106E+001, 1.3298526E+001, 1.1244394E+001, 8.2777092E+000, 1.6205074E+001, 1.5415450E+001, 1.4509695E+001, 1.3335349E+001, 1.0189957E+003, 1.0661180E+003, 1.1089899E+003, 1.1238167E+003, 1.1204961E+003, 7.4204510E+002, 7.8444728E+002, 8.6410027E+002, 9.0409865E+002, 9.1382101E+002
 1.0200033E+003, 7.3078143E+002, 9.4336797E+001, 8.5835443E+001, 7.8185759E+001, 7.9855967E+001, 7.7198081E+002, 4.0983835E+002, 3.6698673E+002, 3.3853641E+002, 2.8812457E+002, 1.8683045E+002, 6.4571401E+002, 4.7709131E+002, 4.7013726E+002, 4.5966900E+002, 4.3630533E+002, 3.4364653E+002, 3.9127778E+000, 2.2481928E+000, 1.6949378E+001, 1.3560508E+001, 1.1297389E+001, 8.4922527E+000, 1.7359805E+001, 1.6360542E+001, 1.5622457E+001, 1.4204375E+001, 1.0535284E+003, 1.1037906E+003, 1.1408339E+003, 1.1396825E+003, 1.1271290E+003, 7.5967582E+002, 7.9804125E+002, 8.6593148E+002, 9.1341725E+002, 9.2773663E+002
 1.0300044E+003, 7.6394407E+002, 9.8814501E+001, 8.7629814E+001, 8.0380525E+001, 8.1757003E+001, 7.7016920E+002, 4.4850965E+002, 3.9259987E+002, 3.5475469E+002, 3.0091392E+002, 1.8085857E+002, 6.6080175E+002, 4.9405755E+002, 4.8994180E+002, 4.7962513E+002, 4.5207894E+002, 3.5842792E+002, 4.1056264E+000, 2.3343081E+000, 1.8853744E+001, 1.4894369E+001, 1.2265112E+001, 8.9535883E+000, 1.7976576E+001, 1.7269986E+001, 1.6327953E+001, 1.4596675E+001, 1.0606570E+003, 1.1122942E+003, 1.1547003E+003, 1.1481154E+003, 1.1361037E+003, 7.5808564E+002, 7.9165680E+002, 8.5567508E+002, 9.0387235E+002, 9.1839524E+002
 1.0400050E+003, 7.5379968E+002, 1.0193671E+002, 8.9051017E+001, 8.1762711E+001, 8.3388295E+001, 7.7951217E+002, 4.4505715E+002, 3.9285737E+002, 3.5166875E+002, 2.9543489E+002, 1.8045167E+002, 6.6482053E+002, 4.9401762E+002, 4.9204358E+002, 4.7989723E+002, 4.4895621E+002, 3.5405993E+002, 3.9186386E+000, 2.2462397E+000, 1.7763933E+001, 1.4065347E+001, 1.1106546E+001, 8.2377574E+000, 1.7435179E+001, 1.6321311E+001, 1.5368036E+001, 1.3901625E+001, 1.0708438E+003, 1.1171499E+003, 1.1595170E+003, 1.1525277E+003, 1.1338073E+003, 7.6878455E+002, 8.0475467E+002, 8.6833450E+002, 9.1576429E+002, 9.2700050E+002
 1.0500030E+003, 7.5752579E+002, 1.0562602E+002, 9.1168111E+001, 8.2333881E+001, 8.3447874E+001, 7.8536055E+002, 4.7657458E+002, 4.1701918E+002, 3.6796702E+002, 3.0383354E+002, 1.8530498E+002, 6.8538707E+002, 5.1993814E+002, 5.0788927E+002, 4.9199722E+002, 4.6158455E+002, 3.6023199E+002, 4.3284774E+000, 2.3926576E+000, 2.0407169E+001, 1.6209562E+001, 1.3257305E+001, 9.4190210E+000, 2.0403184E+001, 1.9012818E+001, 1.7662798E+001, 1.5724828E+001, 1.0550441E+003, 1.0920610E+003, 1.1379777E+003, 1.1392008E+003, 1.1297919E+003, 7.9478241E+002, 8.2346795E+002, 8.8332902E+002, 9.3387455E+002, 9.4013823E+002
 1.0600043E+003, 7.7201880E+002, 1.0824365E+002, 9.3881194E+001, 8.3991874E+001, 8.5788509E+001, 7.9265500E+002, 4.5918607E+002, 4.0341651E+002, 3.5938914E+002, 2.9650829E+002, 1.9361035E+002, 6.7660756E+002, 5.1569972E+002, 5.0205155E+002, 4.8535686E+002, 4.5594788E+002, 3.5968203E+002, 4.1326056E+000, 2.3736956E+000, 1.7718262E+001, 1.3860399E+001, 1.1132858E+001, 8.1300505E+000, 1.7965622E+001, 1.7044228E+001, 1.6018286E+001, 1.4594419E+001, 1.0703928E+003, 1.0981995E+003, 1.1390835E+003, 1.1499466E+003, 1.1371767E+003, 7.7494810E+002, 8.1106142E+002, 8.7556918E+002, 9.1875992E+002, 9.2895611E+002
