s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ACETONE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04,-2.596E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 5.582E+01, 0.000E+00,-1.489E+01,-2.235E+01,-5.499E-01, 4.193E-03, 0.000E+00, 0.000E+00, 1.786E+01, 1.803E+01, 0.000E+00, 1.986E-03, 0.000E+00
 2.000E+01, 4.274E+02, 0.000E+00,-1.100E+02,-2.699E+02,-3.242E+00, 6.930E-02, 0.000E+00, 0.000E+00, 4.393E+01, 4.437E+01, 0.000E+00, 1.561E-02, 0.000E+00
 3.000E+01, 9.865E+02, 0.000E+00,-2.536E+02,-6.982E+02,-9.083E+00, 1.461E-01, 0.000E+00, 0.000E+00, 2.435E+01, 2.572E+01, 0.000E+00, 3.543E-02, 0.000E+00
 4.000E+01, 1.279E+03, 0.000E+00,-3.303E+02,-9.429E+02,-1.249E+01, 1.738E-01, 0.000E+00, 0.000E+00,-9.144E+00,-6.721E+00, 0.000E+00, 4.513E-02, 0.000E+00
 5.000E+01, 1.491E+03, 0.000E+00,-3.848E+02,-1.080E+03,-1.616E+01, 1.943E-01, 0.000E+00, 0.000E+00, 8.277E+00, 1.013E+01, 0.000E+00, 5.310E-02, 0.000E+00
 6.000E+01, 1.577E+03, 0.000E+00,-4.075E+02,-1.140E+03,-1.678E+01, 1.985E-01, 0.000E+00, 0.000E+00, 1.003E+01, 1.335E+01, 0.000E+00, 5.552E-02, 0.000E+00
 7.000E+01, 1.672E+03, 0.000E+00,-4.307E+02,-1.223E+03,-1.732E+01, 2.063E-01, 0.000E+00, 0.000E+00,-1.402E+00, 1.172E+00, 0.000E+00, 5.916E-02, 0.000E+00
 8.000E+01, 1.737E+03, 0.000E+00,-4.476E+02,-1.274E+03,-1.844E+01, 2.083E-01, 0.000E+00, 0.000E+00,-7.104E+00,-3.325E+00, 0.000E+00, 6.166E-02, 0.000E+00
 9.000E+01, 1.785E+03, 0.000E+00,-4.594E+02,-1.294E+03,-1.844E+01, 2.081E-01, 0.000E+00, 0.000E+00, 9.095E+00, 1.361E+01, 0.000E+00, 6.278E-02, 0.000E+00
 1.000E+02, 1.813E+03, 0.000E+00,-4.659E+02,-1.318E+03,-1.791E+01, 2.092E-01, 0.000E+00, 0.000E+00, 8.990E+00, 1.186E+01, 0.000E+00, 6.402E-02, 0.000E+00
 1.100E+02, 1.797E+03, 0.000E+00,-4.652E+02,-1.303E+03,-2.005E+01, 2.083E-01, 0.000E+00, 0.000E+00, 3.963E+00, 8.721E+00, 0.000E+00, 6.340E-02, 0.000E+00
 1.200E+02, 1.852E+03, 0.000E+00,-4.778E+02,-1.352E+03,-1.856E+01, 2.120E-01, 0.000E+00, 0.000E+00,-1.359E+00, 3.833E+00, 0.000E+00, 6.573E-02, 0.000E+00
 1.300E+02, 1.876E+03, 0.000E+00,-4.833E+02,-1.377E+03,-1.921E+01, 2.127E-01, 0.000E+00, 0.000E+00,-7.371E+00,-2.696E+00, 0.000E+00, 6.597E-02, 0.000E+00
 1.400E+02, 1.879E+03, 0.000E+00,-4.855E+02,-1.361E+03,-1.882E+01, 2.147E-01, 0.000E+00, 0.000E+00, 8.765E+00, 1.415E+01, 0.000E+00, 6.730E-02, 0.000E+00
 1.500E+02, 1.852E+03, 0.000E+00,-4.762E+02,-1.363E+03,-1.778E+01, 2.080E-01, 0.000E+00, 0.000E+00,-1.016E+01,-5.067E+00, 0.000E+00, 6.492E-02, 0.000E+00
 1.600E+02, 1.882E+03, 0.000E+00,-4.855E+02,-1.380E+03,-1.792E+01, 2.133E-01, 0.000E+00, 0.000E+00,-5.706E+00,-1.518E+00, 0.000E+00, 6.672E-02, 0.000E+00
 1.700E+02, 1.888E+03, 0.000E+00,-4.855E+02,-1.379E+03,-1.819E+01, 2.133E-01, 0.000E+00, 0.000E+00, 1.626E+00, 5.196E+00, 0.000E+00, 6.665E-02, 0.000E+00
 1.800E+02, 1.905E+03, 0.000E+00,-4.912E+02,-1.376E+03,-1.918E+01, 2.141E-01, 0.000E+00, 0.000E+00, 1.523E+01, 1.889E+01, 0.000E+00, 6.705E-02, 0.000E+00
 1.900E+02, 1.861E+03, 0.000E+00,-4.782E+02,-1.365E+03,-1.878E+01, 2.128E-01, 0.000E+00, 0.000E+00,-5.965E+00,-3.163E-01, 0.000E+00, 6.627E-02, 0.000E+00
 2.000E+02, 1.920E+03, 0.000E+00,-4.936E+02,-1.394E+03,-1.979E+01, 2.152E-01, 0.000E+00, 0.000E+00, 8.942E+00, 1.301E+01, 0.000E+00, 6.842E-02, 0.000E+00
 2.100E+02, 1.918E+03, 0.000E+00,-4.940E+02,-1.401E+03,-1.906E+01, 2.115E-01, 0.000E+00, 0.000E+00,-6.638E-01, 4.670E+00, 0.000E+00, 6.767E-02, 0.000E+00
 2.200E+02, 1.916E+03, 0.000E+00,-4.936E+02,-1.397E+03,-1.915E+01, 2.102E-01, 0.000E+00, 0.000E+00, 1.299E+00, 6.262E+00, 0.000E+00, 6.775E-02, 0.000E+00
 2.300E+02, 1.978E+03, 0.000E+00,-5.067E+02,-1.446E+03,-1.782E+01, 2.153E-01, 0.000E+00, 0.000E+00, 3.866E+00, 7.949E+00, 0.000E+00, 7.008E-02, 0.000E+00
 2.400E+02, 2.000E+03, 0.000E+00,-5.128E+02,-1.471E+03,-1.937E+01, 2.157E-01, 0.000E+00, 0.000E+00,-6.582E+00,-2.947E+00, 0.000E+00, 7.049E-02, 0.000E+00
 2.500E+02, 1.965E+03, 0.000E+00,-5.054E+02,-1.445E+03,-1.953E+01, 2.153E-01, 0.000E+00, 0.000E+00,-9.420E+00,-4.186E+00, 0.000E+00, 7.011E-02, 0.000E+00
 2.600E+02, 1.985E+03, 0.000E+00,-5.114E+02,-1.455E+03,-2.003E+01, 2.164E-01, 0.000E+00, 0.000E+00,-5.692E+00,-1.325E+00, 0.000E+00, 7.045E-02, 0.000E+00
 2.700E+02, 2.002E+03, 0.000E+00,-5.165E+02,-1.448E+03,-1.936E+01, 2.177E-01, 0.000E+00, 0.000E+00, 1.362E+01, 1.803E+01, 0.000E+00, 7.077E-02, 0.000E+00
 2.800E+02, 1.947E+03, 0.000E+00,-5.019E+02,-1.418E+03,-1.875E+01, 2.121E-01, 0.000E+00, 0.000E+00, 3.685E+00, 9.102E+00, 0.000E+00, 6.876E-02, 0.000E+00
 2.900E+02, 1.991E+03, 0.000E+00,-5.125E+02,-1.467E+03,-1.966E+01, 2.176E-01, 0.000E+00, 0.000E+00,-1.263E+01,-7.850E+00, 0.000E+00, 7.108E-02, 0.000E+00
 3.000E+02, 1.985E+03, 0.000E+00,-5.105E+02,-1.444E+03,-1.987E+01, 2.143E-01, 0.000E+00, 0.000E+00, 6.565E+00, 1.087E+01, 0.000E+00, 7.025E-02, 0.000E+00
 3.100E+02, 2.035E+03, 0.000E+00,-5.242E+02,-1.482E+03,-1.917E+01, 2.196E-01, 0.000E+00, 0.000E+00, 6.049E+00, 1.015E+01, 0.000E+00, 7.222E-02, 0.000E+00
 3.200E+02, 1.982E+03, 0.000E+00,-5.100E+02,-1.447E+03,-2.029E+01, 2.123E-01, 0.000E+00, 0.000E+00,-3.062E-01, 4.854E+00, 0.000E+00, 7.017E-02, 0.000E+00
 3.300E+02, 2.015E+03, 0.000E+00,-5.187E+02,-1.467E+03,-1.996E+01, 2.166E-01, 0.000E+00, 0.000E+00, 5.418E+00, 9.249E+00, 0.000E+00, 7.117E-02, 0.000E+00
 3.400E+02, 1.985E+03, 0.000E+00,-5.114E+02,-1.459E+03,-1.891E+01, 2.150E-01, 0.000E+00, 0.000E+00,-9.039E+00,-4.129E+00, 0.000E+00, 7.026E-02, 0.000E+00
 3.500E+02, 2.050E+03, 0.000E+00,-5.281E+02,-1.499E+03,-2.175E+01, 2.192E-01, 0.000E+00, 0.000E+00,-2.316E+00, 1.549E+00, 0.000E+00, 7.252E-02, 0.000E+00
 3.600E+02, 1.936E+03, 0.000E+00,-4.985E+02,-1.417E+03,-1.959E+01, 2.126E-01, 0.000E+00, 0.000E+00,-4.259E+00, 1.415E+00, 0.000E+00, 6.845E-02, 0.000E+00
 3.700E+02, 2.036E+03, 0.000E+00,-5.240E+02,-1.499E+03,-1.956E+01, 2.202E-01, 0.000E+00, 0.000E+00,-1.080E+01,-5.877E+00, 0.000E+00, 7.275E-02, 0.000E+00
 3.800E+02, 2.044E+03, 0.000E+00,-5.259E+02,-1.489E+03,-1.890E+01, 2.177E-01, 0.000E+00, 0.000E+00, 4.910E+00, 9.793E+00, 0.000E+00, 7.211E-02, 0.000E+00
 3.900E+02, 1.993E+03, 0.000E+00,-5.136E+02,-1.449E+03,-1.930E+01, 2.127E-01, 0.000E+00, 0.000E+00, 7.197E+00, 1.144E+01, 0.000E+00, 7.055E-02, 0.000E+00
 4.000E+02, 2.055E+03, 0.000E+00,-5.296E+02,-1.491E+03,-2.029E+01, 2.167E-01, 0.000E+00, 0.000E+00, 8.557E+00, 1.406E+01, 0.000E+00, 7.239E-02, 0.000E+00
