s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04,-2.596E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.731E+01, 0.000E+00,-1.469E+01,-6.849E+00,-2.722E-01, 1.683E-02, 0.000E+00, 0.000E+00, 1.536E+01, 1.552E+01, 0.000E+00, 8.834E-04, 0.000E+00
 2.000E+01, 1.747E+03, 0.000E+00,-6.540E+02,-9.661E+02,-1.093E+01, 1.000E+00, 0.000E+00, 0.000E+00, 1.153E+02, 1.172E+02, 0.000E+00, 4.755E-02, 0.000E+00
 3.000E+01, 3.811E+03, 0.000E+00,-1.437E+03,-2.342E+03,-2.800E+01, 1.465E+00, 0.000E+00, 0.000E+00, 6.264E-01, 5.893E+00, 0.000E+00, 9.410E-02, 0.000E+00
 4.000E+01, 3.926E+03, 0.000E+00,-1.478E+03,-2.418E+03,-2.591E+01, 1.208E+00, 0.000E+00, 0.000E+00,-2.130E+00, 4.872E+00, 0.000E+00, 9.717E-02, 0.000E+00
 5.000E+01, 3.887E+03, 0.000E+00,-1.466E+03,-2.399E+03,-2.666E+01, 1.018E+00, 0.000E+00, 0.000E+00,-1.030E+01,-3.305E+00, 0.000E+00, 9.960E-02, 0.000E+00
 6.000E+01, 4.036E+03, 0.000E+00,-1.518E+03,-2.469E+03,-2.475E+01, 8.650E-01, 0.000E+00, 0.000E+00, 1.625E+01, 2.414E+01, 0.000E+00, 1.014E-01, 0.000E+00
 7.000E+01, 4.168E+03, 0.000E+00,-1.571E+03,-2.552E+03,-2.629E+01, 1.012E+00, 0.000E+00, 0.000E+00, 1.287E+01, 1.951E+01, 0.000E+00, 1.018E-01, 0.000E+00
 8.000E+01, 4.085E+03, 0.000E+00,-1.535E+03,-2.525E+03,-2.692E+01, 8.353E-01, 0.000E+00, 0.000E+00,-6.770E+00,-8.905E-01, 0.000E+00, 1.046E-01, 0.000E+00
 9.000E+01, 4.381E+03, 0.000E+00,-1.648E+03,-2.686E+03,-2.916E+01, 8.008E-01, 0.000E+00, 0.000E+00, 1.180E+01, 1.760E+01, 0.000E+00, 1.078E-01, 0.000E+00
 1.000E+02, 4.377E+03, 0.000E+00,-1.644E+03,-2.726E+03,-2.693E+01, 8.669E-01, 0.000E+00, 0.000E+00,-2.444E+01,-1.916E+01, 0.000E+00, 1.071E-01, 0.000E+00
 1.100E+02, 4.359E+03, 0.000E+00,-1.637E+03,-2.669E+03,-2.544E+01, 8.096E-01, 0.000E+00, 0.000E+00, 2.230E+01, 2.826E+01, 0.000E+00, 1.100E-01, 0.000E+00
 1.200E+02, 4.385E+03, 0.000E+00,-1.653E+03,-2.693E+03,-2.745E+01, 7.820E-01, 0.000E+00, 0.000E+00, 5.812E+00, 1.229E+01, 0.000E+00, 1.104E-01, 0.000E+00
 1.300E+02, 4.546E+03, 0.000E+00,-1.714E+03,-2.799E+03,-3.005E+01, 8.068E-01, 0.000E+00, 0.000E+00,-2.550E+00, 4.078E+00, 0.000E+00, 1.135E-01, 0.000E+00
 1.400E+02, 4.449E+03, 0.000E+00,-1.677E+03,-2.727E+03,-2.868E+01, 7.093E-01, 0.000E+00, 0.000E+00, 1.017E+01, 1.760E+01, 0.000E+00, 1.130E-01, 0.000E+00
 1.500E+02, 4.510E+03, 0.000E+00,-1.701E+03,-2.769E+03,-2.901E+01, 7.315E-01, 0.000E+00, 0.000E+00, 3.988E+00, 1.095E+01, 0.000E+00, 1.133E-01, 0.000E+00
 1.600E+02, 4.442E+03, 0.000E+00,-1.672E+03,-2.758E+03,-2.899E+01, 7.464E-01, 0.000E+00, 0.000E+00,-2.272E+01,-1.633E+01, 0.000E+00, 1.115E-01, 0.000E+00
 1.700E+02, 4.539E+03, 0.000E+00,-1.710E+03,-2.791E+03,-2.858E+01, 7.789E-01, 0.000E+00, 0.000E+00, 3.702E+00, 1.025E+01, 0.000E+00, 1.121E-01, 0.000E+00
 1.800E+02, 4.439E+03, 0.000E+00,-1.668E+03,-2.745E+03,-2.516E+01, 7.593E-01, 0.000E+00, 0.000E+00,-4.553E+00, 2.009E+00, 0.000E+00, 1.116E-01, 0.000E+00
 1.900E+02, 4.411E+03, 0.000E+00,-1.663E+03,-2.724E+03,-2.700E+01, 7.716E-01, 0.000E+00, 0.000E+00,-9.814E+00,-1.891E+00, 0.000E+00, 1.113E-01, 0.000E+00
 2.000E+02, 4.433E+03, 0.000E+00,-1.669E+03,-2.721E+03,-2.693E+01, 7.852E-01, 0.000E+00, 0.000E+00, 1.034E+01, 1.764E+01, 0.000E+00, 1.120E-01, 0.000E+00
 2.100E+02, 4.676E+03, 0.000E+00,-1.759E+03,-2.865E+03,-2.963E+01, 7.777E-01, 0.000E+00, 0.000E+00, 1.758E+01, 2.336E+01, 0.000E+00, 1.146E-01, 0.000E+00
 2.200E+02, 4.472E+03, 0.000E+00,-1.687E+03,-2.745E+03,-2.829E+01, 7.413E-01, 0.000E+00, 0.000E+00, 3.875E+00, 1.224E+01, 0.000E+00, 1.129E-01, 0.000E+00
 2.300E+02, 4.573E+03, 0.000E+00,-1.724E+03,-2.842E+03,-2.880E+01, 7.639E-01, 0.000E+00, 0.000E+00,-2.775E+01,-2.074E+01, 0.000E+00, 1.150E-01, 0.000E+00
 2.400E+02, 4.539E+03, 0.000E+00,-1.712E+03,-2.783E+03,-2.784E+01, 7.900E-01, 0.000E+00, 0.000E+00, 8.517E+00, 1.646E+01, 0.000E+00, 1.144E-01, 0.000E+00
 2.500E+02, 4.486E+03, 0.000E+00,-1.689E+03,-2.768E+03,-2.686E+01, 7.737E-01, 0.000E+00, 0.000E+00,-2.985E+00, 3.329E+00, 0.000E+00, 1.121E-01, 0.000E+00
 2.600E+02, 4.511E+03, 0.000E+00,-1.699E+03,-2.779E+03,-2.798E+01, 7.672E-01, 0.000E+00, 0.000E+00,-1.454E+00, 5.917E+00, 0.000E+00, 1.134E-01, 0.000E+00
 2.700E+02, 4.528E+03, 0.000E+00,-1.707E+03,-2.783E+03,-2.887E+01, 7.531E-01, 0.000E+00, 0.000E+00, 2.399E+00, 1.038E+01, 0.000E+00, 1.145E-01, 0.000E+00
 2.800E+02, 4.461E+03, 0.000E+00,-1.682E+03,-2.748E+03,-2.679E+01, 7.509E-01, 0.000E+00, 0.000E+00,-2.390E+00, 5.953E+00, 0.000E+00, 1.146E-01, 0.000E+00
 2.900E+02, 4.555E+03, 0.000E+00,-1.717E+03,-2.805E+03,-2.817E+01, 7.313E-01, 0.000E+00, 0.000E+00,-1.637E+00, 5.297E+00, 0.000E+00, 1.142E-01, 0.000E+00
 3.000E+02, 4.542E+03, 0.000E+00,-1.710E+03,-2.784E+03,-2.876E+01, 7.286E-01, 0.000E+00, 0.000E+00, 1.276E+01, 2.036E+01, 0.000E+00, 1.148E-01, 0.000E+00
 3.100E+02, 4.668E+03, 0.000E+00,-1.756E+03,-2.878E+03,-2.839E+01, 7.700E-01, 0.000E+00, 0.000E+00, 5.466E-01, 5.890E+00, 0.000E+00, 1.167E-01, 0.000E+00
 3.200E+02, 4.634E+03, 0.000E+00,-1.750E+03,-2.856E+03,-3.077E+01, 7.096E-01, 0.000E+00, 0.000E+00,-9.004E+00,-1.222E+00, 0.000E+00, 1.157E-01, 0.000E+00
 3.300E+02, 4.564E+03, 0.000E+00,-1.719E+03,-2.797E+03,-2.709E+01, 7.425E-01, 0.000E+00, 0.000E+00, 1.376E+01, 2.211E+01, 0.000E+00, 1.165E-01, 0.000E+00
 3.400E+02, 4.700E+03, 0.000E+00,-1.774E+03,-2.897E+03,-3.072E+01, 7.217E-01, 0.000E+00, 0.000E+00,-8.293E+00,-5.425E-01, 0.000E+00, 1.180E-01, 0.000E+00
 3.500E+02, 4.718E+03, 0.000E+00,-1.775E+03,-2.902E+03,-2.881E+01, 7.557E-01, 0.000E+00, 0.000E+00, 8.281E+00, 1.336E+01, 0.000E+00, 1.164E-01, 0.000E+00
 3.600E+02, 4.479E+03, 0.000E+00,-1.690E+03,-2.767E+03,-2.802E+01, 7.791E-01, 0.000E+00, 0.000E+00,-1.383E+01,-4.866E+00, 0.000E+00, 1.134E-01, 0.000E+00
 3.700E+02, 4.550E+03, 0.000E+00,-1.715E+03,-2.777E+03,-2.725E+01, 7.944E-01, 0.000E+00, 0.000E+00, 2.407E+01, 3.178E+01, 0.000E+00, 1.137E-01, 0.000E+00
 3.800E+02, 4.533E+03, 0.000E+00,-1.709E+03,-2.793E+03,-2.806E+01, 7.449E-01, 0.000E+00, 0.000E+00,-6.726E+00, 3.515E+00, 0.000E+00, 1.153E-01, 0.000E+00
 3.900E+02, 4.612E+03, 0.000E+00,-1.734E+03,-2.878E+03,-2.873E+01, 7.545E-01, 0.000E+00, 0.000E+00,-3.313E+01,-2.728E+01, 0.000E+00, 1.160E-01, 0.000E+00
 4.000E+02, 4.613E+03, 0.000E+00,-1.740E+03,-2.822E+03,-2.872E+01, 7.212E-01, 0.000E+00, 0.000E+00, 1.614E+01, 2.269E+01, 0.000E+00, 1.159E-01, 0.000E+00
