s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHANOL,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04,-2.596E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 4.612E+02, 0.000E+00,-1.109E+02,-2.618E+02,-4.656E+00, 2.536E-01, 0.000E+00, 0.000E+00, 8.254E+01, 8.408E+01, 0.000E+00, 1.847E-02, 0.000E+00
 2.000E+01, 1.268E+03, 0.000E+00,-3.022E+02,-9.524E+02,-1.452E+01, 5.792E-01, 0.000E+00, 0.000E+00,-3.263E+00,-6.347E-01, 0.000E+00, 4.626E-02, 0.000E+00
 3.000E+01, 8.733E+02, 0.000E+00,-2.081E+02,-6.652E+02,-9.757E+00, 4.489E-01, 0.000E+00, 0.000E+00,-1.108E+01,-9.312E+00, 0.000E+00, 3.102E-02, 0.000E+00
 4.000E+01, 8.078E+02, 0.000E+00,-1.931E+02,-6.089E+02,-8.059E+00, 4.357E-01, 0.000E+00, 0.000E+00,-3.326E+00,-1.806E+00, 0.000E+00, 2.948E-02, 0.000E+00
 5.000E+01, 8.299E+02, 0.000E+00,-1.978E+02,-6.158E+02,-9.461E+00, 4.456E-01, 0.000E+00, 0.000E+00, 6.263E+00, 7.221E+00, 0.000E+00, 3.047E-02, 0.000E+00
 6.000E+01, 8.476E+02, 0.000E+00,-2.023E+02,-6.391E+02,-9.412E+00, 4.495E-01, 0.000E+00, 0.000E+00,-4.423E+00,-2.842E+00, 0.000E+00, 3.090E-02, 0.000E+00
 7.000E+01, 8.658E+02, 0.000E+00,-2.065E+02,-6.497E+02,-9.138E+00, 4.561E-01, 0.000E+00, 0.000E+00,-7.162E-01, 8.262E-01, 0.000E+00, 3.150E-02, 0.000E+00
 8.000E+01, 8.645E+02, 0.000E+00,-2.068E+02,-6.452E+02,-8.515E+00, 4.554E-01, 0.000E+00, 0.000E+00, 2.606E+00, 4.493E+00, 0.000E+00, 3.167E-02, 0.000E+00
 9.000E+01, 9.066E+02, 0.000E+00,-2.173E+02,-6.775E+02,-9.663E+00, 4.715E-01, 0.000E+00, 0.000E+00, 4.230E-01, 2.541E+00, 0.000E+00, 3.303E-02, 0.000E+00
 1.000E+02, 9.133E+02, 0.000E+00,-2.187E+02,-6.822E+02,-1.009E+01, 4.730E-01, 0.000E+00, 0.000E+00, 1.142E+00, 2.862E+00, 0.000E+00, 3.324E-02, 0.000E+00
 1.100E+02, 9.124E+02, 0.000E+00,-2.177E+02,-6.808E+02,-1.054E+01, 4.752E-01, 0.000E+00, 0.000E+00, 2.716E+00, 3.877E+00, 0.000E+00, 3.348E-02, 0.000E+00
 1.200E+02, 9.476E+02, 0.000E+00,-2.268E+02,-7.059E+02,-1.125E+01, 4.863E-01, 0.000E+00, 0.000E+00, 2.433E+00, 4.039E+00, 0.000E+00, 3.447E-02, 0.000E+00
 1.300E+02, 8.986E+02, 0.000E+00,-2.153E+02,-6.698E+02,-9.337E+00, 4.679E-01, 0.000E+00, 0.000E+00, 2.591E+00, 4.685E+00, 0.000E+00, 3.293E-02, 0.000E+00
 1.400E+02, 9.310E+02, 0.000E+00,-2.224E+02,-6.971E+02,-1.009E+01, 4.795E-01, 0.000E+00, 0.000E+00,-1.776E-01, 1.924E+00, 0.000E+00, 3.384E-02, 0.000E+00
 1.500E+02, 9.222E+02, 0.000E+00,-2.205E+02,-6.968E+02,-9.489E+00, 4.784E-01, 0.000E+00, 0.000E+00,-5.994E+00,-4.080E+00, 0.000E+00, 3.376E-02, 0.000E+00
 1.600E+02, 9.384E+02, 0.000E+00,-2.237E+02,-7.089E+02,-9.496E+00, 4.854E-01, 0.000E+00, 0.000E+00,-5.218E+00,-3.234E+00, 0.000E+00, 3.439E-02, 0.000E+00
