s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1779674E-002,-2.3639314E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1779677E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.2146363E-001, 2.3344842E+000, 0.0000000E+000,-3.8268301E-001,-2.5269138E-004,-9.4145601E-003,-2.2058320E-004, 0.0000000E+000, 0.0000000E+000, 1.7668577E+000, 1.9419134E+000, 0.0000000E+000, 7.2680448E-005, 0.0000000E+000, 3.3801856E-008
 1.0103358E+000, 5.7238752E+000, 0.0000000E+000,-2.1206009E+000, 2.9628286E-002,-6.2739475E-002,-2.2726312E-004, 0.0000000E+000, 0.0000000E+000, 3.6305447E+000, 3.5699358E+000, 0.0000000E+000, 7.4613225E-005, 0.0000000E+000, 5.0818481E-007
 1.5317994E+000, 5.1599923E+000, 0.0000000E+000,-2.8046461E+000, 1.5758707E-001,-1.2137627E-001,-2.3323925E-004, 0.0000000E+000, 0.0000000E+000, 2.3996616E+000, 2.3913237E+000, 0.0000000E+000, 7.7308539E-005, 0.0000000E+000, 1.3943523E-006
 2.0206716E+000, 4.2298668E+000, 0.0000000E+000,-2.0393584E+000, 7.0730155E-002,-1.1701442E-001,-2.8237292E-004, 0.0000000E+000, 0.0000000E+000, 2.0365622E+000, 2.1439418E+000, 0.0000000E+000, 9.6040468E-005, 0.0000000E+000, 1.6254341E-006
 2.5095437E+000, 6.1576727E+000, 0.0000000E+000,-2.0644590E+000,-8.3294380E-002,-8.7417536E-002,-4.2445251E-004, 0.0000000E+000, 0.0000000E+000, 3.9551588E+000, 3.9220773E+000, 0.0000000E+000, 1.4857254E-004, 0.0000000E+000, 1.4121333E-006
 3.0310073E+000, 8.2359777E+000, 0.0000000E+000,-2.7282017E+000, 3.6518969E-002,-7.9779394E-002,-5.3951300E-004, 0.0000000E+000, 0.0000000E+000, 5.4795288E+000, 5.4639761E+000, 0.0000000E+000, 1.9344181E-004, 0.0000000E+000, 1.4990958E-006
 3.5245161E+000, 9.4875817E+000, 0.0000000E+000,-3.1986497E+000, 1.6383928E-001,-8.2659710E-002,-5.9799638E-004, 0.0000000E+000, 0.0000000E+000, 6.2844265E+000, 6.3695136E+000, 0.0000000E+000, 2.1985007E-004, 0.0000000E+000, 1.8103940E-006
 4.0158682E+000, 9.1734276E+000, 0.0000000E+000,-3.1499264E+000, 5.8554311E-002,-8.5897748E-002,-5.5102096E-004, 0.0000000E+000, 0.0000000E+000, 6.0434685E+000, 5.9956067E+000, 0.0000000E+000, 2.0762314E-004, 0.0000000E+000, 2.0396132E-006
 4.5069575E+000, 8.3400688E+000, 0.0000000E+000,-2.9073690E+000, 8.8358035E-002,-9.0434976E-002,-4.8353720E-004, 0.0000000E+000, 0.0000000E+000, 5.4177830E+000, 5.4301393E+000, 0.0000000E+000, 1.8753176E-004, 0.0000000E+000, 2.1410002E-006
 5.0024629E+000, 7.8845766E+000, 0.0000000E+000,-2.7435256E+000, 7.2307758E-002,-9.3306323E-002,-4.5108305E-004, 0.0000000E+000, 0.0000000E+000, 5.0886923E+000, 5.1196013E+000, 0.0000000E+000, 1.8081166E-004, 0.0000000E+000, 2.1259114E-006
 5.5157743E+000, 8.0451108E+000, 0.0000000E+000,-2.7700147E+000, 7.3713131E-002,-9.2232478E-002,-4.4907712E-004, 0.0000000E+000, 0.0000000E+000, 5.2266961E+000, 5.2561277E+000, 0.0000000E+000, 1.8519824E-004, 0.0000000E+000, 2.1080797E-006
 6.0143285E+000, 8.1677930E+000, 0.0000000E+000,-2.7793297E+000, 7.0704351E-002,-8.9474801E-002,-4.4526452E-004, 0.0000000E+000, 0.0000000E+000, 5.3545292E+000, 5.3692475E+000, 0.0000000E+000, 1.8790328E-004, 0.0000000E+000, 2.1254641E-006
 6.5013862E+000, 8.6868192E+000, 0.0000000E+000,-2.9893513E+000, 9.0915496E-002,-8.6434198E-002,-4.6707931E-004, 0.0000000E+000, 0.0000000E+000, 5.6753369E+000, 5.7014821E+000, 0.0000000E+000, 2.0254816E-004, 0.0000000E+000, 2.2247191E-006
 7.0156531E+000, 9.4450409E+000, 0.0000000E+000,-3.2943352E+000, 9.3998327E-002,-8.9710216E-002,-4.8951160E-004, 0.0000000E+000, 0.0000000E+000, 6.1252183E+000, 6.1545042E+000, 0.0000000E+000, 2.2032670E-004, 0.0000000E+000, 2.3941602E-006
 7.5110545E+000, 1.0033679E+001, 0.0000000E+000,-3.5379017E+000, 1.0102925E-001,-9.8766394E-002,-4.8796364E-004, 0.0000000E+000, 0.0000000E+000, 6.4588300E+000, 6.4975523E+000, 0.0000000E+000, 2.3236507E-004, 0.0000000E+000, 2.5871494E-006
 8.0130606E+000, 9.8496333E+000, 0.0000000E+000,-3.5277263E+000, 8.8227554E-002,-1.0288264E-001,-4.4568416E-004, 0.0000000E+000, 0.0000000E+000, 6.2257527E+000, 6.3068062E+000, 0.0000000E+000, 2.2398618E-004, 0.0000000E+000, 2.6787360E-006
 8.5156164E+000, 9.2598403E+000, 0.0000000E+000,-3.2239256E+000, 8.4874842E-002,-1.0043442E-001,-4.0263572E-004, 0.0000000E+000, 0.0000000E+000, 5.9383993E+000, 6.0199524E+000, 0.0000000E+000, 2.0925381E-004, 0.0000000E+000, 2.6604061E-006
 9.0025482E+000, 9.2858968E+000, 0.0000000E+000,-3.1794107E+000, 9.5661641E-002,-1.0011131E-001,-3.9802246E-004, 0.0000000E+000, 0.0000000E+000, 6.0582996E+000, 6.1016384E+000, 0.0000000E+000, 2.1487464E-004, 0.0000000E+000, 2.6428515E-006
 9.5085049E+000, 9.9712174E+000, 0.0000000E+000,-3.5171894E+000,-6.2163888E-002,-1.0069006E-001,-4.0313577E-004, 0.0000000E+000, 0.0000000E+000, 6.2551105E+000, 6.2907709E+000, 0.0000000E+000, 2.3123691E-004, 0.0000000E+000, 2.7364602E-006
 1.0008840E+001, 1.0205180E+001, 0.0000000E+000,-3.5457638E+000,-1.7325582E+000,-1.0106716E-001,-3.9426390E-004, 0.0000000E+000, 0.0000000E+000, 4.7946513E+000, 4.8253965E+000, 0.0000000E+000, 2.3520759E-004, 0.0000000E+000, 2.8371927E-006
 1.0503552E+001, 1.0505205E+001, 0.0000000E+000,-3.6977870E+000,-5.8476410E+000,-1.0506746E-001,-3.8093180E-004, 0.0000000E+000, 0.0000000E+000, 8.7087383E-001, 8.5432881E-001, 0.0000000E+000, 2.4290212E-004, 0.0000000E+000, 2.9657810E-006
 1.1002329E+001, 1.0567348E+001, 0.0000000E+000,-3.7166947E+000,-8.4606668E+000,-1.1845969E-001,-3.4865769E-004, 0.0000000E+000, 0.0000000E+000,-1.8050153E+000,-1.7288215E+000, 0.0000000E+000, 2.4108626E-004, 0.0000000E+000, 3.0524164E-006
 1.1511335E+001, 1.0041428E+001, 0.0000000E+000,-3.4981921E+000,-7.4657162E+000,-1.1186018E-001,-3.1000930E-004, 0.0000000E+000, 0.0000000E+000,-1.1213058E+000,-1.0346505E+000, 0.0000000E+000, 2.2734541E-004, 0.0000000E+000, 3.0103861E-006
 1.2013426E+001, 9.8983096E+000, 0.0000000E+000,-3.3944607E+000,-6.3990309E+000,-1.1413370E-001,-2.9069119E-004, 0.0000000E+000, 0.0000000E+000,-4.0445948E-002,-9.6063915E-003, 0.0000000E+000, 2.2862982E-004, 0.0000000E+000, 2.9975156E-006
 1.2500301E+001, 1.0460833E+001, 0.0000000E+000,-3.6524455E+000,-7.0989126E+000,-1.1761885E-001,-2.9200803E-004, 0.0000000E+000, 0.0000000E+000,-4.5881472E-001,-4.0843634E-001, 0.0000000E+000, 2.4244914E-004, 0.0000000E+000, 3.0844817E-006
 1.3008478E+001, 1.0739557E+001, 0.0000000E+000,-3.7285740E+000,-7.3143240E+000,-1.2625125E-001,-2.8420431E-004, 0.0000000E+000, 0.0000000E+000,-4.7303547E-001,-4.2987668E-001, 0.0000000E+000, 2.4704302E-004, 0.0000000E+000, 3.1592449E-006
 1.3511255E+001, 1.0853781E+001, 0.0000000E+000,-3.7782093E+000,-8.0771448E+000,-1.3467001E-001,-2.5544796E-004, 0.0000000E+000, 0.0000000E+000,-1.1531870E+000,-1.1364984E+000, 0.0000000E+000, 2.4939671E-004, 0.0000000E+000, 3.2844257E-006
 1.4009573E+001, 1.0722682E+001, 0.0000000E+000,-3.7551443E+000,-9.9777823E+000,-1.3047792E-001,-2.2130372E-004, 0.0000000E+000, 0.0000000E+000,-3.2038652E+000,-3.1409442E+000, 0.0000000E+000, 2.4475367E-004, 0.0000000E+000, 3.2947913E-006
