s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04,-2.596E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.031E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 2.733E+02, 0.000E+00,-5.633E+01,-1.509E+02,-2.784E+00, 1.254E-01, 0.000E+00, 0.000E+00, 6.262E+01, 6.342E+01, 0.000E+00, 1.351E-02, 0.000E+00
 2.000E+01, 6.466E+02, 0.000E+00,-1.322E+02,-5.137E+02,-7.972E+00, 2.625E-01, 0.000E+00, 0.000E+00,-7.595E+00,-7.004E+00, 0.000E+00, 3.057E-02, 0.000E+00
 3.000E+01, 2.552E+02, 0.000E+00,-5.187E+01,-2.322E+02,-2.838E+00, 1.203E-01, 0.000E+00, 0.000E+00,-3.159E+01,-3.155E+01, 0.000E+00, 1.180E-02, 0.000E+00
 4.000E+01, 1.129E+02, 0.000E+00,-2.284E+01,-9.412E+01,-1.015E+00, 5.534E-02, 0.000E+00, 0.000E+00,-5.018E+00,-5.054E+00, 0.000E+00, 5.339E-03, 0.000E+00
 5.000E+01, 9.342E+01, 0.000E+00,-1.892E+01,-7.578E+01,-8.572E-01, 4.454E-02, 0.000E+00, 0.000E+00,-2.023E+00,-2.087E+00, 0.000E+00, 4.433E-03, 0.000E+00
 6.000E+01, 8.070E+01, 0.000E+00,-1.628E+01,-6.424E+01,-6.600E-01, 3.762E-02, 0.000E+00, 0.000E+00,-4.120E-01,-4.458E-01, 0.000E+00, 3.824E-03, 0.000E+00
 7.000E+01, 7.613E+01, 0.000E+00,-1.540E+01,-6.177E+01,-7.204E-01, 3.486E-02, 0.000E+00, 0.000E+00,-1.644E+00,-1.725E+00, 0.000E+00, 3.608E-03, 0.000E+00
 8.000E+01, 7.099E+01, 0.000E+00,-1.433E+01,-5.563E+01,-5.674E-01, 3.243E-02, 0.000E+00, 0.000E+00, 5.123E-01, 4.877E-01, 0.000E+00, 3.370E-03, 0.000E+00
 9.000E+01, 6.730E+01, 0.000E+00,-1.359E+01,-5.483E+01,-5.316E-01, 3.052E-02, 0.000E+00, 0.000E+00,-1.597E+00,-1.619E+00, 0.000E+00, 3.189E-03, 0.000E+00
 1.000E+02, 6.647E+01, 0.000E+00,-1.345E+01,-5.219E+01,-5.453E-01, 3.003E-02, 0.000E+00, 0.000E+00, 3.722E-01, 3.181E-01, 0.000E+00, 3.161E-03, 0.000E+00
 1.100E+02, 6.257E+01, 0.000E+00,-1.262E+01,-5.085E+01,-3.818E-01, 2.807E-02, 0.000E+00, 0.000E+00,-1.285E+00,-1.257E+00, 0.000E+00, 2.969E-03, 0.000E+00
 1.200E+02, 6.306E+01, 0.000E+00,-1.271E+01,-4.896E+01,-3.939E-01, 2.821E-02, 0.000E+00, 0.000E+00, 1.015E+00, 1.018E+00, 0.000E+00, 2.990E-03, 0.000E+00
 1.300E+02, 6.127E+01, 0.000E+00,-1.237E+01,-4.840E+01,-4.106E-01, 2.737E-02, 0.000E+00, 0.000E+00, 1.245E-01, 1.179E-01, 0.000E+00, 2.913E-03, 0.000E+00
 1.400E+02, 6.173E+01, 0.000E+00,-1.247E+01,-4.978E+01,-4.992E-01, 2.748E-02, 0.000E+00, 0.000E+00,-9.485E-01,-9.935E-01, 0.000E+00, 2.931E-03, 0.000E+00
 1.500E+02, 6.077E+01, 0.000E+00,-1.227E+01,-4.809E+01,-3.747E-01, 2.694E-02, 0.000E+00, 0.000E+00, 6.510E-02, 6.215E-02, 0.000E+00, 2.882E-03, 0.000E+00
 1.600E+02, 6.101E+01, 0.000E+00,-1.230E+01,-4.761E+01,-4.384E-01, 2.706E-02, 0.000E+00, 0.000E+00, 6.944E-01, 6.815E-01, 0.000E+00, 2.897E-03, 0.000E+00
 1.700E+02, 6.114E+01, 0.000E+00,-1.236E+01,-4.889E+01,-4.071E-01, 2.707E-02, 0.000E+00, 0.000E+00,-4.750E-01,-4.861E-01, 0.000E+00, 2.904E-03, 0.000E+00
 1.800E+02, 6.104E+01, 0.000E+00,-1.232E+01,-4.743E+01,-4.673E-01, 2.697E-02, 0.000E+00, 0.000E+00, 8.917E-01, 8.456E-01, 0.000E+00, 2.896E-03, 0.000E+00
 1.900E+02, 6.040E+01, 0.000E+00,-1.219E+01,-4.903E+01,-4.269E-01, 2.685E-02, 0.000E+00, 0.000E+00,-1.204E+00,-1.226E+00, 0.000E+00, 2.871E-03, 0.000E+00
 2.000E+02, 6.152E+01, 0.000E+00,-1.243E+01,-4.878E+01,-4.583E-01, 2.721E-02, 0.000E+00, 0.000E+00,-8.773E-02,-1.213E-01, 0.000E+00, 2.920E-03, 0.000E+00
 2.100E+02, 6.178E+01, 0.000E+00,-1.246E+01,-4.848E+01,-4.216E-01, 2.738E-02, 0.000E+00, 0.000E+00, 4.647E-01, 4.427E-01, 0.000E+00, 2.938E-03, 0.000E+00
