m,kW/m
Height,HRRPUL
 3.220E-02, 2.341E+03
 1.066E-01, 1.376E+03
 1.809E-01, 9.401E+02
 2.553E-01, 8.076E+02
 3.297E-01, 7.492E+02
 4.041E-01, 7.073E+02
 4.784E-01, 6.879E+02
 5.528E-01, 6.757E+02
 6.272E-01, 6.683E+02
 7.016E-01, 6.600E+02
 7.759E-01, 6.549E+02
 8.503E-01, 6.521E+02
 9.247E-01, 6.517E+02
 9.991E-01, 6.500E+02
 1.073E+00, 6.516E+02
 1.148E+00, 6.547E+02
 1.222E+00, 6.585E+02
 1.297E+00, 6.651E+02
 1.371E+00, 6.708E+02
 1.445E+00, 6.762E+02
 1.520E+00, 6.812E+02
 1.594E+00, 6.858E+02
 1.668E+00, 6.916E+02
 1.743E+00, 6.981E+02
 1.817E+00, 7.071E+02
 1.892E+00, 7.133E+02
 1.966E+00, 7.192E+02
 2.040E+00, 7.245E+02
 2.115E+00, 7.272E+02
 2.189E+00, 7.287E+02
 2.263E+00, 7.293E+02
 2.338E+00, 7.284E+02
 2.412E+00, 7.270E+02
 2.487E+00, 7.248E+02
 2.561E+00, 7.211E+02
 2.635E+00, 7.157E+02
 2.710E+00, 7.093E+02
 2.784E+00, 6.998E+02
 2.858E+00, 6.860E+02
 2.933E+00, 6.688E+02
 3.007E+00, 6.500E+02
 3.082E+00, 6.306E+02
 3.156E+00, 6.103E+02
 3.230E+00, 5.876E+02
 3.305E+00, 5.638E+02
 3.379E+00, 5.393E+02
 3.453E+00, 5.145E+02
 3.528E+00, 4.891E+02
 3.602E+00, 4.635E+02
 3.677E+00, 4.375E+02
 3.751E+00, 4.124E+02
 3.825E+00, 3.864E+02
 3.900E+00, 3.605E+02
 3.974E+00, 3.351E+02
 4.048E+00, 3.100E+02
 4.123E+00, 2.862E+02
 4.197E+00, 2.627E+02
 4.272E+00, 2.398E+02
 4.346E+00, 2.181E+02
 4.420E+00, 1.979E+02
 4.495E+00, 1.789E+02
 4.569E+00, 1.608E+02
 4.643E+00, 1.441E+02
 4.718E+00, 1.296E+02
 4.792E+00, 1.166E+02
 4.867E+00, 1.050E+02
 4.941E+00, 9.435E+01
 5.015E+00, 8.407E+01
 5.090E+00, 7.470E+01
 5.164E+00, 6.650E+01
 5.238E+00, 5.894E+01
 5.313E+00, 5.210E+01
 5.387E+00, 4.593E+01
 5.462E+00, 4.055E+01
 5.536E+00, 3.556E+01
 5.610E+00, 3.110E+01
 5.685E+00, 2.716E+01
 5.759E+00, 2.364E+01
 5.833E+00, 2.063E+01
 5.908E+00, 1.802E+01
 5.982E+00, 1.570E+01
 6.057E+00, 1.372E+01
 6.131E+00, 1.204E+01
 6.205E+00, 1.051E+01
 6.280E+00, 9.182E+00
 6.354E+00, 7.929E+00
 6.428E+00, 6.857E+00
 6.503E+00, 5.945E+00
 6.577E+00, 5.157E+00
 6.652E+00, 4.447E+00
 6.726E+00, 3.800E+00
 6.800E+00, 3.211E+00
 6.875E+00, 2.747E+00
 6.949E+00, 2.353E+00
 7.023E+00, 1.996E+00
 7.098E+00, 1.679E+00
 7.172E+00, 1.419E+00
 7.247E+00, 1.188E+00
 7.321E+00, 9.941E-01
 7.395E+00, 8.364E-01
 7.470E+00, 7.126E-01
 7.544E+00, 6.078E-01
 7.618E+00, 5.167E-01
 7.693E+00, 4.347E-01
 7.767E+00, 3.658E-01
 7.842E+00, 3.082E-01
 7.916E+00, 2.602E-01
 7.990E+00, 2.206E-01
 8.065E+00, 1.863E-01
 8.139E+00, 1.568E-01
 8.213E+00, 1.314E-01
 8.288E+00, 1.109E-01
 8.362E+00, 9.228E-02
 8.437E+00, 7.714E-02
 8.511E+00, 6.457E-02
 8.585E+00, 5.354E-02
 8.660E+00, 4.448E-02
 8.734E+00, 3.699E-02
 8.808E+00, 3.078E-02
 8.883E+00, 2.566E-02
 8.957E+00, 2.144E-02
 9.032E+00, 1.788E-02
 9.106E+00, 1.483E-02
 9.180E+00, 1.236E-02
 9.255E+00, 1.039E-02
 9.329E+00, 8.753E-03
 9.403E+00, 7.406E-03
 9.478E+00, 6.257E-03
 9.552E+00, 5.252E-03
 9.627E+00, 4.410E-03
 9.701E+00, 3.698E-03
 9.775E+00, 3.126E-03
 9.850E+00, 2.627E-03
 9.924E+00, 2.197E-03
 9.998E+00, 1.837E-03
 1.007E+01, 1.529E-03
 1.015E+01, 1.279E-03
 1.022E+01, 1.066E-03
 1.030E+01, 8.925E-04
 1.037E+01, 7.429E-04
 1.044E+01, 6.174E-04
 1.052E+01, 5.121E-04
 1.059E+01, 4.245E-04
 1.067E+01, 3.546E-04
 1.074E+01, 2.940E-04
 1.082E+01, 2.441E-04
 1.089E+01, 2.055E-04
 1.097E+01, 1.735E-04
 1.104E+01, 1.457E-04
 1.111E+01, 1.222E-04
 1.119E+01, 1.041E-04
 1.126E+01, 6.296E-05
