m,kW/m
Height,HRRPUL
 1.207E+00, 3.890E+04
 3.575E+00, 3.916E+04
 5.943E+00, 3.969E+04
 8.311E+00, 3.976E+04
 1.068E+01, 4.023E+04
 1.305E+01, 4.148E+04
 1.542E+01, 4.275E+04
 1.778E+01, 4.304E+04
 2.015E+01, 4.301E+04
 2.252E+01, 4.292E+04
 2.489E+01, 4.288E+04
 2.726E+01, 4.282E+04
 2.962E+01, 4.264E+04
 3.199E+01, 4.281E+04
 3.436E+01, 4.269E+04
 3.673E+01, 4.211E+04
 3.910E+01, 4.122E+04
 4.146E+01, 4.014E+04
 4.383E+01, 3.908E+04
 4.620E+01, 3.807E+04
 4.857E+01, 3.706E+04
 5.094E+01, 3.602E+04
 5.331E+01, 3.502E+04
 5.567E+01, 3.396E+04
 5.804E+01, 3.274E+04
 6.041E+01, 3.124E+04
 6.278E+01, 2.934E+04
 6.515E+01, 2.718E+04
 6.751E+01, 2.499E+04
 6.988E+01, 2.277E+04
 7.225E+01, 2.037E+04
 7.462E+01, 1.791E+04
 7.699E+01, 1.545E+04
 7.935E+01, 1.315E+04
 8.172E+01, 1.104E+04
 8.409E+01, 9.176E+03
 8.646E+01, 7.554E+03
 8.883E+01, 6.136E+03
 9.120E+01, 4.918E+03
 9.356E+01, 3.930E+03
 9.593E+01, 3.119E+03
 9.830E+01, 2.463E+03
 1.007E+02, 1.938E+03
 1.030E+02, 1.526E+03
 1.054E+02, 1.199E+03
 1.078E+02, 9.457E+02
 1.101E+02, 7.437E+02
 1.125E+02, 5.881E+02
 1.149E+02, 4.624E+02
 1.172E+02, 3.638E+02
 1.196E+02, 2.853E+02
 1.220E+02, 2.243E+02
 1.243E+02, 1.753E+02
 1.267E+02, 1.379E+02
 1.291E+02, 1.079E+02
 1.315E+02, 8.469E+01
 1.338E+02, 6.618E+01
 1.362E+02, 5.201E+01
 1.386E+02, 4.095E+01
 1.409E+02, 3.233E+01
 1.433E+02, 2.536E+01
 1.457E+02, 1.991E+01
 1.480E+02, 1.564E+01
 1.504E+02, 1.229E+01
 1.528E+02, 9.685E+00
 1.551E+02, 7.648E+00
 1.575E+02, 6.032E+00
 1.599E+02, 4.786E+00
 1.622E+02, 3.802E+00
 1.646E+02, 3.041E+00
 1.670E+02, 2.417E+00
 1.693E+02, 1.919E+00
 1.717E+02, 1.526E+00
 1.741E+02, 1.214E+00
 1.764E+02, 9.845E-01
 1.788E+02, 5.778E-01
