m,kW/m
Height,HRRPUL
 6.145E-01, 1.121E+04
 1.799E+00, 1.410E+04
 2.983E+00, 1.738E+04
 4.167E+00, 1.794E+04
 5.351E+00, 1.805E+04
 6.535E+00, 1.860E+04
 7.719E+00, 1.938E+04
 8.903E+00, 2.005E+04
 1.009E+01, 2.064E+04
 1.127E+01, 2.127E+04
 1.246E+01, 2.184E+04
 1.364E+01, 2.233E+04
 1.482E+01, 2.288E+04
 1.601E+01, 2.341E+04
 1.719E+01, 2.386E+04
 1.838E+01, 2.437E+04
 1.956E+01, 2.497E+04
 2.074E+01, 2.557E+04
 2.193E+01, 2.622E+04
 2.311E+01, 2.683E+04
 2.430E+01, 2.762E+04
 2.548E+01, 2.843E+04
 2.666E+01, 2.929E+04
 2.785E+01, 3.010E+04
 2.903E+01, 3.101E+04
 3.022E+01, 3.200E+04
 3.140E+01, 3.307E+04
 3.258E+01, 3.411E+04
 3.377E+01, 3.516E+04
 3.495E+01, 3.614E+04
 3.614E+01, 3.709E+04
 3.732E+01, 3.808E+04
 3.850E+01, 3.896E+04
 3.969E+01, 3.970E+04
 4.087E+01, 4.034E+04
 4.206E+01, 4.096E+04
 4.324E+01, 4.138E+04
 4.443E+01, 4.164E+04
 4.561E+01, 4.168E+04
 4.679E+01, 4.153E+04
 4.798E+01, 4.125E+04
 4.916E+01, 4.081E+04
 5.035E+01, 4.009E+04
 5.153E+01, 3.923E+04
 5.271E+01, 3.834E+04
 5.390E+01, 3.745E+04
 5.508E+01, 3.641E+04
 5.627E+01, 3.534E+04
 5.745E+01, 3.426E+04
 5.863E+01, 3.308E+04
 5.982E+01, 3.181E+04
 6.100E+01, 3.042E+04
 6.219E+01, 2.888E+04
 6.337E+01, 2.727E+04
 6.455E+01, 2.570E+04
 6.574E+01, 2.415E+04
 6.692E+01, 2.252E+04
 6.811E+01, 2.093E+04
 6.929E+01, 1.936E+04
 7.047E+01, 1.788E+04
 7.166E+01, 1.643E+04
 7.284E+01, 1.502E+04
 7.403E+01, 1.365E+04
 7.521E+01, 1.236E+04
 7.640E+01, 1.112E+04
 7.758E+01, 9.966E+03
 7.876E+01, 8.913E+03
 7.995E+01, 7.937E+03
 8.113E+01, 7.028E+03
 8.232E+01, 6.199E+03
 8.350E+01, 5.463E+03
 8.468E+01, 4.798E+03
 8.587E+01, 4.195E+03
 8.705E+01, 3.660E+03
 8.824E+01, 3.166E+03
 8.942E+01, 2.735E+03
 9.060E+01, 2.369E+03
 9.179E+01, 2.050E+03
 9.297E+01, 1.757E+03
 9.416E+01, 1.514E+03
 9.534E+01, 1.291E+03
 9.652E+01, 1.106E+03
 9.771E+01, 9.387E+02
 9.889E+01, 7.963E+02
 1.001E+02, 6.744E+02
 1.013E+02, 5.676E+02
 1.024E+02, 4.737E+02
 1.036E+02, 3.946E+02
 1.048E+02, 3.282E+02
 1.060E+02, 2.731E+02
 1.072E+02, 2.256E+02
 1.084E+02, 1.856E+02
 1.095E+02, 1.522E+02
 1.107E+02, 1.246E+02
 1.119E+02, 1.019E+02
 1.131E+02, 8.326E+01
 1.143E+02, 6.751E+01
 1.155E+02, 5.480E+01
 1.167E+02, 4.473E+01
 1.178E+02, 3.670E+01
 1.190E+02, 2.998E+01
 1.202E+02, 2.440E+01
 1.214E+02, 1.997E+01
 1.226E+02, 1.637E+01
 1.238E+02, 1.345E+01
 1.249E+02, 1.110E+01
 1.261E+02, 9.204E+00
 1.273E+02, 7.600E+00
 1.285E+02, 6.255E+00
 1.297E+02, 5.123E+00
 1.309E+02, 4.206E+00
 1.320E+02, 3.455E+00
 1.332E+02, 2.840E+00
 1.344E+02, 2.348E+00
 1.356E+02, 1.935E+00
 1.368E+02, 1.591E+00
 1.380E+02, 1.310E+00
 1.392E+02, 1.082E+00
 1.403E+02, 8.969E-01
 1.415E+02, 7.443E-01
 1.427E+02, 6.171E-01
 1.439E+02, 5.131E-01
 1.451E+02, 4.267E-01
 1.463E+02, 3.559E-01
 1.474E+02, 2.966E-01
 1.486E+02, 2.470E-01
 1.498E+02, 2.057E-01
 1.510E+02, 1.715E-01
 1.522E+02, 1.429E-01
 1.534E+02, 1.190E-01
 1.545E+02, 9.921E-02
 1.557E+02, 8.289E-02
 1.569E+02, 6.918E-02
 1.581E+02, 5.784E-02
 1.593E+02, 4.824E-02
 1.605E+02, 4.032E-02
 1.616E+02, 3.370E-02
 1.628E+02, 2.819E-02
 1.640E+02, 2.349E-02
 1.652E+02, 1.962E-02
 1.664E+02, 1.631E-02
 1.676E+02, 1.357E-02
 1.688E+02, 1.129E-02
 1.699E+02, 9.356E-03
 1.711E+02, 7.712E-03
 1.723E+02, 6.326E-03
 1.735E+02, 5.205E-03
 1.747E+02, 4.259E-03
 1.759E+02, 3.520E-03
 1.770E+02, 2.861E-03
 1.782E+02, 2.350E-03
 1.794E+02, 1.368E-03
