m,kW/m
Height,HRRPUL
 1.130E-02, 3.339E+03
 3.380E-02, 1.130E+03
 5.630E-02, 4.500E+02
 7.880E-02, 2.605E+02
 1.013E-01, 1.863E+02
 1.238E-01, 1.464E+02
 1.463E-01, 1.205E+02
 1.688E-01, 1.021E+02
 1.913E-01, 8.856E+01
 2.138E-01, 7.821E+01
 2.363E-01, 6.997E+01
 2.588E-01, 6.329E+01
 2.813E-01, 5.780E+01
 3.038E-01, 5.311E+01
 3.263E-01, 4.892E+01
 3.488E-01, 4.531E+01
 3.713E-01, 4.202E+01
 3.938E-01, 3.905E+01
 4.163E-01, 3.619E+01
 4.388E-01, 3.355E+01
 4.613E-01, 3.108E+01
 4.838E-01, 2.870E+01
 5.063E-01, 2.652E+01
 5.288E-01, 2.448E+01
 5.513E-01, 2.253E+01
 5.738E-01, 2.067E+01
 5.963E-01, 1.895E+01
 6.188E-01, 1.738E+01
 6.413E-01, 1.588E+01
 6.638E-01, 1.454E+01
 6.863E-01, 1.324E+01
 7.088E-01, 1.205E+01
 7.313E-01, 1.092E+01
 7.538E-01, 9.895E+00
 7.763E-01, 8.892E+00
 7.988E-01, 7.985E+00
 8.213E-01, 7.152E+00
 8.438E-01, 6.401E+00
 8.664E-01, 5.708E+00
 8.889E-01, 5.093E+00
 9.114E-01, 4.525E+00
 9.339E-01, 4.020E+00
 9.564E-01, 3.561E+00
 9.789E-01, 3.165E+00
 1.001E+00, 2.803E+00
 1.024E+00, 2.461E+00
 1.046E+00, 2.157E+00
 1.069E+00, 1.895E+00
 1.091E+00, 1.661E+00
 1.114E+00, 1.454E+00
 1.136E+00, 1.268E+00
 1.159E+00, 1.101E+00
 1.181E+00, 9.548E-01
 1.204E+00, 8.245E-01
 1.226E+00, 7.100E-01
 1.249E+00, 6.098E-01
 1.271E+00, 5.226E-01
 1.294E+00, 4.478E-01
 1.316E+00, 3.841E-01
 1.339E+00, 3.271E-01
 1.361E+00, 2.769E-01
 1.384E+00, 2.330E-01
 1.406E+00, 1.964E-01
 1.429E+00, 1.658E-01
 1.451E+00, 1.392E-01
 1.474E+00, 1.169E-01
 1.496E+00, 9.791E-02
 1.519E+00, 8.214E-02
 1.541E+00, 6.870E-02
 1.564E+00, 5.752E-02
 1.586E+00, 4.825E-02
 1.609E+00, 4.075E-02
 1.631E+00, 3.441E-02
 1.654E+00, 2.905E-02
 1.676E+00, 2.449E-02
 1.699E+00, 2.070E-02
 1.721E+00, 1.750E-02
 1.744E+00, 1.480E-02
 1.766E+00, 1.252E-02
 1.789E+00, 1.062E-02
 1.811E+00, 9.040E-03
 1.834E+00, 7.704E-03
 1.856E+00, 6.535E-03
 1.879E+00, 5.519E-03
 1.901E+00, 4.653E-03
 1.924E+00, 3.924E-03
 1.946E+00, 3.319E-03
 1.969E+00, 2.814E-03
 1.991E+00, 2.384E-03
 2.014E+00, 2.021E-03
 2.036E+00, 1.709E-03
 2.059E+00, 1.449E-03
 2.081E+00, 1.232E-03
 2.104E+00, 1.049E-03
 2.126E+00, 8.915E-04
 2.149E+00, 7.574E-04
 2.171E+00, 6.424E-04
 2.194E+00, 5.450E-04
 2.216E+00, 4.628E-04
 2.239E+00, 3.926E-04
 2.261E+00, 3.336E-04
 2.284E+00, 2.838E-04
 2.306E+00, 2.408E-04
 2.329E+00, 2.043E-04
 2.351E+00, 1.733E-04
 2.374E+00, 1.470E-04
 2.396E+00, 1.246E-04
 2.419E+00, 1.056E-04
 2.441E+00, 8.936E-05
 2.464E+00, 7.545E-05
 2.486E+00, 6.356E-05
 2.509E+00, 5.354E-05
 2.531E+00, 4.523E-05
 2.554E+00, 3.825E-05
 2.576E+00, 3.228E-05
 2.599E+00, 2.714E-05
 2.621E+00, 2.278E-05
 2.644E+00, 1.910E-05
 2.666E+00, 1.597E-05
 2.689E+00, 1.330E-05
 2.711E+00, 1.106E-05
 2.734E+00, 9.183E-06
 2.756E+00, 7.629E-06
 2.779E+00, 6.322E-06
 2.801E+00, 5.222E-06
 2.824E+00, 4.300E-06
 2.846E+00, 3.532E-06
 2.869E+00, 2.892E-06
 2.891E+00, 2.356E-06
 2.914E+00, 1.917E-06
 2.936E+00, 1.551E-06
 2.959E+00, 1.250E-06
 2.981E+00, 9.959E-07
 3.004E+00, 7.890E-07
 3.026E+00, 6.250E-07
 3.049E+00, 4.935E-07
 3.071E+00, 3.833E-07
 3.094E+00, 2.951E-07
 3.116E+00, 2.267E-07
 3.139E+00, 1.726E-07
 3.161E+00, 1.293E-07
 3.184E+00, 9.531E-08
 3.206E+00, 6.979E-08
 3.229E+00, 5.151E-08
 3.251E+00, 3.778E-08
 3.274E+00, 2.696E-08
 3.296E+00, 1.865E-08
 3.319E+00, 1.243E-08
 3.341E+00, 8.753E-09
 3.364E+00, 6.266E-09
 3.386E+00, 4.232E-09
 3.409E+00, 1.193E-09
