m,kW/m
Height,HRRPUL
 8.928E-01, 2.549E+04
 2.682E+00, 2.546E+04
 4.472E+00, 2.553E+04
 6.261E+00, 2.569E+04
 8.051E+00, 2.570E+04
 9.840E+00, 2.608E+04
 1.163E+01, 2.623E+04
 1.342E+01, 2.624E+04
 1.521E+01, 2.602E+04
 1.700E+01, 2.583E+04
 1.879E+01, 2.570E+04
 2.058E+01, 2.568E+04
 2.237E+01, 2.571E+04
 2.416E+01, 2.570E+04
 2.595E+01, 2.578E+04
 2.774E+01, 2.573E+04
 2.952E+01, 2.566E+04
 3.131E+01, 2.512E+04
 3.310E+01, 2.453E+04
 3.489E+01, 2.399E+04
 3.668E+01, 2.344E+04
 3.847E+01, 2.287E+04
 4.026E+01, 2.228E+04
 4.205E+01, 2.169E+04
 4.384E+01, 2.106E+04
 4.563E+01, 2.037E+04
 4.742E+01, 1.966E+04
 4.921E+01, 1.895E+04
 5.100E+01, 1.813E+04
 5.279E+01, 1.723E+04
 5.458E+01, 1.614E+04
 5.637E+01, 1.491E+04
 5.816E+01, 1.358E+04
 5.995E+01, 1.219E+04
 6.174E+01, 1.073E+04
 6.353E+01, 9.257E+03
 6.531E+01, 7.824E+03
 6.710E+01, 6.493E+03
 6.889E+01, 5.318E+03
 7.068E+01, 4.316E+03
 7.247E+01, 3.460E+03
 7.426E+01, 2.753E+03
 7.605E+01, 2.188E+03
 7.784E+01, 1.736E+03
 7.963E+01, 1.376E+03
 8.142E+01, 1.092E+03
 8.321E+01, 8.655E+02
 8.500E+01, 6.845E+02
 8.679E+01, 5.395E+02
 8.858E+01, 4.250E+02
 9.037E+01, 3.354E+02
 9.216E+01, 2.648E+02
 9.395E+01, 2.086E+02
 9.574E+01, 1.639E+02
 9.753E+01, 1.288E+02
 9.932E+01, 1.013E+02
 1.011E+02, 7.983E+01
 1.029E+02, 6.300E+01
 1.047E+02, 4.967E+01
 1.065E+02, 3.925E+01
 1.083E+02, 3.100E+01
 1.101E+02, 2.452E+01
 1.118E+02, 1.933E+01
 1.136E+02, 1.523E+01
 1.154E+02, 1.198E+01
 1.172E+02, 9.436E+00
 1.190E+02, 7.453E+00
 1.208E+02, 5.905E+00
 1.226E+02, 4.671E+00
 1.244E+02, 3.716E+00
 1.262E+02, 2.945E+00
 1.279E+02, 2.345E+00
 1.297E+02, 1.865E+00
 1.315E+02, 1.486E+00
 1.333E+02, 1.201E+00
 1.351E+02, 7.102E-01
