m,kW/m
Height,HRRPUL
 6.800E-02, 2.497E+03
 2.101E-01, 2.902E+03
 3.523E-01, 2.922E+03
 4.944E-01, 2.507E+03
 6.365E-01, 2.182E+03
 7.786E-01, 1.991E+03
 9.208E-01, 1.883E+03
 1.063E+00, 1.829E+03
 1.205E+00, 1.794E+03
 1.347E+00, 1.770E+03
 1.489E+00, 1.752E+03
 1.631E+00, 1.735E+03
 1.774E+00, 1.717E+03
 1.916E+00, 1.707E+03
 2.058E+00, 1.703E+03
 2.200E+00, 1.706E+03
 2.342E+00, 1.712E+03
 2.484E+00, 1.725E+03
 2.626E+00, 1.743E+03
 2.768E+00, 1.765E+03
 2.911E+00, 1.787E+03
 3.053E+00, 1.812E+03
 3.195E+00, 1.835E+03
 3.337E+00, 1.856E+03
 3.479E+00, 1.877E+03
 3.621E+00, 1.904E+03
 3.763E+00, 1.926E+03
 3.905E+00, 1.944E+03
 4.048E+00, 1.959E+03
 4.190E+00, 1.970E+03
 4.332E+00, 1.977E+03
 4.474E+00, 1.982E+03
 4.616E+00, 1.983E+03
 4.758E+00, 1.972E+03
 4.900E+00, 1.954E+03
 5.042E+00, 1.931E+03
 5.185E+00, 1.900E+03
 5.327E+00, 1.864E+03
 5.469E+00, 1.824E+03
 5.611E+00, 1.780E+03
 5.753E+00, 1.730E+03
 5.895E+00, 1.676E+03
 6.037E+00, 1.617E+03
 6.179E+00, 1.556E+03
 6.322E+00, 1.493E+03
 6.464E+00, 1.427E+03
 6.606E+00, 1.361E+03
 6.748E+00, 1.298E+03
 6.890E+00, 1.235E+03
 7.032E+00, 1.173E+03
 7.174E+00, 1.109E+03
 7.316E+00, 1.047E+03
 7.459E+00, 9.828E+02
 7.601E+00, 9.218E+02
 7.743E+00, 8.630E+02
 7.885E+00, 8.071E+02
 8.027E+00, 7.517E+02
 8.169E+00, 6.986E+02
 8.311E+00, 6.502E+02
 8.453E+00, 6.033E+02
 8.596E+00, 5.570E+02
 8.738E+00, 5.116E+02
 8.880E+00, 4.685E+02
 9.022E+00, 4.270E+02
 9.164E+00, 3.865E+02
 9.306E+00, 3.488E+02
 9.448E+00, 3.136E+02
 9.590E+00, 2.809E+02
 9.733E+00, 2.513E+02
 9.875E+00, 2.239E+02
 1.002E+01, 1.997E+02
 1.016E+01, 1.787E+02
 1.030E+01, 1.584E+02
 1.044E+01, 1.400E+02
 1.059E+01, 1.233E+02
 1.073E+01, 1.092E+02
 1.087E+01, 9.717E+01
 1.101E+01, 8.634E+01
 1.115E+01, 7.669E+01
 1.130E+01, 6.831E+01
 1.144E+01, 6.039E+01
 1.158E+01, 5.337E+01
 1.172E+01, 4.713E+01
 1.186E+01, 4.162E+01
 1.201E+01, 3.673E+01
 1.215E+01, 3.233E+01
 1.229E+01, 2.843E+01
 1.243E+01, 2.501E+01
 1.258E+01, 2.162E+01
 1.272E+01, 1.877E+01
 1.286E+01, 1.633E+01
 1.300E+01, 1.419E+01
 1.314E+01, 1.257E+01
 1.329E+01, 1.103E+01
 1.343E+01, 9.704E+00
 1.357E+01, 8.428E+00
 1.371E+01, 7.358E+00
 1.385E+01, 6.429E+00
 1.400E+01, 5.591E+00
 1.414E+01, 4.958E+00
 1.428E+01, 4.467E+00
 1.442E+01, 4.049E+00
 1.456E+01, 3.627E+00
 1.471E+01, 3.219E+00
 1.485E+01, 2.810E+00
 1.499E+01, 2.489E+00
 1.513E+01, 2.224E+00
 1.528E+01, 2.029E+00
 1.542E+01, 1.930E+00
 1.556E+01, 1.689E+00
 1.570E+01, 1.384E+00
 1.584E+01, 1.107E+00
 1.599E+01, 8.669E-01
 1.613E+01, 6.742E-01
 1.627E+01, 5.214E-01
 1.641E+01, 4.115E-01
 1.655E+01, 3.278E-01
 1.670E+01, 2.613E-01
 1.684E+01, 2.077E-01
 1.698E+01, 1.673E-01
 1.712E+01, 1.341E-01
 1.727E+01, 1.076E-01
 1.741E+01, 8.736E-02
 1.755E+01, 7.143E-02
 1.769E+01, 5.868E-02
 1.783E+01, 4.857E-02
 1.798E+01, 4.007E-02
 1.812E+01, 3.308E-02
 1.826E+01, 2.762E-02
 1.840E+01, 2.312E-02
 1.854E+01, 1.926E-02
 1.869E+01, 1.614E-02
 1.883E+01, 1.349E-02
 1.897E+01, 1.128E-02
 1.911E+01, 9.402E-03
 1.925E+01, 7.877E-03
 1.940E+01, 6.603E-03
 1.954E+01, 5.536E-03
 1.968E+01, 4.617E-03
 1.982E+01, 3.853E-03
 1.997E+01, 3.218E-03
 2.011E+01, 2.684E-03
 2.025E+01, 2.249E-03
 2.039E+01, 1.886E-03
 2.053E+01, 1.584E-03
 2.068E+01, 1.333E-03
 2.082E+01, 1.118E-03
 2.096E+01, 9.472E-04
 2.110E+01, 8.000E-04
 2.124E+01, 6.715E-04
 2.139E+01, 5.755E-04
 2.153E+01, 3.433E-04
