m,kW/m
Height,HRRPUL
 8.819E-01, 1.966E+04
 2.586E+00, 2.526E+04
 4.289E+00, 2.984E+04
 5.993E+00, 3.028E+04
 7.697E+00, 3.007E+04
 9.401E+00, 3.089E+04
 1.110E+01, 3.241E+04
 1.281E+01, 3.398E+04
 1.451E+01, 3.543E+04
 1.622E+01, 3.691E+04
 1.792E+01, 3.821E+04
 1.962E+01, 3.949E+04
 2.133E+01, 4.079E+04
 2.303E+01, 4.199E+04
 2.473E+01, 4.320E+04
 2.644E+01, 4.431E+04
 2.814E+01, 4.555E+04
 2.985E+01, 4.692E+04
 3.155E+01, 4.833E+04
 3.325E+01, 4.967E+04
 3.496E+01, 5.106E+04
 3.666E+01, 5.268E+04
 3.836E+01, 5.454E+04
 4.007E+01, 5.662E+04
 4.177E+01, 5.881E+04
 4.348E+01, 6.103E+04
 4.518E+01, 6.340E+04
 4.688E+01, 6.597E+04
 4.859E+01, 6.860E+04
 5.029E+01, 7.109E+04
 5.199E+01, 7.365E+04
 5.370E+01, 7.624E+04
 5.540E+01, 7.864E+04
 5.711E+01, 8.084E+04
 5.881E+01, 8.318E+04
 6.051E+01, 8.534E+04
 6.222E+01, 8.711E+04
 6.392E+01, 8.829E+04
 6.562E+01, 8.904E+04
 6.733E+01, 8.971E+04
 6.903E+01, 9.010E+04
 7.074E+01, 9.024E+04
 7.244E+01, 9.026E+04
 7.414E+01, 9.001E+04
 7.585E+01, 8.974E+04
 7.755E+01, 8.913E+04
 7.925E+01, 8.820E+04
 8.096E+01, 8.716E+04
 8.266E+01, 8.589E+04
 8.437E+01, 8.442E+04
 8.607E+01, 8.264E+04
 8.777E+01, 8.073E+04
 8.948E+01, 7.868E+04
 9.118E+01, 7.645E+04
 9.288E+01, 7.408E+04
 9.459E+01, 7.130E+04
 9.629E+01, 6.818E+04
 9.800E+01, 6.506E+04
 9.970E+01, 6.175E+04
 1.014E+02, 5.815E+04
 1.031E+02, 5.467E+04
 1.048E+02, 5.113E+04
 1.065E+02, 4.767E+04
 1.082E+02, 4.443E+04
 1.099E+02, 4.117E+04
 1.116E+02, 3.800E+04
 1.133E+02, 3.493E+04
 1.150E+02, 3.207E+04
 1.167E+02, 2.950E+04
 1.184E+02, 2.711E+04
 1.201E+02, 2.483E+04
 1.218E+02, 2.262E+04
 1.236E+02, 2.062E+04
 1.253E+02, 1.875E+04
 1.270E+02, 1.699E+04
 1.287E+02, 1.534E+04
 1.304E+02, 1.382E+04
 1.321E+02, 1.240E+04
 1.338E+02, 1.107E+04
 1.355E+02, 9.871E+03
 1.372E+02, 8.786E+03
 1.389E+02, 7.771E+03
 1.406E+02, 6.866E+03
 1.423E+02, 6.076E+03
 1.440E+02, 5.394E+03
 1.457E+02, 4.808E+03
 1.474E+02, 4.278E+03
 1.491E+02, 3.804E+03
 1.508E+02, 3.346E+03
 1.525E+02, 2.959E+03
 1.542E+02, 2.628E+03
 1.559E+02, 2.345E+03
 1.576E+02, 2.066E+03
 1.593E+02, 1.822E+03
 1.610E+02, 1.622E+03
 1.627E+02, 1.418E+03
 1.644E+02, 1.239E+03
 1.661E+02, 1.075E+03
 1.678E+02, 9.255E+02
 1.696E+02, 7.941E+02
 1.713E+02, 6.863E+02
 1.730E+02, 6.007E+02
 1.747E+02, 5.220E+02
 1.764E+02, 4.526E+02
 1.781E+02, 3.855E+02
 1.798E+02, 3.300E+02
 1.815E+02, 2.870E+02
 1.832E+02, 2.466E+02
 1.849E+02, 2.132E+02
 1.866E+02, 1.852E+02
 1.883E+02, 1.581E+02
 1.900E+02, 1.337E+02
 1.917E+02, 1.131E+02
 1.934E+02, 9.507E+01
 1.951E+02, 8.015E+01
 1.968E+02, 6.731E+01
 1.985E+02, 5.684E+01
 2.002E+02, 4.848E+01
 2.019E+02, 4.145E+01
 2.036E+02, 3.542E+01
 2.053E+02, 2.973E+01
 2.070E+02, 2.504E+01
 2.087E+02, 2.116E+01
 2.104E+02, 1.787E+01
 2.121E+02, 1.510E+01
 2.139E+02, 1.271E+01
 2.156E+02, 1.064E+01
 2.173E+02, 8.911E+00
 2.190E+02, 7.467E+00
 2.207E+02, 6.246E+00
 2.224E+02, 5.229E+00
 2.241E+02, 4.357E+00
 2.258E+02, 3.643E+00
 2.275E+02, 3.025E+00
 2.292E+02, 2.519E+00
 2.309E+02, 2.108E+00
 2.326E+02, 1.766E+00
 2.343E+02, 1.476E+00
 2.360E+02, 1.245E+00
 2.377E+02, 1.050E+00
 2.394E+02, 8.814E-01
 2.411E+02, 7.445E-01
 2.428E+02, 6.330E-01
 2.445E+02, 5.364E-01
 2.462E+02, 4.533E-01
 2.479E+02, 3.839E-01
 2.496E+02, 3.244E-01
 2.513E+02, 2.756E-01
 2.530E+02, 2.343E-01
 2.547E+02, 1.984E-01
 2.564E+02, 1.711E-01
 2.581E+02, 1.038E-01
