m,kW/m
Height,HRRPUL
 9.375E-02, 1.976E+03
 2.813E-01, 2.246E+03
 4.688E-01, 2.785E+03
 6.563E-01, 3.323E+03
 8.438E-01, 3.394E+03
 1.031E+00, 3.172E+03
 1.219E+00, 2.942E+03
 1.406E+00, 2.767E+03
 1.594E+00, 2.647E+03
 1.781E+00, 2.547E+03
 1.969E+00, 2.466E+03
 2.157E+00, 2.411E+03
 2.344E+00, 2.364E+03
 2.532E+00, 2.332E+03
 2.719E+00, 2.314E+03
 2.907E+00, 2.302E+03
 3.094E+00, 2.302E+03
 3.282E+00, 2.310E+03
 3.469E+00, 2.327E+03
 3.657E+00, 2.350E+03
 3.844E+00, 2.377E+03
 4.032E+00, 2.408E+03
 4.219E+00, 2.443E+03
 4.407E+00, 2.485E+03
 4.594E+00, 2.530E+03
 4.782E+00, 2.580E+03
 4.969E+00, 2.629E+03
 5.157E+00, 2.677E+03
 5.344E+00, 2.721E+03
 5.532E+00, 2.764E+03
 5.719E+00, 2.801E+03
 5.907E+00, 2.830E+03
 6.095E+00, 2.850E+03
 6.282E+00, 2.868E+03
 6.470E+00, 2.884E+03
 6.657E+00, 2.888E+03
 6.845E+00, 2.889E+03
 7.032E+00, 2.879E+03
 7.220E+00, 2.866E+03
 7.407E+00, 2.850E+03
 7.595E+00, 2.815E+03
 7.782E+00, 2.772E+03
 7.970E+00, 2.725E+03
 8.157E+00, 2.670E+03
 8.345E+00, 2.609E+03
 8.532E+00, 2.547E+03
 8.720E+00, 2.488E+03
 8.907E+00, 2.424E+03
 9.095E+00, 2.350E+03
 9.282E+00, 2.269E+03
 9.470E+00, 2.182E+03
 9.658E+00, 2.088E+03
 9.845E+00, 1.986E+03
 1.003E+01, 1.879E+03
 1.022E+01, 1.775E+03
 1.041E+01, 1.673E+03
 1.060E+01, 1.569E+03
 1.078E+01, 1.468E+03
 1.097E+01, 1.371E+03
 1.116E+01, 1.278E+03
 1.135E+01, 1.187E+03
 1.153E+01, 1.098E+03
 1.172E+01, 1.012E+03
 1.191E+01, 9.254E+02
 1.210E+01, 8.450E+02
 1.228E+01, 7.724E+02
 1.247E+01, 7.031E+02
 1.266E+01, 6.380E+02
 1.285E+01, 5.768E+02
 1.303E+01, 5.206E+02
 1.322E+01, 4.669E+02
 1.341E+01, 4.164E+02
 1.360E+01, 3.700E+02
 1.378E+01, 3.276E+02
 1.397E+01, 2.890E+02
 1.416E+01, 2.548E+02
 1.435E+01, 2.252E+02
 1.453E+01, 1.988E+02
 1.472E+01, 1.748E+02
 1.491E+01, 1.545E+02
 1.510E+01, 1.360E+02
 1.528E+01, 1.194E+02
 1.547E+01, 1.052E+02
 1.566E+01, 9.289E+01
 1.585E+01, 8.193E+01
 1.603E+01, 7.164E+01
 1.622E+01, 6.282E+01
 1.641E+01, 5.523E+01
 1.660E+01, 4.820E+01
 1.678E+01, 4.154E+01
 1.697E+01, 3.620E+01
 1.716E+01, 3.174E+01
 1.735E+01, 2.789E+01
 1.753E+01, 2.419E+01
 1.772E+01, 2.126E+01
 1.791E+01, 1.884E+01
 1.810E+01, 1.670E+01
 1.828E+01, 1.461E+01
 1.847E+01, 1.269E+01
 1.866E+01, 1.104E+01
 1.885E+01, 9.628E+00
 1.903E+01, 8.277E+00
 1.922E+01, 7.151E+00
 1.941E+01, 6.174E+00
 1.960E+01, 5.315E+00
 1.978E+01, 4.543E+00
 1.997E+01, 3.865E+00
 2.016E+01, 3.303E+00
 2.035E+01, 2.791E+00
 2.053E+01, 2.372E+00
 2.072E+01, 2.005E+00
 2.091E+01, 1.674E+00
 2.110E+01, 1.402E+00
 2.128E+01, 1.175E+00
 2.147E+01, 9.916E-01
 2.166E+01, 8.339E-01
 2.185E+01, 7.002E-01
 2.203E+01, 5.877E-01
 2.222E+01, 4.953E-01
 2.241E+01, 4.194E-01
 2.260E+01, 3.540E-01
 2.278E+01, 2.975E-01
 2.297E+01, 2.501E-01
 2.316E+01, 2.102E-01
 2.335E+01, 1.768E-01
 2.353E+01, 1.493E-01
 2.372E+01, 1.252E-01
 2.391E+01, 1.053E-01
 2.410E+01, 8.853E-02
 2.428E+01, 7.449E-02
 2.447E+01, 6.245E-02
 2.466E+01, 5.257E-02
 2.485E+01, 4.414E-02
 2.503E+01, 3.697E-02
 2.522E+01, 3.098E-02
 2.541E+01, 2.613E-02
 2.560E+01, 2.213E-02
 2.578E+01, 1.875E-02
 2.597E+01, 1.581E-02
 2.616E+01, 1.339E-02
 2.635E+01, 1.127E-02
 2.653E+01, 9.529E-03
 2.672E+01, 7.988E-03
 2.691E+01, 6.716E-03
 2.710E+01, 5.652E-03
 2.728E+01, 4.730E-03
 2.747E+01, 3.996E-03
 2.766E+01, 3.383E-03
 2.785E+01, 2.868E-03
 2.803E+01, 2.425E-03
 2.822E+01, 2.089E-03
 2.841E+01, 1.263E-03
