m,kW/m
Height,HRRPUL
 3.590E-01, 6.540E+03
 1.072E+00, 6.538E+03
 1.785E+00, 6.621E+03
 2.498E+00, 6.830E+03
 3.212E+00, 7.073E+03
 3.925E+00, 7.299E+03
 4.638E+00, 7.421E+03
 5.351E+00, 7.449E+03
 6.064E+00, 7.448E+03
 6.777E+00, 7.459E+03
 7.490E+00, 7.490E+03
 8.203E+00, 7.529E+03
 8.917E+00, 7.547E+03
 9.630E+00, 7.533E+03
 1.034E+01, 7.476E+03
 1.106E+01, 7.381E+03
 1.177E+01, 7.236E+03
 1.248E+01, 7.078E+03
 1.320E+01, 6.885E+03
 1.391E+01, 6.656E+03
 1.462E+01, 6.408E+03
 1.533E+01, 6.143E+03
 1.605E+01, 5.872E+03
 1.676E+01, 5.590E+03
 1.747E+01, 5.286E+03
 1.819E+01, 4.942E+03
 1.890E+01, 4.552E+03
 1.961E+01, 4.135E+03
 2.033E+01, 3.710E+03
 2.104E+01, 3.277E+03
 2.175E+01, 2.851E+03
 2.247E+01, 2.453E+03
 2.318E+01, 2.079E+03
 2.389E+01, 1.738E+03
 2.461E+01, 1.433E+03
 2.532E+01, 1.169E+03
 2.603E+01, 9.427E+02
 2.674E+01, 7.548E+02
 2.746E+01, 6.008E+02
 2.817E+01, 4.800E+02
 2.888E+01, 3.819E+02
 2.960E+01, 3.042E+02
 3.031E+01, 2.409E+02
 3.102E+01, 1.901E+02
 3.174E+01, 1.497E+02
 3.245E+01, 1.182E+02
 3.316E+01, 9.348E+01
 3.388E+01, 7.399E+01
 3.459E+01, 5.848E+01
 3.530E+01, 4.621E+01
 3.602E+01, 3.652E+01
 3.673E+01, 2.892E+01
 3.744E+01, 2.289E+01
 3.815E+01, 1.814E+01
 3.887E+01, 1.441E+01
 3.958E+01, 1.149E+01
 4.029E+01, 9.163E+00
 4.101E+01, 7.321E+00
 4.172E+01, 5.827E+00
 4.243E+01, 4.636E+00
 4.315E+01, 3.682E+00
 4.386E+01, 2.933E+00
 4.457E+01, 2.339E+00
 4.529E+01, 1.869E+00
 4.600E+01, 1.494E+00
 4.671E+01, 1.194E+00
 4.743E+01, 9.505E-01
 4.814E+01, 7.615E-01
 4.885E+01, 6.080E-01
 4.956E+01, 4.881E-01
 5.028E+01, 3.916E-01
 5.099E+01, 3.158E-01
 5.170E+01, 2.538E-01
 5.242E+01, 2.045E-01
 5.313E+01, 1.665E-01
 5.384E+01, 9.945E-02
