m,kW/m
Height,HRRPUL
 1.230E-02, 3.063E+03
 4.199E-02, 1.411E+03
 7.167E-02, 5.920E+02
 1.014E-01, 3.653E+02
 1.310E-01, 2.910E+02
 1.607E-01, 2.579E+02
 1.904E-01, 2.389E+02
 2.201E-01, 2.256E+02
 2.498E-01, 2.155E+02
 2.795E-01, 2.070E+02
 3.092E-01, 2.001E+02
 3.389E-01, 1.944E+02
 3.685E-01, 1.893E+02
 3.982E-01, 1.852E+02
 4.279E-01, 1.819E+02
 4.576E-01, 1.796E+02
 4.873E-01, 1.778E+02
 5.170E-01, 1.762E+02
 5.467E-01, 1.751E+02
 5.763E-01, 1.744E+02
 6.060E-01, 1.736E+02
 6.357E-01, 1.729E+02
 6.654E-01, 1.725E+02
 6.951E-01, 1.724E+02
 7.248E-01, 1.720E+02
 7.545E-01, 1.716E+02
 7.842E-01, 1.709E+02
 8.138E-01, 1.701E+02
 8.435E-01, 1.691E+02
 8.732E-01, 1.681E+02
 9.029E-01, 1.669E+02
 9.326E-01, 1.653E+02
 9.623E-01, 1.639E+02
 9.920E-01, 1.624E+02
 1.022E+00, 1.606E+02
 1.051E+00, 1.586E+02
 1.081E+00, 1.562E+02
 1.111E+00, 1.539E+02
 1.140E+00, 1.513E+02
 1.170E+00, 1.485E+02
 1.200E+00, 1.456E+02
 1.229E+00, 1.429E+02
 1.259E+00, 1.401E+02
 1.289E+00, 1.372E+02
 1.319E+00, 1.344E+02
 1.348E+00, 1.315E+02
 1.378E+00, 1.285E+02
 1.408E+00, 1.254E+02
 1.437E+00, 1.218E+02
 1.467E+00, 1.182E+02
 1.497E+00, 1.146E+02
 1.526E+00, 1.109E+02
 1.556E+00, 1.070E+02
 1.586E+00, 1.028E+02
 1.615E+00, 9.862E+01
 1.645E+00, 9.472E+01
 1.675E+00, 9.068E+01
 1.704E+00, 8.662E+01
 1.734E+00, 8.254E+01
 1.764E+00, 7.843E+01
 1.794E+00, 7.424E+01
 1.823E+00, 7.008E+01
 1.853E+00, 6.608E+01
 1.883E+00, 6.213E+01
 1.912E+00, 5.823E+01
 1.942E+00, 5.469E+01
 1.972E+00, 5.119E+01
 2.001E+00, 4.770E+01
 2.031E+00, 4.421E+01
 2.061E+00, 4.082E+01
 2.090E+00, 3.754E+01
 2.120E+00, 3.445E+01
 2.150E+00, 3.149E+01
 2.179E+00, 2.877E+01
 2.209E+00, 2.626E+01
 2.239E+00, 2.394E+01
 2.268E+00, 2.174E+01
 2.298E+00, 1.984E+01
 2.328E+00, 1.806E+01
 2.358E+00, 1.650E+01
 2.387E+00, 1.502E+01
 2.417E+00, 1.364E+01
 2.447E+00, 1.233E+01
 2.476E+00, 1.115E+01
 2.506E+00, 1.006E+01
 2.536E+00, 9.078E+00
 2.565E+00, 8.198E+00
 2.595E+00, 7.421E+00
 2.625E+00, 6.632E+00
 2.654E+00, 5.885E+00
 2.684E+00, 5.193E+00
 2.714E+00, 4.534E+00
 2.743E+00, 3.965E+00
 2.773E+00, 3.498E+00
 2.803E+00, 3.098E+00
 2.833E+00, 2.722E+00
 2.862E+00, 2.390E+00
 2.892E+00, 2.083E+00
 2.922E+00, 1.808E+00
 2.951E+00, 1.558E+00
 2.981E+00, 1.361E+00
 3.011E+00, 1.189E+00
 3.040E+00, 1.034E+00
 3.070E+00, 8.966E-01
 3.100E+00, 7.588E-01
 3.129E+00, 6.473E-01
 3.159E+00, 5.483E-01
 3.189E+00, 4.687E-01
 3.218E+00, 4.065E-01
 3.248E+00, 3.431E-01
 3.278E+00, 2.897E-01
 3.308E+00, 2.484E-01
 3.337E+00, 2.156E-01
 3.367E+00, 1.818E-01
 3.397E+00, 1.556E-01
 3.426E+00, 1.353E-01
 3.456E+00, 1.146E-01
 3.486E+00, 9.835E-02
 3.515E+00, 8.509E-02
 3.545E+00, 7.226E-02
 3.575E+00, 6.134E-02
 3.604E+00, 5.190E-02
 3.634E+00, 4.378E-02
 3.664E+00, 3.728E-02
 3.693E+00, 3.205E-02
 3.723E+00, 2.738E-02
 3.753E+00, 2.331E-02
 3.783E+00, 2.023E-02
 3.812E+00, 1.722E-02
 3.842E+00, 1.460E-02
 3.872E+00, 1.223E-02
 3.901E+00, 1.012E-02
 3.931E+00, 8.483E-03
 3.961E+00, 7.215E-03
 3.990E+00, 6.023E-03
 4.020E+00, 5.088E-03
 4.050E+00, 4.344E-03
 4.079E+00, 3.702E-03
 4.109E+00, 3.137E-03
 4.139E+00, 2.660E-03
 4.168E+00, 2.252E-03
 4.198E+00, 1.899E-03
 4.228E+00, 1.618E-03
 4.258E+00, 1.371E-03
 4.287E+00, 1.170E-03
 4.317E+00, 9.957E-04
 4.347E+00, 8.354E-04
 4.376E+00, 6.891E-04
 4.406E+00, 5.813E-04
 4.436E+00, 4.922E-04
 4.465E+00, 4.343E-04
 4.495E+00, 2.664E-04
