m,kW/m
Height,HRRPUL
 6.692E-01, 1.722E+04
 2.025E+00, 1.721E+04
 3.380E+00, 1.725E+04
 4.735E+00, 1.744E+04
 6.091E+00, 1.763E+04
 7.446E+00, 1.793E+04
 8.801E+00, 1.823E+04
 1.016E+01, 1.831E+04
 1.151E+01, 1.839E+04
 1.287E+01, 1.837E+04
 1.422E+01, 1.844E+04
 1.558E+01, 1.857E+04
 1.693E+01, 1.868E+04
 1.829E+01, 1.872E+04
 1.964E+01, 1.862E+04
 2.100E+01, 1.840E+04
 2.236E+01, 1.799E+04
 2.371E+01, 1.747E+04
 2.507E+01, 1.696E+04
 2.642E+01, 1.651E+04
 2.778E+01, 1.606E+04
 2.913E+01, 1.565E+04
 3.049E+01, 1.522E+04
 3.184E+01, 1.476E+04
 3.320E+01, 1.423E+04
 3.455E+01, 1.365E+04
 3.591E+01, 1.294E+04
 3.726E+01, 1.209E+04
 3.862E+01, 1.119E+04
 3.997E+01, 1.018E+04
 4.133E+01, 9.143E+03
 4.269E+01, 8.092E+03
 4.404E+01, 7.043E+03
 4.540E+01, 6.017E+03
 4.675E+01, 5.064E+03
 4.811E+01, 4.192E+03
 4.946E+01, 3.433E+03
 5.082E+01, 2.782E+03
 5.217E+01, 2.235E+03
 5.353E+01, 1.780E+03
 5.488E+01, 1.415E+03
 5.624E+01, 1.122E+03
 5.759E+01, 8.859E+02
 5.895E+01, 6.981E+02
 6.031E+01, 5.507E+02
 6.166E+01, 4.334E+02
 6.302E+01, 3.406E+02
 6.437E+01, 2.672E+02
 6.573E+01, 2.098E+02
 6.708E+01, 1.649E+02
 6.844E+01, 1.299E+02
 6.979E+01, 1.024E+02
 7.115E+01, 8.049E+01
 7.250E+01, 6.344E+01
 7.386E+01, 5.004E+01
 7.521E+01, 3.946E+01
 7.657E+01, 3.115E+01
 7.793E+01, 2.464E+01
 7.928E+01, 1.945E+01
 8.064E+01, 1.535E+01
 8.199E+01, 1.214E+01
 8.335E+01, 9.600E+00
 8.470E+01, 7.565E+00
 8.606E+01, 5.985E+00
 8.741E+01, 4.745E+00
 8.877E+01, 3.775E+00
 9.012E+01, 2.999E+00
 9.148E+01, 2.387E+00
 9.283E+01, 1.887E+00
 9.419E+01, 1.502E+00
 9.555E+01, 1.197E+00
 9.690E+01, 9.625E-01
 9.826E+01, 7.712E-01
 9.961E+01, 6.180E-01
 1.010E+02, 5.005E-01
 1.023E+02, 2.945E-01
