m,kW/m
Height,HRRPUL
 3.025E-02, 2.287E+03
 8.675E-02, 1.166E+03
 1.433E-01, 6.992E+02
 1.998E-01, 5.240E+02
 2.563E-01, 4.580E+02
 3.128E-01, 4.290E+02
 3.693E-01, 4.166E+02
 4.258E-01, 4.118E+02
 4.823E-01, 4.100E+02
 5.388E-01, 4.096E+02
 5.953E-01, 4.098E+02
 6.518E-01, 4.092E+02
 7.083E-01, 4.101E+02
 7.648E-01, 4.130E+02
 8.213E-01, 4.159E+02
 8.778E-01, 4.192E+02
 9.343E-01, 4.233E+02
 9.908E-01, 4.266E+02
 1.047E+00, 4.300E+02
 1.104E+00, 4.346E+02
 1.160E+00, 4.393E+02
 1.217E+00, 4.441E+02
 1.273E+00, 4.470E+02
 1.330E+00, 4.491E+02
 1.386E+00, 4.507E+02
 1.443E+00, 4.516E+02
 1.499E+00, 4.516E+02
 1.556E+00, 4.506E+02
 1.612E+00, 4.501E+02
 1.669E+00, 4.493E+02
 1.725E+00, 4.485E+02
 1.782E+00, 4.485E+02
 1.838E+00, 4.472E+02
 1.895E+00, 4.437E+02
 1.951E+00, 4.391E+02
 2.008E+00, 4.329E+02
 2.064E+00, 4.252E+02
 2.121E+00, 4.171E+02
 2.177E+00, 4.081E+02
 2.234E+00, 3.975E+02
 2.290E+00, 3.858E+02
 2.347E+00, 3.749E+02
 2.403E+00, 3.635E+02
 2.460E+00, 3.519E+02
 2.516E+00, 3.395E+02
 2.573E+00, 3.263E+02
 2.629E+00, 3.131E+02
 2.686E+00, 2.991E+02
 2.742E+00, 2.858E+02
 2.799E+00, 2.720E+02
 2.855E+00, 2.581E+02
 2.912E+00, 2.434E+02
 2.968E+00, 2.282E+02
 3.025E+00, 2.137E+02
 3.081E+00, 2.001E+02
 3.138E+00, 1.867E+02
 3.194E+00, 1.736E+02
 3.251E+00, 1.607E+02
 3.307E+00, 1.487E+02
 3.364E+00, 1.378E+02
 3.420E+00, 1.276E+02
 3.477E+00, 1.176E+02
 3.533E+00, 1.082E+02
 3.590E+00, 9.930E+01
 3.646E+00, 9.078E+01
 3.703E+00, 8.284E+01
 3.759E+00, 7.505E+01
 3.816E+00, 6.781E+01
 3.872E+00, 6.131E+01
 3.929E+00, 5.563E+01
 3.985E+00, 5.032E+01
 4.042E+00, 4.531E+01
 4.098E+00, 4.075E+01
 4.155E+00, 3.662E+01
 4.211E+00, 3.290E+01
 4.268E+00, 2.946E+01
 4.324E+00, 2.617E+01
 4.381E+00, 2.335E+01
 4.437E+00, 2.076E+01
 4.494E+00, 1.846E+01
 4.550E+00, 1.628E+01
 4.607E+00, 1.437E+01
 4.663E+00, 1.273E+01
 4.720E+00, 1.124E+01
 4.776E+00, 9.901E+00
 4.833E+00, 8.800E+00
 4.889E+00, 7.812E+00
 4.946E+00, 6.914E+00
 5.002E+00, 6.123E+00
 5.059E+00, 5.456E+00
 5.115E+00, 4.888E+00
 5.172E+00, 4.374E+00
 5.228E+00, 3.910E+00
 5.285E+00, 3.466E+00
 5.341E+00, 3.072E+00
 5.398E+00, 2.692E+00
 5.454E+00, 2.337E+00
 5.511E+00, 2.022E+00
 5.567E+00, 1.734E+00
 5.624E+00, 1.458E+00
 5.680E+00, 1.223E+00
 5.737E+00, 1.030E+00
 5.793E+00, 8.654E-01
 5.850E+00, 7.325E-01
 5.906E+00, 6.231E-01
 5.963E+00, 5.230E-01
 6.019E+00, 4.371E-01
 6.076E+00, 3.596E-01
 6.132E+00, 2.949E-01
 6.189E+00, 2.435E-01
 6.245E+00, 2.011E-01
 6.302E+00, 1.672E-01
 6.358E+00, 1.379E-01
 6.415E+00, 1.134E-01
 6.471E+00, 9.331E-02
 6.528E+00, 7.680E-02
 6.584E+00, 6.368E-02
 6.641E+00, 5.299E-02
 6.697E+00, 4.418E-02
 6.754E+00, 3.655E-02
 6.810E+00, 3.019E-02
 6.867E+00, 2.512E-02
 6.923E+00, 2.081E-02
 6.980E+00, 1.723E-02
 7.036E+00, 1.421E-02
 7.093E+00, 1.166E-02
 7.149E+00, 9.594E-03
 7.206E+00, 7.937E-03
 7.262E+00, 6.578E-03
 7.319E+00, 5.423E-03
 7.375E+00, 4.467E-03
 7.432E+00, 3.697E-03
 7.488E+00, 3.068E-03
 7.545E+00, 2.559E-03
 7.601E+00, 2.125E-03
 7.658E+00, 1.782E-03
 7.714E+00, 1.491E-03
 7.771E+00, 1.240E-03
 7.827E+00, 1.035E-03
 7.884E+00, 8.689E-04
 7.940E+00, 7.291E-04
 7.997E+00, 6.096E-04
 8.053E+00, 5.097E-04
 8.110E+00, 4.281E-04
 8.166E+00, 3.591E-04
 8.223E+00, 3.011E-04
 8.279E+00, 2.540E-04
 8.336E+00, 2.143E-04
 8.392E+00, 1.822E-04
 8.449E+00, 1.534E-04
 8.505E+00, 1.298E-04
 8.562E+00, 7.766E-05
