m,kW/m
Height,HRRPUL
 6.145E-01, 1.134E+04
 1.799E+00, 1.417E+04
 2.983E+00, 1.726E+04
 4.167E+00, 1.760E+04
 5.351E+00, 1.748E+04
 6.535E+00, 1.791E+04
 7.719E+00, 1.866E+04
 8.903E+00, 1.942E+04
 1.009E+01, 2.014E+04
 1.127E+01, 2.081E+04
 1.246E+01, 2.155E+04
 1.364E+01, 2.230E+04
 1.482E+01, 2.305E+04
 1.601E+01, 2.377E+04
 1.719E+01, 2.442E+04
 1.838E+01, 2.503E+04
 1.956E+01, 2.568E+04
 2.074E+01, 2.643E+04
 2.193E+01, 2.724E+04
 2.311E+01, 2.813E+04
 2.430E+01, 2.902E+04
 2.548E+01, 2.994E+04
 2.666E+01, 3.094E+04
 2.785E+01, 3.206E+04
 2.903E+01, 3.336E+04
 3.022E+01, 3.468E+04
 3.140E+01, 3.609E+04
 3.258E+01, 3.759E+04
 3.377E+01, 3.907E+04
 3.495E+01, 4.052E+04
 3.614E+01, 4.206E+04
 3.732E+01, 4.365E+04
 3.850E+01, 4.514E+04
 3.969E+01, 4.661E+04
 4.087E+01, 4.802E+04
 4.206E+01, 4.947E+04
 4.324E+01, 5.071E+04
 4.443E+01, 5.172E+04
 4.561E+01, 5.255E+04
 4.679E+01, 5.306E+04
 4.798E+01, 5.337E+04
 4.916E+01, 5.345E+04
 5.035E+01, 5.347E+04
 5.153E+01, 5.350E+04
 5.271E+01, 5.334E+04
 5.390E+01, 5.282E+04
 5.508E+01, 5.215E+04
 5.627E+01, 5.124E+04
 5.745E+01, 5.025E+04
 5.863E+01, 4.912E+04
 5.982E+01, 4.779E+04
 6.100E+01, 4.631E+04
 6.219E+01, 4.477E+04
 6.337E+01, 4.321E+04
 6.455E+01, 4.166E+04
 6.574E+01, 3.998E+04
 6.692E+01, 3.828E+04
 6.811E+01, 3.667E+04
 6.929E+01, 3.508E+04
 7.047E+01, 3.337E+04
 7.166E+01, 3.147E+04
 7.284E+01, 2.954E+04
 7.403E+01, 2.768E+04
 7.521E+01, 2.583E+04
 7.640E+01, 2.404E+04
 7.758E+01, 2.229E+04
 7.876E+01, 2.056E+04
 7.995E+01, 1.889E+04
 8.113E+01, 1.728E+04
 8.232E+01, 1.577E+04
 8.350E+01, 1.435E+04
 8.468E+01, 1.302E+04
 8.587E+01, 1.178E+04
 8.705E+01, 1.065E+04
 8.824E+01, 9.628E+03
 8.942E+01, 8.675E+03
 9.060E+01, 7.782E+03
 9.179E+01, 6.966E+03
 9.297E+01, 6.238E+03
 9.416E+01, 5.575E+03
 9.534E+01, 4.982E+03
 9.652E+01, 4.418E+03
 9.771E+01, 3.896E+03
 9.889E+01, 3.428E+03
 1.001E+02, 3.003E+03
 1.013E+02, 2.615E+03
 1.024E+02, 2.285E+03
 1.036E+02, 2.016E+03
 1.048E+02, 1.778E+03
 1.060E+02, 1.556E+03
 1.072E+02, 1.357E+03
 1.084E+02, 1.176E+03
 1.095E+02, 1.028E+03
 1.107E+02, 8.995E+02
 1.119E+02, 7.840E+02
 1.131E+02, 6.779E+02
 1.143E+02, 5.760E+02
 1.155E+02, 4.907E+02
 1.167E+02, 4.146E+02
 1.178E+02, 3.518E+02
 1.190E+02, 2.986E+02
 1.202E+02, 2.529E+02
 1.214E+02, 2.158E+02
 1.226E+02, 1.840E+02
 1.238E+02, 1.565E+02
 1.249E+02, 1.316E+02
 1.261E+02, 1.100E+02
 1.273E+02, 9.176E+01
 1.285E+02, 7.735E+01
 1.297E+02, 6.488E+01
 1.309E+02, 5.387E+01
 1.320E+02, 4.479E+01
 1.332E+02, 3.739E+01
 1.344E+02, 3.121E+01
 1.356E+02, 2.593E+01
 1.368E+02, 2.145E+01
 1.380E+02, 1.775E+01
 1.392E+02, 1.471E+01
 1.403E+02, 1.225E+01
 1.415E+02, 1.020E+01
 1.427E+02, 8.499E+00
 1.439E+02, 7.069E+00
 1.451E+02, 5.840E+00
 1.463E+02, 4.822E+00
 1.474E+02, 3.968E+00
 1.486E+02, 3.263E+00
 1.498E+02, 2.681E+00
 1.510E+02, 2.206E+00
 1.522E+02, 1.815E+00
 1.534E+02, 1.495E+00
 1.545E+02, 1.238E+00
 1.557E+02, 1.025E+00
 1.569E+02, 8.499E-01
 1.581E+02, 7.051E-01
 1.593E+02, 5.856E-01
 1.605E+02, 4.886E-01
 1.616E+02, 4.070E-01
 1.628E+02, 3.390E-01
 1.640E+02, 2.828E-01
 1.652E+02, 2.357E-01
 1.664E+02, 1.972E-01
 1.676E+02, 1.654E-01
 1.688E+02, 1.390E-01
 1.699E+02, 1.172E-01
 1.711E+02, 9.841E-02
 1.723E+02, 8.253E-02
 1.735E+02, 6.943E-02
 1.747E+02, 5.835E-02
 1.759E+02, 4.917E-02
 1.770E+02, 4.113E-02
 1.782E+02, 3.456E-02
 1.794E+02, 2.053E-02
