m,kW/m
Height,HRRPUL
 1.347E+00, 2.627E+04
 4.058E+00, 3.006E+04
 6.768E+00, 3.010E+04
 9.479E+00, 2.977E+04
 1.219E+01, 2.531E+04
 1.490E+01, 2.115E+04
 1.761E+01, 1.868E+04
 2.032E+01, 1.698E+04
 2.303E+01, 1.540E+04
 2.574E+01, 1.381E+04
 2.845E+01, 1.197E+04
 3.117E+01, 9.773E+03
 3.388E+01, 7.510E+03
 3.659E+01, 5.600E+03
 3.930E+01, 4.097E+03
 4.201E+01, 2.997E+03
 4.472E+01, 2.185E+03
 4.743E+01, 1.604E+03
 5.014E+01, 1.177E+03
 5.285E+01, 8.699E+02
 5.556E+01, 6.453E+02
 5.827E+01, 4.816E+02
 6.098E+01, 3.580E+02
 6.369E+01, 2.671E+02
 6.641E+01, 1.979E+02
 6.912E+01, 1.473E+02
 7.183E+01, 1.096E+02
 7.454E+01, 8.205E+01
 7.725E+01, 6.121E+01
 7.996E+01, 4.596E+01
 8.267E+01, 3.448E+01
 8.538E+01, 2.588E+01
 8.809E+01, 1.935E+01
 9.080E+01, 1.457E+01
 9.351E+01, 1.091E+01
 9.622E+01, 8.184E+00
 9.893E+01, 6.160E+00
 1.016E+02, 3.593E+00
