m,kW/m
Height,HRRPUL
 5.625E-01, 6.885E+03
 1.651E+00, 7.971E+03
 2.740E+00, 8.209E+03
 3.829E+00, 7.836E+03
 4.918E+00, 6.833E+03
 6.008E+00, 5.899E+03
 7.096E+00, 5.176E+03
 8.185E+00, 4.457E+03
 9.274E+00, 3.715E+03
 1.036E+01, 3.033E+03
 1.145E+01, 2.405E+03
 1.254E+01, 1.822E+03
 1.363E+01, 1.339E+03
 1.472E+01, 9.722E+02
 1.581E+01, 7.044E+02
 1.690E+01, 5.134E+02
 1.799E+01, 3.745E+02
 1.908E+01, 2.746E+02
 2.016E+01, 2.018E+02
 2.125E+01, 1.489E+02
 2.234E+01, 1.097E+02
 2.343E+01, 8.165E+01
 2.452E+01, 6.057E+01
 2.561E+01, 4.542E+01
 2.670E+01, 3.394E+01
 2.779E+01, 2.546E+01
 2.888E+01, 1.903E+01
 2.997E+01, 1.431E+01
 3.105E+01, 1.067E+01
 3.214E+01, 8.029E+00
 3.323E+01, 5.973E+00
 3.432E+01, 4.499E+00
 3.541E+01, 3.347E+00
 3.650E+01, 2.519E+00
 3.759E+01, 1.884E+00
 3.868E+01, 1.419E+00
 3.977E+01, 1.076E+00
 4.086E+01, 6.350E-01
