m,kW/m
Height,HRRPUL
 1.125E+00, 3.027E+04
 3.375E+00, 3.844E+04
 5.625E+00, 4.513E+04
 7.875E+00, 4.566E+04
 1.012E+01, 4.636E+04
 1.238E+01, 4.807E+04
 1.462E+01, 5.038E+04
 1.688E+01, 5.284E+04
 1.912E+01, 5.520E+04
 2.138E+01, 5.743E+04
 2.362E+01, 5.967E+04
 2.588E+01, 6.183E+04
 2.812E+01, 6.376E+04
 3.038E+01, 6.580E+04
 3.262E+01, 6.779E+04
 3.488E+01, 6.975E+04
 3.712E+01, 7.173E+04
 3.938E+01, 7.394E+04
 4.162E+01, 7.626E+04
 4.388E+01, 7.865E+04
 4.612E+01, 8.120E+04
 4.838E+01, 8.393E+04
 5.062E+01, 8.688E+04
 5.288E+01, 9.004E+04
 5.512E+01, 9.361E+04
 5.738E+01, 9.743E+04
 5.962E+01, 1.010E+05
 6.188E+01, 1.046E+05
 6.412E+01, 1.085E+05
 6.638E+01, 1.120E+05
 6.862E+01, 1.154E+05
 7.088E+01, 1.190E+05
 7.312E+01, 1.226E+05
 7.538E+01, 1.263E+05
 7.762E+01, 1.297E+05
 7.988E+01, 1.326E+05
 8.212E+01, 1.349E+05
 8.438E+01, 1.368E+05
 8.662E+01, 1.386E+05
 8.888E+01, 1.398E+05
 9.112E+01, 1.409E+05
 9.338E+01, 1.416E+05
 9.562E+01, 1.417E+05
 9.788E+01, 1.415E+05
 1.001E+02, 1.402E+05
 1.024E+02, 1.379E+05
 1.046E+02, 1.356E+05
 1.069E+02, 1.331E+05
 1.091E+02, 1.302E+05
 1.114E+02, 1.266E+05
 1.136E+02, 1.229E+05
 1.159E+02, 1.191E+05
 1.181E+02, 1.151E+05
 1.204E+02, 1.110E+05
 1.226E+02, 1.065E+05
 1.249E+02, 1.020E+05
 1.271E+02, 9.741E+04
 1.294E+02, 9.248E+04
 1.316E+02, 8.761E+04
 1.339E+02, 8.278E+04
 1.361E+02, 7.777E+04
 1.384E+02, 7.308E+04
 1.406E+02, 6.842E+04
 1.429E+02, 6.369E+04
 1.451E+02, 5.895E+04
 1.474E+02, 5.433E+04
 1.496E+02, 4.992E+04
 1.519E+02, 4.581E+04
 1.541E+02, 4.189E+04
 1.564E+02, 3.809E+04
 1.586E+02, 3.451E+04
 1.609E+02, 3.126E+04
 1.631E+02, 2.816E+04
 1.654E+02, 2.537E+04
 1.676E+02, 2.282E+04
 1.699E+02, 2.042E+04
 1.721E+02, 1.817E+04
 1.744E+02, 1.615E+04
 1.766E+02, 1.435E+04
 1.789E+02, 1.270E+04
 1.811E+02, 1.110E+04
 1.834E+02, 9.626E+03
 1.856E+02, 8.351E+03
 1.879E+02, 7.287E+03
 1.901E+02, 6.330E+03
 1.924E+02, 5.470E+03
 1.946E+02, 4.729E+03
 1.969E+02, 4.069E+03
 1.991E+02, 3.503E+03
 2.014E+02, 3.015E+03
 2.036E+02, 2.616E+03
 2.059E+02, 2.275E+03
 2.081E+02, 1.981E+03
 2.104E+02, 1.739E+03
 2.126E+02, 1.517E+03
 2.149E+02, 1.325E+03
 2.171E+02, 1.165E+03
 2.194E+02, 1.017E+03
 2.216E+02, 8.990E+02
 2.239E+02, 7.804E+02
 2.261E+02, 6.909E+02
 2.284E+02, 6.076E+02
 2.306E+02, 5.260E+02
 2.329E+02, 4.599E+02
 2.351E+02, 4.016E+02
 2.374E+02, 3.527E+02
 2.396E+02, 3.083E+02
 2.419E+02, 2.710E+02
 2.441E+02, 2.357E+02
 2.464E+02, 2.029E+02
 2.486E+02, 1.737E+02
 2.509E+02, 1.478E+02
 2.531E+02, 1.253E+02
 2.554E+02, 1.057E+02
 2.576E+02, 8.929E+01
 2.599E+02, 7.585E+01
 2.621E+02, 6.487E+01
 2.644E+02, 5.529E+01
 2.666E+02, 4.655E+01
 2.689E+02, 3.869E+01
 2.711E+02, 3.195E+01
 2.734E+02, 2.644E+01
 2.756E+02, 2.171E+01
 2.779E+02, 1.788E+01
 2.801E+02, 1.477E+01
 2.824E+02, 1.220E+01
 2.846E+02, 1.018E+01
 2.869E+02, 8.447E+00
 2.891E+02, 7.033E+00
 2.914E+02, 5.839E+00
 2.936E+02, 4.898E+00
 2.959E+02, 4.066E+00
 2.981E+02, 3.355E+00
 3.004E+02, 2.807E+00
 3.026E+02, 2.338E+00
 3.049E+02, 1.945E+00
 3.071E+02, 1.637E+00
 3.094E+02, 1.381E+00
 3.116E+02, 1.148E+00
 3.139E+02, 9.633E-01
 3.161E+02, 8.041E-01
 3.184E+02, 6.779E-01
 3.206E+02, 5.667E-01
 3.229E+02, 4.699E-01
 3.251E+02, 3.911E-01
 3.274E+02, 3.259E-01
 3.296E+02, 2.712E-01
 3.319E+02, 2.268E-01
 3.341E+02, 1.914E-01
 3.364E+02, 1.622E-01
 3.386E+02, 1.389E-01
 3.409E+02, 8.367E-02
