m,kW/m
Height,HRRPUL
 1.382E-01, 3.544E+03
 4.086E-01, 3.749E+03
 6.789E-01, 4.192E+03
 9.493E-01, 4.147E+03
 1.220E+00, 3.896E+03
 1.490E+00, 3.715E+03
 1.760E+00, 3.621E+03
 2.031E+00, 3.576E+03
 2.301E+00, 3.563E+03
 2.572E+00, 3.570E+03
 2.842E+00, 3.589E+03
 3.112E+00, 3.596E+03
 3.383E+00, 3.610E+03
 3.653E+00, 3.633E+03
 3.923E+00, 3.661E+03
 4.194E+00, 3.689E+03
 4.464E+00, 3.728E+03
 4.735E+00, 3.770E+03
 5.005E+00, 3.821E+03
 5.275E+00, 3.883E+03
 5.546E+00, 3.952E+03
 5.816E+00, 4.028E+03
 6.086E+00, 4.103E+03
 6.357E+00, 4.184E+03
 6.627E+00, 4.275E+03
 6.898E+00, 4.369E+03
 7.168E+00, 4.465E+03
 7.438E+00, 4.561E+03
 7.709E+00, 4.674E+03
 7.979E+00, 4.771E+03
 8.249E+00, 4.860E+03
 8.520E+00, 4.937E+03
 8.790E+00, 5.013E+03
 9.061E+00, 5.081E+03
 9.331E+00, 5.131E+03
 9.601E+00, 5.160E+03
 9.872E+00, 5.191E+03
 1.014E+01, 5.222E+03
 1.041E+01, 5.229E+03
 1.068E+01, 5.216E+03
 1.095E+01, 5.183E+03
 1.122E+01, 5.129E+03
 1.149E+01, 5.061E+03
 1.176E+01, 4.974E+03
 1.203E+01, 4.870E+03
 1.231E+01, 4.749E+03
 1.258E+01, 4.617E+03
 1.285E+01, 4.480E+03
 1.312E+01, 4.343E+03
 1.339E+01, 4.201E+03
 1.366E+01, 4.043E+03
 1.393E+01, 3.879E+03
 1.420E+01, 3.717E+03
 1.447E+01, 3.557E+03
 1.474E+01, 3.394E+03
 1.501E+01, 3.228E+03
 1.528E+01, 3.066E+03
 1.555E+01, 2.901E+03
 1.582E+01, 2.734E+03
 1.609E+01, 2.564E+03
 1.636E+01, 2.401E+03
 1.663E+01, 2.243E+03
 1.690E+01, 2.090E+03
 1.717E+01, 1.943E+03
 1.744E+01, 1.795E+03
 1.771E+01, 1.654E+03
 1.798E+01, 1.518E+03
 1.825E+01, 1.390E+03
 1.852E+01, 1.269E+03
 1.879E+01, 1.153E+03
 1.906E+01, 1.042E+03
 1.933E+01, 9.377E+02
 1.961E+01, 8.385E+02
 1.988E+01, 7.478E+02
 2.015E+01, 6.645E+02
 2.042E+01, 5.888E+02
 2.069E+01, 5.221E+02
 2.096E+01, 4.625E+02
 2.123E+01, 4.096E+02
 2.150E+01, 3.627E+02
 2.177E+01, 3.211E+02
 2.204E+01, 2.865E+02
 2.231E+01, 2.561E+02
 2.258E+01, 2.278E+02
 2.285E+01, 2.025E+02
 2.312E+01, 1.803E+02
 2.339E+01, 1.596E+02
 2.366E+01, 1.413E+02
 2.393E+01, 1.243E+02
 2.420E+01, 1.103E+02
 2.447E+01, 9.789E+01
 2.474E+01, 8.751E+01
 2.501E+01, 7.787E+01
 2.528E+01, 6.836E+01
 2.555E+01, 5.958E+01
 2.582E+01, 5.144E+01
 2.609E+01, 4.414E+01
 2.636E+01, 3.742E+01
 2.663E+01, 3.172E+01
 2.691E+01, 2.694E+01
 2.718E+01, 2.287E+01
 2.745E+01, 1.935E+01
 2.772E+01, 1.636E+01
 2.799E+01, 1.377E+01
 2.826E+01, 1.156E+01
 2.853E+01, 9.655E+00
 2.880E+01, 8.083E+00
 2.907E+01, 6.766E+00
 2.934E+01, 5.683E+00
 2.961E+01, 4.762E+00
 2.988E+01, 4.012E+00
 3.015E+01, 3.403E+00
 3.042E+01, 2.916E+00
 3.069E+01, 2.504E+00
 3.096E+01, 2.159E+00
 3.123E+01, 1.833E+00
 3.150E+01, 1.550E+00
 3.177E+01, 1.291E+00
 3.204E+01, 1.086E+00
 3.231E+01, 9.223E-01
 3.258E+01, 7.794E-01
 3.285E+01, 6.629E-01
 3.312E+01, 5.609E-01
 3.339E+01, 4.725E-01
 3.366E+01, 3.998E-01
 3.394E+01, 3.401E-01
 3.421E+01, 2.907E-01
 3.448E+01, 2.466E-01
 3.475E+01, 2.086E-01
 3.502E+01, 1.747E-01
 3.529E+01, 1.464E-01
 3.556E+01, 1.227E-01
 3.583E+01, 1.033E-01
 3.610E+01, 8.743E-02
 3.637E+01, 7.453E-02
 3.664E+01, 6.324E-02
 3.691E+01, 5.359E-02
 3.718E+01, 4.532E-02
 3.745E+01, 3.820E-02
 3.772E+01, 3.197E-02
 3.799E+01, 2.682E-02
 3.826E+01, 2.261E-02
 3.853E+01, 1.913E-02
 3.880E+01, 1.612E-02
 3.907E+01, 1.357E-02
 3.934E+01, 1.151E-02
 3.961E+01, 9.753E-03
 3.988E+01, 8.213E-03
 4.015E+01, 6.867E-03
 4.042E+01, 5.835E-03
 4.069E+01, 4.968E-03
 4.096E+01, 2.924E-03
