s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.281E-16, 6.178E-11, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.178E-11, 0.000E+00, 0.000E+00
 5.001E+00, 5.252E+02,-1.462E+02,-1.788E+02,-5.668E+00,-2.720E-02, 0.000E+00, 0.000E+00, 1.932E+02, 1.946E+02, 1.425E-02, 1.425E-02
 1.000E+01, 7.337E+02,-1.992E+02,-5.248E+02,-5.891E+00,-3.038E-02, 0.000E+00, 0.000E+00, 3.577E+00, 3.739E+00, 1.650E-02, 1.650E-02
 1.500E+01, 7.689E+02,-2.093E+02,-5.604E+02,-6.050E+00,-3.056E-02, 0.000E+00, 0.000E+00,-7.170E+00,-6.921E+00, 1.650E-02, 1.650E-02
 2.000E+01, 7.453E+02,-2.037E+02,-5.404E+02,-6.061E+00,-3.107E-02, 0.000E+00, 0.000E+00,-5.177E+00,-4.925E+00, 1.650E-02, 1.650E-02
 2.500E+01, 7.569E+02,-2.067E+02,-5.460E+02,-5.974E+00,-3.077E-02, 0.000E+00, 0.000E+00,-2.033E+00,-1.845E+00, 1.650E-02, 1.650E-02
 3.000E+01, 7.483E+02,-2.045E+02,-5.411E+02,-5.889E+00,-3.063E-02, 0.000E+00, 0.000E+00,-3.441E+00,-3.183E+00, 1.650E-02, 1.650E-02
 3.500E+01, 7.625E+02,-2.077E+02,-5.371E+02,-6.107E+00,-3.055E-02, 0.000E+00, 0.000E+00, 1.143E+01, 1.158E+01, 1.650E-02, 1.650E-02
 4.000E+01, 7.666E+02,-2.094E+02,-5.406E+02,-6.448E+00,-3.081E-02, 0.000E+00, 0.000E+00, 1.009E+01, 1.006E+01, 1.650E-02, 1.650E-02
 4.500E+01, 7.555E+02,-2.066E+02,-5.562E+02,-5.975E+00,-3.090E-02, 0.000E+00, 0.000E+00,-1.342E+01,-1.331E+01, 1.650E-02, 1.650E-02
