m,kW/m
Height,HRRPUL
 1.207E+00, 3.244E+04
 3.575E+00, 3.479E+04
 5.943E+00, 3.508E+04
 8.311E+00, 3.435E+04
 1.068E+01, 4.012E+04
 1.305E+01, 4.299E+04
 1.542E+01, 4.001E+04
 1.778E+01, 3.655E+04
 2.015E+01, 3.428E+04
 2.252E+01, 3.323E+04
 2.489E+01, 3.315E+04
 2.726E+01, 3.402E+04
 2.962E+01, 3.461E+04
 3.199E+01, 3.283E+04
 3.436E+01, 3.140E+04
 3.673E+01, 3.023E+04
 3.910E+01, 2.920E+04
 4.146E+01, 2.826E+04
 4.383E+01, 2.733E+04
 4.620E+01, 2.639E+04
 4.857E+01, 2.537E+04
 5.094E+01, 2.438E+04
 5.331E+01, 2.348E+04
 5.567E+01, 2.255E+04
 5.804E+01, 2.149E+04
 6.041E+01, 2.026E+04
 6.278E+01, 1.891E+04
 6.515E+01, 1.747E+04
 6.751E+01, 1.592E+04
 6.988E+01, 1.428E+04
 7.225E+01, 1.262E+04
 7.462E+01, 1.097E+04
 7.699E+01, 9.336E+03
 7.935E+01, 7.778E+03
 8.172E+01, 6.372E+03
 8.409E+01, 5.167E+03
 8.646E+01, 4.148E+03
 8.883E+01, 3.305E+03
 9.120E+01, 2.620E+03
 9.356E+01, 2.078E+03
 9.593E+01, 1.646E+03
 9.830E+01, 1.302E+03
 1.007E+02, 1.027E+03
 1.030E+02, 8.084E+02
 1.054E+02, 6.363E+02
 1.078E+02, 5.013E+02
 1.101E+02, 3.954E+02
 1.125E+02, 3.114E+02
 1.149E+02, 2.447E+02
 1.172E+02, 1.923E+02
 1.196E+02, 1.510E+02
 1.220E+02, 1.188E+02
 1.243E+02, 9.355E+01
 1.267E+02, 7.377E+01
 1.291E+02, 5.806E+01
 1.315E+02, 4.568E+01
 1.338E+02, 3.590E+01
 1.362E+02, 2.818E+01
 1.386E+02, 2.214E+01
 1.409E+02, 1.745E+01
 1.433E+02, 1.374E+01
 1.457E+02, 1.084E+01
 1.480E+02, 8.562E+00
 1.504E+02, 6.753E+00
 1.528E+02, 5.320E+00
 1.551E+02, 4.217E+00
 1.575E+02, 3.331E+00
 1.599E+02, 2.642E+00
 1.622E+02, 2.088E+00
 1.646E+02, 1.662E+00
 1.670E+02, 1.315E+00
 1.693E+02, 1.047E+00
 1.717E+02, 8.335E-01
 1.741E+02, 6.630E-01
 1.764E+02, 5.337E-01
 1.788E+02, 3.162E-01
