m,kW/m
Height,HRRPUL
 1.230E-02, 3.120E+03
 4.199E-02, 1.187E+03
 7.167E-02, 4.860E+02
 1.014E-01, 2.986E+02
 1.310E-01, 2.326E+02
 1.607E-01, 2.015E+02
 1.904E-01, 1.828E+02
 2.201E-01, 1.704E+02
 2.498E-01, 1.613E+02
 2.795E-01, 1.542E+02
 3.092E-01, 1.482E+02
 3.389E-01, 1.434E+02
 3.685E-01, 1.393E+02
 3.982E-01, 1.355E+02
 4.279E-01, 1.321E+02
 4.576E-01, 1.292E+02
 4.873E-01, 1.265E+02
 5.170E-01, 1.241E+02
 5.467E-01, 1.218E+02
 5.763E-01, 1.195E+02
 6.060E-01, 1.172E+02
 6.357E-01, 1.150E+02
 6.654E-01, 1.125E+02
 6.951E-01, 1.101E+02
 7.248E-01, 1.077E+02
 7.545E-01, 1.050E+02
 7.842E-01, 1.024E+02
 8.138E-01, 9.962E+01
 8.435E-01, 9.693E+01
 8.732E-01, 9.411E+01
 9.029E-01, 9.110E+01
 9.326E-01, 8.801E+01
 9.623E-01, 8.488E+01
 9.920E-01, 8.169E+01
 1.022E+00, 7.839E+01
 1.051E+00, 7.491E+01
 1.081E+00, 7.153E+01
 1.111E+00, 6.808E+01
 1.140E+00, 6.473E+01
 1.170E+00, 6.125E+01
 1.200E+00, 5.801E+01
 1.229E+00, 5.493E+01
 1.259E+00, 5.191E+01
 1.289E+00, 4.893E+01
 1.319E+00, 4.600E+01
 1.348E+00, 4.337E+01
 1.378E+00, 4.082E+01
 1.408E+00, 3.840E+01
 1.437E+00, 3.615E+01
 1.467E+00, 3.394E+01
 1.497E+00, 3.175E+01
 1.526E+00, 2.969E+01
 1.556E+00, 2.755E+01
 1.586E+00, 2.550E+01
 1.615E+00, 2.352E+01
 1.645E+00, 2.171E+01
 1.675E+00, 2.002E+01
 1.704E+00, 1.845E+01
 1.734E+00, 1.695E+01
 1.764E+00, 1.558E+01
 1.794E+00, 1.429E+01
 1.823E+00, 1.312E+01
 1.853E+00, 1.207E+01
 1.883E+00, 1.102E+01
 1.912E+00, 1.003E+01
 1.942E+00, 9.063E+00
 1.972E+00, 8.143E+00
 2.001E+00, 7.242E+00
 2.031E+00, 6.460E+00
 2.061E+00, 5.743E+00
 2.090E+00, 5.099E+00
 2.120E+00, 4.522E+00
 2.150E+00, 4.009E+00
 2.179E+00, 3.555E+00
 2.209E+00, 3.133E+00
 2.239E+00, 2.739E+00
 2.268E+00, 2.400E+00
 2.298E+00, 2.100E+00
 2.328E+00, 1.827E+00
 2.358E+00, 1.579E+00
 2.387E+00, 1.365E+00
 2.417E+00, 1.187E+00
 2.447E+00, 1.021E+00
 2.476E+00, 8.872E-01
 2.506E+00, 7.688E-01
 2.536E+00, 6.761E-01
 2.565E+00, 5.975E-01
 2.595E+00, 5.231E-01
 2.625E+00, 4.576E-01
 2.654E+00, 4.056E-01
 2.684E+00, 3.602E-01
 2.714E+00, 3.220E-01
 2.743E+00, 2.844E-01
 2.773E+00, 2.539E-01
 2.803E+00, 2.280E-01
 2.833E+00, 2.053E-01
 2.862E+00, 1.807E-01
 2.892E+00, 1.585E-01
 2.922E+00, 1.361E-01
 2.951E+00, 1.214E-01
 2.981E+00, 1.108E-01
 3.011E+00, 1.002E-01
 3.040E+00, 8.983E-02
 3.070E+00, 7.706E-02
 3.100E+00, 6.640E-02
 3.129E+00, 5.493E-02
 3.159E+00, 4.550E-02
 3.189E+00, 3.751E-02
 3.218E+00, 3.115E-02
 3.248E+00, 2.490E-02
 3.278E+00, 2.042E-02
 3.308E+00, 1.660E-02
 3.337E+00, 1.346E-02
 3.367E+00, 1.099E-02
 3.397E+00, 9.075E-03
 3.426E+00, 7.432E-03
 3.456E+00, 6.183E-03
 3.486E+00, 5.100E-03
 3.515E+00, 4.227E-03
 3.545E+00, 3.544E-03
 3.575E+00, 2.926E-03
 3.604E+00, 2.443E-03
 3.634E+00, 2.058E-03
 3.664E+00, 1.699E-03
 3.693E+00, 1.389E-03
 3.723E+00, 1.170E-03
 3.753E+00, 9.809E-04
 3.783E+00, 8.185E-04
 3.812E+00, 6.802E-04
 3.842E+00, 5.648E-04
 3.872E+00, 4.727E-04
 3.901E+00, 3.970E-04
 3.931E+00, 3.279E-04
 3.961E+00, 2.726E-04
 3.990E+00, 2.273E-04
 4.020E+00, 1.905E-04
 4.050E+00, 1.601E-04
 4.079E+00, 1.335E-04
 4.109E+00, 1.100E-04
 4.139E+00, 9.173E-05
 4.168E+00, 7.574E-05
 4.198E+00, 6.287E-05
 4.228E+00, 5.177E-05
 4.258E+00, 4.273E-05
 4.287E+00, 3.538E-05
 4.317E+00, 2.943E-05
 4.347E+00, 2.410E-05
 4.376E+00, 1.992E-05
 4.406E+00, 1.664E-05
 4.436E+00, 1.354E-05
 4.465E+00, 1.165E-05
 4.495E+00, 6.937E-06
