m,kW/m
Height,HRRPUL
 2.390E-02, 2.179E+03
 6.672E-02, 9.880E+02
 1.095E-01, 5.353E+02
 1.523E-01, 3.781E+02
 1.952E-01, 3.225E+02
 2.380E-01, 3.021E+02
 2.808E-01, 2.933E+02
 3.236E-01, 2.896E+02
 3.664E-01, 2.881E+02
 4.092E-01, 2.878E+02
 4.521E-01, 2.877E+02
 4.949E-01, 2.874E+02
 5.377E-01, 2.865E+02
 5.805E-01, 2.862E+02
 6.233E-01, 2.860E+02
 6.661E-01, 2.862E+02
 7.089E-01, 2.863E+02
 7.518E-01, 2.858E+02
 7.946E-01, 2.858E+02
 8.374E-01, 2.859E+02
 8.802E-01, 2.855E+02
 9.230E-01, 2.848E+02
 9.658E-01, 2.845E+02
 1.009E+00, 2.841E+02
 1.051E+00, 2.830E+02
 1.094E+00, 2.811E+02
 1.137E+00, 2.789E+02
 1.180E+00, 2.772E+02
 1.223E+00, 2.748E+02
 1.266E+00, 2.718E+02
 1.308E+00, 2.689E+02
 1.351E+00, 2.655E+02
 1.394E+00, 2.617E+02
 1.437E+00, 2.574E+02
 1.480E+00, 2.526E+02
 1.522E+00, 2.475E+02
 1.565E+00, 2.418E+02
 1.608E+00, 2.360E+02
 1.651E+00, 2.298E+02
 1.694E+00, 2.232E+02
 1.737E+00, 2.169E+02
 1.779E+00, 2.100E+02
 1.822E+00, 2.029E+02
 1.865E+00, 1.957E+02
 1.908E+00, 1.883E+02
 1.951E+00, 1.803E+02
 1.993E+00, 1.720E+02
 2.036E+00, 1.633E+02
 2.079E+00, 1.545E+02
 2.122E+00, 1.460E+02
 2.165E+00, 1.376E+02
 2.207E+00, 1.293E+02
 2.250E+00, 1.213E+02
 2.293E+00, 1.138E+02
 2.336E+00, 1.067E+02
 2.379E+00, 9.962E+01
 2.422E+00, 9.315E+01
 2.464E+00, 8.697E+01
 2.507E+00, 8.121E+01
 2.550E+00, 7.553E+01
 2.593E+00, 7.013E+01
 2.636E+00, 6.493E+01
 2.678E+00, 5.988E+01
 2.721E+00, 5.518E+01
 2.764E+00, 5.073E+01
 2.807E+00, 4.635E+01
 2.850E+00, 4.235E+01
 2.893E+00, 3.853E+01
 2.935E+00, 3.488E+01
 2.978E+00, 3.160E+01
 3.021E+00, 2.862E+01
 3.064E+00, 2.586E+01
 3.107E+00, 2.336E+01
 3.149E+00, 2.116E+01
 3.192E+00, 1.915E+01
 3.235E+00, 1.737E+01
 3.278E+00, 1.585E+01
 3.321E+00, 1.436E+01
 3.363E+00, 1.282E+01
 3.406E+00, 1.139E+01
 3.449E+00, 1.013E+01
 3.492E+00, 9.015E+00
 3.535E+00, 7.987E+00
 3.578E+00, 6.972E+00
 3.620E+00, 6.109E+00
 3.663E+00, 5.355E+00
 3.706E+00, 4.661E+00
 3.749E+00, 4.003E+00
 3.792E+00, 3.408E+00
 3.834E+00, 2.885E+00
 3.877E+00, 2.441E+00
 3.920E+00, 2.052E+00
 3.963E+00, 1.725E+00
 4.006E+00, 1.425E+00
 4.049E+00, 1.173E+00
 4.091E+00, 9.602E-01
 4.134E+00, 7.878E-01
 4.177E+00, 6.446E-01
 4.220E+00, 5.308E-01
 4.263E+00, 4.354E-01
 4.305E+00, 3.568E-01
 4.348E+00, 2.919E-01
 4.391E+00, 2.392E-01
 4.434E+00, 1.954E-01
 4.477E+00, 1.599E-01
 4.519E+00, 1.309E-01
 4.562E+00, 1.075E-01
 4.605E+00, 8.855E-02
 4.648E+00, 7.306E-02
 4.691E+00, 6.019E-02
 4.734E+00, 4.946E-02
 4.776E+00, 4.071E-02
 4.819E+00, 3.369E-02
 4.862E+00, 2.801E-02
 4.905E+00, 2.332E-02
 4.948E+00, 1.940E-02
 4.990E+00, 1.622E-02
 5.033E+00, 1.347E-02
 5.076E+00, 1.119E-02
 5.119E+00, 9.273E-03
 5.162E+00, 7.733E-03
 5.205E+00, 6.403E-03
 5.247E+00, 5.325E-03
 5.290E+00, 4.433E-03
 5.333E+00, 3.716E-03
 5.376E+00, 3.132E-03
 5.419E+00, 2.627E-03
 5.461E+00, 2.208E-03
 5.504E+00, 1.859E-03
 5.547E+00, 1.576E-03
 5.590E+00, 1.337E-03
 5.633E+00, 1.133E-03
 5.676E+00, 9.585E-04
 5.718E+00, 8.128E-04
 5.761E+00, 6.856E-04
 5.804E+00, 5.779E-04
 5.847E+00, 4.903E-04
 5.890E+00, 4.145E-04
 5.932E+00, 3.501E-04
 5.975E+00, 2.948E-04
 6.018E+00, 2.479E-04
 6.061E+00, 2.082E-04
 6.104E+00, 1.751E-04
 6.146E+00, 1.467E-04
 6.189E+00, 1.230E-04
 6.232E+00, 1.029E-04
 6.275E+00, 8.617E-05
 6.318E+00, 7.192E-05
 6.361E+00, 6.037E-05
 6.403E+00, 5.045E-05
 6.446E+00, 4.250E-05
 6.489E+00, 2.547E-05
