m,kW/m
Height,HRRPUL
 1.391E-01, 2.634E+03
 4.234E-01, 3.003E+03
 7.076E-01, 2.938E+03
 9.919E-01, 2.589E+03
 1.276E+00, 2.340E+03
 1.560E+00, 2.199E+03
 1.845E+00, 2.151E+03
 2.129E+00, 2.129E+03
 2.413E+00, 2.106E+03
 2.697E+00, 2.076E+03
 2.982E+00, 2.041E+03
 3.266E+00, 1.993E+03
 3.550E+00, 1.940E+03
 3.834E+00, 1.891E+03
 4.119E+00, 1.841E+03
 4.403E+00, 1.786E+03
 4.687E+00, 1.724E+03
 4.971E+00, 1.654E+03
 5.256E+00, 1.583E+03
 5.540E+00, 1.500E+03
 5.824E+00, 1.402E+03
 6.108E+00, 1.295E+03
 6.393E+00, 1.186E+03
 6.677E+00, 1.073E+03
 6.961E+00, 9.573E+02
 7.245E+00, 8.435E+02
 7.530E+00, 7.324E+02
 7.814E+00, 6.243E+02
 8.098E+00, 5.263E+02
 8.382E+00, 4.355E+02
 8.667E+00, 3.552E+02
 8.951E+00, 2.888E+02
 9.235E+00, 2.343E+02
 9.519E+00, 1.884E+02
 9.804E+00, 1.500E+02
 1.009E+01, 1.186E+02
 1.037E+01, 9.367E+01
 1.066E+01, 7.392E+01
 1.094E+01, 5.832E+01
 1.122E+01, 4.592E+01
 1.151E+01, 3.605E+01
 1.179E+01, 2.823E+01
 1.208E+01, 2.214E+01
 1.236E+01, 1.741E+01
 1.265E+01, 1.374E+01
 1.293E+01, 1.086E+01
 1.321E+01, 8.599E+00
 1.350E+01, 6.801E+00
 1.378E+01, 5.368E+00
 1.407E+01, 4.230E+00
 1.435E+01, 3.336E+00
 1.464E+01, 2.632E+00
 1.492E+01, 2.069E+00
 1.520E+01, 1.642E+00
 1.549E+01, 1.299E+00
 1.577E+01, 1.034E+00
 1.606E+01, 8.231E-01
 1.634E+01, 6.558E-01
 1.663E+01, 5.219E-01
 1.691E+01, 4.157E-01
 1.719E+01, 3.308E-01
 1.748E+01, 2.639E-01
 1.776E+01, 2.107E-01
 1.805E+01, 1.683E-01
 1.833E+01, 1.339E-01
 1.862E+01, 1.072E-01
 1.890E+01, 8.585E-02
 1.918E+01, 6.898E-02
 1.947E+01, 5.523E-02
 1.975E+01, 4.444E-02
 2.004E+01, 3.573E-02
 2.032E+01, 2.883E-02
 2.061E+01, 2.322E-02
 2.089E+01, 1.869E-02
 2.117E+01, 1.527E-02
 2.146E+01, 9.180E-03
