m,kW/m
Height,HRRPUL
 1.438E-01, 2.438E+03
 4.413E-01, 1.551E+03
 7.388E-01, 1.179E+03
 1.036E+00, 9.785E+02
 1.334E+00, 8.318E+02
 1.631E+00, 7.114E+02
 1.929E+00, 5.877E+02
 2.226E+00, 4.628E+02
 2.524E+00, 3.524E+02
 2.821E+00, 2.611E+02
 3.119E+00, 1.883E+02
 3.416E+00, 1.352E+02
 3.714E+00, 9.667E+01
 4.011E+00, 6.932E+01
 4.309E+00, 4.972E+01
 4.606E+00, 3.597E+01
 4.904E+00, 2.624E+01
 5.201E+00, 1.919E+01
 5.499E+00, 1.392E+01
 5.796E+00, 1.015E+01
 6.094E+00, 7.393E+00
 6.391E+00, 5.470E+00
 6.689E+00, 4.028E+00
 6.986E+00, 3.000E+00
 7.284E+00, 2.211E+00
 7.581E+00, 1.639E+00
 7.879E+00, 1.213E+00
 8.176E+00, 9.031E-01
 8.474E+00, 6.758E-01
 8.771E+00, 5.035E-01
 9.069E+00, 3.746E-01
 9.366E+00, 2.788E-01
 9.664E+00, 2.072E-01
 9.961E+00, 1.567E-01
 1.026E+01, 1.172E-01
 1.056E+01, 8.822E-02
 1.085E+01, 6.687E-02
 1.115E+01, 3.982E-02
