m,kW/m
Height,HRRPUL
 4.454E-01, 7.589E+03
 1.340E+00, 9.248E+03
 2.235E+00, 1.109E+04
 3.130E+00, 1.161E+04
 4.024E+00, 1.160E+04
 4.919E+00, 1.181E+04
 5.814E+00, 1.228E+04
 6.709E+00, 1.275E+04
 7.603E+00, 1.324E+04
 8.498E+00, 1.378E+04
 9.393E+00, 1.428E+04
 1.029E+01, 1.474E+04
 1.118E+01, 1.520E+04
 1.208E+01, 1.563E+04
 1.297E+01, 1.603E+04
 1.387E+01, 1.644E+04
 1.476E+01, 1.685E+04
 1.566E+01, 1.728E+04
 1.655E+01, 1.778E+04
 1.745E+01, 1.831E+04
 1.834E+01, 1.885E+04
 1.923E+01, 1.946E+04
 2.013E+01, 2.012E+04
 2.102E+01, 2.085E+04
 2.192E+01, 2.161E+04
 2.281E+01, 2.239E+04
 2.371E+01, 2.327E+04
 2.460E+01, 2.422E+04
 2.550E+01, 2.516E+04
 2.639E+01, 2.614E+04
 2.729E+01, 2.717E+04
 2.818E+01, 2.824E+04
 2.908E+01, 2.928E+04
 2.997E+01, 3.030E+04
 3.087E+01, 3.122E+04
 3.176E+01, 3.207E+04
 3.266E+01, 3.283E+04
 3.355E+01, 3.350E+04
 3.445E+01, 3.406E+04
 3.534E+01, 3.455E+04
 3.623E+01, 3.495E+04
 3.713E+01, 3.522E+04
 3.802E+01, 3.527E+04
 3.892E+01, 3.514E+04
 3.981E+01, 3.493E+04
 4.071E+01, 3.458E+04
 4.160E+01, 3.409E+04
 4.250E+01, 3.353E+04
 4.339E+01, 3.287E+04
 4.429E+01, 3.213E+04
 4.518E+01, 3.132E+04
 4.608E+01, 3.047E+04
 4.697E+01, 2.954E+04
 4.787E+01, 2.853E+04
 4.876E+01, 2.751E+04
 4.966E+01, 2.647E+04
 5.055E+01, 2.543E+04
 5.145E+01, 2.444E+04
 5.234E+01, 2.342E+04
 5.323E+01, 2.233E+04
 5.413E+01, 2.122E+04
 5.502E+01, 2.011E+04
 5.592E+01, 1.898E+04
 5.681E+01, 1.785E+04
 5.771E+01, 1.675E+04
 5.860E+01, 1.565E+04
 5.950E+01, 1.457E+04
 6.039E+01, 1.346E+04
 6.129E+01, 1.238E+04
 6.218E+01, 1.134E+04
 6.308E+01, 1.037E+04
 6.397E+01, 9.460E+03
 6.487E+01, 8.617E+03
 6.576E+01, 7.819E+03
 6.666E+01, 7.059E+03
 6.755E+01, 6.345E+03
 6.845E+01, 5.677E+03
 6.934E+01, 5.073E+03
 7.023E+01, 4.534E+03
 7.113E+01, 4.041E+03
 7.202E+01, 3.600E+03
 7.292E+01, 3.185E+03
 7.381E+01, 2.811E+03
 7.471E+01, 2.472E+03
 7.560E+01, 2.180E+03
 7.650E+01, 1.912E+03
 7.739E+01, 1.680E+03
 7.829E+01, 1.466E+03
 7.918E+01, 1.274E+03
 8.008E+01, 1.101E+03
 8.097E+01, 9.484E+02
 8.187E+01, 8.140E+02
 8.276E+01, 6.980E+02
 8.366E+01, 5.954E+02
 8.455E+01, 5.051E+02
 8.544E+01, 4.299E+02
 8.634E+01, 3.679E+02
 8.723E+01, 3.149E+02
 8.813E+01, 2.665E+02
 8.902E+01, 2.262E+02
 8.992E+01, 1.916E+02
 9.081E+01, 1.615E+02
 9.171E+01, 1.352E+02
 9.260E+01, 1.125E+02
 9.350E+01, 9.330E+01
 9.439E+01, 7.756E+01
 9.529E+01, 6.434E+01
 9.618E+01, 5.346E+01
 9.708E+01, 4.441E+01
 9.797E+01, 3.695E+01
 9.887E+01, 3.082E+01
 9.976E+01, 2.567E+01
 1.007E+02, 2.136E+01
 1.016E+02, 1.778E+01
 1.024E+02, 1.483E+01
 1.033E+02, 1.233E+01
 1.042E+02, 1.027E+01
 1.051E+02, 8.548E+00
 1.060E+02, 7.117E+00
 1.069E+02, 5.922E+00
 1.078E+02, 4.923E+00
 1.087E+02, 4.100E+00
 1.096E+02, 3.417E+00
 1.105E+02, 2.849E+00
 1.114E+02, 2.382E+00
 1.123E+02, 1.993E+00
 1.132E+02, 1.667E+00
 1.141E+02, 1.390E+00
 1.150E+02, 1.165E+00
 1.159E+02, 9.778E-01
 1.168E+02, 8.187E-01
 1.177E+02, 6.855E-01
 1.186E+02, 5.726E-01
 1.194E+02, 4.786E-01
 1.203E+02, 4.012E-01
 1.212E+02, 3.368E-01
 1.221E+02, 2.827E-01
 1.230E+02, 2.374E-01
 1.239E+02, 1.995E-01
 1.248E+02, 1.675E-01
 1.257E+02, 1.406E-01
 1.266E+02, 1.181E-01
 1.275E+02, 9.953E-02
 1.284E+02, 8.365E-02
 1.293E+02, 7.026E-02
 1.302E+02, 5.914E-02
 1.311E+02, 4.966E-02
 1.320E+02, 4.181E-02
 1.329E+02, 3.540E-02
 1.338E+02, 2.995E-02
 1.347E+02, 2.552E-02
 1.356E+02, 1.532E-02
