m,kW/m
Height,HRRPUL
 1.150E-01, 2.752E+03
 3.410E-01, 8.594E+02
 5.670E-01, 5.281E+02
 7.930E-01, 4.801E+02
 1.019E+00, 4.395E+02
 1.245E+00, 3.810E+02
 1.471E+00, 3.081E+02
 1.697E+00, 2.360E+02
 1.923E+00, 1.754E+02
 2.149E+00, 1.280E+02
 2.375E+00, 9.259E+01
 2.601E+00, 6.670E+01
 2.827E+00, 4.803E+01
 3.053E+00, 3.463E+01
 3.279E+00, 2.500E+01
 3.505E+00, 1.811E+01
 3.731E+00, 1.315E+01
 3.957E+00, 9.536E+00
 4.183E+00, 6.923E+00
 4.409E+00, 5.093E+00
 4.635E+00, 3.730E+00
 4.861E+00, 2.742E+00
 5.087E+00, 2.011E+00
 5.313E+00, 1.482E+00
 5.539E+00, 1.090E+00
 5.765E+00, 8.057E-01
 5.991E+00, 5.955E-01
 6.217E+00, 4.407E-01
 6.443E+00, 3.285E-01
 6.669E+00, 2.467E-01
 6.895E+00, 1.853E-01
 7.121E+00, 1.404E-01
 7.347E+00, 1.052E-01
 7.573E+00, 7.945E-02
 7.799E+00, 5.984E-02
 8.025E+00, 4.558E-02
 8.251E+00, 3.482E-02
 8.477E+00, 2.087E-02
