m,kW/m
Height,HRRPUL
 3.303E-01, 5.044E+03
 1.008E+00, 5.930E+03
 1.686E+00, 7.146E+03
 2.363E+00, 7.627E+03
 3.041E+00, 7.683E+03
 3.719E+00, 7.882E+03
 4.396E+00, 8.181E+03
 5.074E+00, 8.483E+03
 5.752E+00, 8.784E+03
 6.429E+00, 9.085E+03
 7.107E+00, 9.375E+03
 7.785E+00, 9.655E+03
 8.462E+00, 9.950E+03
 9.140E+00, 1.022E+04
 9.818E+00, 1.050E+04
 1.050E+01, 1.078E+04
 1.117E+01, 1.105E+04
 1.185E+01, 1.135E+04
 1.253E+01, 1.168E+04
 1.321E+01, 1.204E+04
 1.388E+01, 1.243E+04
 1.456E+01, 1.280E+04
 1.524E+01, 1.321E+04
 1.592E+01, 1.363E+04
 1.659E+01, 1.408E+04
 1.727E+01, 1.455E+04
 1.795E+01, 1.508E+04
 1.863E+01, 1.563E+04
 1.931E+01, 1.622E+04
 1.998E+01, 1.687E+04
 2.066E+01, 1.754E+04
 2.134E+01, 1.818E+04
 2.202E+01, 1.879E+04
 2.269E+01, 1.944E+04
 2.337E+01, 2.002E+04
 2.405E+01, 2.056E+04
 2.473E+01, 2.104E+04
 2.540E+01, 2.146E+04
 2.608E+01, 2.188E+04
 2.676E+01, 2.229E+04
 2.744E+01, 2.261E+04
 2.812E+01, 2.285E+04
 2.879E+01, 2.298E+04
 2.947E+01, 2.306E+04
 3.015E+01, 2.305E+04
 3.083E+01, 2.294E+04
 3.150E+01, 2.277E+04
 3.218E+01, 2.250E+04
 3.286E+01, 2.218E+04
 3.354E+01, 2.181E+04
 3.421E+01, 2.140E+04
 3.489E+01, 2.089E+04
 3.557E+01, 2.028E+04
 3.625E+01, 1.959E+04
 3.693E+01, 1.888E+04
 3.760E+01, 1.815E+04
 3.828E+01, 1.743E+04
 3.896E+01, 1.669E+04
 3.964E+01, 1.592E+04
 4.031E+01, 1.516E+04
 4.099E+01, 1.441E+04
 4.167E+01, 1.363E+04
 4.235E+01, 1.285E+04
 4.302E+01, 1.209E+04
 4.370E+01, 1.127E+04
 4.438E+01, 1.050E+04
 4.506E+01, 9.766E+03
 4.573E+01, 9.054E+03
 4.641E+01, 8.375E+03
 4.709E+01, 7.743E+03
 4.777E+01, 7.123E+03
 4.845E+01, 6.527E+03
 4.912E+01, 5.947E+03
 4.980E+01, 5.394E+03
 5.048E+01, 4.881E+03
 5.116E+01, 4.376E+03
 5.183E+01, 3.898E+03
 5.251E+01, 3.461E+03
 5.319E+01, 3.059E+03
 5.387E+01, 2.678E+03
 5.454E+01, 2.346E+03
 5.522E+01, 2.045E+03
 5.590E+01, 1.772E+03
 5.658E+01, 1.529E+03
 5.726E+01, 1.315E+03
 5.793E+01, 1.130E+03
 5.861E+01, 9.698E+02
 5.929E+01, 8.365E+02
 5.997E+01, 7.167E+02
 6.064E+01, 6.153E+02
 6.132E+01, 5.293E+02
 6.200E+01, 4.539E+02
 6.268E+01, 3.877E+02
 6.335E+01, 3.350E+02
 6.403E+01, 2.877E+02
 6.471E+01, 2.469E+02
 6.539E+01, 2.095E+02
 6.607E+01, 1.793E+02
 6.674E+01, 1.518E+02
 6.742E+01, 1.296E+02
 6.810E+01, 1.107E+02
 6.878E+01, 9.430E+01
 6.945E+01, 8.030E+01
 7.013E+01, 6.831E+01
 7.081E+01, 5.865E+01
 7.149E+01, 5.084E+01
 7.216E+01, 4.369E+01
 7.284E+01, 3.720E+01
 7.352E+01, 3.157E+01
 7.420E+01, 2.668E+01
 7.488E+01, 2.248E+01
 7.555E+01, 1.901E+01
 7.623E+01, 1.613E+01
 7.691E+01, 1.355E+01
 7.759E+01, 1.136E+01
 7.826E+01, 9.521E+00
 7.894E+01, 8.022E+00
 7.962E+01, 6.756E+00
 8.030E+01, 5.695E+00
 8.097E+01, 4.791E+00
 8.165E+01, 4.037E+00
 8.233E+01, 3.420E+00
 8.301E+01, 2.902E+00
 8.368E+01, 2.468E+00
 8.436E+01, 2.103E+00
 8.504E+01, 1.783E+00
 8.572E+01, 1.514E+00
 8.640E+01, 1.286E+00
 8.707E+01, 1.091E+00
 8.775E+01, 9.245E-01
 8.843E+01, 7.814E-01
 8.911E+01, 6.606E-01
 8.978E+01, 5.647E-01
 9.046E+01, 4.802E-01
 9.114E+01, 4.104E-01
 9.182E+01, 3.496E-01
 9.249E+01, 2.978E-01
 9.317E+01, 2.546E-01
 9.385E+01, 2.197E-01
 9.453E+01, 1.881E-01
 9.521E+01, 1.608E-01
 9.588E+01, 1.370E-01
 9.656E+01, 1.174E-01
 9.724E+01, 1.009E-01
 9.792E+01, 8.663E-02
 9.859E+01, 7.457E-02
 9.927E+01, 6.321E-02
 9.995E+01, 5.451E-02
 1.006E+02, 4.679E-02
 1.013E+02, 3.981E-02
 1.020E+02, 3.397E-02
 1.027E+02, 2.052E-02
