s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.077E-11, 6.779E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.779E-06, 0.000E+00, 0.000E+00
 5.014E+00, 5.223E+05,-7.926E+04, 5.826E+03,-2.114E+01,-5.431E-01, 0.000E+00, 0.000E+00, 4.366E+05, 4.488E+05, 5.736E+01, 5.736E+01
 1.001E+01, 3.292E+06,-5.283E+05, 4.328E+04,-2.866E+01,-6.198E-01, 0.000E+00, 0.000E+00, 2.787E+06, 2.807E+06, 6.601E+01, 6.601E+01
 1.500E+01, 3.382E+06,-2.227E+05,-2.745E+06,-3.913E+03,-6.199E-01, 0.000E+00, 0.000E+00, 3.742E+05, 4.099E+05, 6.601E+01, 6.601E+01
 2.001E+01, 3.030E+06,-2.637E+05,-1.836E+06,-7.546E+03,-6.275E-01, 0.000E+00, 0.000E+00, 8.861E+05, 9.234E+05, 6.601E+01, 6.601E+01
 2.501E+01, 2.941E+06,-2.567E+05,-3.033E+06,-6.801E+03,-6.283E-01, 0.000E+00, 0.000E+00,-4.000E+05,-3.549E+05, 6.601E+01, 6.601E+01
 3.001E+01, 3.071E+06,-2.672E+05,-2.821E+06,-5.394E+03,-6.191E-01, 0.000E+00, 0.000E+00,-6.796E+04,-2.237E+04, 6.601E+01, 6.601E+01
 3.500E+01, 3.040E+06,-2.686E+05,-2.749E+06,-4.913E+03,-6.157E-01, 0.000E+00, 0.000E+00,-2.889E+04, 1.742E+04, 6.601E+01, 6.601E+01
 4.001E+01, 3.012E+06,-2.952E+05,-2.464E+06,-2.957E+03,-6.139E-01, 0.000E+00, 0.000E+00, 2.037E+05, 2.501E+05, 6.601E+01, 6.601E+01
 4.501E+01, 3.113E+06,-2.921E+05,-2.724E+06,-6.585E+03,-6.190E-01, 0.000E+00, 0.000E+00, 4.363E+04, 8.949E+04, 6.601E+01, 6.601E+01
 5.001E+01, 2.951E+06,-2.797E+05,-2.731E+06,-8.497E+03,-6.206E-01, 0.000E+00, 0.000E+00,-1.136E+05,-6.737E+04, 6.601E+01, 6.601E+01
 5.501E+01, 3.002E+06,-2.746E+05,-2.683E+06,-3.725E+03,-6.224E-01, 0.000E+00, 0.000E+00,-8.631E+03, 4.043E+04, 6.601E+01, 6.601E+01
 6.000E+01, 3.026E+06,-2.745E+05,-2.993E+06,-4.722E+03,-6.093E-01, 0.000E+00, 0.000E+00,-2.938E+05,-2.465E+05, 6.601E+01, 6.601E+01
 6.501E+01, 2.960E+06,-2.506E+05,-2.554E+06,-4.227E+03,-6.090E-01, 0.000E+00, 0.000E+00, 1.068E+05, 1.508E+05, 6.601E+01, 6.601E+01
 7.001E+01, 3.071E+06,-2.539E+05,-3.116E+06,-4.574E+03,-6.157E-01, 0.000E+00, 0.000E+00,-3.510E+05,-3.039E+05, 6.601E+01, 6.601E+01
 7.500E+01, 3.101E+06,-2.912E+05,-2.485E+06,-3.714E+03,-6.175E-01, 0.000E+00, 0.000E+00, 2.752E+05, 3.210E+05, 6.601E+01, 6.601E+01
 8.001E+01, 3.018E+06,-2.839E+05,-2.325E+06,-4.939E+03,-6.110E-01, 0.000E+00, 0.000E+00, 3.586E+05, 4.037E+05, 6.601E+01, 6.601E+01
 8.500E+01, 3.011E+06,-2.602E+05,-2.767E+06,-4.066E+03,-6.335E-01, 0.000E+00, 0.000E+00,-6.840E+04,-2.003E+04, 6.601E+01, 6.601E+01
 9.000E+01, 3.041E+06,-3.242E+05,-2.561E+06,-3.961E+03,-6.273E-01, 0.000E+00, 0.000E+00, 1.019E+05, 1.526E+05, 6.601E+01, 6.601E+01
 9.501E+01, 3.008E+06,-2.690E+05,-2.928E+06,-3.874E+03,-6.183E-01, 0.000E+00, 0.000E+00,-2.386E+05,-1.926E+05, 6.601E+01, 6.601E+01
 1.000E+02, 3.019E+06,-2.650E+05,-2.612E+06,-6.010E+03,-6.198E-01, 0.000E+00, 0.000E+00, 9.131E+04, 1.357E+05, 6.601E+01, 6.601E+01
