m,kW/m
Height,HRRPUL
 9.438E-01, 1.582E+04
 2.825E+00, 1.775E+04
 4.707E+00, 1.801E+04
 6.588E+00, 1.762E+04
 8.470E+00, 1.510E+04
 1.035E+01, 1.274E+04
 1.223E+01, 1.122E+04
 1.411E+01, 1.008E+04
 1.600E+01, 8.952E+03
 1.788E+01, 7.685E+03
 1.976E+01, 6.305E+03
 2.164E+01, 4.938E+03
 2.352E+01, 3.704E+03
 2.540E+01, 2.714E+03
 2.728E+01, 1.969E+03
 2.917E+01, 1.433E+03
 3.105E+01, 1.043E+03
 3.293E+01, 7.627E+02
 3.481E+01, 5.584E+02
 3.669E+01, 4.116E+02
 3.857E+01, 3.040E+02
 4.046E+01, 2.263E+02
 4.234E+01, 1.679E+02
 4.422E+01, 1.250E+02
 4.610E+01, 9.276E+01
 4.798E+01, 6.928E+01
 4.986E+01, 5.169E+01
 5.174E+01, 3.871E+01
 5.363E+01, 2.882E+01
 5.551E+01, 2.175E+01
 5.739E+01, 1.631E+01
 5.927E+01, 1.231E+01
 6.115E+01, 9.230E+00
 6.303E+01, 7.003E+00
 6.491E+01, 5.264E+00
 6.680E+01, 3.984E+00
 6.868E+01, 3.021E+00
 7.056E+01, 1.792E+00
