m,kW/m
Height,HRRPUL
 2.125E-01, 4.514E+03
 6.415E-01, 2.751E+03
 1.071E+00, 1.973E+03
 1.499E+00, 1.602E+03
 1.928E+00, 1.360E+03
 2.357E+00, 1.156E+03
 2.786E+00, 9.584E+02
 3.215E+00, 7.731E+02
 3.644E+00, 5.938E+02
 4.074E+00, 4.397E+02
 4.503E+00, 3.220E+02
 4.931E+00, 2.338E+02
 5.361E+00, 1.696E+02
 5.790E+00, 1.226E+02
 6.218E+00, 8.869E+01
 6.647E+00, 6.388E+01
 7.077E+00, 4.641E+01
 7.506E+00, 3.370E+01
 7.934E+00, 2.459E+01
 8.364E+00, 1.792E+01
 8.793E+00, 1.301E+01
 9.221E+00, 9.470E+00
 9.650E+00, 6.881E+00
 1.008E+01, 5.032E+00
 1.051E+01, 3.675E+00
 1.094E+01, 2.692E+00
 1.137E+01, 1.986E+00
 1.180E+01, 1.481E+00
 1.222E+01, 1.105E+00
 1.265E+01, 8.302E-01
 1.308E+01, 6.252E-01
 1.351E+01, 4.742E-01
 1.394E+01, 3.573E-01
 1.437E+01, 2.719E-01
 1.480E+01, 2.056E-01
 1.523E+01, 1.566E-01
 1.566E+01, 1.203E-01
 1.609E+01, 7.235E-02
